ticker,name,source_classification,supply_level,risk_keywords,baseline_status,shadow_status,baseline_missing_components,shadow_missing_components,baseline_score_total,shadow_score_total,shadow_supply_points
072130,유엔젤,COMPLETE_180D_POSITIVE_BURDEN,경계,"대량보유,주요주주변동",LIMITED,READY,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,,,67.5,4.0
