name,ticker,country,currency,exchange,status,last_date,current_close,split_buy_low_ref,split_buy_high_ref,split_buy_ref,target1_ref,stop_ref,avg_daily_move_abs,avg_daily_move_pct,avg_wave_days,low_3m_intraday,high_3m_intraday,low_3m_close,high_3m_close,range_3m_pct,position_in_3m_range_pct,last_volume,last_trading_value,avg20_trading_value,low_liquidity,foreign_net_5d_value,foreign_net_20d_value,foreign_net_60d_value,institution_net_5d_value,institution_net_20d_value,institution_net_60d_value,data_rows,source_used,error
Cerebras Systems Inc,CBRS,US,USD,NASDAQ,OK,2026-06-05,207.68,195.22,205.61,205.61,244.2,199.31,16.6,6.41,1.9,205.47,386.34,207.68,311.07,88.03,1.22,2099719.0,436080135.0,2526871594.0,False,,,,,,,16,yfinance_close,
DB하이텍,000990,KR,KRW,KOSPI,OK,2026-06-05,173800.0,157300.0,171800.0,171800.0,188400.0,153900.0,6620.0,4.87,2.0,76300.0,230500.0,77900.0,220500.0,202.1,63.23,538155.0,93531339000.0,141714208960.0,False,,,,,,,63,pykrx_adjusted,
HD현대일렉트릭,267260,KR,KRW,KOSPI,OK,2026-06-05,956000.0,871000.0,946000.0,946000.0,1031000.0,854000.0,34150.0,3.2,2.0,830000.0,1430000.0,832000.0,1420000.0,72.29,21.0,127356.0,121752336000.0,222790942250.0,False,,,,,,,63,pykrx_adjusted,
HD현대중공업,329180,KR,KRW,KOSPI,OK,2026-06-05,664000.0,615000.0,657000.0,657000.0,691000.0,606000.0,19440.0,3.29,2.5,428000.0,765000.0,439000.0,745000.0,78.74,70.03,344815.0,228957160000.0,386868026050.0,False,,,,,,,63,pykrx_adjusted,
Intel,INTC,US,USD,NASDAQ,OK,2026-06-05,102.0,93.84,100.98,100.98,109.18,92.21,3.26,4.19,2.1,40.63,132.75,41.19,129.44,226.73,66.62,72866956.0,7432429512.0,15152693847.0,False,,,,,,,65,yfinance_close,
LG에너지솔루션,373220,KR,KRW,KOSPI,OK,2026-06-05,414000.0,384000.0,410000.0,410000.0,440500.0,378000.0,11960.0,2.91,1.8,350500.0,497500.0,356000.0,484500.0,41.94,43.2,445122.0,184280508000.0,272868224425.0,False,,,,,,,63,pykrx_adjusted,
LG이노텍,011070,KR,KRW,KOSPI,OK,2026-06-05,1160000.0,1073000.0,1148000.0,1148000.0,1236000.0,1056000.0,34600.0,5.36,1.8,240000.0,1788000.0,250000.0,1530000.0,645.0,59.43,889526.0,1031850160000.0,656585242300.0,False,,,,,,,63,pykrx_adjusted,
LG전자,066570,KR,KRW,KOSPI,OK,2026-06-05,303000.0,277500.0,300000.0,300000.0,325500.0,272500.0,10150.0,5.25,2.1,103600.0,438000.0,105600.0,392500.0,322.78,59.63,6066192.0,1838056176000.0,1230660741050.0,False,,,,,,,63,pykrx_adjusted,
LG전자우,066575,KR,KRW,KOSPI,OK,2026-06-05,96900.0,89000.0,95900.0,95900.0,103900.0,87400.0,3175.0,4.43,1.9,47100.0,138400.0,47300.0,124400.0,193.84,54.55,489328.0,47415883200.0,84929255770.0,False,,,,,,,63,pykrx_adjusted,
LG화학,051910,KR,KRW,KOSPI,OK,2026-06-05,349000.0,323000.0,345500.0,345500.0,372000.0,318000.0,10400.0,3.03,2.0,288000.0,437500.0,290000.0,429500.0,51.91,40.8,280325.0,97833425000.0,165138080175.0,False,,,,,,,63,pykrx_adjusted,
