code,name,sector,theme,sector_theme,source,source_url,asof_kst
033560,블루콤,영상 및 음향기기 제조업,블루투스헤드셋,영상 및 음향기기 제조업 / 블루투스헤드셋,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
033640,네패스,반도체 제조업,반도체및TFT-LCD용현상액,반도체 제조업 / 반도체및TFT-LCD용현상액,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
033780,케이티앤지,담배 제조업,잎담배·제조담배·홍삼,담배 제조업 / 잎담배·제조담배·홍삼,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
033790,피노,일차전지 및 이차전지 제조업,전구체·관련 소재,일차전지 및 이차전지 제조업 / 전구체·관련 소재,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
033830,티비씨,텔레비전 방송업,텔레비젼 방송·문화서비스·광고,텔레비전 방송업 / 텔레비젼 방송·문화서비스·광고,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
033920,무학,알코올음료 제조업,소주,알코올음료 제조업 / 소주,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
034020,두산에너빌리티,일반 목적용 기계 제조업,기관·터어빈·선박용엔진,일반 목적용 기계 제조업 / 기관·터어빈·선박용엔진,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
034120,SBS,텔레비전 방송업,TV·라디오방송·광고,텔레비전 방송업 / TV·라디오방송·광고,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
034220,LG디스플레이,전자부품 제조업,고화질·초대형·폴더블 고부가가치 디스플레이 제품 개발,전자부품 제조업 / 고화질·초대형·폴더블 고부가가치 디스플레이 제품 개발,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
034230,파라다이스,유원지 및 기타 오락관련 서비스업,카지노·호텔·복합리조트,유원지 및 기타 오락관련 서비스업 / 카지노·호텔·복합리조트,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
034310,NICE,회사 본부 및 경영 컨설팅 서비스업,기업신용분석·유가증권등급평정·기업정보,회사 본부 및 경영 컨설팅 서비스업 / 기업신용분석·유가증권등급평정·기업정보,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
034590,인천도시가스,연료용 가스 제조 및 배관공급업,도시가스 공급·가스설비공사,연료용 가스 제조 및 배관공급업 / 도시가스 공급·가스설비공사,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
034730,SK,기타 금융업,지주회사·시스템통합(SI)·정보통신사업 관련 컨설팅,기타 금융업 / 지주회사·시스템통합(SI)·정보통신사업 관련 컨설팅,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
034810,해성산업,기타 금융업,시설관리 용역 및 부동산 임대,기타 금융업 / 시설관리 용역 및 부동산 임대,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
034830,한국토지신탁,신탁업 및 집합투자업,부동산신탁 등,신탁업 및 집합투자업 / 부동산신탁 등,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
034940,조아제약,의약품 제조업,의약품·의약부외품·보건보조식품,의약품 제조업 / 의약품·의약부외품·보건보조식품,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
034950,한국기업평가,기타 사업지원 서비스업,신용평가·컨설팅·위험관리솔루션,기타 사업지원 서비스업 / 신용평가·컨설팅·위험관리솔루션,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
035000,HS애드,광고업,광고,광고업 / 광고,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
035080,그래디언트,무점포 소매업,전자상거래,무점포 소매업 / 전자상거래,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
035150,백산,플라스틱제품 제조업,P.U.인조피혁·부직포인공피혁 제조·무역,플라스틱제품 제조업 / P.U.인조피혁·부직포인공피혁 제조·무역,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
035200,프럼파스트,플라스틱제품 제조업,주택건설용 플라스틱 배관,플라스틱제품 제조업 / 주택건설용 플라스틱 배관,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
035250,강원랜드,유원지 및 기타 오락관련 서비스업,카지노·관광호텔·골프장,유원지 및 기타 오락관련 서비스업 / 카지노·관광호텔·골프장,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
035290,골드앤에스,"서적, 잡지 및 기타 인쇄물 출판업",방과후컴퓨터상설반·교재및CD,"서적, 잡지 및 기타 인쇄물 출판업 / 방과후컴퓨터상설반·교재및CD",KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
035420,NAVER,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",포털 서비스 및 온라인 광고,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업 / 포털 서비스 및 온라인 광고",KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
035460,기산텔레콤,통신 및 방송 장비 제조업,광모듈·에코 켄슬러·중계기,통신 및 방송 장비 제조업 / 광모듈·에코 켄슬러·중계기,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
035510,신세계I&C,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",IT시스템 개발·운영 및 유지보수·IT 컨설팅,"컴퓨터 프로그래밍, 시스템 통합 및 관리업 / IT시스템 개발·운영 및 유지보수·IT 컨설팅",KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
035600,KG이니시스,소프트웨어 개발 및 공급업,전자지불서비스,소프트웨어 개발 및 공급업 / 전자지불서비스,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
035610,솔본,회사 본부 및 경영 컨설팅 서비스업,경영자문 및 지주사업,회사 본부 및 경영 컨설팅 서비스업 / 경영자문 및 지주사업,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
035620,바른손이앤에이,"영화, 비디오물, 방송프로그램 제작 및 배급업",영화 및 콘텐츠 투자배급,"영화, 비디오물, 방송프로그램 제작 및 배급업 / 영화 및 콘텐츠 투자배급",KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
035720,카카오,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",인터넷 서비스(인터넷 광고),"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업 / 인터넷 서비스(인터넷 광고)",KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
035760,CJ ENM,텔레비전 방송업,의류·생활주방·가전제품,텔레비전 방송업 / 의류·생활주방·가전제품,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
035810,이지홀딩스,동물용 사료 및 조제식품 제조업,지주회사,동물용 사료 및 조제식품 제조업 / 지주회사,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
035890,서희건설,건물 건설업,토목·건축·부동산임대업,건물 건설업 / 토목·건축·부동산임대업,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
035900,JYP Ent.,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음 관련 제품,오디오물 출판 및 원판 녹음업 / 오디오물 출판 및 원판 녹음 관련 제품,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
036000,예림당,"서적, 잡지 및 기타 인쇄물 출판업",무선가입자망 단말기 및 차량용핸즈프리,"서적, 잡지 및 기타 인쇄물 출판업 / 무선가입자망 단말기 및 차량용핸즈프리",KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
036010,아비코전자,전자부품 제조업,인덕터·저항기,전자부품 제조업 / 인덕터·저항기,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
036030,케이티알파,상품 중개업,커머스·콘텐츠·ICT,상품 중개업 / 커머스·콘텐츠·ICT,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
036090,위지트,특수 목적용 기계 제조업,LCD 반도체,특수 목적용 기계 제조업 / LCD 반도체,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
036120,서울평가정보,기타 정보 서비스업,신용조회·채권추심·신용조사,기타 정보 서비스업 / 신용조회·채권추심·신용조사,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
036170,에이치엠넥스,반도체 제조업,LED패키지,반도체 제조업 / LED패키지,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
036190,금화피에스시,전기 및 통신 공사업,설비·철물·전기,전기 및 통신 공사업 / 설비·철물·전기,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
036200,유니셈,특수 목적용 기계 제조업,반도체장비(DryGasScrubber),특수 목적용 기계 제조업 / 반도체장비(DryGasScrubber),KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
036220,오상헬스케어,의료용 기기 제조업,생화학 측정기 및 센서·면역진단기기 및 마커·분자진단기기 및 시약 등,의료용 기기 제조업 / 생화학 측정기 및 센서·면역진단기기 및 마커·분자진단기기 및 시약 등,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
036420,콘텐트리중앙,"영화, 비디오물, 방송프로그램 제작 및 배급업",영화 및 방송프로그램 제작·유통·광고,"영화, 비디오물, 방송프로그램 제작 및 배급업 / 영화 및 방송프로그램 제작·유통·광고",KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
036460,한국가스공사,연료용 가스 제조 및 배관공급업,액화천연가스 공급·제조·도매,연료용 가스 제조 및 배관공급업 / 액화천연가스 공급·제조·도매,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
036480,대성미생물,의약품 제조업,동물용 의약품·미생물제재,의약품 제조업 / 동물용 의약품·미생물제재,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
036530,SNT홀딩스,기타 금융업,지배·경영지도·정리,기타 금융업 / 지배·경영지도·정리,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
036540,SFA반도체,반도체 제조업,반도체패키지(SOP·DIP·QFP),반도체 제조업 / 반도체패키지(SOP·DIP·QFP),KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
036560,KZ정밀,일반 목적용 기계 제조업,펌프·밸브·주물,일반 목적용 기계 제조업 / 펌프·밸브·주물,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
036570,NC,소프트웨어 개발 및 공급업,인터넷머그게임(리니지)·그룹웨어·인터넷커뮤니티 개발,소프트웨어 개발 및 공급업 / 인터넷머그게임(리니지)·그룹웨어·인터넷커뮤니티 개발,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
036580,팜스코,"곡물가공품, 전분 및 전분제품 제조업",배합사료 제조·도매,"곡물가공품, 전분 및 전분제품 제조업 / 배합사료 제조·도매",KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
036620,감성코퍼레이션,기타 전문 도매업,의류·의류디자인·휴대폰 주변기기,기타 전문 도매업 / 의류·의류디자인·휴대폰 주변기기,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
036630,세종텔레콤,전기 및 통신 공사업,WLL·GPS·위성DMB,전기 및 통신 공사업 / WLL·GPS·위성DMB,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
036640,HRS,합성고무 및 플라스틱 물질 제조업,실리콘 컴파운드제품 제조,합성고무 및 플라스틱 물질 제조업 / 실리콘 컴파운드제품 제조,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
036670,삼양케이씨아이,기타 화학제품 제조업,폴리머·레진·계면활성제,기타 화학제품 제조업 / 폴리머·레진·계면활성제,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
036690,코맥스,통신 및 방송 장비 제조업,홈네트워크시스템·CCTV 방송설비,통신 및 방송 장비 제조업 / 홈네트워크시스템·CCTV 방송설비,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
036710,심텍홀딩스,회사 본부 및 경영 컨설팅 서비스업,반도체용 인쇄회로기판,회사 본부 및 경영 컨설팅 서비스업 / 반도체용 인쇄회로기판,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
036800,나이스정보통신,전기 통신업,카드 VAN사업,전기 통신업 / 카드 VAN사업,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
036810,에프에스티,전자부품 제조업,펠리클(반도체부품)·칠러장비·반도체유통,전자부품 제조업 / 펠리클(반도체부품)·칠러장비·반도체유통,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
036830,솔브레인홀딩스,회사 본부 및 경영 컨설팅 서비스업,반도체·디스플레이·2차전지 공정용 화학제품,회사 본부 및 경영 컨설팅 서비스업 / 반도체·디스플레이·2차전지 공정용 화학제품,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
036890,진성티이씨,특수 목적용 기계 제조업,트랙롤라. 플로팅 씰,특수 목적용 기계 제조업 / 트랙롤라. 플로팅 씰,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
036930,주성엔지니어링,특수 목적용 기계 제조업,LP CVD,특수 목적용 기계 제조업 / LP CVD,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
037030,파워넷,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",전력변환장치,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업 / 전력변환장치",KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
037070,파세코,가정용 기기 제조업,창문형에어컨·석유스토브,가정용 기기 제조업 / 창문형에어컨·석유스토브,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
037230,한국팩키지,"골판지, 종이 상자 및 종이용기 제조업",카톤팩·골판지 상자,"골판지, 종이 상자 및 종이용기 제조업 / 카톤팩·골판지 상자",KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
037270,YG PLUS,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",광고대행·광고물 제작,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업 / 광고대행·광고물 제작",KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
037330,인지디스플레,전자부품 제조업,TFT-LCDCHASSIS·TFT-LCDLAMPREFLECTOR·ICLEADFRAME,전자부품 제조업 / TFT-LCDCHASSIS·TFT-LCDLAMPREFLECTOR·ICLEADFRAME,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
037350,성도이엔지,"건축기술, 엔지니어링 및 관련 기술 서비스업",반도체크린룸 시공·반도체장비제조,"건축기술, 엔지니어링 및 관련 기술 서비스업 / 반도체크린룸 시공·반도체장비제조",KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
037370,EG,기초 화학물질 제조업,산화철·대기수처리방지시설·무역,기초 화학물질 제조업 / 산화철·대기수처리방지시설·무역,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
037400,우리엔터프라이즈,상품 종합 도매업,변환장치 제조업 백열전구·형광등,상품 종합 도매업 / 변환장치 제조업 백열전구·형광등,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
037440,희림,"건축기술, 엔지니어링 및 관련 기술 서비스업",설계 및 감리용역,"건축기술, 엔지니어링 및 관련 기술 서비스업 / 설계 및 감리용역",KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
037460,삼지전자,통신 및 방송 장비 제조업,통신기기·정보기기·BACKLIGHTUNIT사업,통신 및 방송 장비 제조업 / 통신기기·정보기기·BACKLIGHTUNIT사업,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
037560,LG헬로비전,텔레비전 방송업,케이블TV·인터넷서비스 등,텔레비전 방송업 / 케이블TV·인터넷서비스 등,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
037710,광주신세계,종합 소매업,백화점,종합 소매업 / 백화점,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
037760,쎄니트,1차 철강 제조업,스테인레스 냉연강판,1차 철강 제조업 / 스테인레스 냉연강판,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
037950,엘컴텍,전자부품 제조업,BLU(Back Light Unit)·CCM(Compact Camera Module)·Displ…,전자부품 제조업 / BLU(Back Light Unit)·CCM(Compact Camera Module)·Displ…,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
038010,제일테크노스,"구조용 금속제품, 탱크 및 증기발생기 제조업",DECK PLATE,"구조용 금속제품, 탱크 및 증기발생기 제조업 / DECK PLATE",KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
038060,루멘스,반도체 제조업,LED개발 및 제조,반도체 제조업 / LED개발 및 제조,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
038070,서린바이오,기타 전문 도매업,생명과학연구기기및시약,기타 전문 도매업 / 생명과학연구기기및시약,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
038110,에코플라스틱,자동차 신품 부품 제조업,BUMPER 및 자동차TRIM류,자동차 신품 부품 제조업 / BUMPER 및 자동차TRIM류,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
038290,마크로젠,"그외 기타 전문, 과학 및 기술 서비스업",DNA Sequencing·Microarray·Genetically Engineered Mouse,"그외 기타 전문, 과학 및 기술 서비스업 / DNA Sequencing·Microarray·Genetically Engineered Mouse",KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
038390,레드캡투어,여행사 및 기타 여행보조 서비스업,여행알선·렌터카,여행사 및 기타 여행보조 서비스업 / 여행알선·렌터카,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
038460,바이오스마트,전자부품 제조업,M·S 카드제조업·IC 카드제조,전자부품 제조업 / M·S 카드제조업·IC 카드제조,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
038500,삼표시멘트,기타 비금속 광물제품 제조업,시멘트 제품,기타 비금속 광물제품 제조업 / 시멘트 제품,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
038530,케이바이오랩스,생활용품 도매업,실험용 시약·과학기자재 등,생활용품 도매업 / 실험용 시약·과학기자재 등,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
038540,상상인,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",IT 통합 솔루션,"컴퓨터 프로그래밍, 시스템 통합 및 관리업 / IT 통합 솔루션",KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
038620,위즈코프,연료 소매업,인터넷 인프라 및 응용,연료 소매업 / 인터넷 인프라 및 응용,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
038680,에스넷,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",네트워크장비 설치 및 납품·유지보수,"컴퓨터 프로그래밍, 시스템 통합 및 관리업 / 네트워크장비 설치 및 납품·유지보수",KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
038870,에코심플렉스,사업시설 유지·관리 서비스업,판매시점정보시스템(POS)·금전등록기,사업시설 유지·관리 서비스업 / 판매시점정보시스템(POS)·금전등록기,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
038880,아이에이,전자부품 제조업,반도체 및 모듈·제어기,전자부품 제조업 / 반도체 및 모듈·제어기,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
038950,파인디지털,통신 및 방송 장비 제조업,원격 RF 감시장치·디지털 광 중계기·노드분배기,통신 및 방송 장비 제조업 / 원격 RF 감시장치·디지털 광 중계기·노드분배기,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
039010,현대에이치티,통신 및 방송 장비 제조업,스마트홈 제조,통신 및 방송 장비 제조업 / 스마트홈 제조,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
039020,이건홀딩스,제재 및 목재 가공업,창호,제재 및 목재 가공업 / 창호,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
039030,이오테크닉스,특수 목적용 기계 제조업,레이저 마커 및 레이저 응용기기,특수 목적용 기계 제조업 / 레이저 마커 및 레이저 응용기기,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
039130,하나투어,여행사 및 기타 여행보조 서비스업,일반여행알선·컴퓨터프로그램 개발·보급,여행사 및 기타 여행보조 서비스업 / 일반여행알선·컴퓨터프로그램 개발·보급,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
039200,오스코텍,의약품 제조업,신약연구개발,의약품 제조업 / 신약연구개발,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
