code,name,sector,theme,sector_theme,source,source_url,asof_kst
000010,덕양에너젠,연료용 가스 제조 및 배관공급업,수소가스·고순도 수소가스,연료용 가스 제조 및 배관공급업 / 수소가스·고순도 수소가스,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000020,동화약품,의약품 제조업,의약품 제조·판매·수출입,의약품 제조업 / 의약품 제조·판매·수출입,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000040,엔비알모션,기타 금속 가공제품 제조업,강구 및 테이퍼롤러,기타 금속 가공제품 제조업 / 강구 및 테이퍼롤러,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000050,경방,종합 소매업,섬유류(면사·면혼방사·면직물,종합 소매업 / 섬유류(면사·면혼방사·면직물,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000070,인벤테라,자연과학 및 공학 연구개발업,철(Fe) 기반 질환 특이성 나노-MRI 조영제 신약,자연과학 및 공학 연구개발업 / 철(Fe) 기반 질환 특이성 나노-MRI 조영제 신약,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000080,에스엔시스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",파워솔루션·에코솔루션·운항제어솔루션,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업 / 파워솔루션·에코솔루션·운항제어솔루션",KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000090,에임드바이오,자연과학 및 공학 연구개발업,ADC 기반 항암제,자연과학 및 공학 연구개발업 / ADC 기반 항암제,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000100,보원케미칼,플라스틱제품 제조업,차량 내장재용 표면소재·SPC바닥재 등,플라스틱제품 제조업 / 차량 내장재용 표면소재·SPC바닥재 등,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000110,채비,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",전기차 충전 서비스·전기차 충전기,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업 / 전기차 충전 서비스·전기차 충전기",KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000120,CJ대한통운,도로 화물 운송업,Contract Logistics·포워딩·항만하역,도로 화물 운송업 / Contract Logistics·포워딩·항만하역,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000130,삼진식품,수산물 가공 및 저장 처리업,반찬용 어묵·국탕용 어묵 등 어묵관련 제품 판매,수산물 가공 및 저장 처리업 / 반찬용 어묵·국탕용 어묵 등 어묵관련 제품 판매,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000140,하이트진로홀딩스,기타 금융업,지주회사,기타 금융업 / 지주회사,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000150,페스카로,"그외 기타 전문, 과학 및 기술 서비스업",임베디드 보안 솔루션·차량전장 소프트웨어,"그외 기타 전문, 과학 및 기술 서비스업 / 임베디드 보안 솔루션·차량전장 소프트웨어",KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000170,세미티에스,특수 목적용 기계 제조업,클린컨베이어시스템·질소퍼지시스템,특수 목적용 기계 제조업 / 클린컨베이어시스템·질소퍼지시스템,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000180,성창기업지주,회사 본부 및 경영 컨설팅 서비스업,합판·마루·파티클보드,회사 본부 및 경영 컨설팅 서비스업 / 합판·마루·파티클보드,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000210,DL,기초 화학물질 제조업,지주회사,기초 화학물질 제조업 / 지주회사,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000220,유유제약,의약품 제조업,의약품 제조·판매,의약품 제조업 / 의약품 제조·판매,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000230,일동홀딩스,의약품 제조업,의약품 제조·도매,의약품 제조업 / 의약품 제조·도매,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000240,한국앤컴퍼니,기타 금융업,비금융지주회사,기타 금융업 / 비금융지주회사,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000250,삼천당제약,의약품 제조업,하메론·아토로우,의약품 제조업 / 하메론·아토로우,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000270,기아,자동차용 엔진 및 자동차 제조업,승용차·중대형버스·트럭,자동차용 엔진 및 자동차 제조업 / 승용차·중대형버스·트럭,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000300,대신밸류리츠,신탁업 및 집합투자업,부동산 임대,신탁업 및 집합투자업 / 부동산 임대,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000320,노루홀딩스,기타 금융업,지주사업,기타 금융업 / 지주사업,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000370,KB제32호스팩,금융 지원 서비스업,기업인수합병,금융 지원 서비스업 / 기업인수합병,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000390,매드업,광고업,디지털 마케팅 AI 에이전트·솔루션 기반 광고대행,광고업 / 디지털 마케팅 AI 에이전트·솔루션 기반 광고대행,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000400,롯데손해보험,보험업,손해보험업,보험업 / 손해보험업,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000410,교보18호스팩,금융 지원 서비스업,기업인수합병,금융 지원 서비스업 / 기업인수합병,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000430,대원강업,자동차 신품 부품 제조업,차랑용 스프링 및 시트,자동차 신품 부품 제조업 / 차랑용 스프링 및 시트,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000440,삼성스팩10호,금융 지원 서비스업,기업인수합병,금융 지원 서비스업 / 기업인수합병,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000480,시알홀딩스,"내화, 비내화 요업제품 제조업",내화연와(정형·부정형·S,"내화, 비내화 요업제품 제조업 / 내화연와(정형·부정형·S",KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000490,대동,특수 목적용 기계 제조업,경운기·트랙터·이앙기,특수 목적용 기계 제조업 / 경운기·트랙터·이앙기,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000500,가온전선,절연선 및 케이블 제조업,전력선·통신케이블 제조·도매,절연선 및 케이블 제조업 / 전력선·통신케이블 제조·도매,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000520,삼일제약,의약품 제조업,양약(부루펜·액티피드·포리부틴) 제조,의약품 제조업 / 양약(부루펜·액티피드·포리부틴) 제조,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000540,엔에이치스팩32호,금융 지원 서비스업,합병,금융 지원 서비스업 / 합병,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000590,CS홀딩스,기타 금융업,브랜드 수익·자회사 배당,기타 금융업 / 브랜드 수익·자회사 배당,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000640,동아쏘시오홀딩스,기타 금융업,의약품(피로회복제·박카스·병원용의약품),기타 금융업 / 의약품(피로회복제·박카스·병원용의약품),KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000650,천일고속,육상 여객 운송업,고속버스운수(경부선·44개 노선)·도로여객운수업,육상 여객 운송업 / 고속버스운수(경부선·44개 노선)·도로여객운수업,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000660,SK하이닉스,반도체 제조업,반도체·컴퓨터·통신기기 제조,반도체 제조업 / 반도체·컴퓨터·통신기기 제조,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000670,영풍,1차 비철금속 제조업,제1차 금속산업(아연괴·황산·카드뮴괴),1차 비철금속 제조업 / 제1차 금속산업(아연괴·황산·카드뮴괴),KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000680,비엔케이제3호스팩,금융 지원 서비스업,기업인수합병,금융 지원 서비스업 / 기업인수합병,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000700,에스테크엠,특수 목적용 기계 제조업,이차전지 장비,특수 목적용 기계 제조업 / 이차전지 장비,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000710,삼성스팩11호,금융 지원 서비스업,기업인수합병,금융 지원 서비스업 / 기업인수합병,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000720,KB제33호스팩,금융 지원 서비스업,기업인수합병,금융 지원 서비스업 / 기업인수합병,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000760,이화산업,기타 전문 도매업,염료(반응성염료·분산염료·범용염료,기타 전문 도매업 / 염료(반응성염료·분산염료·범용염료,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000810,삼성화재해상보험,보험업,손해보험의 원수·재보험·운용자산의 투자활동,보험업 / 손해보험의 원수·재보험·운용자산의 투자활동,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000820,카나프테라퓨틱스,자연과학 및 공학 연구개발업,항암제 및 안과 질환 치료제 개발,자연과학 및 공학 연구개발업 / 항암제 및 안과 질환 치료제 개발,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000850,화천기공,특수 목적용 기계 제조업,CNC선반·CNC밀링·연마기(금속공작기계),특수 목적용 기계 제조업 / CNC선반·CNC밀링·연마기(금속공작기계),KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000860,강남제비스코,기타 화학제품 제조업,도료(페인트·락카·신나,기타 화학제품 제조업 / 도료(페인트·락카·신나,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000880,메쥬,의료용 기기 제조업,웨어러블 패치형 환자 감시장치(HiCardi),의료용 기기 제조업 / 웨어러블 패치형 환자 감시장치(HiCardi),KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000890,보해양조,알코올음료 제조업,주류(소주·매취·실비우스,알코올음료 제조업 / 주류(소주·매취·실비우스,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000910,신영스팩11호,금융 지원 서비스업,기업인수합병,금융 지원 서비스업 / 기업인수합병,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000930,미래에셋비전스팩8호,금융 지원 서비스업,기업인수합병,금융 지원 서비스업 / 기업인수합병,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000950,전방,방적 및 가공사 제조업,면사·면혼방사·마혼방사,방적 및 가공사 제조업 / 면사·면혼방사·마혼방사,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000960,미래에셋비전스팩9호,금융 지원 서비스업,기업인수합병,금융 지원 서비스업 / 기업인수합병,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000970,미래에셋비전스팩10호,금융 지원 서비스업,기업인수합병,금융 지원 서비스업 / 기업인수합병,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000980,교보19호스팩,금융 지원 서비스업,기업인수 및 합병,금융 지원 서비스업 / 기업인수 및 합병,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
000990,미래에셋비전스팩11호,금융 지원 서비스업,기업인수합병,금융 지원 서비스업 / 기업인수합병,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001000,신라섬유,부동산 임대 및 공급업,부동산,부동산 임대 및 공급업 / 부동산,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001010,하나36호스팩,금융 지원 서비스업,기업인수합병,금융 지원 서비스업 / 기업인수합병,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001020,페이퍼코리아,"펄프, 종이 및 판지 제조업",제지(신문용지·중질지)·합판 제조,"펄프, 종이 및 판지 제조업 / 제지(신문용지·중질지)·합판 제조",KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001040,CJ,기타 금융업,지주회사,기타 금융업 / 지주회사,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001050,유진스팩12호,금융 지원 서비스업,합병,금융 지원 서비스업 / 합병,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001060,JW중외제약,의약품 제조업,수액제·이상지질혈증치료제·혈우병치료제,의약품 제조업 / 수액제·이상지질혈증치료제·혈우병치료제,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001070,대한방직,직물직조 및 직물제품 제조업,면사·화섬사·면직물 제조,직물직조 및 직물제품 제조업 / 면사·화섬사·면직물 제조,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001080,만호제강,1차 철강 제조업,와이어로프·합성섬유로프·특수강선 제조,1차 철강 제조업 / 와이어로프·합성섬유로프·특수강선 제조,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001120,LX인터내셔널,상품 중개업,전자·기계·화공,상품 중개업 / 전자·기계·화공,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001130,대한제분,"곡물가공품, 전분 및 전분제품 제조업",소맥분·토코밀·프리믹스,"곡물가공품, 전분 및 전분제품 제조업 / 소맥분·토코밀·프리믹스",KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001150,삼성스팩13호,금융 지원 서비스업,기업인수합병,금융 지원 서비스업 / 기업인수합병,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001170,피스피스스튜디오,"섬유, 의복, 신발 및 가죽제품 소매업",의류·모자·신발,"섬유, 의복, 신발 및 가죽제품 소매업 / 의류·모자·신발",KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001200,삼양바이오팜,의약품 제조업,의료기기 및 의약품,의약품 제조업 / 의료기기 및 의약품,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001210,금호전기,전구 및 조명장치 제조업,형광등·백열전구·전구식현광등,전구 및 조명장치 제조업 / 형광등·백열전구·전구식현광등,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001230,동국홀딩스,기타 금융업,후판·철근·강판,기타 금융업 / 후판·철근·강판,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001250,GS글로벌,상품 종합 도매업,수출입업(시멘트·철강금속·전기전자,상품 종합 도매업 / 수출입업(시멘트·철강금속·전기전자,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001260,삼성에피스홀딩스,기타 금융업,지주회사,기타 금융업 / 지주회사,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001270,부국증권,금융 지원 서비스업,유가증권 매매·위탁매매·인수,금융 지원 서비스업 / 유가증권 매매·위탁매매·인수,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001290,신한제18호스팩,금융 지원 서비스업,금융 지원 서비스업,금융 지원 서비스업 / 금융 지원 서비스업,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001300,신한제17호스팩,금융 지원 서비스업,금융지원 서비스업,금융 지원 서비스업 / 금융지원 서비스업,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001310,키움히어로제2호스팩,금융 지원 서비스업,기업 인수 합병,금융 지원 서비스업 / 기업 인수 합병,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001320,교보20호스팩,기타 금융업,기업 인수 및 합병,기타 금융업 / 기업 인수 및 합병,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001340,대신밸런스제20호스팩,금융 지원 서비스업,금융 지원 서비스업,금융 지원 서비스업 / 금융 지원 서비스업,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001360,삼성제약,의약품 제조업,의약품(까스명수·쓸기담·에프킬라에어졸,의약품 제조업 / 의약품(까스명수·쓸기담·에프킬라에어졸,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001380,SG글로벌,자동차 신품 부품 제조업,자동차시트 및 자동차시트커버(Seat Trim Cover),자동차 신품 부품 제조업 / 자동차시트 및 자동차시트커버(Seat Trim Cover),KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001390,KG케미칼,기초 화학물질 제조업,콘크리트혼화제·비료·친환경농자재,기초 화학물질 제조업 / 콘크리트혼화제·비료·친환경농자재,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001420,태원물산,자동차 신품 부품 제조업,자동차부품·워터펌프·인산정제석고,자동차 신품 부품 제조업 / 자동차부품·워터펌프·인산정제석고,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001430,세아베스틸지주,1차 철강 제조업,특수강·철도용품·자동차부품 제조,1차 철강 제조업 / 특수강·철도용품·자동차부품 제조,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001440,대한전선,절연선 및 케이블 제조업,전력선·통신케이블·적산계기,절연선 및 케이블 제조업 / 전력선·통신케이블·적산계기,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001450,현대해상,보험업,손해보험(자동차보험),보험업 / 손해보험(자동차보험),KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001460,BYC,봉제의복 제조업,메리야스·란제리 제조·도매,봉제의복 제조업 / 메리야스·란제리 제조·도매,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001470,삼부토건,토목 건설업,토목공사·건축공사·포장공사,토목 건설업 / 토목공사·건축공사·포장공사,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001500,현대차증권,금융 지원 서비스업,유가증권의매매·위탁매매·유가증권의 중개,금융 지원 서비스업 / 유가증권의매매·위탁매매·유가증권의 중개,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001510,SK증권,금융 지원 서비스업,증권업·부동산 임대,금융 지원 서비스업 / 증권업·부동산 임대,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001520,동양,"시멘트, 석회, 플라스터 및 그 제품 제조업",레미콘·건설공사·산업용 송풍기,"시멘트, 석회, 플라스터 및 그 제품 제조업 / 레미콘·건설공사·산업용 송풍기",KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001530,디아이동일,상품 중개업,면사·화섬사·면포,상품 중개업 / 면사·화섬사·면포,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001540,안국약품,의약품 제조업,그랑파제·토비콤-S,의약품 제조업 / 그랑파제·토비콤-S,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001550,조비,"비료, 농약 및 살균, 살충제 제조업",복합비료(연초용·수도용·시판용,"비료, 농약 및 살균, 살충제 제조업 / 복합비료(연초용·수도용·시판용",KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001560,제일연마,기타 비금속 광물제품 제조업,연마석·다이아몬드공구 제조·도소매,기타 비금속 광물제품 제조업 / 연마석·다이아몬드공구 제조·도소매,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001570,금양,기초 화학물질 제조업,발포제·사카린·OPTSA,기초 화학물질 제조업 / 발포제·사카린·OPTSA,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001620,케이비아이동국실업,자동차 신품 부품 제조업,자동차부품(에어닥트·글로벌박스·노즐,자동차 신품 부품 제조업 / 자동차부품(에어닥트·글로벌박스·노즐,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001630,종근당홀딩스,의약품 제조업,의약품(항생제·위궤양치료제·장기이식면역억제제,의약품 제조업 / 의약품(항생제·위궤양치료제·장기이식면역억제제,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001640,한국제16호스팩,금융 지원 서비스업,기업인수합병,금융 지원 서비스업 / 기업인수합병,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001650,메리츠제2호스팩,금융 지원 서비스업,금융 지원 서비스업,금융 지원 서비스업 / 금융 지원 서비스업,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
001680,대상,기타 식품 제조업,전분·라이신·물엿,기타 식품 제조업 / 전분·라이신·물엿,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
