ticker,corp_code,corp_name,operating_profit,operating_profit_unit,operating_loss_flag,operating_loss_basis,operating_loss_source_status,account_nm,fs_div,sj_div,bsns_year,reprt_code,target_period_key,fetched_at_kst
016920,00152260,카스,2347245686,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:52:50+09:00
017000,00136925,신원종합개발,7717465619,KRW,False,2026 반기보고서,OK,영업이익,OFS,IS,2026,11012,2026_11012,2026-08-19T08:52:50+09:00
017040,00103662,광명전기,-7831087411,KRW,True,2026 반기보고서,OK,영업이익,OFS,IS,2026,11012,2026_11012,2026-08-19T08:52:50+09:00
017180,00121039,명문제약,-542834173,KRW,True,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:52:51+09:00
017250,00145914,인터엠,509035326,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:52:51+09:00
017370,00142883,우신시스템,-3880416525,KRW,True,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:52:51+09:00
017390,00130684,서울도시가스,19693483669,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:52:51+09:00
017480,00128926,삼현철강,6944583821,KRW,False,2026 반기보고서,OK,영업이익,OFS,IS,2026,11012,2026_11012,2026-08-19T08:52:51+09:00
017510,00133751,세명전기,9554379501,KRW,False,2026 반기보고서,OK,영업이익,OFS,IS,2026,11012,2026_11012,2026-08-19T08:52:51+09:00
017550,00135111,수산세보틱스,9248904841,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:52:52+09:00
017650,00109781,대림제지,6799141798,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:52:52+09:00
017670,00159023,SK텔레콤,1103634000000,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:52:52+09:00
017800,00164724,현대엘리베이터,124965116334,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:52:52+09:00
017810,00155355,풀무원,43658812386,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:52:53+09:00
017860,00108612,DS단석,10685513331,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:52:53+09:00
017890,00158565,한국알콜,27896617695,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:52:53+09:00
017900,00152729,광전자,1999634222,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:52:53+09:00
017940,00165583,E1,-38290001412,KRW,True,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:52:53+09:00
017960,00159795,한국카본,91465942935,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:52:53+09:00
018000,00144243,유니슨,-7553318238,KRW,True,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:52:54+09:00
018120,00170877,진로발효,7763936361,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:52:54+09:00
018250,00139454,애경산업,2939066534,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:52:54+09:00
018260,00126186,삼성에스디에스,310146348715,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:52:54+09:00
018290,00150165,브이티,28012168916,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:52:54+09:00
018310,00125646,삼목에스폼,-9160449348,KRW,True,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:52:55+09:00
018470,00149239,조일알미늄,23118437606,KRW,False,2026 반기보고서,OK,영업이익,OFS,IS,2026,11012,2026_11012,2026-08-19T08:52:55+09:00
018500,00118008,동원모빌리티,14414948492,KRW,False,2026 1분기보고서,OK,영업이익,CFS,IS,2026,11013,2026_11012,2026-08-19T08:52:56+09:00
018620,00103547,우진비앤지,2083943124,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:52:55+09:00
018670,00144164,SK가스,183747597853,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:52:55+09:00
018680,00131018,서울제약,-528937732,KRW,True,2026 반기보고서,OK,영업이익,OFS,IS,2026,11012,2026_11012,2026-08-19T08:52:55+09:00
018700,00122205,졸스,1367091605,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:52:56+09:00
018880,00161125,한온시스템,200864053000,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:52:56+09:00
019010,00267906,베뉴지,7285209477,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:52:56+09:00
019170,00137359,신풍제약,-8391714992,KRW,True,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:52:56+09:00
019175,,,,KRW,,,NO_CORP_CODE,,,,,,2026_11012,2026-08-27T18:50:44+09:00
019180,00118965,티에이치엔,33002832436,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:52:57+09:00
019210,00139719,와이지-원,86585688297,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:52:57+09:00
019490,00156150,엑시큐어하이트론,-5739237457,KRW,True,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:52:57+09:00
019540,00146560,일지테크,17172302922,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:52:57+09:00
019550,00156910,SBI인베스트먼트,7560289251,KRW,False,2026 반기보고서,OK,영업이익(손실),OFS,IS,2026,11012,2026_11012,2026-08-19T08:52:58+09:00
019570,00110750,GMI벤처,-1350258045,KRW,True,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:52:58+09:00
019660,00159731,글로본,-1505062689,KRW,True,2026 반기보고서,OK,영업이익,OFS,IS,2026,11012,2026_11012,2026-08-19T08:52:58+09:00
019680,00108913,대교,-7292017170,KRW,True,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:52:58+09:00
019685,,,,KRW,,,NO_CORP_CODE,,,,,,2026_11012,2026-08-27T18:50:44+09:00
019770,00153278,서연탑메탈,8380156711,KRW,False,2026 반기보고서,OK,영업이익,OFS,IS,2026,11012,2026_11012,2026-08-19T08:52:58+09:00
019990,00169215,에너토크,425737191,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:52:58+09:00
020000,00188089,한섬,41134171000,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:52:58+09:00
020120,00140131,키다리스튜디오,8957747413,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:52:59+09:00
020150,00113997,롯데에너지머티리얼즈,-21876790670,KRW,True,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:52:59+09:00
020180,00110875,대신정보통신,-827903351,KRW,True,2026 1분기보고서,OK,영업이익,OFS,IS,2026,11013,2026_11012,2026-08-19T08:53:00+09:00
020400,00191287,대동금속,-2523491730,KRW,True,2026 반기보고서,OK,영업이익,OFS,IS,2026,11012,2026_11012,2026-08-19T08:52:59+09:00
020560,00138792,아시아나항공,-408636018253,KRW,True,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:00+09:00
020710,00170026,시공테크,-1995431458,KRW,True,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:00+09:00
020760,00198697,일진디스플,-1287256034,KRW,True,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:00+09:00
021040,00166175,대호특수강,1393608817,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:00+09:00
021045,,,,KRW,,,NO_CORP_CODE,,,,,,2026_11012,2026-08-27T18:50:44+09:00
021050,00131197,서원,55002274858,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:00+09:00
021080,00161462,에이티넘인베스트,-731244019,KRW,True,2026 반기보고서,OK,영업이익,OFS,IS,2026,11012,2026_11012,2026-08-19T08:53:00+09:00
021240,00170558,코웨이,504140552539,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:01+09:00
021320,00105466,KCC건설,36727373367,KRW,False,2026 반기보고서,OK,영업이익,OFS,IS,2026,11012,2026_11012,2026-08-19T08:53:01+09:00
021650,00160010,한국큐빅,2710044822,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:01+09:00
021820,00134316,세원정공,17027924616,KRW,False,2025 사업보고서,OK,영업이익,CFS,IS,2025,11011,2026_11012,2026-08-19T08:53:03+09:00
021880,00136101,메이슨캐피탈,1810139295,KRW,False,2026 1분기보고서,OK,영업이익,CFS,IS,2026,11013,2026_11012,2026-08-19T08:53:02+09:00
022100,00155212,포스코DX,13518927846,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:02+09:00
022220,00140061,티케이지애강,-6032792918,KRW,True,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:02+09:00
023000,00191588,삼원강재,5034855346,KRW,False,2026 반기보고서,OK,영업이익,OFS,IS,2026,11012,2026_11012,2026-08-19T08:53:03+09:00
023150,00121534,MH에탄올,3711295992,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:03+09:00
023160,00153375,태광,16561528049,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:03+09:00
023350,00159500,한국종합기술,4348448897,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:03+09:00
023410,00184667,유진기업,26009101898,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:03+09:00
023440,00148531,제이스코홀딩스,-2571308850,KRW,True,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:04+09:00
023450,00115065,동남합성,9166926794,KRW,False,2026 반기보고서,OK,영업이익,OFS,IS,2026,11012,2026_11012,2026-08-19T08:53:04+09:00
023530,00120526,롯데쇼핑,342791329047,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:04+09:00
023590,00176914,다우기술,1459097063131,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:04+09:00
023600,00125938,삼보판지,21844422014,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:04+09:00
023760,00149594,한국캐피탈,67767709000,KRW,False,2026 반기보고서,OK,영업이익(손실),CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:04+09:00
023770,00138367,플레이위드,-1992535730,KRW,True,2026 반기보고서,OK,영업이익,OFS,IS,2026,11012,2026_11012,2026-08-19T08:53:05+09:00
023790,00172945,동일스틸럭스,108422600,KRW,False,2026 반기보고서,OK,영업이익,OFS,IS,2026,11012,2026_11012,2026-08-19T08:53:05+09:00
023800,00103510,인지컨트롤스,19073917304,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:05+09:00
023810,00180795,인팩,10557321280,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:05+09:00
023900,00155452,풍국주정,7416909045,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:05+09:00
023910,00113128,대한약품,15940414376,KRW,False,2026 반기보고서,OK,영업이익,OFS,IS,2026,11012,2026_11012,2026-08-19T08:53:06+09:00
023960,00121969,에쓰씨엔지니어링,-5818099766,KRW,True,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:06+09:00
024060,00167004,흥구석유,-130423136,KRW,True,2026 반기보고서,OK,영업이익,OFS,IS,2026,11012,2026_11012,2026-08-19T08:53:06+09:00
024070,00142865,WISCOM,-306305792,KRW,True,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:06+09:00
024090,00177199,디씨엠,5242992001,KRW,False,2026 반기보고서,OK,영업이익,OFS,IS,2026,11012,2026_11012,2026-08-19T08:53:07+09:00
024110,00149646,기업은행,1847648000000,KRW,False,2026 반기보고서,OK,영업이익(손실),CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:07+09:00
024120,00157539,KB오토시스,3403698246,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:07+09:00
024720,00203290,콜마홀딩스,45740176337,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:07+09:00
024740,00162832,한일단조,7545601486,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:07+09:00
024800,00173999,유성티엔에스,1788031942,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:07+09:00
024830,00173591,세원물산,-3690220972,KRW,True,2026 반기보고서,OK,영업이익,OFS,IS,2026,11012,2026_11012,2026-08-19T08:53:08+09:00
024840,00158024,KBI메탈,28398871248,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:08+09:00
024850,00155586,HLB이노베이션,-19613805596,KRW,True,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:08+09:00
024880,00157636,케이피에프,16741945190,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:08+09:00
024890,00112022,대원화성,122509569,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:08+09:00
024900,00114154,디와이덕양,-5300586220,KRW,True,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:09+09:00
024910,00102353,경창산업,12855597131,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:09+09:00
024940,00133557,PN풍년,1058883850,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:09+09:00
024950,00128607,삼천리자전거,5543101820,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:09+09:00
025000,00191472,KPX케미칼,28475567636,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:09+09:00
025320,00203023,시노펙스,-574881512,KRW,True,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:10+09:00
025440,00110583,DH오토웨어,2351734498,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:10+09:00
025530,00181943,에스제이엠홀딩스,8105226169,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:10+09:00
025540,00157070,한국단자공업,43667815000,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:10+09:00
025550,00158015,한국선재,17385888114,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:10+09:00
025560,00197759,미래산업,15246421235,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:10+09:00
025620,00136776,차AI헬스케어,-3504623785,KRW,True,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:11+09:00
025750,00203582,한솔홈데코,5858688925,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:11+09:00
025770,00159342,한국정보통신,22897232000,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:11+09:00
025820,00145464,이구산업,41612853735,KRW,False,2026 반기보고서,OK,영업이익,OFS,IS,2026,11012,2026_11012,2026-08-19T08:53:11+09:00
025860,00107987,남해화학,12799034034,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:11+09:00
025870,00136004,신라에스지,221098061,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:12+09:00
025880,00101752,케이씨피드,4441474687,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:12+09:00
025890,00159564,한국주강,211713822,KRW,False,2026 반기보고서,OK,영업이익,OFS,IS,2026,11012,2026_11012,2026-08-19T08:53:12+09:00
025900,00173032,동화기업,-5746301478,KRW,True,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:12+09:00
025950,00116408,동신건설,-823497271,KRW,True,2026 반기보고서,OK,영업이익,OFS,IS,2026,11012,2026_11012,2026-08-19T08:53:12+09:00
025980,00161781,아난티,-14872483886,KRW,True,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:13+09:00
026040,00120289,제이에스티나,-880977203,KRW,True,2026 반기보고서,OK,영업이익,OFS,IS,2026,11012,2026_11012,2026-08-19T08:53:13+09:00
026150,00186939,특수건설,4578661361,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:13+09:00
026890,00117498,스틱인베스트먼트,7637959656,KRW,False,2026 반기보고서,OK,영업이익(손실),CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:13+09:00
026910,00104120,광진실업,-102972697,KRW,True,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:14+09:00
026940,00123781,부국철강,249801034,KRW,False,2026 반기보고서,OK,영업이익,OFS,IS,2026,11012,2026_11012,2026-08-19T08:53:14+09:00
026960,00144395,동서,20225178860,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:14+09:00
027040,00130587,서울전자통신,-1529069945,KRW,True,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:14+09:00
027050,00152589,코리아나,-1523140624,KRW,True,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:14+09:00
027360,00156895,아주IB투자,46192253696,KRW,False,2026 반기보고서,OK,영업이익(손실),CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:14+09:00
027410,00219097,BGF,22128368993,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:15+09:00
027580,00129615,상보,-5958055954,KRW,True,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:15+09:00
027710,00192499,팜스토리,26327298732,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:15+09:00
027740,00204208,마니커,-3106807937,KRW,True,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:15+09:00
027830,00109037,대성창투,2644906324,KRW,False,2026 반기보고서,OK,영업이익,OFS,IS,2026,11012,2026_11012,2026-08-19T08:53:15+09:00
027970,00133706,한국제지,9240560371,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:16+09:00
028050,00126308,삼성E&A,461281131434,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:16+09:00
028080,00219440,휴맥스홀딩스,624197539,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:16+09:00
028100,00178754,동아지질,10088102082,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:16+09:00
028260,00149655,삼성물산,1752100294114,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:17+09:00
028300,00199252,HLB,-45713101404,KRW,True,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:17+09:00
028670,00122737,팬오션,334618000000,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:17+09:00
029460,00209780,케이씨,36148833390,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:17+09:00
029480,00186452,광무,-1783120035,KRW,True,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:17+09:00
029530,00135795,신도리코,-5866942070,KRW,True,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:17+09:00
029780,00126292,삼성카드,418651000000,KRW,False,2026 반기보고서,OK,영업이익(손실),CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:18+09:00
030000,00148276,제일기획,129203344560,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:18+09:00
030190,00158325,NICE평가정보,62272244054,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:18+09:00
030200,00190321,케이티,1131016000000,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:18+09:00
030210,00156859,다올투자증권,26298856508,KRW,False,2026 반기보고서,OK,영업이익(손실),CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:18+09:00
030350,00230036,드래곤플라이,-814328578,KRW,True,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:18+09:00
030520,00204262,한컴,22901383635,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:19+09:00
030530,00216647,원익홀딩스,10462814162,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:19+09:00
030610,00113359,교보증권,211878931000,KRW,False,2026 반기보고서,OK,영업이익(손실),CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:19+09:00
030720,00118044,동원수산,8135954202,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:19+09:00
030960,00139685,양지사,-6079582443,KRW,True,2025 사업보고서,OK,영업이익,OFS,IS,2025,11011,2026_11012,2026-08-19T08:53:21+09:00
031210,00112998,서울보증보험,180491968226,KRW,False,2026 반기보고서,OK,영업이익(손실),CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:20+09:00
031310,00200910,아이즈비전,2202961995,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:20+09:00
031330,00128661,에스에이엠티,474945115388,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:20+09:00
031430,00234412,신세계인터내셔날,21793267497,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:20+09:00
031440,00274933,신세계푸드,9781808978,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:21+09:00
031510,00175173,오스템,3375426945,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:21+09:00
031820,00186559,아이티센씨티에스,10291478816,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:21+09:00
031860,00180865,디에이치엑스컴퍼니,-3081696728,KRW,True,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:21+09:00
031980,00208444,피에스케이홀딩스,22966736312,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:22+09:00
032080,00201131,아즈텍WB,-2523901720,KRW,True,2026 반기보고서,OK,영업이익,OFS,IS,2026,11012,2026_11012,2026-08-19T08:53:22+09:00
032190,00238782,다우데이타,1478876357188,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:22+09:00
032280,00127909,삼일,937862602,KRW,False,2026 반기보고서,OK,영업이익,OFS,IS,2026,11012,2026_11012,2026-08-19T08:53:22+09:00
032300,00187770,한국파마,3470986163,KRW,False,2026 반기보고서,OK,영업이익,OFS,IS,2026,11012,2026_11012,2026-08-19T08:53:22+09:00
032350,00231372,롯데관광개발,80713943393,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:22+09:00
032500,00226352,케이엠더블유,-11996546625,KRW,True,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:23+09:00
032540,00201733,TJ미디어,92411209,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:23+09:00
032560,00218575,황금에스티,21145027337,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:23+09:00
032580,00189538,피델릭스,13944282996,KRW,False,2026 반기보고서,OK,영업이익,OFS,IS,2026,11012,2026_11012,2026-08-19T08:53:23+09:00
032620,00220057,GC메디아이,6200481008,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:24+09:00
032640,00231363,LG유플러스,616745000000,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:24+09:00
032680,00204226,소프트센,629448175,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:24+09:00
032685,,,,KRW,,,NO_CORP_CODE,,,,,,2026_11012,2026-08-27T18:50:44+09:00
032750,00173351,삼진,2151015515,KRW,False,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:24+09:00
032790,00110884,엠젠솔루션,-6738382445,KRW,True,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:24+09:00
032800,00231691,판타지오,-8032024834,KRW,True,2025 사업보고서,OK,영업이익,CFS,IS,2025,11011,2026_11012,2026-08-19T08:53:26+09:00
032820,00231044,우리기술,-7872386520,KRW,True,2026 반기보고서,OK,영업이익,CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:25+09:00
032830,00126256,삼성생명,1980430000000,KRW,False,2026 반기보고서,OK,영업이익(손실),CFS,IS,2026,11012,2026_11012,2026-08-19T08:53:25+09:00
