ticker,name,corp_code,annual_source_year,report_code,account_id,classification,source_status,source_fs_div,operating_cash_flow_annual,account_names_json,official_attempts_json
000080,하이트진로,00150244,2025,11011,ifrs-full_CashFlowsFromUsedInOperatingActivities,RECOVERABLE_EXACT_OCF,READY,CFS,232588233956.0,"[""영업활동현금흐름""]","[{""fs_div"":""CFS"",""transport_status"":""OK"",""transport_errors"":[],""dart_status"":""000"",""dart_message"":""정상"",""exact_match_count"":1,""unique_numeric_values"":[232588233956.0],""account_names"":[""영업활동현금흐름""]}]"
002710,TCC스틸,00117300,2025,11011,ifrs-full_CashFlowsFromUsedInOperatingActivities,RECOVERABLE_EXACT_OCF,READY,CFS,24989426838.0,"[""영업활동현금흐름""]","[{""fs_div"":""CFS"",""transport_status"":""OK"",""transport_errors"":[],""dart_status"":""000"",""dart_message"":""정상"",""exact_match_count"":1,""unique_numeric_values"":[24989426838.0],""account_names"":[""영업활동현금흐름""]}]"
007690,국도화학,00104388,2025,11011,ifrs-full_CashFlowsFromUsedInOperatingActivities,RECOVERABLE_EXACT_OCF,READY,CFS,9036624024.0,"[""영업활동으로 인한 현금흐름""]","[{""fs_div"":""CFS"",""transport_status"":""OK"",""transport_errors"":[],""dart_status"":""000"",""dart_message"":""정상"",""exact_match_count"":1,""unique_numeric_values"":[9036624024.0],""account_names"":[""영업활동으로 인한 현금흐름""]}]"
042700,한미반도체,00161383,2025,11011,ifrs-full_CashFlowsFromUsedInOperatingActivities,RECOVERABLE_EXACT_OCF,READY,CFS,228626759780.0,"[""영업활동현금흐름""]","[{""fs_div"":""CFS"",""transport_status"":""OK"",""transport_errors"":[],""dart_status"":""000"",""dart_message"":""정상"",""exact_match_count"":1,""unique_numeric_values"":[228626759780.0],""account_names"":[""영업활동현금흐름""]}]"
