basis_date,market,ticker,name,long_history_rows,metric_input_rows,metric_status,official_close,swing_phase,swing_phase_ko,swing_trough_date,swing_peak_date,from_trough_pct,from_peak_pct,momentum_5d_pct,ma5_value,ma5_direction,ma20_value,ma20_direction,ma60_value,ma60_direction,ma120_value,ma120_direction,return_1m_pct,return_3m_pct,rs_kospi_1m_pp,rs_kospi_3m_pp,atr14_krw,atr14_pct,avg_daily_range_20_pct,mean_run_days,up_run_days,down_run_days,streak_direction,streak_days,streak_change_pct,ma20_reference_only,confirmed_swing_low_stop,rsi,macd,return_1w,return_6m,return_ytd,return_52w,rs_sector,investment_score_100,earnings_outlook_change
2026-09-11,KOSPI,003550,LG,260,143,OK,112500.0,TOP_DECLINE,고점후하락,2026-07-29,2026-09-07,22.0174,-9.6386,-7.1016,118600.0,-1,116145.0,1,106323.3333,1,105270.0,1,3.8781,4.6512,-5.016,15.6513,5302.4093,4.7133,4.3465,1.935483870967742,2.1333333333333333,1.75,-1,2,-5.5416,116145.0,,,,,,,,,,
2026-09-11,KOSPI,003580,HLB글로벌,260,143,OK,1631.0,UPTREND_PULLBACK,상승중 눌림,2026-07-13,2026-09-04,49.633,-6.1025,-6.1025,1657.4,1,1611.4,1,1480.5833,1,1713.1417,-1,0.6169,11.7889,-8.2772,22.789,90.6797,5.5598,4.958,2.857142857142857,3,2.727272727272727,-1,5,-6.1025,1611.4,,,,,,,,,,
2026-09-11,KOSPI,003670,포스코퓨처엠,260,143,OK,185300.0,BOTTOM_REBOUND,저점반등,2026-07-29,2026-06-15,51.7609,-11.9715,0.9259,186720.0,-1,177795.0,1,163343.3333,-1,195700.0,-1,18.1007,0.3249,9.2066,11.325,11021.2779,5.9478,5.6108,2.0689655172413794,2,2.1333333333333333,-1,1,-3.9896,177795.0,,,,,,,,,,
2026-09-11,KOSPI,004170,신세계,260,143,OK,381000.0,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,2026-09-03,2026-07-01,0.3953,-50.9021,-0.3922,391800.0,-1,403225.0,-1,517733.3333,-1,486054.1667,1,-11.0852,-46.6387,-19.9793,-35.6386,27185.4787,7.1353,5.1916,1.935483870967742,1.5333333333333334,2.3125,-1,3,-5.8096,403225.0,,,,,,,,,,
2026-09-11,KOSPI,004310,현대약품,260,143,OK,9820.0,UPTREND,상승중,2026-07-08,2026-09-08,116.777,-5.9387,23.522,9750.0,1,7355.5,1,6499.6667,1,7213.5833,1,53.4375,71.3787,44.5434,82.3788,965.9831,9.8369,10.9312,2.0689655172413794,2.2,1.9285714285714286,1,1,0.5118,7355.5,,,,,,,,,,
2026-09-11,KOSPI,004370,농심,260,143,OK,414500.0,TOP_DECLINE,고점후하락,2026-06-26,2026-08-26,25.7967,-9.695,-3.6047,414500.0,-1,433100.0,1,386000.0,1,382054.1667,1,4.804,10.5333,-4.0901,21.5334,16818.0571,4.0574,4.6853,2.142857142857143,1.8571428571428572,2.4285714285714284,1,1,0.4848,433100.0,,,,,,,,,,
2026-09-11,KOSPI,004490,세방전지,260,143,OK,61600.0,UPTREND_PULLBACK,상승중 눌림,2026-07-29,2026-08-31,29.1405,-9.6774,-4.3478,63280.0,-1,61345.0,1,55842.5,1,57949.1667,1,9.8039,18.2342,0.9098,29.2343,3579.9374,5.8116,5.8056,1.935483870967742,2.066666666666667,1.8125,-1,2,-4.3478,61345.0,,,,,,,,,,
2026-09-11,KOSPI,004545,깨끗한나라우,260,143,OK,3905.0,NEW_LOW,최근 신저점,2026-09-11,2026-06-22,0.0,-60.1531,-7.0238,4009.0,-1,4342.5,-1,5336.0833,-1,7688.2917,-1,-14.1758,-55.5745,-23.0699,-44.5744,,,,1.875,1.5,2.25,-1,4,-7.0238,4342.5,,,,,,,,,,
2026-09-11,KOSPI,004710,한솔테크닉스,260,143,OK,8850.0,BOTTOM_REBOUND,저점반등,2026-07-30,2026-06-22,56.9149,-42.7555,4.6099,8878.0,1,7691.0,1,8655.0,-1,8996.0,1,12.5954,-23.3102,3.7013,-12.3101,712.4533,8.0503,7.3678,1.875,1.5,2.25,1,1,1.7241,7691.0,,,,,,,,,,
2026-09-11,KOSPI,004770,써니전자,260,143,OK,2125.0,UPTREND_PULLBACK,상승중 눌림,2026-07-29,2026-09-01,39.9868,-10.5263,-2.746,2146.0,-1,1961.05,1,1746.4667,1,1720.9083,1,22.9034,29.1009,14.0093,40.101,210.3258,9.8977,10.2358,2.2222222222222223,2.076923076923077,2.357142857142857,-1,2,-5.9735,1961.05,,,,,,,,,,
