basis_date,market,ticker,name,long_history_rows,metric_input_rows,metric_status,official_close,swing_phase,swing_phase_ko,swing_trough_date,swing_peak_date,from_trough_pct,from_peak_pct,momentum_5d_pct,ma5_value,ma5_direction,ma20_value,ma20_direction,ma60_value,ma60_direction,ma120_value,ma120_direction,return_1m_pct,return_3m_pct,rs_kospi_1m_pp,rs_kospi_3m_pp,atr14_krw,atr14_pct,avg_daily_range_20_pct,mean_run_days,up_run_days,down_run_days,streak_direction,streak_days,streak_change_pct,ma20_reference_only,confirmed_swing_low_stop,rsi,macd,return_1w,return_6m,return_ytd,return_52w,rs_sector,investment_score_100,earnings_outlook_change
2026-09-11,KOSPI,006360,GS건설,260,143,OK,38500.0,UPTREND,상승중,2026-07-29,2026-09-11,73.4234,0.0,12.4088,36350.0,1,35275.0,1,30735.8333,1,31737.5,1,10.7914,46.9466,1.8973,57.9467,2555.4644,6.6376,6.9002,2,2.2,1.8,1,7,19.3798,35275.0,,,,,,,,,,
2026-09-11,KOSPI,006370,대구백화점,260,143,OK,3200.0,NEW_LOW,최근 신저점,2026-09-11,2026-07-16,0.0,-45.4855,-10.6145,3364.0,-1,3982.75,-1,4372.8333,-1,4876.0,-1,-31.1828,-35.6784,-40.0769,-24.6783,344.9974,10.7812,9.0675,1.8181818181818181,1.375,2.235294117647059,-1,3,-7.1118,3982.75,,,,,,,,,,
2026-09-11,KOSPI,006380,카프로,260,143,OK,120.0,NEW_LOW,최근 신저점,2026-09-11,2026-09-07,0.0,-96.7213,-96.7213,851.2,-1,2957.8,-1,3425.9333,-1,3542.9667,-1,-96.7213,-96.7213,-105.6154,-85.7212,,,,4,,4,-1,4,-96.7213,2957.8,,,,,,,,,,
2026-09-11,KOSPI,006400,삼성SDI,260,143,OK,545000.0,UPTREND_PULLBACK,상승중 눌림,2026-07-30,2026-08-31,52.0223,-5.5459,-0.5474,550200.0,-1,534025.0,1,476900.0,1,516587.5,1,18.6072,9.328,9.7131,20.3281,30772.9799,5.6464,5.5383,1.7142857142857142,1.6470588235294117,1.7777777777777777,-1,2,-5.0523,534025.0,,,,,,,,,,
2026-09-11,KOSPI,006490,프리티,260,143,OK,2390.0,UPTREND,상승중,2026-06-19,2026-09-11,788.4758,0.0,166.147,1384.8,1,1019.7,1,761.8333,1,573.5333,1,166.147,704.7138,157.2529,715.7139,,,,4.285714285714286,3.7142857142857144,4.857142857142857,1,2,166.147,1019.7,,,,,,,,,,
2026-09-11,KOSPI,006650,대한유화,260,143,OK,102200.0,BOTTOM_REBOUND,저점반등,2026-08-21,2026-06-15,27.2727,-27.7739,5.6877,102680.0,1,92660.0,1,99091.6667,-1,121214.1667,-1,13.6819,-15.4673,4.7878,-4.4672,6705.2802,6.5609,6.4512,2.2222222222222223,1.8461538461538463,2.5714285714285716,-1,2,-7.3436,92660.0,,,,,,,,,,
2026-09-11,KOSPI,006800,미래에셋증권,260,143,OK,33450.0,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,2026-07-30,2026-06-12,10.7616,-36.0421,-2.9028,34600.0,1,35082.5,-1,37824.1667,-1,51450.8333,-1,-5.7746,-34.5401,-14.6687,-23.54,1772.7476,5.2997,3.6651,1.6666666666666667,1.6111111111111112,1.7222222222222223,-1,2,-4.5649,35082.5,,,,,,,,,,
2026-09-11,KOSDAQ,007390,네이처셀,260,143,OK,25100.0,BOTTOM_REBOUND,저점반등,2026-08-03,2026-06-17,18.6761,-22.0497,4.8017,24940.0,1,24400.0,1,24115.8333,-1,23158.0833,1,7.265,-22.0497,-1.6291,-11.0496,1553.55,6.1894,6.3387,1.6216216216216217,1.5555555555555556,1.6842105263157894,-1,1,-1.5686,24400.0,,,,,,,,,,
2026-09-11,KOSPI,007660,이수페타시스,260,143,OK,109900.0,UPTREND_PULLBACK,상승중 눌림,2026-07-30,2026-07-01,85.6419,-17.3062,-1.0801,111480.0,1,108135.0,1,99731.6667,-1,113332.5,-1,25.1708,-10.7955,16.2767,0.2046,7121.4668,6.48,6.4639,2.0689655172413794,2.2857142857142856,1.8666666666666667,-1,1,-2.7434,108135.0,,,,,,,,,,
2026-09-11,KOSPI,007810,코리아써키트,260,143,OK,51100.0,EARLY_REBOUND_UNCONFIRMED,초기반등·확인부족,2026-07-30,2026-06-17,32.7273,-63.9887,0.1961,51860.0,-1,56865.0,-1,67049.1667,-1,81306.25,-1,-13.2428,-63.2902,-22.1369,-52.2901,4817.9021,9.4284,7.7247,2.0689655172413794,1.7142857142857142,2.4,-1,1,-2.8517,56865.0,,,,,,,,,,
2026-09-11,KOSPI,008060,대덕,260,143,OK,14540.0,EARLY_REBOUND_UNCONFIRMED,초기반등·확인부족,2026-07-30,2026-06-15,26.5448,-32.3721,0.1377,14622.0,-1,15469.5,-1,15292.6667,-1,16266.0833,1,-5.2151,-25.8919,-14.1092,-14.8918,941.5322,6.4755,6.1528,2.0689655172413794,1.6428571428571428,2.466666666666667,-1,2,-1.5572,15469.5,,,,,,,,,,
2026-09-11,KOSPI,008770,호텔신라,260,143,OK,41100.0,NEW_LOW,최근 신저점,2026-09-11,2026-06-16,0.0,-31.2709,-2.6066,41800.0,-1,42617.5,-1,45752.5,-1,50132.5,-1,-7.8475,-26.2118,-16.7416,-15.2117,1538.7859,3.744,3.0277,1.8181818181818181,1.6875,1.9411764705882353,-1,4,-3.6342,42617.5,,,,,,,,,,
2026-09-11,KOSPI,008930,한미사이언스,260,143,OK,50300.0,UPTREND_PULLBACK,상승중 눌림,2026-06-26,2026-09-08,92.7203,-12.825,-4.7348,54660.0,1,48652.5,1,39032.5,1,37336.25,1,8.8745,68.7919,-0.0196,79.792,4054.5381,8.0607,8.2881,2.608695652173913,3.4545454545454546,1.8333333333333333,-1,3,-12.825,48652.5,,,,,,,,,,
2026-09-11,KOSPI,009150,삼성전기,260,143,OK,1400000.0,UPTREND,상승중,2026-07-30,2026-06-19,59.2719,-38.326,-0.0714,1405600.0,-1,1398900.0,1,1500483.3333,-1,1260704.1667,1,10.935,-22.4377,2.0409,-11.4376,100754.422,7.1967,5.811,2,2,2,0,0,0.0,1398900.0,,,,,,,,,,
2026-09-11,KOSPI,009200,무림페이퍼,260,143,OK,1487.0,NEW_LOW,최근 신저점,2026-06-26,2026-08-11,18.3917,-6.0051,-1.8482,1494.4,-1,1522.55,-1,1466.6333,-1,1679.7167,-1,-6.0051,1.71,-14.8992,12.7101,40.9398,2.7532,2.7028,2.857142857142857,2.7,3,-1,8,-3.5668,1522.55,,,,,,,,,,
2026-09-11,KOSPI,009420,한올바이오파마,260,143,OK,50100.0,NEW_LOW,최근 신저점,2026-07-30,2026-06-29,28.4615,-27.3913,-8.4095,53380.0,-1,57735.0,-1,54965.8333,0,53168.3333,-1,-11.9508,-5.4717,-20.8449,5.5284,3884.9011,7.7543,6.0761,2.0689655172413794,1.7857142857142858,2.3333333333333335,-1,4,-9.7297,57735.0,,,,,,,,,,
2026-09-11,KOSPI,009540,HD한국조선해양,260,143,OK,365500.0,EARLY_REBOUND_UNCONFIRMED,초기반등·확인부족,2026-07-14,2026-06-16,11.7737,-16.6477,4.878,354200.0,1,356150.0,-1,363091.6667,-1,387437.5,-1,-8.1658,-2.6631,-17.0599,8.337,17852.0693,4.8843,4.0697,1.7647058823529411,1.588235294117647,1.9411764705882353,1,1,3.9829,356150.0,,,,,,,,,,
2026-09-11,KOSPI,010120,LS ELECTRIC,260,143,OK,204500.0,EARLY_REBOUND_UNCONFIRMED,초기반등·확인부족,2026-07-30,2026-07-01,36.0612,-22.3909,4.7107,205900.0,1,202575.0,-1,205423.3333,-1,299455.8333,-1,0.7389,-10.8932,-8.1552,0.1069,,,5.0341,2.4,2.1666666666666665,2.6153846153846154,-1,2,-3.3097,202575.0,,,,,,,,,,
2026-09-11,KOSPI,010130,고려아연,260,143,OK,1179000.0,TOP_DECLINE,고점후하락,2026-07-29,2026-08-25,27.7356,-17.3791,-3.5188,1213400.0,-1,1259100.0,1,1136883.3333,-1,1309191.6667,-1,-4.0683,1.2887,-12.9624,12.2888,65772.0029,5.5786,4.2622,1.7142857142857142,1.588235294117647,1.8333333333333333,-1,2,-3.912,1259100.0,,,,,,,,,,
2026-09-11,KOSPI,010140,삼성중공업,260,143,OK,21400.0,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,2026-07-29,2026-06-17,10.3093,-26.0794,0.0,21410.0,1,21027.0,-1,22094.8333,-1,25507.0,-1,-1.8349,-15.415,-10.729,-4.4149,917.5966,4.2878,3.3952,1.7647058823529411,1.588235294117647,1.9411764705882353,1,1,0.2342,21027.0,,,,,,,,,,
2026-09-11,KOSDAQ,010170,대한광통신,260,143,OK,14150.0,BOTTOM_REBOUND,저점반등,2026-07-30,2026-06-16,97.6257,-27.0619,8.7625,14204.0,1,13538.5,1,12352.0,-1,14885.6667,1,5.2045,-17.106,-3.6896,-6.1059,1190.4432,8.413,7.3693,2.0689655172413794,2.0714285714285716,2.066666666666667,-1,2,-5.4144,13538.5,,,,,,,,,,
2026-09-11,KOSPI,010580,에스엠벡셀,260,143,OK,2560.0,UPTREND,상승중,2026-07-29,2026-09-11,89.7702,0.0,50.6769,2286.2,1,1779.95,1,1660.2667,1,1876.0667,1,63.1612,22.488,54.2671,33.4881,192.2959,7.5116,9.1386,2.142857142857143,1.7857142857142858,2.5,1,1,0.7874,1779.95,,,,,,,,,,
2026-09-11,KOSPI,010950,S-Oil,260,143,OK,150000.0,UPTREND_PULLBACK,상승중 눌림,2026-06-26,2026-09-09,60.9442,-9.5841,-4.6408,157560.0,1,149510.0,1,133690.0,1,123854.1667,1,5.9322,32.626,-2.9619,43.6261,10111.7251,6.7412,6.437,1.935483870967742,2.3333333333333335,1.5625,-1,2,-9.5841,149510.0,,,,,,,,,,
2026-09-11,KOSPI,011070,LG이노텍,260,143,OK,543000.0,NEW_LOW,최근 신저점,2026-07-30,2026-06-18,28.066,-57.6773,-3.3808,556800.0,-1,584550.0,-1,682950.0,-1,681129.1667,1,-1.0929,-49.347,-9.987,-38.3469,41772.884,7.693,5.9054,2.3076923076923075,1.7692307692307692,2.8461538461538463,-1,1,-2.5135,584550.0,,,,,,,,,,
2026-09-11,KOSPI,011200,HMM,260,143,OK,20850.0,TOP_DECLINE,고점후하락,2026-06-26,2026-08-24,13.8722,-8.7527,-0.9501,21030.0,-1,21477.5,-1,20566.0,0,20431.75,0,-3.6952,10.6101,-12.5893,21.6102,777.8488,3.7307,3.7739,1.8181818181818181,1.875,1.7647058823529411,0,0,0.0,21477.5,,,,,,,,,,
2026-09-11,KOSPI,011780,금호석유화학,260,143,OK,124900.0,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,2026-07-29,2026-06-17,13.5455,-7.7548,-0.7943,126300.0,-1,125345.0,-1,121063.3333,-1,127147.5,0,-1.9623,4.3442,-10.8564,15.3443,5866.3031,4.6968,4.173,1.7142857142857142,1.7647058823529411,1.6666666666666667,-1,2,-3.9231,125345.0,,,,,,,,,,
2026-09-11,KOSPI,012160,영흥,260,143,OK,2215.0,NEW_LOW,최근 신저점,2026-06-26,2026-08-27,489.0957,-16.4151,-5.7447,2304.0,-1,2466.0,-1,2046.6833,1,1263.35,1,-8.0913,489.0957,-16.9854,500.0958,,,6.699,1.8928571428571428,1.8571428571428572,1.9285714285714286,-1,4,-7.7083,2466.0,,,,,,,,,,
2026-09-11,KOSPI,012170,아센디오,260,143,OK,2900.0,UPTREND_PULLBACK,상승중 눌림,2026-07-30,2026-08-28,371.5447,-21.7274,1.9332,3007.0,-1,2029.1,1,1195.35,1,1220.7167,1,287.7005,177.7778,278.8064,188.7779,,,,2.857142857142857,2.1,3.5454545454545454,-1,2,-6.1489,2029.1,,,,,,,,,,
2026-09-11,KOSPI,012280,영화금속,260,143,OK,3775.0,UPTREND_PULLBACK,상승중 눌림,2026-06-22,2026-08-31,439.2857,-9.2548,-5.9776,3857.0,-1,2545.85,1,1388.7833,1,1191.5583,1,370.1121,349.4048,361.218,360.4049,,,,2.857142857142857,3.3,2.4545454545454546,-1,5,-5.9776,2545.85,,,,,,,,,,
2026-09-11,KOSPI,012330,현대모비스,260,143,OK,415500.0,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,2026-09-08,2026-06-16,0.1205,-37.0455,-1.5403,419100.0,-1,459650.0,-1,484783.3333,-1,498941.6667,0,-16.1453,-27.8646,-25.0394,-16.8645,22262.872,5.3581,4.3268,1.8181818181818181,1.5625,2.0588235294117645,0,0,0.0,459650.0,,,,,,,,,,
2026-09-11,KOSPI,012450,한화에어로스페이스,260,143,OK,1081000.0,EARLY_REBOUND_UNCONFIRMED,초기반등·확인부족,2026-07-29,2026-06-17,33.4568,-11.683,2.4645,1052200.0,-1,1094200.0,-1,1042100.0,-1,1175725.0,-1,-1.5483,6.6075,-10.4424,17.6076,58835.5265,5.4427,5.0068,2,2.066666666666667,1.9333333333333333,1,3,5.258,1094200.0,,,,,,,,,,
2026-09-11,KOSPI,012690,모나리자,260,143,OK,1459.0,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,2026-07-29,2026-07-16,10.7821,-32.765,-2.992,1480.0,-1,1478.0,-1,1490.4667,-1,1791.2167,-1,-3.8867,-12.5824,-12.7808,-1.5823,71.0639,4.8707,3.883,2.4,2.3333333333333335,2.4615384615384617,-1,5,-2.992,1478.0,,,,,,,,,,
2026-09-11,KOSPI,012750,에스원,260,143,OK,81400.0,BOTTOM_REBOUND,저점반등,2026-06-26,2026-06-12,18.8321,-8.23,2.7778,80460.0,-1,79860.0,1,75090.0,0,77880.8333,-1,6.1278,6.1278,-2.7663,17.1279,3135.3984,3.8518,3.733,2,2,2,1,1,0.7426,79860.0,,,,,,,,,,
2026-09-11,KOSPI,013360,일성건설,260,143,OK,1443.0,NEW_LOW,최근 신저점,2026-07-29,2026-07-06,20.8543,-30.7914,-5.6863,1468.6,-1,1499.75,-1,1483.5,1,1608.6167,-1,-10.4283,20.0499,-19.3224,31.05,92.4584,6.4074,5.1489,2.142857142857143,1.9285714285714286,2.357142857142857,-1,5,-5.6863,1499.75,,,,,,,,,,
2026-09-11,KOSPI,013570,디와이,260,143,OK,4340.0,TOP_DECLINE,고점후하락,2026-07-21,2026-08-14,16.1981,-3.7694,-0.9132,4362.0,1,4362.75,1,4100.0833,1,4389.625,-1,1.6393,14.0604,-7.2548,25.0605,125.0042,2.8803,2.8268,1.935483870967742,1.6666666666666667,2.1875,-1,4,-1.139,4362.75,,,,,,,,,,
2026-09-11,KOSPI,014160,대영포장,260,143,OK,671.0,NEW_LOW,최근 신저점,2026-07-29,2026-06-12,3.3898,-20.0238,-2.7536,682.0,-1,708.7,-1,700.4667,-1,893.25,-1,-8.2079,-17.4662,-17.102,-6.4661,,,6.2839,2.4,2.3333333333333335,2.4615384615384617,-1,4,-3.0347,708.7,,,,,,,,,,
2026-09-11,KOSPI,014990,인디에프,260,143,OK,4155.0,UPTREND_PULLBACK,상승중 눌림,2026-06-25,2026-09-07,765.625,-5.889,-4.7018,4245.0,1,3515.0,1,2250.2,1,1459.6,1,123.748,765.625,114.8539,776.6251,,,14.5994,2.25,2.5833333333333335,1.9166666666666667,-1,1,-0.479,3515.0,,,,,,,,,,
2026-09-11,KOSPI,017670,SK텔레콤,260,143,OK,90900.0,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,2026-07-30,2026-06-15,16.2404,-13.7571,-1.7297,91760.0,-1,95805.0,1,90956.6667,-1,93265.8333,1,5.6977,-9.1,-3.1964,1.9001,4766.356,5.2435,4.6709,2.5,2.1666666666666665,2.8333333333333335,1,1,0.5531,95805.0,,,,,,,,,,
2026-09-11,KOSPI,018260,삼성에스디에스,260,143,OK,222500.0,NEW_LOW,최근 신저점,2026-07-20,2026-09-01,19.7524,-9.1837,-6.5126,229300.0,-1,232375.0,-1,214280.0,-1,202584.1667,1,-6.1181,-3.0501,-15.0122,7.95,12083.5715,5.4308,4.5185,1.7142857142857142,1.7647058823529411,1.6666666666666667,-1,1,-1.9824,232375.0,,,,,,,,,,
2026-09-11,KOSPI,019680,대교,260,143,OK,1819.0,UPTREND_PULLBACK,상승중 눌림,2026-06-26,2026-09-10,115.0118,-2.9349,81.9,1338.6,1,1084.65,1,997.15,1,1197.0917,-1,58.1739,59.9824,49.2798,70.9825,,,,3.1578947368421053,2.3333333333333335,3.9,-1,1,-2.9349,1084.65,,,,,,,,,,
2026-09-11,KOSPI,020000,한섬,260,143,OK,15310.0,NEW_LOW,최근 신저점,2026-09-11,2026-07-07,0.0,-38.1414,-1.2258,15414.0,-1,15620.5,-1,18667.0,-1,21503.0833,-1,-5.4355,-31.036,-14.3296,-20.0359,544.755,3.5582,2.6963,1.8181818181818181,1.5625,2.0588235294117645,-1,3,-1.4166,15620.5,,,,,,,,,,
2026-09-11,KOSPI,020120,키다리스튜디오,260,143,OK,8100.0,UPTREND_PULLBACK,상승중 눌림,2026-06-23,2026-09-10,183.7128,-3.5714,12.5,7618.0,1,6016.75,1,4272.0,1,3914.2917,1,124.6879,149.2308,115.7938,160.2309,641.2416,7.9166,10.6426,1.935483870967742,2.3333333333333335,1.5625,-1,1,-3.5714,6016.75,,,,,,,,,,
2026-09-11,KOSPI,020560,아시아나항공,260,143,OK,7700.0,UPTREND_PULLBACK,상승중 눌림,2026-07-29,2026-09-07,15.4423,-5.0555,-4.703,7916.0,1,7511.0,1,7295.5,1,7208.3333,1,8.1461,12.9032,-0.748,23.9033,290.1881,3.7687,3.6046,1.8181818181818181,1.8125,1.8235294117647058,-1,4,-5.0555,7511.0,,,,,,,,,,
2026-09-11,KOSPI,021240,코웨이,260,143,OK,95200.0,TOP_DECLINE,고점후하락,2026-07-09,2026-08-28,12.0,-5.1793,-4.2254,97340.0,-1,97505.0,1,93963.3333,1,89349.1667,1,-2.459,3.4783,-11.3531,14.4784,3800.7545,3.9924,3.5462,1.8181818181818181,1.9375,1.7058823529411764,-1,3,-4.6092,97505.0,,,,,,,,,,
2026-09-11,KOSPI,022100,포스코DX,260,143,OK,22150.0,BOTTOM_REBOUND,저점반등,2026-07-30,2026-06-15,28.4058,-22.6876,2.3095,21940.0,1,21182.0,1,20785.5,-1,26442.75,-1,4.4811,-18.2657,-4.413,-7.2656,1027.9613,4.6409,4.4877,1.7647058823529411,1.7647058823529411,1.7647058823529411,0,0,0.0,21182.0,,,,,,,,,,
2026-09-11,KOSPI,023960,에쓰씨엔지니어링,260,143,OK,1040.0,BOTTOM_REBOUND,저점반등,2026-07-30,2026-06-19,17.1171,-5.0228,1.069,1051.8,1,1022.35,1,1005.0667,1,1129.85,-1,5.9063,10.1695,-2.9878,21.1696,42.2847,4.0658,3.7695,2.269230769230769,2.5384615384615383,2,-1,3,-2.0716,1022.35,,,,,,,,,,
2026-09-11,KOSPI,024720,콜마홀딩스,260,143,OK,9440.0,NEW_LOW,최근 신저점,2026-06-26,2026-08-12,28.9617,-11.4447,-5.2209,9558.0,-1,9974.0,-1,9077.0,1,9128.0833,1,-5.6,15.2625,-14.4941,26.2626,391.3969,4.1462,3.4883,2.2222222222222223,2.076923076923077,2.357142857142857,-1,10,-10.3514,9974.0,,,,,,,,,,
2026-09-11,KOSPI,025860,남해화학,260,143,OK,6160.0,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,2026-07-30,2026-06-17,15.3558,-5.6662,-3.1447,6214.0,-1,6161.5,1,5895.5,-1,7040.75,-1,4.0541,-1.1236,-4.84,9.8765,247.9772,4.0256,4.4963,1.935483870967742,1.6,2.25,-1,1,-1.2821,6161.5,,,,,,,,,,
2026-09-11,KOSPI,028050,삼성E&A,260,143,OK,51000.0,BOTTOM_REBOUND,저점반등,2026-07-20,2026-06-16,30.102,-10.0529,11.2323,49870.0,1,47752.5,1,46303.3333,-1,47459.5833,1,4.1879,11.9649,-4.7062,22.965,2690.5587,5.2756,5.1109,2,2,2,1,1,1.1905,47752.5,,,,,,,,,,
2026-09-11,KOSPI,028260,삼성물산,260,143,OK,367000.0,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,2026-07-29,2026-06-22,28.5464,-29.4231,0.0,377700.0,1,374575.0,1,383066.6667,-1,371100.0,1,6.5312,-10.4878,-2.3629,0.5123,23130.6737,6.3026,5.2983,1.935483870967742,1.8666666666666667,2,-1,1,-3.2938,374575.0,,,,,,,,,,
2026-09-11,KOSPI,028670,팬오션,260,143,OK,6030.0,UPTREND,상승중,2026-06-26,2026-08-25,31.6594,-5.4859,1.1745,6030.0,1,5900.5,1,5419.5,1,5428.8333,1,4.3253,20.7207,-4.5688,31.7208,342.162,5.6743,5.7955,1.7647058823529411,1.7058823529411764,1.8235294117647058,1,1,1.005,5900.5,,,,,,,,,,
2026-09-11,KOSPI,029530,신도리코,260,143,OK,39050.0,NEW_LOW,최근 신저점,2026-07-29,2026-06-16,0.6443,-10.5384,-2.375,39530.0,-1,40612.5,-1,40725.0,-1,44357.9167,-1,-4.7561,-8.3333,-13.6502,2.6668,1085.3769,2.7795,2.5189,1.935483870967742,1.6,2.25,-1,4,-2.8607,40612.5,,,,,,,,,,
2026-09-11,KOSPI,029780,삼성카드,260,143,OK,45500.0,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,2026-09-02,2026-06-16,0.2203,-14.6341,-1.4085,46040.0,-1,46482.5,-1,47347.5,-1,49443.75,-1,-3.7037,-3.4995,-12.5978,7.5006,1035.667,2.2762,2.0463,1.935483870967742,1.4666666666666666,2.375,-1,4,-2.4652,46482.5,,,,,,,,,,
2026-09-11,KOSPI,032830,삼성생명,260,143,OK,307500.0,BOTTOM_REBOUND,저점반등,2026-07-30,2026-06-19,16.4773,-38.1288,3.3613,308100.0,1,303025.0,1,331100.0,-1,314195.8333,1,6.2176,-15.7534,-2.6765,-4.7533,19157.5208,6.2301,5.69,1.7647058823529411,1.5294117647058822,2,-1,1,-0.6462,303025.0,,,,,,,,,,
2026-09-11,KOSPI,033240,자화전자,260,143,OK,27150.0,NEW_LOW,최근 신저점,2026-07-30,2026-06-15,40.6007,-23.3051,-11.2745,28490.0,-1,29577.5,1,27376.8333,-1,34079.25,-1,-0.1838,-22.4286,-9.0779,-11.4285,1976.1359,7.2786,6.6087,1.935483870967742,1.8666666666666667,2,-1,1,-4.9037,29577.5,,,,,,,,,,
2026-09-11,KOSPI,033780,KT&G,260,143,OK,171800.0,TOP_DECLINE,고점후하락,2026-07-01,2026-08-07,2.8127,-9.0042,-0.4058,169880.0,-1,173520.0,-1,175900.0,-1,174624.1667,1,-4.5025,-7.1853,-13.3966,3.8148,4582.9692,2.6676,2.0992,2.142857142857143,1.9285714285714286,2.357142857142857,1,2,2.019,173520.0,,,,,,,,,,
2026-09-11,KOSPI,034020,두산에너빌리티,260,143,OK,90800.0,BOTTOM_REBOUND,저점반등,2026-07-30,2026-06-16,50.8306,-12.1007,14.6465,89960.0,1,82410.0,1,79388.3333,-1,93529.1667,-1,16.5597,2.4831,7.6656,13.4832,4930.1501,5.4297,5.465,2.3076923076923075,2.1538461538461537,2.4615384615384617,1,1,1.0011,82410.0,,,,,,,,,,
2026-09-11,KOSPI,034730,SK,260,143,OK,585000.0,BOTTOM_REBOUND,저점반등,2026-07-30,2026-06-25,24.8666,-31.8182,2.0942,602600.0,1,572250.0,1,607308.3333,-1,541450.0,1,11.6412,1.7391,2.7471,12.7392,38362.9679,6.5578,5.313,1.8181818181818181,1.8125,1.8235294117647058,-1,1,-4.4118,572250.0,,,,,,,,,,
2026-09-11,KOSPI,035420,NAVER,260,143,OK,206500.0,NEW_LOW,최근 신저점,2026-07-14,2026-06-15,12.7183,-16.7339,-3.2787,211400.0,-1,215725.0,-1,208618.3333,-1,212837.5,-1,-3.5047,-7.8125,-12.3988,3.1876,9389.8033,4.5471,3.8607,2.0689655172413794,1.8571428571428572,2.2666666666666666,-1,4,-5.2752,215725.0,,,,,,,,,,
2026-09-11,KOSPI,035720,카카오,260,143,OK,34500.0,NEW_LOW,최근 신저점,2026-06-26,2026-06-12,4.0724,-16.8675,-4.6961,35280.0,-1,36365.0,-1,36315.0,-1,40677.5,-1,-15.2334,-12.2137,-24.1275,-1.2136,1453.4712,4.213,4.0998,1.935483870967742,1.8666666666666667,2,-1,4,-5.6088,36365.0,,,,,,,,,,
2026-09-11,KOSPI,036570,NC,260,143,OK,205500.0,NEW_LOW,최근 신저점,2026-09-11,2026-06-19,0.0,-25.8123,-7.4324,212000.0,-1,221700.0,-1,234833.3333,-1,245295.8333,-1,-19.5695,-20.9615,-28.4636,-9.9614,9519.6822,4.6324,3.7087,1.935483870967742,1.7333333333333334,2.125,-1,4,-7.8475,221700.0,,,,,,,,,,
2026-09-11,KOSPI,036580,팜스코,260,143,OK,2600.0,TOP_DECLINE,고점후하락,2026-06-26,2026-07-14,16.5919,-11.8644,-0.7634,2641.0,1,2586.0,-1,2565.0,1,2836.875,-1,-5.1095,1.1673,-14.0036,12.1674,118.0978,4.5422,4.2249,1.875,1.75,2,1,1,1.3645,2586.0,,,,,,,,,,
2026-09-11,KOSDAQ,036930,주성엔지니어링,260,143,OK,209000.0,BOTTOM_REBOUND,저점반등,2026-07-30,2026-06-11,112.6144,-14.8676,17.2182,203660.0,1,181850.0,1,173156.6667,-1,154850.8333,1,28.6946,-14.8676,19.8005,-3.8675,17508.3979,8.3772,7.8912,1.8181818181818181,1.875,1.7647058823529411,-1,1,-5.4299,181850.0,,,,,,,,,,
2026-09-11,KOSPI,039490,키움증권,260,143,OK,278000.0,EARLY_REBOUND_UNCONFIRMED,초기반등·확인부족,2026-07-29,2026-06-16,8.3821,-28.7179,2.7726,274300.0,0,275850.0,-1,300275.0,-1,357229.1667,-1,-7.3333,-18.5944,-16.2274,-7.5943,12962.4284,4.6627,3.8946,2,1.8666666666666667,2.1333333333333333,1,6,3.5382,275850.0,,,,,,,,,,
2026-09-11,KOSDAQ,041190,우리기술투자,260,143,OK,5560.0,TOP_DECLINE,고점후하락,2026-07-30,2026-08-25,41.4758,-18.2353,-10.6109,5798.0,-1,5779.25,1,5008.6667,1,5642.0833,-1,15.2332,6.1069,6.3391,17.107,445.6039,8.0145,7.4478,1.6216216216216217,1.2777777777777777,1.9473684210526316,-1,2,-5.9222,5779.25,,,,,,,,,,
2026-09-11,KOSPI,042660,한화오션,260,143,OK,85600.0,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,2026-07-29,2026-06-17,14.7453,-35.6875,-1.3825,86520.0,1,87335.0,-1,91096.6667,-1,107306.6667,-1,-3.8202,-18.0861,-12.7143,-7.086,4492.6384,5.2484,3.9261,1.7647058823529411,1.7647058823529411,1.7647058823529411,1,1,0.117,87335.0,,,,,,,,,,
2026-09-11,KOSPI,042700,한미반도체,260,143,OK,231000.0,BOTTOM_REBOUND,저점반등,2026-07-30,2026-06-12,37.8282,-36.0111,0.4348,243900.0,1,225725.0,1,226278.3333,-1,268660.0,-1,8.4507,-20.6186,-0.4434,-9.6185,16759.4914,7.2552,5.9583,1.8181818181818181,1.9375,1.7058823529411764,-1,1,-8.6957,225725.0,,,,,,,,,,
2026-09-11,KOSPI,044380,주연테크,260,143,OK,604.0,NEW_LOW,최근 신저점,2026-09-11,2026-06-12,0.0,-59.6796,-40.1388,765.4,-1,890.25,-1,931.0833,-1,883.05,1,-26.699,-57.968,-35.5931,-46.9679,,,11.9442,2.727272727272727,2.3636363636363638,3.090909090909091,-1,6,-44.3318,890.25,,,,,,,,,,
