name,ticker,country,currency,exchange,status,last_date,current_close,split_buy_low_ref,split_buy_high_ref,split_buy_ref,target1_ref,stop_ref,avg_daily_move_abs,avg_daily_move_pct,avg_wave_days,low_3m_intraday,high_3m_intraday,low_3m_close,high_3m_close,range_3m_pct,position_in_3m_range_pct,last_volume,last_trading_value,avg20_trading_value,low_liquidity,foreign_net_5d_value,foreign_net_20d_value,foreign_net_60d_value,institution_net_5d_value,institution_net_20d_value,institution_net_60d_value,data_rows,source_used,error
Cerebras Systems Inc,CBRS,US,USD,NASDAQ,OK,2026-09-04,210.05,178.65,206.28,206.28,237.69,172.36,12.56,6.14,2.1,160.81,265.63,168.52,262.06,65.18,46.98,13742300.0,2886570157.0,1818844609.0,False,,,,,,,62,yfinance_close,
DB하이텍,000990,KR,KRW,KOSPI,OK,2026-09-09,114100.0,99400.0,112300.0,112300.0,127000.0,96400.0,5880.0,5.13,1.8,68900.0,181600.0,71200.0,174300.0,163.5,40.12,334230.0,38135643000.0,33989821530.0,False,,,,,,,65,pykrx_adjusted,
HD현대일렉트릭,267260,KR,KRW,KOSPI,OK,2026-09-09,760000.0,671000.0,749000.0,749000.0,838000.0,653000.0,35600.0,4.27,2.2,538000.0,1213000.0,583000.0,1194000.0,125.46,32.89,32433.0,24649080000.0,94685784450.0,False,,,,,,,65,pykrx_adjusted,
HD현대중공업,329180,KR,KRW,KOSPI,OK,2026-09-09,452000.0,415500.0,447500.0,447500.0,486500.0,405500.0,15580.0,2.94,2.0,411500.0,738000.0,422000.0,714000.0,79.34,12.4,87458.0,39531016000.0,99914830225.0,False,,,,,,,65,pykrx_adjusted,
Intel,INTC,US,USD,NASDAQ,OK,2026-09-04,95.8,85.62,94.58,94.58,104.76,83.59,4.07,3.76,1.9,81.79,142.35,81.88,140.94,74.04,23.13,97428100.0,9333612277.0,9276149774.0,False,,,,,,,62,yfinance_close,
LG에너지솔루션,373220,KR,KRW,KOSPI,OK,2026-09-09,349000.0,318500.0,345500.0,345500.0,376000.0,312500.0,12200.0,3.46,1.6,290500.0,425000.0,300500.0,420500.0,46.3,43.49,47025.0,16411725000.0,106115590450.0,False,,,,,,,65,pykrx_adjusted,
LG이노텍,011070,KR,KRW,KOSPI,OK,2026-09-09,552000.0,461000.0,541000.0,541000.0,632000.0,443000.0,36400.0,5.04,2.5,416000.0,1320000.0,424000.0,1283000.0,217.31,15.04,37744.0,20834688000.0,166384717550.0,False,,,,,,,65,pykrx_adjusted,
LG전자,066570,KR,KRW,KOSPI,OK,2026-09-09,205500.0,186800.0,203500.0,203500.0,222000.0,183000.0,7500.0,3.84,1.6,141900.0,277000.0,148000.0,248000.0,95.21,47.08,179071.0,36799090500.0,190613977915.0,False,,,,,,,65,pykrx_adjusted,
LG전자우,066575,KR,KRW,KOSPI,OK,2026-09-09,74500.0,68400.0,73800.0,73800.0,79900.0,67200.0,2440.0,3.5,1.9,50000.0,90000.0,53000.0,87100.0,80.0,61.25,11055.0,823597500.0,5957932545.0,True,,,,,,,65,pykrx_adjusted,
LG화학,051910,KR,KRW,KOSPI,OK,2026-09-09,269000.0,246500.0,266500.0,266500.0,289000.0,241500.0,9090.0,3.24,2.0,224000.0,372500.0,232500.0,367500.0,66.29,30.3,54440.0,14644360000.0,44352832350.0,False,,,,,,,65,pykrx_adjusted,
LS,006260,KR,KRW,KOSPI,OK,2026-09-09,329500.0,292000.0,325000.0,325000.0,362500.0,284500.0,15030.0,4.73,2.3,221000.0,452000.0,223500.0,433000.0,104.52,46.97,66393.0,21876493500.0,47533498300.0,False,,,,,,,65,pykrx_adjusted,
LS ELECTRIC,010120,KR,KRW,KOSPI,OK,2026-09-09,211500.0,183800.0,208000.0,208000.0,236000.0,178300.0,11070.0,5.38,2.5,148000.0,276500.0,150300.0,263500.0,86.82,49.42,209691.0,44349646500.0,111163435200.0,False,,,,,,,65,pykrx_adjusted,
LS마린솔루션,060370,KR,KRW,KOSDAQ,OK,2026-09-09,31650.0,28700.0,31300.0,31300.0,32100.0,28100.0,1190.0,4.22,2.7,22450.0,34800.0,23050.0,34450.0,55.01,74.49,23721.0,750769650.0,2880926098.0,True,,,,,,,65,pykrx_adjusted,
