rank,cycle_marker,status_flag,code,name,market,asof_date,close,cycle_count_6m,avg_cycle_days,avg_swing_pct,latest_position,buy_range,sell_range,avg_daily_move_text,stop_price,low_6m,high_6m,range_6m_pct,position_in_6m_range_pct,avg_trading_value,liquidity_flag,score,legacy_market_score,reason,legacy_market_reason,market_metric_policy_version,market_metric_label_status,market_metric_missing_fields,trading_activity_label,trading_activity_basis_krw,trading_activity_basis_text,price_elasticity_label,price_elasticity_basis_pct,price_elasticity_basis_text,current_position_label,current_position_basis_pct,current_position_period,current_position_basis_text
165,🟢,🟡̲,20120,키다리스튜디오,KOSPI,2026-07-02,3270,4,25.5,21.75,저점권 반등 초입,"3,030원~3,235원","3,480원~3,650원",약 ±95원 내외 (±2.74%),2985,2800,4490,60.36,27.81,298011900,True,116.0,116.0,6개월 대형 월간 반복사이클 4회 확인; 평균 25.5거래일 주기; 평균 파동폭 21.75%; 저점권 반등 초입; 저유동성/매매곤란 주의,6개월 대형 월간 반복사이클 4회 확인; 평균 25.5거래일 주기; 평균 파동폭 21.75%; 저점권 반등 초입; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,매우부족,298011900,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.74,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
166,🟢,🟡̲,5720,넥센,KOSPI,2026-07-02,6060,4,28.2,20.8,저점권,"5,730원~6,000원","6,350원~6,600원",약 ±134원 내외 (±2.07%),5660,5450,8090,48.44,23.11,190949184,True,116.0,116.0,6개월 대형 월간 반복사이클 4회 확인; 평균 28.2거래일 주기; 평균 파동폭 20.8%; 저점권; 저유동성/매매곤란 주의,6개월 대형 월간 반복사이클 4회 확인; 평균 28.2거래일 주기; 평균 파동폭 20.8%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,매우부족,190949184,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.07,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
167,🟢,🟡̲,700,유수홀딩스,KOSPI,2026-07-02,5680,4,23.2,16.22,저점권 반등 초입,"5,460원~5,620원","5,880원~6,050원",약 ±89원 내외 (±1.55%),5410,5000,7200,44.0,30.91,183402818,True,116.0,116.0,6개월 대형 월간 반복사이클 4회 확인; 평균 23.2거래일 주기; 평균 파동폭 16.22%; 저점권 반등 초입; 저유동성/매매곤란 주의,6개월 대형 월간 반복사이클 4회 확인; 평균 23.2거래일 주기; 평균 파동폭 16.22%; 저점권 반등 초입; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,매우부족,183402818,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,1.55,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
168,🟢,🟡̲,13000,세우글로벌,KOSPI,2026-07-02,1200,4,24.8,25.22,저점권 반등 초입,"1,151원~1,188원","1,271원~1,329원",약 ±32원 내외 (±2.45%),1106,1021,1680,64.54,27.16,127572739,True,116.0,116.0,6개월 대형 월간 반복사이클 4회 확인; 평균 24.8거래일 주기; 평균 파동폭 25.22%; 저점권 반등 초입; 저유동성/매매곤란 주의,6개월 대형 월간 반복사이클 4회 확인; 평균 24.8거래일 주기; 평균 파동폭 25.22%; 저점권 반등 초입; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,매우부족,127572739,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.45,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
169,🟢,🟡̲,9450,경동나비엔,KOSPI,2026-07-02,63100,4,19.0,18.09,저점권 반등 초입,"58,400원~62,500원","67,400원~70,800원","약 ±1,936원 내외 (±2.82%)",57300,53000,80100,51.13,37.27,2885192862,True,108.0,108.0,6개월 대형 월간 반복사이클 4회 확인; 평균 19.0거래일 주기; 평균 파동폭 18.09%; 저점권 반등 초입; 저유동성/매매곤란 주의,6개월 대형 월간 반복사이클 4회 확인; 평균 19.0거래일 주기; 평균 파동폭 18.09%; 저점권 반등 초입; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,2885192862,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.82,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
170,🟢,🟡̲,344820,KCC글라스,KOSPI,2026-07-02,23100,4,40.0,19.39,저점권,"22,000원~22,850원","24,100원~24,850원",약 ±443원 내외 (±1.76%),21750,21000,31450,49.76,20.1,680160251,True,108.0,108.0,6개월 대형 월간 반복사이클 4회 확인; 평균 40.0거래일 주기; 평균 파동폭 19.39%; 저점권; 저유동성/매매곤란 주의,6개월 대형 월간 반복사이클 4회 확인; 평균 40.0거래일 주기; 평균 파동폭 19.39%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,매우부족,680160251,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,1.76,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
171,🟢,🟡̲,1250,GS글로벌,KOSPI,2026-07-02,2745,4,24.8,29.47,저점권,"2,460원~2,700원","3,090원~3,375원",약 ±158원 내외 (±4.53%),2360,2200,5690,158.64,15.62,4987448262,True,106.0,106.0,6개월 대형 월간 반복사이클 4회 확인; 평균 24.8거래일 주기; 평균 파동폭 29.47%; 저점권; 저유동성/매매곤란 주의,6개월 대형 월간 반복사이클 4회 확인; 평균 24.8거래일 주기; 평균 파동폭 29.47%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,4987448262,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,4.53,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
172,🟢,🟡̲,452260,한화갤러리아,KOSPI,2026-07-02,2020,4,34.8,45.63,저점권 반등 초입,"1,899원~2,000원","2,265원~2,465원",약 ±112원 내외 (±4.08%),1918,1231,4120,234.69,27.31,4342581784,True,106.0,106.0,6개월 대형 월간 반복사이클 4회 확인; 평균 34.8거래일 주기; 평균 파동폭 45.63%; 저점권 반등 초입; 저유동성/매매곤란 주의,6개월 대형 월간 반복사이클 4회 확인; 평균 34.8거래일 주기; 평균 파동폭 45.63%; 저점권 반등 초입; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,4342581784,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,4.08,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
173,🟢,🟡̲,6650,대한유화,KOSPI,2026-07-02,110700,4,30.0,32.23,저점권,"106,200원~109,100원","122,100원~131,400원","약 ±5,170원 내외 (±3.76%)",101900,105100,202500,92.67,5.75,4245147245,True,106.0,106.0,6개월 대형 월간 반복사이클 4회 확인; 평균 30.0거래일 주기; 평균 파동폭 32.23%; 저점권; 저유동성/매매곤란 주의,6개월 대형 월간 반복사이클 4회 확인; 평균 30.0거래일 주기; 평균 파동폭 32.23%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,4245147245,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,3.76,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
174,🟢,🟡̲,248070,솔루엠,KOSPI,2026-07-02,15350,4,26.2,24.2,저점권,"15,170원~15,200원","16,480원~17,400원",약 ±513원 내외 (±2.69%),14570,14680,24350,65.87,6.93,3304563821,True,106.0,106.0,6개월 대형 월간 반복사이클 4회 확인; 평균 26.2거래일 주기; 평균 파동폭 24.2%; 저점권; 저유동성/매매곤란 주의,6개월 대형 월간 반복사이클 4회 확인; 평균 26.2거래일 주기; 평균 파동폭 24.2%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,3304563821,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.69,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
175,🟢,🟡̲,71090,하이스틸,KOSPI,2026-07-02,3000,4,28.5,28.81,저점권,"2,950원~2,965원","3,275원~3,495원",약 ±124원 내외 (±3.23%),2830,2920,5680,94.52,2.9,3220754774,True,106.0,106.0,6개월 대형 월간 반복사이클 4회 확인; 평균 28.5거래일 주기; 평균 파동폭 28.81%; 저점권; 저유동성/매매곤란 주의,6개월 대형 월간 반복사이클 4회 확인; 평균 28.5거래일 주기; 평균 파동폭 28.81%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,3220754774,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,3.23,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
176,🟢,🟡̲,8970,KBI동양철관,KOSPI,2026-07-02,1191,4,24.8,21.16,저점권,"1,173원~1,178원","1,288원~1,368원",약 ±44원 내외 (±2.82%),1126,1161,2340,101.55,2.54,3212143801,True,106.0,106.0,6개월 대형 월간 반복사이클 4회 확인; 평균 24.8거래일 주기; 평균 파동폭 21.16%; 저점권; 저유동성/매매곤란 주의,6개월 대형 월간 반복사이클 4회 확인; 평균 24.8거래일 주기; 평균 파동폭 21.16%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,3212143801,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.82,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
177,🟢,🟡̲,4000,롯데정밀화학,KOSPI,2026-07-02,45450,4,31.0,31.06,저점권,"41,850원~45,000원","48,600원~51,200원","약 ±1,434원 내외 (±2.69%)",41150,41350,71800,73.64,13.46,2911390528,True,106.0,106.0,6개월 대형 월간 반복사이클 4회 확인; 평균 31.0거래일 주기; 평균 파동폭 31.06%; 저점권; 저유동성/매매곤란 주의,6개월 대형 월간 반복사이클 4회 확인; 평균 31.0거래일 주기; 평균 파동폭 31.06%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,2911390528,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.69,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
178,🟢,🟡̲,460860,동국제강,KOSPI,2026-07-02,8630,4,25.5,30.02,저점권,"8,390원~8,510원","9,490원~10,200원",약 ±392원 내외 (±3.43%),8060,7760,17710,128.22,8.74,2680868020,True,106.0,106.0,6개월 대형 월간 반복사이클 4회 확인; 평균 25.5거래일 주기; 평균 파동폭 30.02%; 저점권; 저유동성/매매곤란 주의,6개월 대형 월간 반복사이클 4회 확인; 평균 25.5거래일 주기; 평균 파동폭 30.02%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,2680868020,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,3.43,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
179,🟢,🟡̲,249420,일동제약,KOSPI,2026-07-02,16300,4,24.5,17.76,저점권,"15,750원~16,120원","17,600원~18,660원",약 ±591원 내외 (±2.76%),15120,15590,43950,181.91,2.5,2411174033,True,106.0,106.0,6개월 대형 월간 반복사이클 4회 확인; 평균 24.5거래일 주기; 평균 파동폭 17.76%; 저점권; 저유동성/매매곤란 주의,6개월 대형 월간 반복사이클 4회 확인; 평균 24.5거래일 주기; 평균 파동폭 17.76%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,2411174033,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.76,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
180,🟢,🟡̲,3200,일신방직,KOSPI,2026-07-02,10140,4,34.0,24.02,저점권,"9,520원~10,040원","10,690원~11,130원",약 ±248원 내외 (±2.25%),9390,9360,17800,90.17,9.24,1692023186,True,106.0,106.0,6개월 대형 월간 반복사이클 4회 확인; 평균 34.0거래일 주기; 평균 파동폭 24.02%; 저점권; 저유동성/매매곤란 주의,6개월 대형 월간 반복사이클 4회 확인; 평균 34.0거래일 주기; 평균 파동폭 24.02%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,1692023186,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.25,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
181,🟢,🟡̲,35510,신세계 I&C,KOSPI,2026-07-02,12890,4,27.0,29.73,저점권,"12,330원~12,730원","14,050원~15,000원",약 ±529원 내외 (±3.05%),11840,12210,29300,139.97,3.98,1605832491,True,106.0,106.0,6개월 대형 월간 반복사이클 4회 확인; 평균 27.0거래일 주기; 평균 파동폭 29.73%; 저점권; 저유동성/매매곤란 주의,6개월 대형 월간 반복사이클 4회 확인; 평균 27.0거래일 주기; 평균 파동폭 29.73%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,1605832491,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,3.05,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
182,🟢,🟡̲,2900,TYM,KOSPI,2026-07-02,6000,4,30.5,30.4,저점권,"5,710원~5,940원","6,390원~6,710원",약 ±178원 내외 (±2.52%),5480,5650,9900,75.22,8.24,1605037413,True,106.0,106.0,6개월 대형 월간 반복사이클 4회 확인; 평균 30.5거래일 주기; 평균 파동폭 30.4%; 저점권; 저유동성/매매곤란 주의,6개월 대형 월간 반복사이클 4회 확인; 평균 30.5거래일 주기; 평균 파동폭 30.4%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,1605037413,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.52,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
183,🟢,🟡̲,490,대동,KOSPI,2026-07-02,7160,4,24.2,16.93,저점권,"6,770원~7,090원","7,610원~7,970원",약 ±203원 내외 (±2.30%),6550,6700,13640,103.58,6.63,1584881241,True,106.0,106.0,6개월 대형 월간 반복사이클 4회 확인; 평균 24.2거래일 주기; 평균 파동폭 16.93%; 저점권; 저유동성/매매곤란 주의,6개월 대형 월간 반복사이클 4회 확인; 평균 24.2거래일 주기; 평균 파동폭 16.93%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,1584881241,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.3,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
184,🟢,🟡̲,4690,삼천리,KOSPI,2026-07-02,117000,4,28.0,16.16,저점권,"111,900원~115,800원","121,500원~125,200원","약 ±2,050원 내외 (±1.61%)",110900,107600,161900,50.46,17.31,1502390627,True,106.0,106.0,6개월 대형 월간 반복사이클 4회 확인; 평균 28.0거래일 주기; 평균 파동폭 16.16%; 저점권; 저유동성/매매곤란 주의,6개월 대형 월간 반복사이클 4회 확인; 평균 28.0거래일 주기; 평균 파동폭 16.16%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,1502390627,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,1.61,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
185,🟢,🟡̲,14820,동원시스템즈,KOSPI,2026-07-02,19100,4,34.2,22.65,저점권,"17,700원~18,910원","20,400원~21,450원",약 ±585원 내외 (±2.57%),17340,17520,30150,72.09,12.51,1488574864,True,106.0,106.0,6개월 대형 월간 반복사이클 4회 확인; 평균 34.2거래일 주기; 평균 파동폭 22.65%; 저점권; 저유동성/매매곤란 주의,6개월 대형 월간 반복사이클 4회 확인; 평균 34.2거래일 주기; 평균 파동폭 22.65%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,1488574864,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.57,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
186,🟢,🟡̲,91810,트리니티항공,KOSPI,2026-07-02,730,4,23.2,21.28,저점권,686원~723원,785원~830원,약 ±25원 내외 (±2.93%),708,730,1579,116.3,0.0,1420160708,True,106.0,106.0,6개월 대형 월간 반복사이클 4회 확인; 평균 23.2거래일 주기; 평균 파동폭 21.28%; 저점권; 저유동성/매매곤란 주의,6개월 대형 월간 반복사이클 4회 확인; 평균 23.2거래일 주기; 평균 파동폭 21.28%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,1420160708,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.93,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
187,🟢,🟡̲,37270,YG PLUS,KOSPI,2026-07-02,3400,4,24.5,20.2,저점권,"3,110원~3,365원","3,655원~3,860원",약 ±115원 내외 (±2.81%),3055,3045,8070,165.02,7.06,1274482820,True,106.0,106.0,6개월 대형 월간 반복사이클 4회 확인; 평균 24.5거래일 주기; 평균 파동폭 20.2%; 저점권; 저유동성/매매곤란 주의,6개월 대형 월간 반복사이클 4회 확인; 평균 24.5거래일 주기; 평균 파동폭 20.2%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,1274482820,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.81,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
188,🟢,🟡̲,1390,KG케미칼,KOSPI,2026-07-02,4165,4,27.0,27.69,저점권,"3,860원~4,120원","4,490원~4,755원",약 ±148원 내외 (±2.85%),3720,3820,7400,93.72,9.64,1107570933,True,106.0,106.0,6개월 대형 월간 반복사이클 4회 확인; 평균 27.0거래일 주기; 평균 파동폭 27.69%; 저점권; 저유동성/매매곤란 주의,6개월 대형 월간 반복사이클 4회 확인; 평균 27.0거래일 주기; 평균 파동폭 27.69%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,1107570933,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.85,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
