ticker,name,market,financial_sector,raw_source_mode,missing_component_count,blocker_reason,blocker_category,source_group,single_blocker_ticker,audit_note
138930,BNK금융지주,KOSPI,true,UNAVAILABLE,3,매출 성장과 안정성:MISSING_REVENUE_GROWTH_INPUT,SOURCE_DATA_GAP,INVESTMENT_SCORE_SOURCE_CACHE,FALSE,연간/분기 재무 raw source 보강 필요
138930,BNK금융지주,KOSPI,true,UNAVAILABLE,3,최근 3년 매출 성장률:MISSING_3Y_REVENUE,SOURCE_DATA_GAP,INVESTMENT_SCORE_SOURCE_CACHE,FALSE,연간/분기 재무 raw source 보강 필요
138930,BNK금융지주,KOSPI,true,UNAVAILABLE,3,최근 분기 실적 가속·둔화:MISSING_ACCEL_INPUT,SOURCE_DATA_GAP,INVESTMENT_SCORE_SOURCE_CACHE,FALSE,연간/분기 재무 raw source 보강 필요
298000,효성화학,KOSPI,false,DIRECT,3,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,FALSE,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
298000,효성화학,KOSPI,false,DIRECT,3,과열·급락 위험:MISSING_RISK_INPUT,SOURCE_DATA_GAP,PRODUCTION_PRICE_METRICS,FALSE,가격·스윙·ATR·거래활동 metric 보강 필요
298000,효성화학,KOSPI,false,DIRECT,3,기간 저가·고가 대비 현재위치:MISSING_POSITION,SOURCE_DATA_GAP,PRODUCTION_PRICE_METRICS,FALSE,가격·스윙·ATR·거래활동 metric 보강 필요
001420,태원물산,KOSPI,false,DIRECT,4,과열·급락 위험:MISSING_RISK_INPUT,SOURCE_DATA_GAP,PRODUCTION_PRICE_METRICS,FALSE,가격·스윙·ATR·거래활동 metric 보강 필요
001420,태원물산,KOSPI,false,DIRECT,4,기간 저가·고가 대비 현재위치:MISSING_POSITION,SOURCE_DATA_GAP,PRODUCTION_PRICE_METRICS,FALSE,가격·스윙·ATR·거래활동 metric 보강 필요
001420,태원물산,KOSPI,false,DIRECT,4,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,SOURCE_EVIDENCE_GAP,PRODUCTION_ANALYSIS_SUPPLY,FALSE,공시·수급 없음 판정을 확정할 만큼 source completeness가 부족함
001420,태원물산,KOSPI,false,DIRECT,4,최근 분기 실적 가속·둔화:ANNUAL_OP_DENOM_NONPOSITIVE,POLICY_SEMANTIC_BLOCKER,V880_SCORING_CONTRACT,FALSE,전년도 연간 영업이익 분모가 비양수이며 승인 계약상 turnaround 예외에도 해당하지 않음
001770,SHD,KOSPI,false,DIRECT,4,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,FALSE,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
001770,SHD,KOSPI,false,DIRECT,4,과열·급락 위험:MISSING_RISK_INPUT,SOURCE_DATA_GAP,PRODUCTION_PRICE_METRICS,FALSE,가격·스윙·ATR·거래활동 metric 보강 필요
001770,SHD,KOSPI,false,DIRECT,4,기간 저가·고가 대비 현재위치:MISSING_POSITION,SOURCE_DATA_GAP,PRODUCTION_PRICE_METRICS,FALSE,가격·스윙·ATR·거래활동 metric 보강 필요
001770,SHD,KOSPI,false,DIRECT,4,최근 분기 실적 가속·둔화:ANNUAL_OP_DENOM_NONPOSITIVE,POLICY_SEMANTIC_BLOCKER,V880_SCORING_CONTRACT,FALSE,전년도 연간 영업이익 분모가 비양수이며 승인 계약상 turnaround 예외에도 해당하지 않음
002990,금호건설,KOSPI,false,DIRECT,4,과열·급락 위험:MISSING_RISK_INPUT,SOURCE_DATA_GAP,PRODUCTION_PRICE_METRICS,FALSE,가격·스윙·ATR·거래활동 metric 보강 필요
002990,금호건설,KOSPI,false,DIRECT,4,기간 저가·고가 대비 현재위치:MISSING_POSITION,SOURCE_DATA_GAP,PRODUCTION_PRICE_METRICS,FALSE,가격·스윙·ATR·거래활동 metric 보강 필요
002990,금호건설,KOSPI,false,DIRECT,4,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,SOURCE_EVIDENCE_GAP,PRODUCTION_ANALYSIS_SUPPLY,FALSE,공시·수급 없음 판정을 확정할 만큼 source completeness가 부족함
002990,금호건설,KOSPI,false,DIRECT,4,최근 분기 실적 가속·둔화:ANNUAL_OP_DENOM_NONPOSITIVE,POLICY_SEMANTIC_BLOCKER,V880_SCORING_CONTRACT,FALSE,전년도 연간 영업이익 분모가 비양수이며 승인 계약상 turnaround 예외에도 해당하지 않음
004870,티웨이홀딩스,KOSPI,false,DIRECT,4,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE,SOURCE_DATA_GAP,EXACT_DA_SOURCE,FALSE,"승인 exact D&A 원천 부족; debt_status=OK, da_status=NO_EXACT_CANDIDATE"
004870,티웨이홀딩스,KOSPI,false,DIRECT,4,과열·급락 위험:MISSING_RISK_INPUT,SOURCE_DATA_GAP,PRODUCTION_PRICE_METRICS,FALSE,가격·스윙·ATR·거래활동 metric 보강 필요
004870,티웨이홀딩스,KOSPI,false,DIRECT,4,기간 저가·고가 대비 현재위치:MISSING_POSITION,SOURCE_DATA_GAP,PRODUCTION_PRICE_METRICS,FALSE,가격·스윙·ATR·거래활동 metric 보강 필요
004870,티웨이홀딩스,KOSPI,false,DIRECT,4,최근 분기 실적 가속·둔화:ANNUAL_OP_DENOM_NONPOSITIVE,POLICY_SEMANTIC_BLOCKER,V880_SCORING_CONTRACT,FALSE,전년도 연간 영업이익 분모가 비양수이며 승인 계약상 turnaround 예외에도 해당하지 않음
