name,ticker,country,currency,exchange,status,last_date,current_close,split_buy_low_ref,split_buy_high_ref,split_buy_ref,target1_ref,stop_ref,avg_daily_move_abs,avg_daily_move_pct,avg_wave_days,low_3m_intraday,high_3m_intraday,low_3m_close,high_3m_close,range_3m_pct,position_in_3m_range_pct,last_volume,last_trading_value,avg20_trading_value,low_liquidity,foreign_net_5d_value,foreign_net_20d_value,foreign_net_60d_value,institution_net_5d_value,institution_net_20d_value,institution_net_60d_value,data_rows,source_used,error
Cerebras Systems Inc,CBRS,US,USD,NASDAQ,OK,2026-07-21,208.57,172.23,204.21,204.21,240.55,164.96,14.54,6.61,1.9,160.81,386.34,168.52,311.07,140.25,21.18,6231600.0,1299724858.0,1473670851.0,False,,,,,,,46,yfinance_close,
DB하이텍,000990,KR,KRW,KOSPI,OK,2026-07-22,110900.0,101600.0,108200.0,108200.0,130500.0,97600.0,8930.0,5.7,1.8,100600.0,230500.0,102000.0,220500.0,129.13,7.93,168638.0,18701954200.0,85210560405.0,False,,,,,,,61,pykrx_adjusted,
HD현대일렉트릭,267260,KR,KRW,KOSPI,OK,2026-07-22,820000.0,724000.0,807000.0,807000.0,913000.0,695000.0,42150.0,4.02,2.4,717000.0,1430000.0,752000.0,1420000.0,99.44,14.45,62040.0,50872800000.0,148865469800.0,False,,,,,,,61,pykrx_adjusted,
HD현대중공업,329180,KR,KRW,KOSPI,OK,2026-07-22,472000.0,441500.0,465500.0,465500.0,518000.0,424000.0,20950.0,3.34,2.6,437000.0,765000.0,448500.0,745000.0,75.06,10.67,145231.0,68549032000.0,163773248775.0,False,,,,,,,61,pykrx_adjusted,
Intel,INTC,US,USD,NASDAQ,OK,2026-07-21,105.45,92.32,103.87,103.87,117.0,89.69,5.25,4.83,1.8,64.98,142.35,65.27,140.94,119.07,52.31,104960600.0,11068094950.0,12591372453.0,False,,,,,,,62,yfinance_close,
LG에너지솔루션,373220,KR,KRW,KOSPI,OK,2026-07-22,330000.0,312500.0,326000.0,326000.0,360000.0,300000.0,13640.0,3.48,1.8,309500.0,497500.0,313500.0,484500.0,60.74,10.9,133040.0,43903200000.0,139060770175.0,False,,,,,,,61,pykrx_adjusted,
LG이노텍,011070,KR,KRW,KOSPI,OK,2026-07-22,678000.0,549000.0,663000.0,663000.0,791000.0,524000.0,51400.0,5.56,2.4,446500.0,1788000.0,500000.0,1530000.0,300.45,17.26,140124.0,95004072000.0,239879314900.0,False,,,,,,,61,pykrx_adjusted,
LG전자,066570,KR,KRW,KOSPI,OK,2026-07-22,189400.0,154800.0,185200.0,185200.0,220000.0,147900.0,13840.0,6.27,2.0,125600.0,438000.0,127500.0,392500.0,248.73,20.42,1229336.0,232836238400.0,312830877830.0,False,,,,,,,61,pykrx_adjusted,
LG전자우,066575,KR,KRW,KOSPI,OK,2026-07-22,69000.0,58500.0,67700.0,67700.0,78200.0,56400.0,4185.0,5.33,2.1,53300.0,138400.0,56000.0,124400.0,159.66,18.45,92826.0,6404994000.0,8308900250.0,True,,,,,,,61,pykrx_adjusted,
LG화학,051910,KR,KRW,KOSPI,OK,2026-07-22,261000.0,245500.0,257500.0,257500.0,285000.0,235500.0,10920.0,3.29,2.2,243000.0,437500.0,250500.0,429500.0,80.04,9.25,75432.0,19687752000.0,63731162550.0,False,,,,,,,61,pykrx_adjusted,
LS,006260,KR,KRW,KOSPI,OK,2026-07-22,298500.0,261500.0,292000.0,292000.0,345500.0,251000.0,21250.0,5.15,2.0,259000.0,604000.0,265500.0,553000.0,133.2,11.45,80184.0,23934924000.0,60490042700.0,False,,,,,,,61,pykrx_adjusted,
LS ELECTRIC,010120,KR,KRW,KOSPI,OK,2026-07-22,199000.0,178300.0,195100.0,195100.0,227500.0,171200.0,13000.0,5.54,2.9,176500.0,335000.0,179300.0,318500.0,89.8,14.2,441588.0,87876012000.0,210449017455.0,False,,,,,,,61,pykrx_adjusted,
LS마린솔루션,060370,KR,KRW,KOSDAQ,OK,2026-07-22,29850.0,25750.0,29350.0,29350.0,33450.0,24950.0,1640.0,5.09,2.9,22450.0,51600.0,23050.0,50100.0,129.84,25.39,97676.0,2915628600.0,4207054102.0,True,,,,,,,61,pykrx_adjusted,
NVIDIA,NVDA,US,USD,NASDAQ,OK,2026-07-21,207.29,196.18,205.22,205.22,217.07,193.95,4.45,2.12,2.1,189.8,236.54,192.53,235.74,24.63,37.42,108426500.0,22475728457.0,27519248907.0,False,,,,,,,62,yfinance_close,
SK,034730,KR,KRW,KOSPI,OK,2026-07-22,656000.0,584000.0,647000.0,647000.0,719000.0,570000.0,28800.0,4.66,1.7,375000.0,883000.0,381500.0,858000.0,135.47,55.31,119336.0,78284416000.0,235306892400.0,False,,,,,,,61,pykrx_adjusted,
SK스퀘어,402340,KR,KRW,KOSPI,OK,2026-07-22,1305000.0,1110000.0,1282000.0,1282000.0,1476000.0,1071000.0,77900.0,5.94,2.1,694000.0,2189000.0,720000.0,1970000.0,215.42,40.87,586378.0,765223290000.0,1766973151450.0,False,,,,,,,61,pykrx_adjusted,
SK이노베이션,096770,KR,KRW,KOSPI,OK,2026-07-22,123800.0,114500.0,122600.0,122600.0,132000.0,112600.0,3715.0,3.31,2.0,87700.0,155400.0,89500.0,149800.0,77.19,53.32,544036.0,67351656800.0,67683340785.0,False,,,,,,,61,pykrx_adjusted,
SK하이닉스,000660,KR,KRW,KOSPI,OK,2026-07-22,1952000.0,1667000.0,1918000.0,1918000.0,2203000.0,1610000.0,114000.0,5.41,2.3,1183000.0,2987000.0,1222000.0,2919000.0,152.49,42.63,2821766.0,5508087232000.0,13909461431700.0,False,,,,,,,61,pykrx_adjusted,
대한전선,001440,KR,KRW,KOSPI,OK,2026-07-22,28550.0,24750.0,27850.0,27850.0,33550.0,23750.0,2280.0,5.17,2.6,24500.0,75900.0,25550.0,72300.0,209.8,7.88,1179097.0,33663219350.0,79358802805.0,False,,,,,,,61,pykrx_adjusted,
덕산테코피아,317330,KR,KRW,KOSDAQ,OK,2026-07-22,10050.0,9420.0,9780.0,9780.0,12020.0,9050.0,895.0,4.98,2.5,9330.0,33000.0,9610.0,31250.0,253.7,3.04,28327.0,284686350.0,964892999.0,True,,,,,,,61,pykrx_adjusted,
두산로보틱스,454910,KR,KRW,KOSPI,OK,2026-07-22,71300.0,60300.0,69500.0,69500.0,84300.0,57900.0,5890.0,5.71,2.2,59700.0,170000.0,61800.0,166700.0,184.76,10.52,1587155.0,113164151500.0,47453043135.0,False,,,,,,,61,pykrx_adjusted,
두산에너빌리티,034020,KR,KRW,KOSPI,OK,2026-07-22,72200.0,63600.0,71100.0,71100.0,79900.0,61700.0,3515.0,3.66,1.9,63000.0,139200.0,64800.0,136400.0,120.95,12.07,1827095.0,131916259000.0,235072830525.0,False,,,,,,,61,pykrx_adjusted,
미래에셋벤처투자,100790,KR,KRW,KOSDAQ,OK,2026-07-22,14150.0,13020.0,13380.0,13380.0,19800.0,12500.0,2570.0,6.52,1.9,12890.0,70700.0,13320.0,67400.0,448.49,2.18,215556.0,3050117400.0,8781406558.0,True,,,,,,,61,pykrx_adjusted,
