ticker,name,market,single_blocker_ticker,baseline_blocker_reason,corp_code,corp_name_dart,corp_code_exact_stock_match_count,audit_start_date,audit_end_date,requested_lookback_days,chunk_days,chunk_count,dart_list_api_calls,dart_report_count,risk_report_count,risk_level,risk_keywords,latest_risk_report_date,latest_risk_report_name,latest_risk_rcept_no,relief_report_match_count,query_complete_180d,audit_classification,source_overlay_candidate,proposed_supply_status,proposed_supply_level,evidence_reports_json,chunk_summaries_json,api_errors_json,audit_note
066570,LG전자,KOSPI,TRUE,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,00401731,LG전자,1,2026-03-20,2026-09-15,180,90,2,2,42,2,주의,"대량보유,주요주주변동",20260611,임원ㆍ주요주주특정증권등소유상황보고서,20260611000049,1,TRUE,COMPLETE_180D_POSITIVE_BURDEN,TRUE,OK,주의,"[{""rcept_dt"":""20260611"",""rcept_no"":""20260611000049"",""report_nm"":""임원ㆍ주요주주특정증권등소유상황보고서"",""corp_name"":""LG전자"",""keywords"":[""주요주주변동""],""severity"":1,""relief_flag"":false},{""rcept_dt"":""20260324"",""rcept_no"":""20260324000911"",""report_nm"":""주식등의대량보유상황보고서(일반)"",""corp_name"":""LG전자"",""keywords"":[""대량보유""],""severity"":1,""relief_flag"":false}]","[{""start"":""2026-03-20"",""end"":""2026-06-17"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":27},{""start"":""2026-06-18"",""end"":""2026-09-15"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":15}]",[],종목별 180일 전 구간 조회 완료 + 기존 supply contract 키워드에 해당하는 양성 공시 확인
066575,LG전자우,KOSPI,FALSE,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,,,0,2026-03-20,2026-09-15,180,90,0,0,0,0,,,,,,0,FALSE,CORP_CODE_EXACT_STOCK_UNRESOLVED,FALSE,,,[],[],[],DART corpCode.xml exact stock_code match가 유일하지 않아 issuer mapping을 추정하지 않음
071840,롯데하이마트,KOSPI,TRUE,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,00158307,롯데하이마트,1,2026-03-20,2026-09-15,180,90,2,2,28,0,없음,,,,,0,TRUE,COMPLETE_180D_NO_POSITIVE_BURDEN,TRUE,OK,없음,[],"[{""start"":""2026-03-20"",""end"":""2026-06-17"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":13},{""start"":""2026-06-18"",""end"":""2026-09-15"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":15}]",[],종목별 180일 전 구간 조회가 모두 완료되었고 기존 supply contract 위험 키워드 공시가 발견되지 않음
081000,일진다이아,KOSPI,TRUE,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,00508274,일진다이아,1,2026-03-20,2026-09-15,180,90,2,2,4,0,없음,,,,,0,TRUE,COMPLETE_180D_NO_POSITIVE_BURDEN,TRUE,OK,없음,[],"[{""start"":""2026-03-20"",""end"":""2026-06-17"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":3},{""start"":""2026-06-18"",""end"":""2026-09-15"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":1}]",[],종목별 180일 전 구간 조회가 모두 완료되었고 기존 supply contract 위험 키워드 공시가 발견되지 않음
086280,현대글로비스,KOSPI,TRUE,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,00360595,현대글로비스,1,2026-03-20,2026-09-15,180,90,2,2,33,2,주의,"대량보유,주요주주변동",20260506,주식등의대량보유상황보고서(약식),20260506000274,0,TRUE,COMPLETE_180D_POSITIVE_BURDEN,TRUE,OK,주의,"[{""rcept_dt"":""20260506"",""rcept_no"":""20260506000274"",""report_nm"":""주식등의대량보유상황보고서(약식)"",""corp_name"":""현대글로비스"",""keywords"":[""대량보유""],""severity"":1,""relief_flag"":false},{""rcept_dt"":""20260324"",""rcept_no"":""20260324000553"",""report_nm"":""임원ㆍ주요주주특정증권등소유상황보고서"",""corp_name"":""현대글로비스"",""keywords"":[""주요주주변동""],""severity"":1,""relief_flag"":false}]","[{""start"":""2026-03-20"",""end"":""2026-06-17"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":22},{""start"":""2026-06-18"",""end"":""2026-09-15"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":11}]",[],종목별 180일 전 구간 조회 완료 + 기존 supply contract 키워드에 해당하는 양성 공시 확인
088980,맥쿼리인프라,KOSPI,FALSE,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,00435297,맥쿼리인프라,1,2026-03-20,2026-09-15,180,90,2,2,2,1,주의,대량보유,20260402,주식등의대량보유상황보고서(약식),20260402003338,0,TRUE,COMPLETE_180D_POSITIVE_BURDEN,TRUE,OK,주의,"[{""rcept_dt"":""20260402"",""rcept_no"":""20260402003338"",""report_nm"":""주식등의대량보유상황보고서(약식)"",""corp_name"":""맥쿼리인프라"",""keywords"":[""대량보유""],""severity"":1,""relief_flag"":false}]","[{""start"":""2026-03-20"",""end"":""2026-06-17"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":2},{""start"":""2026-06-18"",""end"":""2026-09-15"",""complete"":true,""pages_fetched"":0,""total_page_seen"":0,""report_count"":0}]",[],종목별 180일 전 구간 조회 완료 + 기존 supply contract 키워드에 해당하는 양성 공시 확인
097955,CJ제일제당 우,KOSPI,FALSE,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,,,0,2026-03-20,2026-09-15,180,90,0,0,0,0,,,,,,0,FALSE,CORP_CODE_EXACT_STOCK_UNRESOLVED,FALSE,,,[],[],[],DART corpCode.xml exact stock_code match가 유일하지 않아 issuer mapping을 추정하지 않음
100250,진양홀딩스,KOSPI,TRUE,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,00646732,진양홀딩스,1,2026-03-20,2026-09-15,180,90,2,2,11,0,없음,,,,,0,TRUE,COMPLETE_180D_NO_POSITIVE_BURDEN,TRUE,OK,없음,[],"[{""start"":""2026-03-20"",""end"":""2026-06-17"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":5},{""start"":""2026-06-18"",""end"":""2026-09-15"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":6}]",[],종목별 180일 전 구간 조회가 모두 완료되었고 기존 supply contract 위험 키워드 공시가 발견되지 않음
241590,화승엔터프라이즈,KOSPI,FALSE,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,01128613,화승엔터프라이즈,1,2026-03-20,2026-09-15,180,90,2,2,13,0,없음,,,,,0,TRUE,COMPLETE_180D_NO_POSITIVE_BURDEN,TRUE,OK,없음,[],"[{""start"":""2026-03-20"",""end"":""2026-06-17"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":9},{""start"":""2026-06-18"",""end"":""2026-09-15"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":4}]",[],종목별 180일 전 구간 조회가 모두 완료되었고 기존 supply contract 위험 키워드 공시가 발견되지 않음
271940,일진하이솔루스,KOSPI,FALSE,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,00972503,일진하이솔루스,1,2026-03-20,2026-09-15,180,90,2,2,4,0,없음,,,,,0,TRUE,COMPLETE_180D_NO_POSITIVE_BURDEN,TRUE,OK,없음,[],"[{""start"":""2026-03-20"",""end"":""2026-06-17"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":3},{""start"":""2026-06-18"",""end"":""2026-09-15"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":1}]",[],종목별 180일 전 구간 조회가 모두 완료되었고 기존 supply contract 위험 키워드 공시가 발견되지 않음
271980,제일약품,KOSPI,FALSE,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,01236897,제일약품,1,2026-03-20,2026-09-15,180,90,2,2,8,1,주의,대량보유,20260430,주식등의대량보유상황보고서(일반),20260430001575,0,TRUE,COMPLETE_180D_POSITIVE_BURDEN,TRUE,OK,주의,"[{""rcept_dt"":""20260430"",""rcept_no"":""20260430001575"",""report_nm"":""주식등의대량보유상황보고서(일반)"",""corp_name"":""제일약품"",""keywords"":[""대량보유""],""severity"":1,""relief_flag"":false}]","[{""start"":""2026-03-20"",""end"":""2026-06-17"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":7},{""start"":""2026-06-18"",""end"":""2026-09-15"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":1}]",[],종목별 180일 전 구간 조회 완료 + 기존 supply contract 키워드에 해당하는 양성 공시 확인
286940,롯데이노베이트,KOSPI,TRUE,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,01262032,롯데이노베이트,1,2026-03-20,2026-09-15,180,90,2,2,17,0,없음,,,,,0,TRUE,COMPLETE_180D_NO_POSITIVE_BURDEN,TRUE,OK,없음,[],"[{""start"":""2026-03-20"",""end"":""2026-06-17"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":11},{""start"":""2026-06-18"",""end"":""2026-09-15"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":6}]",[],종목별 180일 전 구간 조회가 모두 완료되었고 기존 supply contract 위험 키워드 공시가 발견되지 않음
