name,ticker,country,currency,exchange,status,last_date,current_close,split_buy_low_ref,split_buy_high_ref,split_buy_ref,target1_ref,stop_ref,avg_daily_move_abs,avg_daily_move_pct,avg_wave_days,low_3m_intraday,high_3m_intraday,low_3m_close,high_3m_close,range_3m_pct,position_in_3m_range_pct,last_volume,last_trading_value,avg20_trading_value,low_liquidity,foreign_net_5d_value,foreign_net_20d_value,foreign_net_60d_value,institution_net_5d_value,institution_net_20d_value,institution_net_60d_value,data_rows,source_used,error
Cerebras Systems Inc,CBRS,US,USD,NASDAQ,OK,2026-08-20,209.85,173.61,205.5,205.5,241.74,166.36,14.5,6.79,1.8,160.81,294.0,168.52,281.86,82.82,36.82,6686580.0,1403178854.0,1650879591.0,False,,,,,,,63,yfinance_close,
DB하이텍,000990,KR,KRW,KOSPI,OK,2026-08-20,96900.0,78600.0,94700.0,94700.0,113000.0,75000.0,7310.0,5.52,2.0,68900.0,230500.0,71200.0,220500.0,234.54,17.33,235828.0,22851733200.0,37665498300.0,False,,,,,,,62,pykrx_adjusted,
HD현대일렉트릭,267260,KR,KRW,KOSPI,OK,2026-08-20,746000.0,651000.0,735000.0,735000.0,830000.0,632000.0,38150.0,4.34,2.2,538000.0,1231000.0,583000.0,1194000.0,128.81,30.01,100541.0,75003586000.0,115362047650.0,False,,,,,,,62,pykrx_adjusted,
HD현대중공업,329180,KR,KRW,KOSPI,OK,2026-08-20,475500.0,430500.0,470000.0,470000.0,515000.0,421500.0,17960.0,3.16,2.3,411500.0,765000.0,434000.0,745000.0,85.91,18.1,166219.0,79037134500.0,122029869900.0,False,,,,,,,62,pykrx_adjusted,
Intel,INTC,US,USD,NASDAQ,OK,2026-08-20,92.13,82.61,90.77,90.77,102.1,79.34,4.53,4.11,1.9,81.79,142.35,81.88,140.94,74.04,17.07,85370362.0,7865171217.0,11313521957.0,False,,,,,,,63,yfinance_close,
LG에너지솔루션,373220,KR,KRW,KOSPI,OK,2026-08-20,358000.0,325000.0,354000.0,354000.0,387000.0,318500.0,13160.0,3.63,1.8,290500.0,497500.0,300500.0,458000.0,71.26,32.61,267995.0,95942210000.0,103648228050.0,False,,,,,,,62,pykrx_adjusted,
LG이노텍,011070,KR,KRW,KOSPI,OK,2026-08-20,587000.0,455000.0,571000.0,571000.0,703000.0,429000.0,52700.0,6.1,2.5,416000.0,1788000.0,424000.0,1530000.0,329.81,12.46,241915.0,142004105000.0,154012115550.0,False,,,,,,,62,pykrx_adjusted,
LG전자,066570,KR,KRW,KOSPI,OK,2026-08-20,202500.0,172400.0,198900.0,198900.0,229000.0,166400.0,12050.0,5.29,1.8,141900.0,438000.0,148000.0,392500.0,208.67,20.47,552426.0,111866265000.0,229493005670.0,False,,,,,,,62,pykrx_adjusted,
LG전자우,066575,KR,KRW,KOSPI,OK,2026-08-20,69700.0,60300.0,68600.0,68600.0,77900.0,58500.0,3750.0,4.8,2.0,50000.0,138400.0,53000.0,124400.0,176.8,22.29,55796.0,3888981200.0,6678287885.0,True,,,,,,,62,pykrx_adjusted,
LG화학,051910,KR,KRW,KOSPI,OK,2026-08-20,264000.0,240000.0,261000.0,261000.0,285000.0,235000.0,9590.0,3.26,2.0,224000.0,381000.0,232500.0,367500.0,70.09,25.48,158402.0,41818128000.0,47968372675.0,False,,,,,,,62,pykrx_adjusted,
