ticker,name,market,target_year,fs_div,source_layer,source_status,depreciation_value,amortisation_value,da_total,approved_exact_fact_count,both_exact_facts_present,single_blocker_ticker,evidence_ref,evidence_rcept_no,evidence_classification
002450,삼익악기,KOSPI,2025,CFS,V893_VALIDATED_EXACT_CONTEXT_EXTENSION,READY_EXACT_DA_SOURCE_EXTENSION,16097082000.0,204762000.0,16301844000.0,2,TRUE,TRUE,latest/investment_score_da_context_v893.csv,20260814002549,MATCHED_FS_MEMBER_BOTH_FACTS_UNIQUE
