stock_code,corp_name,report_name,rcept_dt,rcept_no,corp_cls,keywords,severity,relief_flag
003920,남양유업,임원ㆍ주요주주특정증권등소유상황보고서,20260630,20260630000055,Y,주요주주변동,1,False
014990,인디에프,주식등의대량보유상황보고서(일반),20260629,20260629000528,Y,대량보유,1,False
089590,제주항공,주식등의대량보유상황보고서(일반),20260629,20260629000525,Y,대량보유,1,False
007460,에이프로젠,[기재정정]주요사항보고서(유상증자결정)(자회사의 주요경영사항)              (제3자배정),20260629,20260629801147,Y,유상증자,3,False
024720,콜마홀딩스,주식등의대량보유상황보고서(일반),20260629,20260629000518,Y,대량보유,1,False
068270,셀트리온,임원ㆍ주요주주특정증권등소유상황보고서,20260629,20260629000509,Y,주요주주변동,1,False
403550,쏘카,[기재정정]유상증자결정(종속회사의주요경영사항)              ,20260629,20260629801126,Y,유상증자,3,False
005320,온타이드,임원ㆍ주요주주특정증권등소유상황보고서,20260629,20260629000493,Y,주요주주변동,1,False
008730,율촌화학,주식등의대량보유상황보고서(일반),20260629,20260629000492,Y,대량보유,1,False
005320,온타이드,주식등의대량보유상황보고서(일반),20260629,20260629000490,Y,대량보유,1,False
248070,솔루엠,자기주식처분결과보고서,20260629,20260629000482,Y,자사주처분,2,False
003300,한일홀딩스,임원ㆍ주요주주특정증권등소유상황보고서,20260629,20260629000474,Y,주요주주변동,1,False
011070,LG이노텍,임원ㆍ주요주주특정증권등소유상황보고서,20260629,20260629000455,Y,주요주주변동,1,False
006570,대림통상,주식등의대량보유상황보고서(일반),20260629,20260629000442,Y,대량보유,1,False
007460,에이프로젠,[기재정정]주요사항보고서(전환사채권발행결정)(자회사의 주요경영사항)              ,20260629,20260629800885,Y,"CB,CB발행",2,False
006570,대림통상,임원ㆍ주요주주특정증권등소유상황보고서,20260629,20260629000441,Y,주요주주변동,1,False
092790,넥스틸,[기재정정]주요사항보고서(전환사채권발행결정),20260629,20260629000433,Y,"CB,CB발행",2,False
002070,비비안,[기재정정]주요사항보고서(유상증자결정),20260629,20260629000409,Y,유상증자,3,False
403550,쏘카,임원ㆍ주요주주특정증권등소유상황보고서,20260629,20260629000430,Y,주요주주변동,1,False
403550,쏘카,주식등의대량보유상황보고서(일반),20260629,20260629000423,Y,대량보유,1,False
003060,에이프로젠바이오로직스,[기재정정]주요사항보고서(전환사채권발행결정),20260629,20260629000396,Y,"CB,CB발행",2,False
011000,진원생명과학,임원ㆍ주요주주특정증권등소유상황보고서,20260629,20260629000401,Y,주요주주변동,1,False
008870,금비,임원ㆍ주요주주특정증권등소유상황보고서,20260629,20260629000399,Y,주요주주변동,1,False
011000,진원생명과학,전환가액ㆍ신주인수권행사가액ㆍ교환가액의조정(안내공시)              ,20260629,20260629800839,Y,"신주인수권,신주인수권행사",3,False
011000,진원생명과학,주식등의대량보유상황보고서(일반),20260629,20260629000390,Y,대량보유,1,False
006490,프리티,임원ㆍ주요주주특정증권등소유상황보고서,20260629,20260629000371,Y,주요주주변동,1,False
014990,인디에프,임원ㆍ주요주주특정증권등소유상황보고서,20260629,20260629000343,Y,주요주주변동,1,False
014530,극동유화,주식등의대량보유상황보고서(일반),20260629,20260629000337,Y,대량보유,1,False
011070,LG이노텍,임원ㆍ주요주주특정증권등소유상황보고서,20260629,20260629000215,Y,주요주주변동,1,False
143210,핸즈코퍼레이션,임원ㆍ주요주주특정증권등소유상황보고서,20260629,20260629000194,Y,주요주주변동,1,False
017040,광명전기,임원ㆍ주요주주특정증권등소유상황보고서,20260629,20260629000168,Y,주요주주변동,1,False
018260,삼성에스디에스,임원ㆍ주요주주특정증권등소유상황보고서,20260629,20260629000162,Y,주요주주변동,1,False
118000,메타케어,주식등의대량보유상황보고서(일반),20260629,20260629000153,Y,대량보유,1,False
118000,메타케어,임원ㆍ주요주주특정증권등소유상황보고서,20260629,20260629000149,Y,주요주주변동,1,False
143210,핸즈코퍼레이션,임원ㆍ주요주주특정증권등소유상황보고서,20260629,20260629000134,Y,주요주주변동,1,False
010140,삼성중공업,임원ㆍ주요주주특정증권등소유상황보고서,20260629,20260629000133,Y,주요주주변동,1,False
143210,핸즈코퍼레이션,주식등의대량보유상황보고서(일반),20260629,20260629000114,Y,대량보유,1,False
004140,동방,임원ㆍ주요주주특정증권등소유상황보고서,20260629,20260629000097,Y,주요주주변동,1,False
118000,메타케어,[기재정정]주요사항보고서(유상증자결정),20260629,20260629000090,Y,유상증자,3,False
001390,KG케미칼,임원ㆍ주요주주특정증권등소유상황보고서,20260629,20260629000076,Y,주요주주변동,1,False
018260,삼성에스디에스,임원ㆍ주요주주특정증권등소유상황보고서,20260629,20260629000070,Y,주요주주변동,1,False
001390,KG케미칼,주식등의대량보유상황보고서(일반),20260629,20260629000055,Y,대량보유,1,False
011930,신성이엔지,임원ㆍ주요주주특정증권등소유상황보고서,20260629,20260629000030,Y,주요주주변동,1,False
011930,신성이엔지,임원ㆍ주요주주특정증권등소유상황보고서,20260629,20260629000018,Y,주요주주변동,1,False
001470,삼부토건,주요사항보고서(유상증자결정),20260629,20260626000774,Y,유상증자,3,False
001470,삼부토건,주요사항보고서(감자결정),20260629,20260626000773,Y,감자,3,False
001470,삼부토건,주요사항보고서(유상증자결정),20260629,20260626000772,Y,유상증자,3,False
001470,삼부토건,주요사항보고서(감자결정),20260629,20260626000771,Y,감자,3,False
007980,TP,주요사항보고서(자기주식처분결정),20260626,20260626000762,Y,자사주처분,2,False
003690,코리안리,임원ㆍ주요주주특정증권등소유상황보고서,20260626,20260626000764,Y,주요주주변동,1,False
185750,종근당,주식등의대량보유상황보고서(약식),20260626,20260626000723,Y,대량보유,1,False
210980,SK디앤디,주식등의대량보유상황보고서(일반),20260626,20260626000714,Y,대량보유,1,False
244920,에이플러스에셋,임원ㆍ주요주주특정증권등소유상황보고서,20260626,20260626000700,Y,주요주주변동,1,False
003470,유안타증권,임원ㆍ주요주주특정증권등소유상황보고서,20260626,20260626000699,Y,주요주주변동,1,False
022100,포스코DX,임원ㆍ주요주주특정증권등소유상황보고서,20260626,20260626000691,Y,주요주주변동,1,False
012630,HDC,주식등의대량보유상황보고서(일반),20260626,20260626000688,Y,대량보유,1,False
381970,케이카,[기재정정]주식등의대량보유상황보고서(일반),20260626,20260626000686,Y,대량보유,1,False
026890,스틱인베스트먼트,임원ㆍ주요주주특정증권등소유상황보고서,20260626,20260626000681,Y,주요주주변동,1,False
005930,삼성전자,임원ㆍ주요주주특정증권등소유상황보고서,20260626,20260626000675,Y,주요주주변동,1,False
006570,대림통상,주식등의대량보유상황보고서(일반),20260626,20260626000670,Y,대량보유,1,False
006570,대림통상,임원ㆍ주요주주특정증권등소유상황보고서,20260626,20260626000667,Y,주요주주변동,1,False
138040,메리츠금융지주,임원ㆍ주요주주특정증권등소유상황보고서,20260626,20260626000656,Y,주요주주변동,1,False
361610,SK아이이테크놀로지,유상증자결정(종속회사의주요경영사항)              ,20260626,20260626800939,Y,유상증자,3,False
138040,메리츠금융지주,임원ㆍ주요주주특정증권등소유상황보고서,20260626,20260626000637,Y,주요주주변동,1,False
006740,블루산업개발,[기재정정]주요사항보고서(유상증자결정),20260626,20260626000587,Y,유상증자,3,False
006740,블루산업개발,[기재정정]주요사항보고서(유상증자결정),20260626,20260626000579,Y,유상증자,3,False
006740,블루산업개발,[기재정정]주요사항보고서(유상증자결정),20260626,20260626000569,Y,유상증자,3,False
004690,삼천리,임원ㆍ주요주주특정증권등소유상황보고서,20260626,20260626000624,Y,주요주주변동,1,False
105560,KB금융,유상증자결정(자회사의 주요경영사항)              ,20260626,20260626800874,Y,유상증자,3,False
005930,삼성전자,임원ㆍ주요주주특정증권등소유상황보고서,20260626,20260626000597,Y,주요주주변동,1,False
194370,제이에스코퍼레이션,주요사항보고서(전환사채권발행결정),20260626,20260626000541,Y,"CB,CB발행",2,False
014130,한익스프레스,주식등의대량보유상황보고서(일반),20260626,20260626000588,Y,대량보유,1,False
002880,디와이에이,임원ㆍ주요주주특정증권등소유상황보고서,20260626,20260626000586,Y,주요주주변동,1,False
194370,제이에스코퍼레이션,주요사항보고서(전환사채권발행결정),20260626,20260626000534,Y,"CB,CB발행",2,False
004690,삼천리,임원ㆍ주요주주특정증권등소유상황보고서,20260626,20260626000572,Y,주요주주변동,1,False
009270,신원,주식등의대량보유상황보고서(일반),20260626,20260626000544,Y,대량보유,1,False
014130,한익스프레스,임원ㆍ주요주주특정증권등소유상황보고서,20260626,20260626000538,Y,주요주주변동,1,False
003490,대한항공,임원ㆍ주요주주특정증권등소유상황보고서,20260626,20260626000524,Y,주요주주변동,1,False
007460,에이프로젠,주식등의대량보유상황보고서(일반),20260626,20260626000522,Y,대량보유,1,False
074610,이엔플러스,[기재정정]주요사항보고서(전환사채권발행결정),20260626,20260626000487,Y,"CB,CB발행",2,False
077500,유니퀘스트,임원ㆍ주요주주특정증권등소유상황보고서,20260626,20260626000512,Y,주요주주변동,1,False
004710,한솔테크닉스,임원ㆍ주요주주특정증권등소유상황보고서,20260626,20260626000506,Y,주요주주변동,1,False
259960,크래프톤,주식등의대량보유상황보고서(일반),20260626,20260626000498,Y,대량보유,1,False
044820,코스맥스비티아이,주식등의대량보유상황보고서(일반),20260626,20260626000489,Y,대량보유,1,False
035420,NAVER,임원ㆍ주요주주특정증권등소유상황보고서,20260626,20260626000476,Y,주요주주변동,1,False
077500,유니퀘스트,주식등의대량보유상황보고서(일반),20260626,20260626000475,Y,대량보유,1,False
021240,코웨이,임원ㆍ주요주주특정증권등소유상황보고서,20260626,20260626000464,Y,주요주주변동,1,False
001120,LX인터내셔널,임원ㆍ주요주주특정증권등소유상황보고서,20260626,20260626000457,Y,주요주주변동,1,False
017800,현대엘리베이터,임원ㆍ주요주주특정증권등소유상황보고서,20260626,20260626000453,Y,주요주주변동,1,False
018880,한온시스템,임원ㆍ주요주주특정증권등소유상황보고서,20260626,20260626000431,Y,주요주주변동,1,False
002360,SH에너지화학,임원ㆍ주요주주특정증권등소유상황보고서,20260626,20260626000386,Y,주요주주변동,1,False
001750,한양증권,임원ㆍ주요주주특정증권등소유상황보고서,20260626,20260626000355,Y,주요주주변동,1,False
001750,한양증권,임원ㆍ주요주주특정증권등소유상황보고서,20260626,20260626000339,Y,주요주주변동,1,False
000670,영풍,임원ㆍ주요주주특정증권등소유상황보고서,20260626,20260626000338,Y,주요주주변동,1,False
004370,농심,임원ㆍ주요주주특정증권등소유상황보고서,20260626,20260626000320,Y,주요주주변동,1,False
018260,삼성에스디에스,임원ㆍ주요주주특정증권등소유상황보고서,20260626,20260626000301,Y,주요주주변동,1,False
015230,대창단조,임원ㆍ주요주주특정증권등소유상황보고서,20260626,20260626000258,Y,주요주주변동,1,False
013870,지엠비코리아,임원ㆍ주요주주특정증권등소유상황보고서,20260626,20260626000253,Y,주요주주변동,1,False
010140,삼성중공업,임원ㆍ주요주주특정증권등소유상황보고서,20260626,20260626000200,Y,주요주주변동,1,False
085310,엔케이,임원ㆍ주요주주특정증권등소유상황보고서,20260626,20260626000084,Y,주요주주변동,1,False
068290,삼성출판사,임원ㆍ주요주주특정증권등소유상황보고서,20260626,20260626000058,Y,주요주주변동,1,False
007460,에이프로젠,주요사항보고서(전환사채권발행결정)(자회사의 주요경영사항)              (제11회차),20260626,20260626800019,Y,"CB,CB발행",2,False
007460,에이프로젠,주요사항보고서(전환사채권발행결정)(자회사의 주요경영사항)              (제10회차),20260626,20260626800018,Y,"CB,CB발행",2,False
079550,LIG디펜스앤에어로스페이스,주요사항보고서(유상증자결정),20260626,20260626000001,Y,유상증자,3,False
017040,광명전기,[기재정정]주요사항보고서(감자결정),20260626,20260625000640,Y,감자,3,False
381970,케이카,주식등의대량보유상황보고서(일반),20260625,20260625000618,Y,대량보유,1,False
006740,블루산업개발,임원ㆍ주요주주특정증권등소유상황보고서,20260625,20260625000615,Y,주요주주변동,1,False
381970,케이카,주식등의대량보유상황보고서(일반),20260625,20260625000613,Y,대량보유,1,False
006740,블루산업개발,주식등의대량보유상황보고서(약식),20260625,20260625000611,Y,대량보유,1,False
007460,에이프로젠,주요사항보고서(유상증자결정)(자회사의 주요경영사항)              (제3자배정),20260625,20260625800723,Y,유상증자,3,False
011420,갤럭시아에스엠,주식등의대량보유상황보고서(일반),20260625,20260625000602,Y,대량보유,1,False
003470,유안타증권,임원ㆍ주요주주특정증권등소유상황보고서,20260625,20260625000587,Y,주요주주변동,1,False
003470,유안타증권,임원ㆍ주요주주특정증권등소유상황보고서,20260625,20260625000550,Y,주요주주변동,1,False
451800,한화리츠,임원ㆍ주요주주특정증권등소유상황보고서,20260625,20260625000538,Y,주요주주변동,1,False
357120,코람코라이프인프라리츠,임원ㆍ주요주주특정증권등소유상황보고서,20260625,20260625000537,Y,주요주주변동,1,False
417310,코람코더원리츠,임원ㆍ주요주주특정증권등소유상황보고서,20260625,20260625000536,Y,주요주주변동,1,False
334890,이지스밸류플러스리츠,임원ㆍ주요주주특정증권등소유상황보고서,20260625,20260625000535,Y,주요주주변동,1,False
088260,이리츠코크렙,임원ㆍ주요주주특정증권등소유상황보고서,20260625,20260625000534,Y,주요주주변동,1,False
293940,신한알파리츠,임원ㆍ주요주주특정증권등소유상황보고서,20260625,20260625000533,Y,주요주주변동,1,False
404990,신한서부티엔디리츠,임원ㆍ주요주주특정증권등소유상황보고서,20260625,20260625000532,Y,주요주주변동,1,False
448730,삼성FN리츠,임원ㆍ주요주주특정증권등소유상황보고서,20260625,20260625000531,Y,주요주주변동,1,False
357250,미래에셋맵스리츠,임원ㆍ주요주주특정증권등소유상황보고서,20260625,20260625000530,Y,주요주주변동,1,False
330590,롯데리츠,임원ㆍ주요주주특정증권등소유상황보고서,20260625,20260625000528,Y,주요주주변동,1,False
377190,디앤디플랫폼리츠,임원ㆍ주요주주특정증권등소유상황보고서,20260625,20260625000527,Y,주요주주변동,1,False
395400,SK리츠,임원ㆍ주요주주특정증권등소유상황보고서,20260625,20260625000525,Y,주요주주변동,1,False
365550,ESR켄달스퀘어리츠,임원ㆍ주요주주특정증권등소유상황보고서,20260625,20260625000524,Y,주요주주변동,1,False
000990,DB하이텍,임원ㆍ주요주주특정증권등소유상황보고서,20260625,20260625000523,Y,주요주주변동,1,False
194370,제이에스코퍼레이션,주식등의대량보유상황보고서(약식),20260625,20260625000514,Y,대량보유,1,False
006660,삼성공조,임원ㆍ주요주주특정증권등소유상황보고서,20260625,20260625000511,Y,주요주주변동,1,False
071950,코아스,[기재정정]주요사항보고서(자기전환사채매도결정),20260625,20260625000492,Y,CB,2,False
005610,삼립,임원ㆍ주요주주특정증권등소유상황보고서,20260625,20260625000500,Y,주요주주변동,1,False
071950,코아스,[기재정정]주요사항보고서(자기신주인수권부사채매도결정),20260625,20260625000487,Y,"BW,신주인수권",2,False
004140,동방,임원ㆍ주요주주특정증권등소유상황보고서,20260625,20260625000497,Y,주요주주변동,1,False
088350,한화생명,임원ㆍ주요주주특정증권등소유상황보고서,20260625,20260625000491,Y,주요주주변동,1,False
001750,한양증권,주요사항보고서(유상증자결정),20260625,20260625000457,Y,유상증자,3,False
018260,삼성에스디에스,임원ㆍ주요주주특정증권등소유상황보고서,20260625,20260625000445,Y,주요주주변동,1,False
071950,코아스,[기재정정]주요사항보고서(유상증자결정),20260625,20260625000418,Y,유상증자,3,False
071950,코아스,[기재정정]주요사항보고서(전환사채권발행결정),20260625,20260625000415,Y,"CB,CB발행",2,False
014710,사조씨푸드,임원ㆍ주요주주특정증권등소유상황보고서,20260625,20260625000424,Y,주요주주변동,1,False
003960,사조대림,임원ㆍ주요주주특정증권등소유상황보고서,20260625,20260625000417,Y,주요주주변동,1,False
006570,대림통상,주식등의대량보유상황보고서(일반),20260625,20260625000400,Y,대량보유,1,False
006570,대림통상,임원ㆍ주요주주특정증권등소유상황보고서,20260625,20260625000396,Y,주요주주변동,1,False
005930,삼성전자,임원ㆍ주요주주특정증권등소유상황보고서,20260625,20260625000389,Y,주요주주변동,1,False
078930,GS,주식등의대량보유상황보고서(일반),20260625,20260625000388,Y,대량보유,1,False
008870,금비,임원ㆍ주요주주특정증권등소유상황보고서,20260625,20260625000377,Y,주요주주변동,1,False
010580,에스엠벡셀,주식등의대량보유상황보고서(일반),20260625,20260625000293,Y,대량보유,1,False
010580,에스엠벡셀,임원ㆍ주요주주특정증권등소유상황보고서,20260625,20260625000285,Y,주요주주변동,1,False
450080,에코프로머티,주식등의대량보유상황보고서(일반),20260625,20260625000260,Y,대량보유,1,False
000720,현대건설,임원ㆍ주요주주특정증권등소유상황보고서,20260625,20260625000244,Y,주요주주변동,1,False
017960,한국카본,주식등의대량보유상황보고서(일반),20260625,20260625000174,Y,대량보유,1,False
000100,유한양행,임원ㆍ주요주주특정증권등소유상황보고서,20260625,20260625000160,Y,주요주주변동,1,False
009830,한화솔루션,유상증자결정(종속회사의주요경영사항)              ,20260625,20260625800205,Y,유상증자,3,False
192820,코스맥스,주식등의대량보유상황보고서(약식),20260625,20260625000096,Y,대량보유,1,False
006340,대원전선,임원ㆍ주요주주특정증권등소유상황보고서,20260625,20260625000068,Y,주요주주변동,1,False
028670,팬오션,주식등의대량보유상황보고서(일반),20260624,20260624000495,Y,대량보유,1,False
003060,에이프로젠바이오로직스,주식등의대량보유상황보고서(약식),20260624,20260624000490,Y,대량보유,1,False
003350,한국화장품제조,임원ㆍ주요주주특정증권등소유상황보고서,20260624,20260624000481,Y,주요주주변동,1,False
003350,한국화장품제조,임원ㆍ주요주주특정증권등소유상황보고서,20260624,20260624000476,Y,주요주주변동,1,False
003350,한국화장품제조,임원ㆍ주요주주특정증권등소유상황보고서,20260624,20260624000471,Y,주요주주변동,1,False
003350,한국화장품제조,임원ㆍ주요주주특정증권등소유상황보고서,20260624,20260624000463,Y,주요주주변동,1,False
003350,한국화장품제조,임원ㆍ주요주주특정증권등소유상황보고서,20260624,20260624000459,Y,주요주주변동,1,False
007460,에이프로젠,[기재정정]주요사항보고서(유상증자결정)(자회사의 주요경영사항)              (제3자배정),20260624,20260624800913,Y,유상증자,3,False
143210,핸즈코퍼레이션,임원ㆍ주요주주특정증권등소유상황보고서,20260624,20260624000451,Y,주요주주변동,1,False
005830,DB손해보험,주식등의대량보유상황보고서(일반),20260624,20260624000441,Y,대량보유,1,False
402340,SK스퀘어,주요사항보고서(유상증자결정)(자회사의 주요경영사항)              ,20260624,20260624800818,Y,유상증자,3,False
005010,휴스틸,임원ㆍ주요주주특정증권등소유상황보고서,20260624,20260624000437,Y,주요주주변동,1,False
000660,SK하이닉스,주요사항보고서(유상증자결정),20260624,20260624000420,Y,유상증자,3,False
090370,메타랩스,주식등의대량보유상황보고서(일반),20260624,20260624000428,Y,대량보유,1,False
143210,핸즈코퍼레이션,유상증자또는주식관련사채등의발행결과(자율공시)              ,20260624,20260624800768,Y,유상증자,3,False
023960,에쓰씨엔지니어링,전환가액ㆍ신주인수권행사가액ㆍ교환가액의조정(안내공시)              ,20260624,20260624800695,Y,"신주인수권,신주인수권행사",3,False
023960,에쓰씨엔지니어링,전환가액ㆍ신주인수권행사가액ㆍ교환가액의조정(안내공시)              ,20260624,20260624800687,Y,"신주인수권,신주인수권행사",3,False
069960,현대백화점,임원ㆍ주요주주특정증권등소유상황보고서,20260624,20260624000338,Y,주요주주변동,1,False
069960,현대백화점,주식등의대량보유상황보고서(일반),20260624,20260624000332,Y,대량보유,1,False
044450,KSS해운,임원ㆍ주요주주특정증권등소유상황보고서,20260624,20260624000322,Y,주요주주변동,1,False
001630,종근당홀딩스,주식등의대량보유상황보고서(일반),20260624,20260624000321,Y,대량보유,1,False
000430,대원강업,임원ㆍ주요주주특정증권등소유상황보고서,20260624,20260624000316,Y,주요주주변동,1,False
000120,CJ대한통운,임원ㆍ주요주주특정증권등소유상황보고서,20260624,20260624000312,Y,주요주주변동,1,False
185750,종근당,주식등의대량보유상황보고서(일반),20260624,20260624000311,Y,대량보유,1,False
000430,대원강업,주식등의대량보유상황보고서(일반),20260624,20260624000310,Y,대량보유,1,False
003530,한화투자증권,임원ㆍ주요주주특정증권등소유상황보고서,20260624,20260624000301,Y,주요주주변동,1,False
000120,CJ대한통운,임원ㆍ주요주주특정증권등소유상황보고서,20260624,20260624000287,Y,주요주주변동,1,False
009320,아진전자부품,주식등의대량보유상황보고서(일반),20260624,20260624000231,Y,대량보유,1,False
014990,인디에프,임원ㆍ주요주주특정증권등소유상황보고서,20260624,20260624000203,Y,주요주주변동,1,False
014990,인디에프,임원ㆍ주요주주특정증권등소유상황보고서,20260624,20260624000193,Y,주요주주변동,1,False
009460,한창제지,임원ㆍ주요주주특정증권등소유상황보고서,20260624,20260624000114,Y,주요주주변동,1,False
028670,팬오션,임원ㆍ주요주주특정증권등소유상황보고서,20260624,20260624000113,Y,주요주주변동,1,False
002840,미원상사,임원ㆍ주요주주특정증권등소유상황보고서,20260624,20260624000103,Y,주요주주변동,1,False
450080,에코프로머티,임원ㆍ주요주주특정증권등소유상황보고서,20260624,20260624000099,Y,주요주주변동,1,False
006490,프리티,최대주주등소유주식변동신고서(최대주주변경시)              ,20260624,20260624800330,Y,최대주주변경,2,False
450080,에코프로머티,임원ㆍ주요주주특정증권등소유상황보고서,20260624,20260624000074,Y,주요주주변동,1,False
017810,풀무원,주식등의대량보유상황보고서(일반),20260624,20260624000073,Y,대량보유,1,False
017810,풀무원,임원ㆍ주요주주특정증권등소유상황보고서,20260624,20260624000069,Y,주요주주변동,1,False
028670,팬오션,임원ㆍ주요주주특정증권등소유상황보고서,20260624,20260624000036,Y,주요주주변동,1,False
001520,동양,임원ㆍ주요주주특정증권등소유상황보고서,20260624,20260624000004,Y,주요주주변동,1,False
047810,한국항공우주,주식등의대량보유상황보고서(일반),20260624,20260624000002,Y,대량보유,1,False
018500,동원금속,주식등의대량보유상황보고서(일반),20260624,20260623000428,Y,대량보유,1,False
007460,에이프로젠,[기재정정]주요사항보고서(전환사채권발행결정)(자회사의 주요경영사항)              ,20260623,20260623800827,Y,"CB,CB발행",2,False
003060,에이프로젠바이오로직스,[기재정정]주요사항보고서(전환사채권발행결정),20260624,20260623000426,Y,"CB,CB발행",2,False
018500,동원금속,임원ㆍ주요주주특정증권등소유상황보고서,20260623,20260623000406,Y,주요주주변동,1,False
001270,부국증권,주식등의대량보유상황보고서(일반),20260623,20260623000383,Y,대량보유,1,False
012630,HDC,주식등의대량보유상황보고서(일반),20260623,20260623000351,Y,대량보유,1,False
007810,코리아써키트,임원ㆍ주요주주특정증권등소유상황보고서,20260623,20260623000350,Y,주요주주변동,1,False
344820,케이씨씨글라스,주식등의대량보유상황보고서(일반),20260623,20260623000345,Y,대량보유,1,False
097950,CJ제일제당,주식등의대량보유상황보고서(약식),20260623,20260623000341,Y,대량보유,1,False
042660,한화오션,주식등의대량보유상황보고서(약식),20260623,20260623000338,Y,대량보유,1,False
009310,참엔지니어링,기타시장안내              (상장폐지 이의신청서 제출),20260623,20260623800525,Y,상장폐지위험,3,False
005490,POSCO홀딩스,주식등의대량보유상황보고서(약식),20260623,20260623000336,Y,대량보유,1,False
143210,핸즈코퍼레이션,임원ㆍ주요주주특정증권등소유상황보고서,20260623,20260623000332,Y,주요주주변동,1,False
001520,동양,임원ㆍ주요주주특정증권등소유상황보고서,20260623,20260623000327,Y,주요주주변동,1,False
011230,삼화전자공업,주식등의대량보유상황보고서(일반),20260623,20260623000320,Y,대량보유,1,False
005320,온타이드,임원ㆍ주요주주특정증권등소유상황보고서,20260623,20260623000315,Y,주요주주변동,1,False
008930,한미사이언스,주식등의대량보유상황보고서(일반),20260623,20260623000314,Y,대량보유,1,False
005320,온타이드,주식등의대량보유상황보고서(일반),20260623,20260623000312,Y,대량보유,1,False
002630,오리엔트바이오,주요사항보고서(감자결정),20260623,20260623000294,Y,감자,3,False
001820,삼화콘덴서공업,주식등의대량보유상황보고서(일반),20260623,20260623000308,Y,대량보유,1,False
002620,제일파마홀딩스,임원ㆍ주요주주특정증권등소유상황보고서,20260623,20260623000299,Y,주요주주변동,1,False
217590,티엠씨,임원ㆍ주요주주특정증권등소유상황보고서,20260623,20260623000295,Y,주요주주변동,1,False
217590,티엠씨,주식등의대량보유상황보고서(약식),20260623,20260623000293,Y,대량보유,1,False
009810,플레이그램,임원ㆍ주요주주특정증권등소유상황보고서,20260623,20260623000289,Y,주요주주변동,1,False
282330,BGF리테일,주식등의대량보유상황보고서(일반),20260623,20260623000284,Y,대량보유,1,False
009810,플레이그램,주식등의대량보유상황보고서(일반),20260623,20260623000280,Y,대량보유,1,False
002620,제일파마홀딩스,임원ㆍ주요주주특정증권등소유상황보고서,20260623,20260623000271,Y,주요주주변동,1,False
093050,LF,주식등의대량보유상황보고서(일반),20260623,20260623000270,Y,대량보유,1,False
079900,전진건설로봇,임원ㆍ주요주주특정증권등소유상황보고서,20260623,20260623000268,Y,주요주주변동,1,False
072130,유엔젤,주식등의대량보유상황보고서(약식),20260623,20260623000254,Y,대량보유,1,False
024890,대원화성,[기재정정]주식등의대량보유상황보고서(약식),20260623,20260623000242,Y,대량보유,1,False
026890,스틱인베스트먼트,임원ㆍ주요주주특정증권등소유상황보고서,20260623,20260623000140,Y,주요주주변동,1,False
006570,대림통상,주식등의대량보유상황보고서(일반),20260623,20260623000135,Y,대량보유,1,False
006570,대림통상,임원ㆍ주요주주특정증권등소유상황보고서,20260623,20260623000131,Y,주요주주변동,1,False
002840,미원상사,임원ㆍ주요주주특정증권등소유상황보고서,20260623,20260623000125,Y,주요주주변동,1,False
024890,대원화성,주식등의대량보유상황보고서(약식),20260623,20260623000117,Y,대량보유,1,False
003650,미창석유공업,주식등의대량보유상황보고서(일반),20260623,20260623000085,Y,대량보유,1,False
334890,이지스밸류플러스리츠,임원ㆍ주요주주특정증권등소유상황보고서,20260623,20260623000080,Y,주요주주변동,1,False
026890,스틱인베스트먼트,임원ㆍ주요주주특정증권등소유상황보고서,20260623,20260623000045,Y,주요주주변동,1,False
139130,iM금융지주,임원ㆍ주요주주특정증권등소유상황보고서,20260623,20260623000033,Y,주요주주변동,1,False
011330,유니켐,임원ㆍ주요주주특정증권등소유상황보고서,20260623,20260622000417,Y,주요주주변동,1,False
011330,유니켐,임원ㆍ주요주주특정증권등소유상황보고서,20260623,20260622000417,Y,주요주주변동,1,False
091810,트리니티항공,주요사항보고서(유상증자결정),20260622,20260622000395,Y,유상증자,3,False
214330,금호에이치티,[기재정정]주요사항보고서(감자결정),20260622,20260622000383,Y,감자,3,False
011330,유니켐,임원ㆍ주요주주특정증권등소유상황보고서,20260622,20260622000402,Y,주요주주변동,1,False
011330,유니켐,임원ㆍ주요주주특정증권등소유상황보고서,20260622,20260622000397,Y,주요주주변동,1,False
011330,유니켐,임원ㆍ주요주주특정증권등소유상황보고서,20260622,20260622000391,Y,주요주주변동,1,False
092790,넥스틸,주요사항보고서(전환사채권발행결정),20260622,20260622000369,Y,"CB,CB발행",2,False
005930,삼성전자,임원ㆍ주요주주특정증권등소유상황보고서,20260622,20260622000376,Y,주요주주변동,1,False
011330,유니켐,임원ㆍ주요주주특정증권등소유상황보고서,20260622,20260622000374,Y,주요주주변동,1,False
011330,유니켐,임원ㆍ주요주주특정증권등소유상황보고서,20260622,20260622000356,Y,주요주주변동,1,False
011330,유니켐,주식등의대량보유상황보고서(일반),20260622,20260622000355,Y,대량보유,1,False
002070,비비안,주요사항보고서(유상증자결정),20260622,20260622000328,Y,유상증자,3,False
012160,영흥,주식등의대량보유상황보고서(약식),20260622,20260622000337,Y,대량보유,1,False
015230,대창단조,임원ㆍ주요주주특정증권등소유상황보고서,20260622,20260622000321,Y,주요주주변동,1,False
004710,한솔테크닉스,임원ㆍ주요주주특정증권등소유상황보고서,20260622,20260622000315,Y,주요주주변동,1,False
