ticker,name,market,baseline_blocker_reason,baseline_supply_status,baseline_supply_level,corp_code,corp_name_dart,corp_code_exact_stock_match_count,audit_start_date,audit_end_date,requested_lookback_days,chunk_days,chunk_count,dart_list_api_calls,dart_report_count,risk_report_count,relief_report_match_count,classification,proposed_supply_status,proposed_supply_level,risk_keywords,latest_risk_report_date,latest_risk_report_name,latest_risk_rcept_no,source_overlay_candidate,chunk_summaries_json,evidence_reports_json,api_errors_json
072130,유엔젤,KOSPI,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,LIMITED,없음,00416654,유엔젤,1,2026-03-27,2026-09-22,180,90,2,2,11,3,0,COMPLETE_180D_POSITIVE_BURDEN,OK,경계,"대량보유,주요주주변동",20260623,주식등의대량보유상황보고서(약식),20260623000254,TRUE,"[{""start"":""2026-03-27"",""end"":""2026-06-24"",""complete"":true,""official_013_no_data"":false,""pages_fetched"":1,""total_page_seen"":1,""report_count"":10},{""start"":""2026-06-25"",""end"":""2026-09-22"",""complete"":true,""official_013_no_data"":false,""pages_fetched"":1,""total_page_seen"":1,""report_count"":1}]","[{""rcept_dt"":""20260623"",""rcept_no"":""20260623000254"",""report_nm"":""주식등의대량보유상황보고서(약식)"",""corp_name"":""유엔젤"",""keywords"":[""대량보유""],""severity"":1,""relief_flag"":false},{""rcept_dt"":""20260609"",""rcept_no"":""20260609000363"",""report_nm"":""주식등의대량보유상황보고서(약식)"",""corp_name"":""유엔젤"",""keywords"":[""대량보유""],""severity"":1,""relief_flag"":false},{""rcept_dt"":""20260401"",""rcept_no"":""20260401002936"",""report_nm"":""임원ㆍ주요주주특정증권등소유상황보고서"",""corp_name"":""유엔젤"",""keywords"":[""주요주주변동""],""severity"":1,""relief_flag"":false}]",[]
