ticker,name,active_in_current_scorer,avg_daily_move_pct,baseline_status,shadow_status,baseline_missing_count,shadow_missing_count,elasticity_missing_before,elasticity_missing_after,baseline_missing_components,shadow_missing_components,baseline_score_total,shadow_score_total
003530,한화투자증권,FALSE,2.19,,,,,,,,,,
004800,효성,FALSE,2.52,,,,,,,,,,
006260,LS,FALSE,2.74,,,,,,,,,,
006800,미래에셋증권,FALSE,1.62,,,,,,,,,,
008060,대덕,FALSE,1.98,,,,,,,,,,
010060,OCI홀딩스,FALSE,2.38,,,,,,,,,,
027410,BGF,FALSE,0.77,,,,,,,,,,
034730,SK,FALSE,2.72,,,,,,,,,,
