name,ticker,country,currency,exchange,status,last_date,current_close,split_buy_low_ref,split_buy_high_ref,split_buy_ref,target1_ref,stop_ref,avg_daily_move_abs,avg_daily_move_pct,avg_wave_days,low_3m_intraday,high_3m_intraday,low_3m_close,high_3m_close,range_3m_pct,position_in_3m_range_pct,last_volume,last_trading_value,avg20_trading_value,low_liquidity,foreign_net_5d_value,foreign_net_20d_value,foreign_net_60d_value,institution_net_5d_value,institution_net_20d_value,institution_net_60d_value,data_rows,source_used,error
Cerebras Systems Inc,CBRS,US,USD,NASDAQ,OK,2026-07-10,215.08,177.17,210.53,210.53,248.44,169.59,15.16,6.73,1.7,160.81,386.34,168.52,311.07,140.25,24.06,5256257.0,1130515765.0,1557786727.0,False,,,,,,,39,yfinance_close,
DB하이텍,000990,KR,KRW,KOSPI,OK,2026-07-10,121900.0,99900.0,119300.0,119300.0,141200.0,95500.0,8790.0,5.61,1.8,91000.0,230500.0,96500.0,220500.0,153.3,22.15,487410.0,59415279000.0,113375785585.0,False,,,,,,,61,pykrx_adjusted,
HD현대일렉트릭,267260,KR,KRW,KOSPI,OK,2026-07-10,851000.0,788000.0,839000.0,839000.0,941000.0,757000.0,40900.0,3.79,2.5,780000.0,1430000.0,814000.0,1420000.0,83.33,10.92,100286.0,85343386000.0,185045718800.0,False,,,,,,,61,pykrx_adjusted,
HD현대중공업,329180,KR,KRW,KOSPI,OK,2026-07-10,504000.0,466000.0,497500.0,497500.0,553000.0,447500.0,22150.0,3.53,2.8,461500.0,765000.0,463000.0,745000.0,65.76,14.0,254741.0,128389464000.0,197931521600.0,False,,,,,,,61,pykrx_adjusted,
Intel,INTC,US,USD,NASDAQ,OK,2026-07-10,109.84,97.7,108.38,108.38,120.53,95.27,4.86,4.53,1.8,62.09,142.35,63.81,140.94,129.26,59.49,70252303.0,7716512704.0,15684656761.0,False,,,,,,,62,yfinance_close,
LG에너지솔루션,373220,KR,KRW,KOSPI,OK,2026-07-10,326000.0,312500.0,321500.0,321500.0,357000.0,300000.0,14190.0,3.55,1.9,309500.0,497500.0,313500.0,484500.0,60.74,8.78,263154.0,85788204000.0,162379933050.0,False,,,,,,,61,pykrx_adjusted,
LG이노텍,011070,KR,KRW,KOSPI,OK,2026-07-10,742000.0,620000.0,727000.0,727000.0,849000.0,596000.0,48700.0,5.4,2.7,358000.0,1788000.0,361500.0,1530000.0,399.44,26.85,445165.0,330312430000.0,395200715650.0,False,,,,,,,61,pykrx_adjusted,
LG전자,066570,KR,KRW,KOSPI,OK,2026-07-10,182400.0,149500.0,178400.0,178400.0,211500.0,142900.0,13180.0,5.99,2.1,114700.0,438000.0,115300.0,392500.0,281.87,20.94,1319871.0,240744470400.0,385803021040.0,False,,,,,,,61,pykrx_adjusted,
LG전자우,066575,KR,KRW,KOSPI,OK,2026-07-10,67800.0,58000.0,66600.0,66600.0,76400.0,56000.0,3925.0,4.97,2.2,50800.0,138400.0,51500.0,124400.0,172.44,19.41,66137.0,4484088600.0,12285134430.0,False,,,,,,,61,pykrx_adjusted,
LG화학,051910,KR,KRW,KOSPI,OK,2026-07-10,264000.0,251000.0,260500.0,260500.0,288500.0,241000.0,11070.0,3.26,2.3,248500.0,437500.0,251500.0,429500.0,76.06,8.2,220071.0,58098744000.0,77761732925.0,False,,,,,,,61,pykrx_adjusted,
LS,006260,KR,KRW,KOSPI,OK,2026-07-10,329000.0,289500.0,323000.0,323000.0,374500.0,278000.0,20700.0,4.94,2.2,286500.0,604000.0,293500.0,553000.0,110.82,13.39,114119.0,37545151000.0,75292869250.0,False,,,,,,,61,pykrx_adjusted,
LS ELECTRIC,010120,KR,KRW,KOSPI,OK,2026-07-10,202500.0,172900.0,198900.0,198900.0,229000.0,166100.0,12120.0,5.09,3.7,171200.0,335000.0,179200.0,318500.0,95.68,19.11,644594.0,130530285000.0,277784403970.0,False,,,,,,,61,pykrx_adjusted,
LS마린솔루션,060370,KR,KRW,KOSDAQ,OK,2026-07-10,29000.0,25000.0,28500.0,28500.0,32500.0,24200.0,1595.0,4.89,2.8,22450.0,51600.0,23050.0,50100.0,129.84,22.47,281001.0,8149029000.0,6398935142.0,True,,,,,,,61,pykrx_adjusted,
NVIDIA,NVDA,US,USD,NASDAQ,OK,2026-07-10,210.96,200.34,208.85,208.85,220.31,198.21,4.25,2.03,2.0,185.74,236.54,189.31,235.74,27.35,49.65,147203662.0,31054085524.0,29662627863.0,False,,,,,,,62,yfinance_close,
SK,034730,KR,KRW,KOSPI,OK,2026-07-10,657000.0,593000.0,649000.0,649000.0,713000.0,581000.0,25450.0,4.19,2.0,340500.0,883000.0,349500.0,858000.0,159.32,58.34,263690.0,173244330000.0,272231974400.0,False,,,,,,,61,pykrx_adjusted,
SK스퀘어,402340,KR,KRW,KOSPI,OK,2026-07-10,1409000.0,1241000.0,1389000.0,1389000.0,1557000.0,1208000.0,67200.0,5.32,2.2,545000.0,2189000.0,580000.0,1970000.0,301.65,52.55,782915.0,1103127235000.0,2217702791500.0,False,,,,,,,61,pykrx_adjusted,
SK이노베이션,096770,KR,KRW,KOSPI,OK,2026-07-10,102900.0,94800.0,101900.0,101900.0,110000.0,93200.0,3250.0,2.86,2.0,87700.0,155400.0,89500.0,149800.0,77.19,22.45,447319.0,46029125100.0,43429171785.0,False,,,,,,,61,pykrx_adjusted,
SK하이닉스,000660,KR,KRW,KOSPI,OK,2026-07-10,2180000.0,1930000.0,2150000.0,2150000.0,2400000.0,1880000.0,100100.0,4.87,2.2,996000.0,2987000.0,1040000.0,2919000.0,199.9,59.47,4819564.0,10506649520000.0,14778561135850.0,False,,,,,,,61,pykrx_adjusted,
대한전선,001440,KR,KRW,KOSPI,OK,2026-07-10,30250.0,27200.0,29550.0,29550.0,35400.0,26150.0,2350.0,5.22,2.7,26950.0,75900.0,27800.0,72300.0,181.63,6.74,2223682.0,67266380500.0,127783224325.0,False,,,,,,,61,pykrx_adjusted,
덕산테코피아,317330,KR,KRW,KOSDAQ,OK,2026-07-10,10910.0,9810.0,10620.0,10620.0,13030.0,9420.0,963.0,5.01,2.6,9710.0,33000.0,9920.0,31250.0,239.86,5.15,82033.0,894980030.0,1336178348.0,True,,,,,,,61,pykrx_adjusted,
두산로보틱스,454910,KR,KRW,KOSPI,OK,2026-07-10,74500.0,70800.0,72800.0,72800.0,86600.0,68000.0,5520.0,5.11,2.2,70100.0,170000.0,70400.0,166700.0,142.51,4.4,375511.0,27975569500.0,55496511120.0,False,,,,,,,61,pykrx_adjusted,
두산에너빌리티,034020,KR,KRW,KOSPI,OK,2026-07-10,78100.0,72300.0,77100.0,77100.0,85700.0,69500.0,3455.0,3.41,2.1,71600.0,139200.0,73200.0,136400.0,94.41,9.62,2775529.0,216768814900.0,281250821170.0,False,,,,,,,61,pykrx_adjusted,
미래에셋벤처투자,100790,KR,KRW,KOSDAQ,OK,2026-07-10,16650.0,14840.0,15750.0,15750.0,23200.0,14250.0,2985.0,7.19,2.0,14700.0,70700.0,15060.0,67400.0,381.12,3.49,455933.0,7591284450.0,31585967926.0,False,,,,,,,61,pykrx_adjusted,
미래에셋증권,006800,KR,KRW,KOSPI,OK,2026-07-10,42200.0,38700.0,41550.0,41550.0,46900.0,37150.0,2140.0,3.67,1.9,38300.0,87800.0,40150.0,83800.0,129.24,7.88,1692981.0,71443798200.0,137002165658.0,False,,,,,,,61,pykrx_adjusted,
산일전기,062040,KR,KRW,KOSPI,OK,2026-07-10,189100.0,161200.0,185700.0,185700.0,213500.0,155600.0,11170.0,4.68,2.7,150100.0,341000.0,172900.0,333500.0,127.18,20.43,191350.0,36184285000.0,72918533715.0,False,,,,,,,61,pykrx_adjusted,
삼성SDI,006400,KR,KRW,KOSPI,OK,2026-07-10,434000.0,394000.0,427000.0,427000.0,483500.0,378500.0,22600.0,4.06,1.8,390000.0,723000.0,401500.0,712000.0,85.38,13.21,481772.0,209089048000.0,253906997175.0,False,,,,,,,61,pykrx_adjusted,
삼성생명,032830,KR,KRW,KOSPI,OK,2026-07-10,340500.0,301500.0,336000.0,336000.0,375000.0,293500.0,15690.0,4.28,2.2,231000.0,516000.0,235000.0,497000.0,123.59,38.35,814715.0,277410457500.0,213049188275.0,False,,,,,,,61,pykrx_adjusted,
삼성전기,009150,KR,KRW,KOSPI,OK,2026-07-10,1584000.0,1374000.0,1559000.0,1559000.0,1769000.0,1332000.0,84000.0,5.63,1.9,554000.0,2417000.0,568000.0,2270000.0,336.28,55.29,875317.0,1386502128000.0,2171625704750.0,False,,,,,,,61,pykrx_adjusted,
삼성전자,005930,KR,KRW,KOSPI,OK,2026-07-10,285000.0,253500.0,281000.0,281000.0,313000.0,247000.0,12630.0,4.25,1.7,198200.0,374500.0,201000.0,362500.0,88.95,49.23,19919725.0,5677121625000.0,10062308022550.0,False,,,,,,,61,pykrx_adjusted,
삼성전자우,005935,KR,KRW,KOSPI,OK,2026-07-10,194300.0,175200.0,192000.0,192000.0,211000.0,171300.0,7660.0,3.94,1.7,135500.0,243500.0,138500.0,235000.0,79.7,54.44,3539260.0,687678218000.0,935638841615.0,False,,,,,,,61,pykrx_adjusted,
삼성중공업,010140,KR,KRW,KOSPI,OK,2026-07-10,22350.0,20900.0,22100.0,22100.0,24300.0,20100.0,879.0,3.15,2.0,20700.0,35350.0,20950.0,34400.0,70.77,11.26,4233790.0,94625206500.0,113703209965.0,False,,,,,,,61,pykrx_adjusted,
삼양식품,003230,KR,KRW,KOSPI,OK,2026-07-10,1139000.0,1056000.0,1128000.0,1128000.0,1212000.0,1040000.0,33050.0,2.71,2.1,1011000.0,1484000.0,1069000.0,1444000.0,46.79,27.06,33258.0,37880862000.0,59485103000.0,False,,,,,,,61,pykrx_adjusted,
삼화콘덴서,001820,KR,KRW,KOSPI,OK,2026-07-10,110200.0,90800.0,107900.0,107900.0,127200.0,87000.0,7740.0,6.84,1.9,55000.0,196800.0,62100.0,190100.0,257.82,38.93,1143670.0,126032434000.0,148396530610.0,False,,,,,,,61,pykrx_adjusted,
셀트리온,068270,KR,KRW,KOSPI,OK,2026-07-10,175200.0,165000.0,173400.0,173400.0,184200.0,163000.0,4070.0,2.29,1.9,158500.0,202000.0,159400.0,199200.0,27.49,38.33,435099.0,76229344800.0,108084069020.0,False,,,,,,,61,pykrx_adjusted,
신세계,004170,KR,KRW,KOSPI,OK,2026-07-10,629000.0,573000.0,622000.0,622000.0,678000.0,562000.0,22400.0,3.9,1.8,331000.0,792000.0,343000.0,776000.0,139.27,64.64,57141.0,35941689000.0,64028849350.0,False,,,,,,,61,pykrx_adjusted,
주성엔지니어링,036930,KR,KRW,KOSDAQ,OK,2026-07-10,191900.0,158500.0,187900.0,187900.0,221500.0,151800.0,13360.0,7.95,2.4,61000.0,283000.0,63300.0,250500.0,363.93,58.96,2197995.0,421795240500.0,502460766100.0,False,,,,,,,61,pykrx_adjusted,
차백신연구소,261780,KR,KRW,KOSDAQ,OK,2026-07-10,2860.0,2375.0,2800.0,2800.0,3285.0,2280.0,193.0,6.09,2.8,2240.0,4930.0,2300.0,4195.0,120.09,23.05,1212588.0,3468001680.0,2158269703.0,True,,,,,,,61,pykrx_adjusted,
코리아써키트,007810,KR,KRW,KOSPI,OK,2026-07-10,73800.0,64900.0,72100.0,72100.0,86100.0,62400.0,5580.0,5.54,2.1,64300.0,148300.0,64800.0,141900.0,130.64,11.31,537120.0,39639456000.0,36417190485.0,False,,,,,,,61,pykrx_adjusted,
코스모로보틱스,439960,KR,KRW,KOSDAQ,OK,2026-07-10,12830.0,11720.0,11890.0,11890.0,19730.0,11250.0,3135.0,10.16,2.5,11600.0,68500.0,12150.0,56200.0,490.52,2.16,688231.0,8830003730.0,47820925880.0,False,,,,,,,43,pykrx_adjusted,
파마리서치,214450,KR,KRW,KOSDAQ,OK,2026-07-10,319500.0,293500.0,316500.0,316500.0,342500.0,288500.0,10410.0,3.33,2.4,255000.0,378500.0,259000.0,366500.0,48.43,52.23,101159.0,32320300500.0,57012222175.0,False,,,,,,,61,pykrx_adjusted,
한미반도체,042700,KR,KRW,KOSPI,OK,2026-07-10,222000.0,198100.0,217000.0,217000.0,257000.0,190200.0,15940.0,5.31,1.8,196100.0,426000.0,199200.0,409500.0,117.24,11.27,793613.0,176182086000.0,299316581890.0,False,,,,,,,61,pykrx_adjusted,
한화오션,042660,KR,KRW,KOSPI,OK,2026-07-10,81300.0,78500.0,79900.0,79900.0,91400.0,75400.0,4580.0,3.97,2.1,77700.0,141900.0,78600.0,135000.0,82.63,5.61,1861096.0,151307104800.0,278698735055.0,False,,,,,,,61,pykrx_adjusted,
현대모비스,012330,KR,KRW,KOSPI,OK,2026-07-10,488000.0,428500.0,481000.0,481000.0,540000.0,417000.0,23700.0,4.28,2.2,386500.0,822000.0,391500.0,768000.0,112.68,23.31,272847.0,133149336000.0,246491892250.0,False,,,,,,,61,pykrx_adjusted,
현대오토에버,307950,KR,KRW,KOSPI,OK,2026-07-10,452000.0,383000.0,443000.0,443000.0,519000.0,367500.0,30650.0,5.1,2.7,379000.0,1066000.0,388000.0,938000.0,181.27,10.63,60516.0,27353232000.0,58782588225.0,False,,,,,,,61,pykrx_adjusted,
