ticker,name,corp_code,preferred_fs_div,dominant_financial_period,annual_source_year,fresh_deep_status,fresh_deep_fs_div,fresh_deep_message,fresh_exact_classification,recovery_lane,approved_depreciation_occurrences,approved_depreciation_values_json,approved_amortisation_occurrences,approved_amortisation_values_json,fresh_exact_stats_json,fresh_da_candidates_json
001790,대한제당,00113234,CFS,2026_11012,2025,OK,CFS,,NO_APPROVED_EXACT,NO_APPROVED_EXACT_CURRENT_OFFICIAL_PATH,0,[],0,[],"{""ifrs-full_AdjustmentsForAmortisationExpense"":{""occurrence_count"":0,""unique_numeric_values"":[],""account_names"":[]},""ifrs-full_AdjustmentsForDepreciationExpense"":{""occurrence_count"":0,""unique_numeric_values"":[],""account_names"":[]}}",[]
053690,한미글로벌,00413523,CFS,2026_11012,2025,OK,CFS,,NO_APPROVED_EXACT,NO_APPROVED_EXACT_CURRENT_OFFICIAL_PATH,0,[],0,[],"{""ifrs-full_AdjustmentsForAmortisationExpense"":{""occurrence_count"":0,""unique_numeric_values"":[],""account_names"":[]},""ifrs-full_AdjustmentsForDepreciationExpense"":{""occurrence_count"":0,""unique_numeric_values"":[],""account_names"":[]}}",[]
204320,HL만도,01042775,CFS,2026_11012,2025,OK,CFS,,NO_APPROVED_EXACT,NO_APPROVED_EXACT_CURRENT_OFFICIAL_PATH,0,[],0,[],"{""ifrs-full_AdjustmentsForAmortisationExpense"":{""occurrence_count"":0,""unique_numeric_values"":[],""account_names"":[]},""ifrs-full_AdjustmentsForDepreciationExpense"":{""occurrence_count"":0,""unique_numeric_values"":[],""account_names"":[]}}",[]
