name,ticker,country,currency,exchange,status,last_date,current_close,split_buy_low_ref,split_buy_high_ref,split_buy_ref,target1_ref,stop_ref,avg_daily_move_abs,avg_daily_move_pct,avg_wave_days,low_3m_intraday,high_3m_intraday,low_3m_close,high_3m_close,range_3m_pct,position_in_3m_range_pct,last_volume,last_trading_value,avg20_trading_value,low_liquidity,foreign_net_5d_value,foreign_net_20d_value,foreign_net_60d_value,institution_net_5d_value,institution_net_20d_value,institution_net_60d_value,data_rows,source_used,error
Cerebras Systems Inc,CBRS,US,USD,NASDAQ,OK,2026-08-25,183.91,162.42,179.7,179.7,214.8,155.99,14.04,6.65,1.9,160.81,269.39,168.52,266.9,67.52,21.28,7020729.0,1291217327.0,1690422139.0,False,,,,,,,64,yfinance_close,
DB하이텍,000990,KR,KRW,KOSPI,OK,2026-08-25,92700.0,75700.0,90700.0,90700.0,107700.0,72300.0,6800.0,5.35,1.9,68900.0,230500.0,71200.0,220500.0,234.54,14.73,239481.0,22199888700.0,39200356615.0,False,,,,,,,63,pykrx_adjusted,
HD현대일렉트릭,267260,KR,KRW,KOSPI,OK,2026-08-25,719000.0,626000.0,708000.0,708000.0,801000.0,608000.0,37050.0,4.25,2.2,538000.0,1231000.0,583000.0,1194000.0,128.81,26.12,141749.0,101917531000.0,114462973050.0,False,,,,,,,63,pykrx_adjusted,
HD현대중공업,329180,KR,KRW,KOSPI,OK,2026-08-25,464500.0,422000.0,459500.0,459500.0,502000.0,413500.0,17040.0,3.06,2.1,411500.0,765000.0,434000.0,745000.0,85.91,14.99,249159.0,115734355500.0,122312386250.0,False,,,,,,,63,pykrx_adjusted,
Intel,INTC,US,USD,NASDAQ,OK,2026-08-25,87.48,82.61,86.14,86.14,97.3,79.34,4.46,4.07,1.9,81.79,142.35,81.88,140.94,74.04,9.4,81194224.0,7102870988.0,10392746663.0,False,,,,,,,64,yfinance_close,
LG에너지솔루션,373220,KR,KRW,KOSPI,OK,2026-08-25,349500.0,315500.0,345500.0,345500.0,379500.0,308500.0,13630.0,3.77,1.8,290500.0,497500.0,300500.0,458000.0,71.26,28.5,205498.0,71821551000.0,106654686475.0,False,,,,,,,63,pykrx_adjusted,
LG이노텍,011070,KR,KRW,KOSPI,OK,2026-08-25,602000.0,478000.0,587000.0,587000.0,711000.0,453500.0,49600.0,5.83,2.7,416000.0,1788000.0,424000.0,1530000.0,329.81,13.56,164743.0,99175286000.0,151538265150.0,False,,,,,,,63,pykrx_adjusted,
LG전자,066570,KR,KRW,KOSPI,OK,2026-08-25,200500.0,170500.0,196900.0,196900.0,227000.0,164500.0,12010.0,5.29,1.7,141900.0,438000.0,148000.0,392500.0,208.67,19.79,565076.0,113297738000.0,221955113610.0,False,,,,,,,63,pykrx_adjusted,
LG전자우,066575,KR,KRW,KOSPI,OK,2026-08-25,71600.0,62200.0,70500.0,70500.0,79800.0,60400.0,3740.0,4.82,2.1,50000.0,138400.0,53000.0,124400.0,176.8,24.43,79657.0,5703441200.0,6520294630.0,True,,,,,,,63,pykrx_adjusted,
LG화학,051910,KR,KRW,KOSPI,OK,2026-08-25,263000.0,238000.0,260000.0,260000.0,285000.0,233000.0,10060.0,3.46,2.1,224000.0,381000.0,232500.0,367500.0,70.09,24.84,113525.0,29857075000.0,47982371375.0,False,,,,,,,63,pykrx_adjusted,
LS,006260,KR,KRW,KOSPI,OK,2026-08-25,294500.0,249500.0,289000.0,289000.0,334000.0,240500.0,17960.0,5.22,2.2,221000.0,604000.0,223500.0,553000.0,173.3,19.19,114278.0,33654871000.0,57737258100.0,False,,,,,,,63,pykrx_adjusted,
LS ELECTRIC,010120,KR,KRW,KOSPI,OK,2026-08-25,195400.0,164600.0,191700.0,191700.0,222500.0,158400.0,12330.0,5.78,2.4,148000.0,291000.0,150300.0,285000.0,96.62,33.15,450693.0,88065412200.0,143337028620.0,False,,,,,,,63,pykrx_adjusted,
LS마린솔루션,060370,KR,KRW,KOSDAQ,OK,2026-08-25,32050.0,28800.0,31650.0,31650.0,34900.0,28150.0,1295.0,4.55,2.6,22450.0,38750.0,23050.0,36650.0,72.61,58.9,76126.0,2439838300.0,3579133330.0,True,,,,,,,63,pykrx_adjusted,
NVIDIA,NVDA,US,USD,NASDAQ,OK,2026-08-25,213.05,202.61,210.92,210.92,222.24,200.52,4.18,2.01,2.0,189.8,232.28,190.01,225.3,22.38,54.73,120441439.0,25660048947.0,24529418888.0,False,,,,,,,64,yfinance_close,
SK,034730,KR,KRW,KOSPI,OK,2026-08-25,556000.0,480000.0,547000.0,547000.0,623000.0,464500.0,30450.0,4.86,1.9,450000.0,883000.0,468500.0,858000.0,96.22,24.48,139972.0,77824432000.0,106336071100.0,False,,,,,,,63,pykrx_adjusted,
SK스퀘어,402340,KR,KRW,KOSPI,OK,2026-08-25,1060000.0,850000.0,1035000.0,1035000.0,1245000.0,807000.0,84200.0,6.59,2.1,768000.0,2189000.0,799000.0,1970000.0,185.03,20.55,506863.0,537274780000.0,792724992750.0,False,,,,,,,63,pykrx_adjusted,
SK이노베이션,096770,KR,KRW,KOSPI,OK,2026-08-25,125000.0,114900.0,123800.0,123800.0,125200.0,112900.0,4025.0,3.65,1.9,87700.0,135800.0,89500.0,132200.0,54.85,77.55,488310.0,61038750000.0,87379317220.0,False,,,,,,,63,pykrx_adjusted,
SK하이닉스,000660,KR,KRW,KOSPI,OK,2026-08-25,1678000.0,1369000.0,1641000.0,1641000.0,1950000.0,1307000.0,123700.0,6.15,2.0,1246000.0,2987000.0,1322000.0,2919000.0,139.73,24.81,4029660.0,6761769480000.0,8819638473600.0,False,,,,,,,63,pykrx_adjusted,
대한전선,001440,KR,KRW,KOSPI,OK,2026-08-25,27500.0,23500.0,27000.0,27000.0,31050.0,22700.0,1605.0,4.98,2.2,20550.0,58400.0,20800.0,53300.0,184.18,18.36,899590.0,24738725000.0,54178377622.0,False,,,,,,,63,pykrx_adjusted,
덕산테코피아,317330,KR,KRW,KOSDAQ,OK,2026-08-25,10590.0,9190.0,10420.0,10420.0,11820.0,8910.0,559.0,4.48,2.1,7850.0,23700.0,8610.0,21950.0,201.91,17.29,50753.0,537474270.0,707849162.0,True,,,,,,,63,pykrx_adjusted,
두산로보틱스,454910,KR,KRW,KOSPI,OK,2026-08-25,70200.0,58200.0,68800.0,68800.0,80800.0,55800.0,4810.0,5.17,2.3,54200.0,170000.0,55400.0,166700.0,213.65,13.82,271989.0,19093627800.0,37431834110.0,False,,,,,,,63,pykrx_adjusted,
두산에너빌리티,034020,KR,KRW,KOSPI,OK,2026-08-25,80700.0,72900.0,79800.0,79800.0,87600.0,71300.0,3120.0,3.83,2.2,57000.0,115800.0,60200.0,112600.0,103.16,40.31,5507764.0,444476554800.0,176088877085.0,False,,,,,,,63,pykrx_adjusted,
미래에셋벤처투자,100790,KR,KRW,KOSDAQ,OK,2026-08-25,16160.0,12160.0,15680.0,15680.0,19680.0,11360.0,1601.0,6.46,2.0,10000.0,65800.0,10530.0,61100.0,558.0,11.04,795812.0,12860321920.0,18928532214.0,False,,,,,,,63,pykrx_adjusted,
미래에셋증권,006800,KR,KRW,KOSPI,OK,2026-08-25,35800.0,31700.0,35300.0,35300.0,39450.0,30850.0,1648.0,3.92,1.6,28900.0,70700.0,30200.0,66900.0,144.64,16.51,909922.0,32575207600.0,59835851910.0,False,,,,,,,63,pykrx_adjusted,
산일전기,062040,KR,KRW,KOSPI,OK,2026-08-25,169300.0,145900.0,166500.0,166500.0,189900.0,141200.0,9370.0,4.88,2.6,115800.0,293000.0,120800.0,274000.0,153.02,30.19,121621.0,20590435300.0,42794830490.0,False,,,,,,,63,pykrx_adjusted,
삼성SDI,006400,KR,KRW,KOSPI,OK,2026-08-25,519000.0,464000.0,512000.0,512000.0,568000.0,453000.0,22100.0,4.57,1.6,341500.0,707000.0,358500.0,688000.0,107.03,48.56,384401.0,199504119000.0,206353502225.0,False,,,,,,,63,pykrx_adjusted,
삼성생명,032830,KR,KRW,KOSPI,OK,2026-08-25,285000.0,248500.0,279500.0,279500.0,326500.0,238500.0,18810.0,5.27,2.3,246000.0,516000.0,264000.0,497000.0,109.96,14.42,361895.0,103140075000.0,149143603450.0,False,,,,,,,63,pykrx_adjusted,
삼성전기,009150,KR,KRW,KOSPI,OK,2026-08-25,1362000.0,1104000.0,1331000.0,1331000.0,1589000.0,1053000.0,103100.0,6.6,2.0,865000.0,2417000.0,879000.0,2270000.0,179.42,32.02,574386.0,782313732000.0,1142040467550.0,False,,,,,,,63,pykrx_adjusted,
삼성전자,005930,KR,KRW,KOSPI,OK,2026-08-25,257000.0,218500.0,252500.0,252500.0,290500.0,211000.0,15340.0,5.36,2.0,189200.0,374500.0,207000.0,362500.0,97.94,36.59,21617407.0,5555673599000.0,7530565231650.0,False,,,,,,,63,pykrx_adjusted,
삼성전자우,005935,KR,KRW,KOSPI,OK,2026-08-25,194500.0,169500.0,191500.0,191500.0,216500.0,164600.0,9980.0,5.18,1.9,139600.0,243500.0,151000.0,235000.0,74.43,52.84,7291610.0,1418218145000.0,866552965625.0,False,,,,,,,63,pykrx_adjusted,
삼성중공업,010140,KR,KRW,KOSPI,OK,2026-08-25,20450.0,18620.0,20250.0,20250.0,22100.0,18210.0,747.0,3.14,1.8,18440.0,30950.0,19400.0,30450.0,67.84,16.07,1867459.0,38189536550.0,67276328380.0,False,,,,,,,63,pykrx_adjusted,
삼양식품,003230,KR,KRW,KOSPI,OK,2026-08-25,1430000.0,1344000.0,1416000.0,1416000.0,1345000.0,1327000.0,34300.0,2.91,1.8,1011000.0,1439000.0,1053000.0,1430000.0,42.33,97.9,52626.0,75255180000.0,90573946800.0,False,,,,,,,63,pykrx_adjusted,
