rank,recommend_flag,code,name,market,asof_date,close,buy_range,sell_range,avg_daily_move_text,avg_wave_days,stop_price,low_3m,high_3m,range_pct,position_in_3m_range_pct,return_1m_pct,return_3m_pct,avg_volume,avg_trading_value,liquidity_flag,overheat_flag,score,reason,operating_profit,operating_profit_unit,operating_loss_flag,operating_loss_basis,operating_loss_source_status,corp_code,corp_name,corp_code_source,corp_identity_status,corp_identity_reason,corp_candidate_count,corp_selection_method,financial_data_status,financial_source_status,financial_basis,financial_report_year,financial_report_code,financial_report_name,financial_fs_div,financial_currency,revenue,net_income,total_assets,total_liabilities,total_equity,previous_revenue,previous_operating_profit,previous_net_income,revenue_yoy_pct,operating_profit_yoy_pct,net_income_yoy_pct,operating_margin_pct,debt_ratio_pct,roe_annualized_pct,earnings_trend,market_cap,listed_shares,valuation_price_basis_date,eps_annualized,bps,per_annualized,pbr,valuation_data_status,valuation_basis,financial_missing_fields,supply_check_status,supply_check_scope,supply_check_limited_reason,supply_burden_detected,supply_burden_flag,supply_burden_level,supply_burden_keywords,supply_burden_latest_report_date,supply_burden_latest_report_name,supply_burden_report_count,supply_burden_checked_at_kst
21,🟡,096770,SK이노베이션,KOSPI,2026-09-23,149200,"137,000원~147,700원","153,700원~158,300원","약 ±4,890원 내외 (±3.65%)",1.8,134500.0,87700.0,164700.0,87.8,79.87,14.68,59.23,999300,161468206990,False,False,126.0,1개월 추세 양호 14.7%; 거래대금 우수; 변동성 적정 3.65%; 대형주 안정성,5649461675000,KRW,FALSE,2026 반기보고서,OK,00631518,SK이노베이션,OPENDART_OFFICIAL_DOWNLOAD,MATCH,동일 종목코드 후보 중 KRX 종목명과 회사명 완전일치,1,NAME_EXACT,READY,OK,2026 반기보고서,2026,11012,반기보고서,CFS,KRW,53448217711000.0,969552975000.0,101982984114000.0,64173492367000.0,37809491747000.0,40650100415000.0,-432304785000.0,-1157792144000.0,31.48,1406.82,183.74,10.57,169.73,5.13,흑자전환,22230441622000.0,169052788.0,2026-08-18,11470.42,223654.94,11.46,0.59,READY,KRX 시가총액·상장주식수 / OpenDART 반기보고서 / 누적순이익 × 2 연환산,,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,FALSE,FALSE,없음,,,,0,2026-09-24T10:37:27+09:00
22,🟡,005490,POSCO홀딩스,KOSPI,2026-09-23,311500,"298,500원~308,500원","323,000원~332,500원","약 ±5,220원 내외 (±1.58%)",1.8,296000.0,275000.0,352000.0,28.0,47.4,-4.89,-3.26,194134,78045792050,False,False,125.0,매수위치 중립 47.4%; 거래대금 양호; 변동성 적정 1.58%; 3개월 변동폭 유효 28.0%; 대형주 안정성,1525845449199,KRW,FALSE,2026 반기보고서,OK,00155319,POSCO홀딩스,OPENDART_OFFICIAL_DOWNLOAD,MATCH,동일 종목코드 후보 중 KRX 종목명과 회사명 완전일치,1,NAME_EXACT,READY,OK,2026 반기보고서,2026,11012,반기보고서,CFS,KRW,37134790631212.0,1304703999027.0,109712644176209.0,45549499921180.0,64163144255029.0,34992363367898.0,1175613151730.0,428080637168.0,6.12,29.79,204.78,4.11,70.99,4.07,흑자지속,25713875511500.0,79241527.0,2026-08-18,32929.8,809716.15,9.85,0.4,READY,KRX 시가총액·상장주식수 / OpenDART 반기보고서 / 누적순이익 × 2 연환산,,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,"신주인수권,신주인수권행사,자사주처분,주요주주변동",20260921,임원ㆍ주요주주특정증권등소유상황보고서,7,2026-09-24T10:37:27+09:00
23,🟡,000810,삼성화재,KOSPI,2026-09-23,648000,"614,000원~642,000원","676,000원~697,000원","약 ±13,700원 내외 (±2.05%)",1.9,607000.0,571000.0,706000.0,23.64,57.04,1.89,0.31,60134,69235268663,False,False,125.0,매수위치 중립 57.0%; 거래대금 양호; 변동성 적정 2.05%; 3개월 변동폭 유효 23.6%; 대형주 안정성,1746459385358,KRW,FALSE,2026 반기보고서,OK,00139214,삼성화재해상보험,OPENDART_OFFICIAL_DOWNLOAD,MATCH_NORMALIZED,동일 종목코드 후보 중 법인표기 제거 후 회사명 일치,1,NAME_CONTAINS,READY,OK,2026 반기보고서,2026,11012,반기보고서,CFS,KRW,1259938054526.0,1373953295615.0,115515640725192.0,79304501127337.0,36211139597855.0,1169557495441.0,1603821318674.0,1247409503392.0,7.73,8.89,10.14,138.61,219.01,7.59,흑자지속,27949318098000.0,44647473.0,2026-08-18,61546.74,811045.67,10.17,0.77,READY,KRX 시가총액·상장주식수 / OpenDART 반기보고서 / 누적순이익 × 2 연환산,,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,주의,대량보유,20260910,주식등의대량보유상황보고서(약식),2,2026-09-24T10:37:27+09:00
24,🟡,079550,LIG디펜스앤에어로스페이스,KOSPI,2026-09-23,692000,"645,000원~685,000원","733,000원~767,000원","약 ±18,700원 내외 (±2.68%)",1.8,636000.0,575000.0,879000.0,52.87,38.49,-3.49,-14.46,65278,60741375187,False,False,125.0,매수위치 중립 38.5%; 거래대금 양호; 변동성 적정 2.68%; 3개월 변동폭 유효 52.9%; 대형주 안정성,276752566548,KRW,FALSE,2026 반기보고서,OK,00503668,LIG디펜스앤에어로스페이스,OPENDART_OFFICIAL_DOWNLOAD,MATCH,동일 종목코드 후보 중 KRX 종목명과 회사명 완전일치,1,NAME_EXACT,READY,OK,2026 반기보고서,2026,11012,반기보고서,CFS,KRW,2277951016749.0,213576758021.0,8761861215766.0,7121223544796.0,1640637670970.0,1852973971956.0,191176354349.0,183428502499.0,22.93,44.76,16.44,12.15,434.05,26.04,흑자지속,15576000000000.0,22000000.0,2026-09-17,19416.07,74574.44,36.46,9.49,READY,KRX 시가총액·상장주식수 / OpenDART 반기보고서 / 누적순이익 × 2 연환산,,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,"대량보유,유상증자,주요주주변동",20260904,[기재정정]주요사항보고서(유상증자결정),5,2026-09-24T10:37:27+09:00
25,🟡,009830,한화솔루션,KOSPI,2026-09-23,29200,"27,600원~28,900원","30,600원~31,750원",약 ±635원 내외 (±2.09%),2.5,27300.0,22000.0,38750.0,76.14,42.99,-9.18,-14.24,3892862,55114698668,False,False,125.0,매수위치 중립 43.0%; 거래대금 양호; 변동성 적정 2.09%; 3개월 변동폭 유효 76.1%; 대형주 안정성,399144000000,KRW,FALSE,2026 반기보고서,OK,00162461,한화솔루션,OPENDART_OFFICIAL_DOWNLOAD,MATCH,동일 종목코드 후보 중 KRX 종목명과 회사명 완전일치,1,NAME_EXACT,READY,OK,2026 반기보고서,2026,11012,반기보고서,CFS,KRW,8464607000000.0,254673000000.0,35370328000000.0,22903360000000.0,12466968000000.0,6211741000000.0,132381000000.0,-208634000000.0,36.27,201.51,222.07,4.72,183.71,4.09,흑자전환,6566862051200.0,224892536.0,2026-09-23,2264.84,55435.22,12.89,0.53,READY,KRX 시가총액·상장주식수 / OpenDART 반기보고서 / 누적순이익 × 2 연환산,,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,"대량보유,유상증자,주요주주변동",20260828,임원ㆍ주요주주특정증권등소유상황보고서,145,2026-09-24T10:37:27+09:00
26,🟡,018260,삼성에스디에스,KOSPI,2026-09-23,220500,"207,000원~218,500원","232,000원~239,500원","약 ±5,480원 내외 (±2.37%)",1.7,204000.0,182000.0,246000.0,35.16,60.16,-3.29,15.08,94796,40552988712,False,False,125.0,매수위치 중립 60.2%; 거래대금 양호; 변동성 적정 2.37%; 3개월 변동폭 유효 35.2%; 대형주 안정성,310146348715,KRW,FALSE,2026 반기보고서,OK,00126186,삼성에스디에스,OPENDART_OFFICIAL_DOWNLOAD,MATCH,동일 종목코드 후보 중 KRX 종목명과 회사명 완전일치,1,NAME_EXACT,READY,OK,2026 반기보고서,2026,11012,반기보고서,CFS,KRW,7070691706128.0,275837521064.0,15150653571936.0,4507310800543.0,10643342771393.0,7001748158775.0,498706325631.0,393683287715.0,0.98,-37.81,-29.93,4.39,42.35,5.18,흑자지속,18029027400000.0,77377800.0,2026-09-02,7129.63,137550.34,32.68,1.69,READY,KRX 시가총액·상장주식수 / OpenDART 반기보고서 / 누적순이익 × 2 연환산,,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,"대량보유,주요주주변동",20260826,임원ㆍ주요주주특정증권등소유상황보고서,54,2026-09-24T10:37:27+09:00
27,🟡,006340,대원전선,KOSPI,2026-09-23,13490,"12,690원~13,360원","14,200원~14,770원",약 ±321원 내외 (±2.43%),1.9,12530.0,8540.0,16370.0,91.69,63.22,4.74,26.07,1548933,38169851379,False,False,125.0,1개월 추세 양호 4.7%; 매수위치 중립 63.2%; 거래대금 양호; 변동성 적정 2.43%,18396132091,KRW,FALSE,2026 반기보고서,OK,00260392,대원전선,OPENDART_OFFICIAL_DOWNLOAD,MATCH,동일 종목코드 후보 중 KRX 종목명과 회사명 완전일치,1,NAME_EXACT,READY,OK,2026 반기보고서,2026,11012,반기보고서,CFS,KRW,467310055149.0,14724045608.0,451137798876.0,272240183897.0,178897614979.0,302686469225.0,13721464988.0,11650392559.0,54.39,34.07,26.38,3.94,152.18,16.46,흑자지속,1071140922560.0,78414416.0,2026-09-22,375.54,2281.44,36.37,5.99,READY,KRX 시가총액·상장주식수 / OpenDART 반기보고서 / 누적순이익 × 2 연환산,,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,"대량보유,주요주주변동",20260922,임원ㆍ주요주주특정증권등소유상황보고서,14,2026-09-24T10:37:27+09:00
28,🟡,003550,LG,KOSPI,2026-09-23,111900,"106,700원~110,800원","116,400원~120,200원","약 ±2,065원 내외 (±1.76%)",1.9,105700.0,88100.0,125700.0,42.68,63.3,-1.41,13.49,141632,37436664463,False,False,125.0,매수위치 중립 63.3%; 거래대금 양호; 변동성 적정 1.76%; 3개월 변동폭 유효 42.7%; 대형주 안정성,946808000000,KRW,FALSE,2026 반기보고서,OK,00120021,LG,OPENDART_OFFICIAL_DOWNLOAD,MATCH,동일 종목코드 후보 중 KRX 종목명과 회사명 완전일치,1,NAME_EXACT,READY,OK,2026 반기보고서,2026,11012,반기보고서,CFS,KRW,3940245000000.0,912803000000.0,35931460000000.0,3209037000000.0,32722423000000.0,3733846000000.0,914931000000.0,852645000000.0,5.53,3.48,7.06,24.03,9.81,5.58,흑자지속,17976729275600.0,151192004.0,2026-09-08,12074.75,216429.59,9.85,0.55,READY,KRX 시가총액·상장주식수 / OpenDART 반기보고서 / 누적순이익 × 2 연환산,,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,주의,대량보유,20260703,주식등의대량보유상황보고서(일반),2,2026-09-24T10:37:27+09:00
29,🟡,064400,LG씨엔에스,KOSPI,2026-09-23,69400,"66,100원~68,700원","72,300원~74,700원","약 ±1,335원 내외 (±1.83%)",2.1,65400.0,57700.0,90300.0,56.5,35.89,-4.01,-13.25,532500,37391357587,False,False,125.0,매수위치 중립 35.9%; 거래대금 양호; 변동성 적정 1.83%; 3개월 변동폭 유효 56.5%; 대형주 안정성,222077081000,KRW,FALSE,2026 반기보고서,OK,00139834,LG씨엔에스,OPENDART_OFFICIAL_DOWNLOAD,MATCH,동일 종목코드 후보 중 KRX 종목명과 회사명 완전일치,1,NAME_EXACT,READY,OK,2026 반기보고서,2026,11012,반기보고서,CFS,KRW,2835825332000.0,199645178000.0,4946733215000.0,1890781831000.0,3055951384000.0,2671539780000.0,219684715000.0,156326794000.0,6.15,1.09,27.71,7.83,61.87,13.07,흑자지속,6937033876800.0,96885948.0,2026-09-22,4121.24,31541.74,17.37,2.27,READY,KRX 시가총액·상장주식수 / OpenDART 반기보고서 / 누적순이익 × 2 연환산,,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,주의,대량보유,20260701,주식등의대량보유상황보고서(약식),1,2026-09-24T10:37:27+09:00
30,🟡,086280,현대글로비스,KOSPI,2026-09-23,196900,"187,800원~194,900원","205,000원~211,500원","약 ±3,630원 내외 (±1.77%)",2.1,186000.0,172500.0,216000.0,25.22,56.09,-0.96,5.35,218216,32527042534,False,False,125.0,매수위치 중립 56.1%; 거래대금 양호; 변동성 적정 1.77%; 3개월 변동폭 유효 25.2%; 대형주 안정성,1016518362058,KRW,FALSE,2026 반기보고서,OK,00360595,현대글로비스,OPENDART_OFFICIAL_DOWNLOAD,MATCH,동일 종목코드 후보 중 KRX 종목명과 회사명 완전일치,1,NAME_EXACT,READY,OK,2026 반기보고서,2026,11012,반기보고서,CFS,KRW,16518096336966.0,710201629501.0,20803724753332.0,9873023342320.0,10930701411012.0,14739357297427.0,1040762525425.0,901621061459.0,12.07,-2.33,-21.23,6.15,90.32,12.99,흑자지속,15487500000000.0,75000000.0,2026-08-18,18938.71,145742.69,10.9,1.42,READY,KRX 시가총액·상장주식수 / OpenDART 반기보고서 / 누적순이익 × 2 연환산,,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,FALSE,FALSE,없음,,,,0,2026-09-24T10:37:27+09:00
