ticker,name,avg_daily_move_pct,baseline_status,shadow_status,baseline_missing_components,shadow_missing_components,baseline_score_total,shadow_score_total
004990,롯데지주,1.3594,LIMITED,READY,하루평균 절대등락률:MISSING_ELASTICITY,,,48.0
