ticker,name,corp_code,blocker_reason,source_contract_version,production_source_cache_status,production_quarter_source_status,multi_required_accel_inputs_recoverable,multi_full_quarter_contract_recoverable,full_required_accel_inputs_recoverable,full_full_quarter_contract_recoverable,selected_candidate_source,candidate_q2_revenue_current,candidate_q2_revenue_previous,candidate_q2_operating_profit_current,candidate_q2_operating_profit_previous,candidate_q2_revenue_yoy_pct,candidate_q2_operating_profit_yoy_pct,candidate_accel_points,candidate_accel_reason,classification,multi_period_evidence_json,full_period_evidence_json
365550,ESR켄달스퀘어리츠,01437186,최근 분기 실적 가속·둔화:MISSING_ACCEL_INPUT,2026-09-16-v8.11.7-five-financial-cis-interest-revenue-contract,LIMITED_RAW_SOURCE,LIMITED,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,NO_COMPLETE_OFFICIAL_Q2_ACCEL_INPUT_PATH,"{""H1_CURRENT"":{""year"":2026,""report_code"":""11012"",""fs_div"":""CFS"",""row_count"":16,""accounts"":{""revenue"":{""found"":true,""account_nm"":""매출액"",""thstrm_amount"":32463673068.0,""thstrm_add_amount"":32463673068.0,""frmtrm_amount"":29119370754.0,""frmtrm_add_amount"":29119370754.0,""bfefrmtrm_amount"":null},""operating_profit"":{""found"":true,""account_nm"":""영업이익"",""thstrm_amount"":16899720908.0,""thstrm_add_amount"":16899720908.0,""frmtrm_amount"":10931394867.0,""frmtrm_add_amount"":10931394867.0,""bfefrmtrm_amount"":null},""net_income"":{""found"":true,""account_nm"":""당기순이익(손실)"",""thstrm_amount"":5470014135.0,""thstrm_add_amount"":5470014135.0,""frmtrm_amount"":-6629760460.0,""frmtrm_add_amount"":-6629760460.0,""bfefrmtrm_amount"":null}},""selected"":{""revenue"":{""found"":true,""account_nm"":""매출액"",""thstrm_amount"":32463673068.0,""thstrm_add_amount"":32463673068.0,""cumulative_value"":32463673068.0},""operating_profit"":{""found"":true,""account_nm"":""영업이익"",""thstrm_amount"":16899720908.0,""thstrm_add_amount"":16899720908.0,""cumulative_value"":16899720908.0},""net_income"":{""found"":true,""account_nm"":""당기순이익(손실)"",""thstrm_amount"":5470014135.0,""thstrm_add_amount"":5470014135.0,""cumulative_value"":5470014135.0}}},""Q1_CURRENT"":{""year"":2026,""report_code"":""11013"",""fs_div"":"""",""row_count"":0,""accounts"":{""revenue"":{""found"":false},""operating_profit"":{""found"":false},""net_income"":{""found"":false}},""selected"":{""revenue"":{""found"":false,""account_nm"":"""",""thstrm_amount"":null,""thstrm_add_amount"":null,""cumulative_value"":null},""operating_profit"":{""found"":false,""account_nm"":"""",""thstrm_amount"":null,""thstrm_add_amount"":null,""cumulative_value"":null},""net_income"":{""found"":false,""account_nm"":"""",""thstrm_amount"":null,""thstrm_add_amount"":null,""cumulative_value"":null}}},""H1_PREVIOUS"":{""year"":2025,""report_code"":""11012"",""fs_div"":""CFS"",""row_count"":16,""accounts"":{""revenue"":{""found"":true,""account_nm"":""매출액"",""thstrm_amount"":29119370754.0,""thstrm_add_amount"":29119370754.0,""frmtrm_amount"":29323382647.0,""frmtrm_add_amount"":29323382647.0,""bfefrmtrm_amount"":null},""operating_profit"":{""found"":true,""account_nm"":""영업이익"",""thstrm_amount"":10931394867.0,""thstrm_add_amount"":10931394867.0,""frmtrm_amount"":15803692746.0,""frmtrm_add_amount"":15803692746.0,""bfefrmtrm_amount"":null},""net_income"":{""found"":true,""account_nm"":""당기순이익(손실)"",""thstrm_amount"":-6629760460.0,""thstrm_add_amount"":-6629760460.0,""frmtrm_amount"":9260904494.0,""frmtrm_add_amount"":9260904494.0,""bfefrmtrm_amount"":null}},""selected"":{""revenue"":{""found"":true,""account_nm"":""매출액"",""thstrm_amount"":29119370754.0,""thstrm_add_amount"":29119370754.0,""cumulative_value"":29119370754.0},""operating_profit"":{""found"":true,""account_nm"":""영업이익"",""thstrm_amount"":10931394867.0,""thstrm_add_amount"":10931394867.0,""cumulative_value"":10931394867.0},""net_income"":{""found"":true,""account_nm"":""당기순이익(손실)"",""thstrm_amount"":-6629760460.0,""thstrm_add_amount"":-6629760460.0,""cumulative_value"":-6629760460.0}}},""Q1_PREVIOUS"":{""year"":2025,""report_code"":""11013"",""fs_div"":"""",""row_count"":0,""accounts"":{""revenue"":{""found"":false},""operating_profit"":{""found"":false},""net_income"":{""found"":false}},""selected"":{""revenue"":{""found"":false,""account_nm"":"""",""thstrm_amount"":null,""thstrm_add_amount"":null,""cumulative_value"":null},""operating_profit"":{""found"":false,""account_nm"":"""",""thstrm_amount"":null,""thstrm_add_amount"":null,""cumulative_value"":null},""net_income"":{""found"":false,""account_nm"":"""",""thstrm_amount"":null,""thstrm_add_amount"":null,""cumulative_value"":null}}}}","{""H1_CURRENT"":{""label"":""H1_CURRENT"",""year"":2026,""report_code"":""11012"",""fs_div"":""CFS"",""status"":""OK"",""dart_status"":""000"",""message"":"""",""row_count"":139,""accounts"":{""revenue"":{""found"":false},""operating_profit"":{""found"":false},""net_income"":{""found"":false}},""selected"":{""revenue"":{""found"":false,""account_nm"":"""",""thstrm_amount"":null,""thstrm_add_amount"":null,""cumulative_value"":null},""operating_profit"":{""found"":false,""account_nm"":"""",""thstrm_amount"":null,""thstrm_add_amount"":null,""cumulative_value"":null},""net_income"":{""found"":false,""account_nm"":"""",""thstrm_amount"":null,""thstrm_add_amount"":null,""cumulative_value"":null}},""attempts"":[{""fs_div"":""CFS"",""status"":""000"",""message"":""정상"",""row_count"":139}]},""Q1_CURRENT"":{""label"":""Q1_CURRENT"",""year"":2026,""report_code"":""11013"",""fs_div"":"""",""status"":""OFFICIAL_NO_USABLE_DATA"",""dart_status"":""013"",""message"":"""",""row_count"":0,""accounts"":{},""selected"":{},""attempts"":[{""fs_div"":""CFS"",""status"":""013"",""message"":""조회된 데이타가 없습니다."",""row_count"":0},{""fs_div"":""OFS"",""status"":""013"",""message"":""조회된 데이타가 없습니다."",""row_count"":0}]},""H1_PREVIOUS"":{""label"":""H1_PREVIOUS"",""year"":2025,""report_code"":""11012"",""fs_div"":""CFS"",""status"":""OK"",""dart_status"":""000"",""message"":"""",""row_count"":139,""accounts"":{""revenue"":{""found"":false},""operating_profit"":{""found"":false},""net_income"":{""found"":false}},""selected"":{""revenue"":{""found"":false,""account_nm"":"""",""thstrm_amount"":null,""thstrm_add_amount"":null,""cumulative_value"":null},""operating_profit"":{""found"":false,""account_nm"":"""",""thstrm_amount"":null,""thstrm_add_amount"":null,""cumulative_value"":null},""net_income"":{""found"":false,""account_nm"":"""",""thstrm_amount"":null,""thstrm_add_amount"":null,""cumulative_value"":null}},""attempts"":[{""fs_div"":""CFS"",""status"":""000"",""message"":""정상"",""row_count"":139}]},""Q1_PREVIOUS"":{""label"":""Q1_PREVIOUS"",""year"":2025,""report_code"":""11013"",""fs_div"":"""",""status"":""OFFICIAL_NO_USABLE_DATA"",""dart_status"":""013"",""message"":"""",""row_count"":0,""accounts"":{},""selected"":{},""attempts"":[{""fs_div"":""CFS"",""status"":""013"",""message"":""조회된 데이타가 없습니다."",""row_count"":0},{""fs_div"":""OFS"",""status"":""013"",""message"":""조회된 데이타가 없습니다."",""row_count"":0}]}}"
