ticker,name,source_mode,source_ticker,source_corp_code,source_fs_div,account_id,account_nm,operating_cash_flow_annual,source_status,inheritance_evidence,note
114090,GKL,CURRENT_FINANCIAL_CORP_IDENTITY,114090,00557508,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,104661991247.0,READY,,V8.13.2 current-universe official exact OCF
117580,대성에너지,CURRENT_DART_STOCK_CODE_EXACT_NAME,117580,00787376,OFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,49586957635.0,READY,,V8.13.2 current-universe official exact OCF
120110,코오롱인더,DIRECT_EXACT_IFRS_V8190A,120110,00795135,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,I. 영업활동으로인한현금흐름,355039451553.0,READY,,V8.19.0A audited exact annual OCF
123690,한국화장품,CURRENT_FINANCIAL_CORP_IDENTITY,123690,00823429,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로 인한 현금흐름,2911124120.0,READY,,V8.13.2 current-universe official exact OCF
128820,대성산업,CURRENT_FINANCIAL_CORP_IDENTITY,128820,00828789,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로 인한 현금흐름,37776048665.0,READY,,V8.13.2 current-universe official exact OCF
129260,인터지스,CURRENT_DART_STOCK_CODE_EXACT_NAME,129260,00151368,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로 인한 현금흐름,34279853532.0,READY,,V8.13.2 current-universe official exact OCF
185750,종근당,CURRENT_FINANCIAL_CORP_IDENTITY,185750,00992871,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,67358554736.0,READY,,V8.13.2 current-universe official exact OCF
204320,HL만도,CURRENT_DART_STOCK_CODE_EXACT_NAME,204320,01042775,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로 인한 현금흐름,720937744650.0,READY,,V8.13.2 current-universe official exact OCF
214320,이노션,DIRECT_EXACT_IFRS,214320,00565154,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,281196807331.0,READY,,
227840,현대코퍼레이션홀딩스,CURRENT_FINANCIAL_CORP_IDENTITY,227840,01108099,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,23277591000.0,READY,,V8.13.2 current-universe official exact OCF
244920,에이플러스에셋,CURRENT_FINANCIAL_CORP_IDENTITY,244920,00684802,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,31777936983.0,READY,,V8.13.2 current-universe official exact OCF
267270,HD건설기계,DIRECT_EXACT_IFRS,267270,01205842,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,166035785000.0,READY,,
268280,미원에스씨,CURRENT_DART_STOCK_CODE_EXACT_NAME,268280,01234297,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,76518495728.0,READY,,V8.13.2 current-universe official exact OCF
271560,오리온,DIRECT_EXACT_IFRS_V8190A,271560,01238169,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,537328134910.0,READY,,V8.19.0A audited exact annual OCF
272550,삼양패키징,CURRENT_DART_STOCK_CODE_EXACT_NAME,272550,01060814,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로 인한 현금흐름,48274543434.0,READY,,V8.13.2 current-universe official exact OCF
278470,에이피알,DIRECT_EXACT_IFRS,278470,01190568,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,341046397295.0,READY,,
279570,케이뱅크,CURRENT_FINANCIAL_CORP_IDENTITY,279570,01203312,OFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로 인한 현금흐름,616672000000.0,READY,,V8.13.2 current-universe official exact OCF
280360,롯데웰푸드,CURRENT_FINANCIAL_CORP_IDENTITY,280360,01258507,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,231103311582.0,READY,,V8.13.2 current-universe official exact OCF
285130,SK케미칼,CURRENT_DART_STOCK_CODE_EXACT_NAME,285130,01267170,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,235905765880.0,READY,,V8.13.2 current-universe official exact OCF
317400,자이에스앤디,CURRENT_FINANCIAL_CORP_IDENTITY,317400,00367844,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,63328065489.0,READY,,V8.13.2 current-universe official exact OCF
323410,카카오뱅크,CURRENT_FINANCIAL_CORP_IDENTITY,323410,01133217,OFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로 인한 현금흐름,6005765000000.0,READY,,V8.13.2 current-universe official exact OCF
334890,이지스밸류플러스리츠,CURRENT_FINANCIAL_CORP_IDENTITY,334890,01394377,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,6233134643.0,READY,,V8.13.2 current-universe official exact OCF
357430,마스턴프리미어리츠,CURRENT_DART_STOCK_CODE_EXACT_NAME,357430,01442966,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,1785986201.0,READY,,V8.13.2 current-universe official exact OCF
365550,ESR켄달스퀘어리츠,CURRENT_FINANCIAL_CORP_IDENTITY,365550,01437186,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,8836054309.0,READY,,V8.13.2 current-universe official exact OCF
373220,LG에너지솔루션,DIRECT_EXACT_IFRS,373220,01515323,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,4432277000000.0,READY,,
395400,SK리츠,CURRENT_FINANCIAL_CORP_IDENTITY,395400,01535150,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로 인한 현금흐름,4931950608.0,READY,,V8.13.2 current-universe official exact OCF
450080,에코프로머티,CURRENT_DART_STOCK_CODE_EXACT_NAME,450080,01311408,OFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동 현금흐름,94409083213.0,READY,,V8.13.2 current-universe official exact OCF
462520,조선내화,CURRENT_FINANCIAL_CORP_IDENTITY,462520,01770203,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,4024799000.0,READY,,V8.13.2 current-universe official exact OCF
462870,시프트업,CURRENT_DART_STOCK_CODE_EXACT_NAME,462870,01384787,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로 인한 현금흐름,157169089142.0,READY,,V8.13.2 current-universe official exact OCF
465770,STX그린로지스,CURRENT_FINANCIAL_CORP_IDENTITY,465770,01784394,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로 인한 현금흐름,16535914095.0,READY,,V8.13.2 current-universe official exact OCF
499790,GS피앤엘,CURRENT_FINANCIAL_CORP_IDENTITY,499790,01882845,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로 인한 현금흐름,119618149534.0,READY,,V8.13.2 current-universe official exact OCF
