ticker,name,market,rcept_no,target_year,source_fs_status,source_fs_selected_from,source_fs_div,source_fs_candidates_json,target_member,xbrl_status,target_annual_fact_count,fs_selected_fact_count,fs_selected_context_count,selected_local_names,selected_depreciation_unique_values,selected_amortisation_unique_values,selected_unit_signature_count,selected_unit_signatures_json,selected_value_conflict,selected_context_conflict,both_approved_facts_unique,evidence_da_sum,selection_classification,selected_facts_json,single_blocker_ticker,target_year_source,v892_approved_exact_fact_count,v892_approved_exact_local_names,v892_both_approved_exact_local_names_present,v892_corp_code_source,v892_selected_report_nm,v893_source_promotion_candidate,v893_next_action
001530,DI동일,KOSPI,20260318001468,2025,NO_FS_DIV,,,[],,,0,0,0,,0,0,0,[],FALSE,FALSE,FALSE,,SOURCE_FS_DIV_UNAVAILABLE,[],FALSE,V892_SELECTED_REPORT_NAME,8,AdjustmentsForAmortisationExpense|AdjustmentsForDepreciationExpense,TRUE,DART_CORPCODE_EXACT_STOCK,사업보고서 (2025.12),FALSE,V8.9.2 exact fact는 확인됐지만 기존 재무제표 CFS/OFS basis가 없어 자동 source 승격 금지
002380,KCC,KOSPI,20260309001896,2025,NO_FS_DIV,,,[],,,0,0,0,,0,0,0,[],FALSE,FALSE,FALSE,,SOURCE_FS_DIV_UNAVAILABLE,[],FALSE,V892_SELECTED_REPORT_NAME,6,AdjustmentsForAmortisationExpense,FALSE,DART_CORPCODE_EXACT_STOCK,사업보고서 (2025.12),FALSE,V8.9.2 exact fact는 확인됐지만 기존 재무제표 CFS/OFS basis가 없어 자동 source 승격 금지
002450,삼익악기,KOSPI,20260814002549,2025,CONSISTENT,deep_fs_div,CFS,"[[""deep_fs_div"",""CFS""],[""annual_fs_div"",""CFS""],[""preferred_fs_div"",""CFS""]]",ConsolidatedMember,OK,4,2,1,AdjustmentsForAmortisationExpense|AdjustmentsForDepreciationExpense,1,1,1,"[""iso4217:KRW""]",FALSE,FALSE,TRUE,16301844000.0,MATCHED_FS_MEMBER_BOTH_FACTS_UNIQUE,"[{""member_file"":""entity00127857_2025-12-31.xbrl"",""namespace_uri"":""http://xbrl.ifrs.org/taxonomy/2021-03-24/ifrs-full"",""local_name"":""AdjustmentsForAmortisationExpense"",""context_ref"":""CFY2025dFY_ifrs-full_ConsolidatedAndSeparateFinancialStatementsAxis_ifrs-full_ConsolidatedMember_ifrs-full_CarryingAmountAccumulatedDepreciationAmortisationAndImpairmentAndGrossCarryingAmountAxis_dart_ReportedAmountMember"",""unit_ref"":""KRW"",""decimals"":""-3"",""scale"":"""",""sign"":"""",""raw_value"":""204762000"",""normalized_value"":204762000.0,""value_status"":""OK"",""context"":{""context_id"":""CFY2025dFY_ifrs-full_ConsolidatedAndSeparateFinancialStatementsAxis_ifrs-full_ConsolidatedMember_ifrs-full_CarryingAmountAccumulatedDepreciationAmortisationAndImpairmentAndGrossCarryingAmountAxis_dart_ReportedAmountMember"",""start_date"":""2025-01-01"",""end_date"":""2025-12-31"",""instant"":"""",""dimension_map"":{""ConsolidatedAndSeparateFinancialStatementsAxis"":[""ConsolidatedMember""],""CarryingAmountAccumulatedDepreciationAmortisationAndImpairmentAndGrossCarryingAmountAxis"":[""ReportedAmountMember""]},""dimension_signature"":""ifrs-full:CarryingAmountAccumulatedDepreciationAmortisationAndImpairmentAndGrossCarryingAmountAxis=dart:ReportedAmountMember|ifrs-full:ConsolidatedAndSeparateFinancialStatementsAxis=ifrs-full:ConsolidatedMember""},""unit"":{""unit_id"":""KRW"",""measures"":[""iso4217:KRW""]}},{""member_file"":""entity00127857_2025-12-31.xbrl"",""namespace_uri"":""http://xbrl.ifrs.org/taxonomy/2021-03-24/ifrs-full"",""local_name"":""AdjustmentsForDepreciationExpense"",""context_ref"":""CFY2025dFY_ifrs-full_ConsolidatedAndSeparateFinancialStatementsAxis_ifrs-full_ConsolidatedMember_ifrs-full_CarryingAmountAccumulatedDepreciationAmortisationAndImpairmentAndGrossCarryingAmountAxis_dart_ReportedAmountMember"",""unit_ref"":""KRW"",""decimals"":""-3"",""scale"":"""",""sign"":"""",""raw_value"":""16097082000"",""normalized_value"":16097082000.0,""value_status"":""OK"",""context"":{""context_id"":""CFY2025dFY_ifrs-full_ConsolidatedAndSeparateFinancialStatementsAxis_ifrs-full_ConsolidatedMember_ifrs-full_CarryingAmountAccumulatedDepreciationAmortisationAndImpairmentAndGrossCarryingAmountAxis_dart_ReportedAmountMember"",""start_date"":""2025-01-01"",""end_date"":""2025-12-31"",""instant"":"""",""dimension_map"":{""ConsolidatedAndSeparateFinancialStatementsAxis"":[""ConsolidatedMember""],""CarryingAmountAccumulatedDepreciationAmortisationAndImpairmentAndGrossCarryingAmountAxis"":[""ReportedAmountMember""]},""dimension_signature"":""ifrs-full:CarryingAmountAccumulatedDepreciationAmortisationAndImpairmentAndGrossCarryingAmountAxis=dart:ReportedAmountMember|ifrs-full:ConsolidatedAndSeparateFinancialStatementsAxis=ifrs-full:ConsolidatedMember""},""unit"":{""unit_id"":""KRW"",""measures"":[""iso4217:KRW""]}}]",TRUE,V892_SELECTED_REPORT_NAME,8,AdjustmentsForAmortisationExpense|AdjustmentsForDepreciationExpense,TRUE,V885_EXISTING,[기재정정]사업보고서 (2025.12),TRUE,검증된 exact D&A source-only 후보; 별도 freeze 단계에서만 반영 가능
012450,한화에어로스페이스,KOSPI,20260316001112,2025,CONSISTENT,deep_fs_div,CFS,"[[""deep_fs_div"",""CFS""],[""annual_fs_div"",""CFS""],[""preferred_fs_div"",""CFS""]]",ConsolidatedMember,OK,2,1,1,AdjustmentsForAmortisationExpense,0,1,1,"[""iso4217:KRW""]",FALSE,FALSE,FALSE,,MATCHED_FS_MEMBER_PARTIAL_ONE_FACT,"[{""member_file"":""entity00126566_2025-12-31.xbrl"",""namespace_uri"":""http://xbrl.ifrs.org/taxonomy/2021-03-24/ifrs-full"",""local_name"":""AdjustmentsForAmortisationExpense"",""context_ref"":""CFY2025dFY_ifrs-full_ConsolidatedAndSeparateFinancialStatementsAxis_ifrs-full_ConsolidatedMember_ifrs-full_CarryingAmountAccumulatedDepreciationAmortisationAndImpairmentAndGrossCarryingAmountAxis_dart_ReportedAmountMember"",""unit_ref"":""KRW"",""decimals"":""-3"",""scale"":"""",""sign"":"""",""raw_value"":""377984430000"",""normalized_value"":377984430000.0,""value_status"":""OK"",""context"":{""context_id"":""CFY2025dFY_ifrs-full_ConsolidatedAndSeparateFinancialStatementsAxis_ifrs-full_ConsolidatedMember_ifrs-full_CarryingAmountAccumulatedDepreciationAmortisationAndImpairmentAndGrossCarryingAmountAxis_dart_ReportedAmountMember"",""start_date"":""2025-01-01"",""end_date"":""2025-12-31"",""instant"":"""",""dimension_map"":{""ConsolidatedAndSeparateFinancialStatementsAxis"":[""ConsolidatedMember""],""CarryingAmountAccumulatedDepreciationAmortisationAndImpairmentAndGrossCarryingAmountAxis"":[""ReportedAmountMember""]},""dimension_signature"":""ifrs-full:CarryingAmountAccumulatedDepreciationAmortisationAndImpairmentAndGrossCarryingAmountAxis=dart:ReportedAmountMember|ifrs-full:ConsolidatedAndSeparateFinancialStatementsAxis=ifrs-full:ConsolidatedMember""},""unit"":{""unit_id"":""KRW"",""measures"":[""iso4217:KRW""]}}]",TRUE,V892_SELECTED_REPORT_NAME,4,AdjustmentsForAmortisationExpense,FALSE,V885_EXISTING,사업보고서 (2025.12),FALSE,승인 exact fact 한쪽만 확인됨; missing fact를 0으로 간주하지 않고 alternate official source 감사로 이동
