ticker,name,corp_code,corp_identity_status,annual_source_year,annual_revenue_y0,report_code,account_id,classification,source_status,source_fs_div,operating_cash_flow_annual,ocf_margin_pct_if_promoted,account_names_json,official_attempts_json
000100,유한양행,00145109,MATCH,2025,2186637586358.0,11011,ifrs-full_CashFlowsFromUsedInOperatingActivities,RECOVERABLE_EXACT_OCF_MARGIN_INPUT,READY,CFS,106227395422.0,4.858025,"[""영업활동으로 인한 현금흐름""]","[{""fs_div"":""CFS"",""transport_status"":""OK"",""transport_errors"":[],""dart_status"":""000"",""dart_message"":""정상"",""exact_match_count"":1,""unique_numeric_values"":[106227395422.0],""account_names"":[""영업활동으로 인한 현금흐름""]}]"
005850,에스엘,00125521,MATCH,2025,5239939345004.0,11011,ifrs-full_CashFlowsFromUsedInOperatingActivities,RECOVERABLE_EXACT_OCF_MARGIN_INPUT,READY,CFS,508540930109.0,9.705092,"[""영업활동현금흐름""]","[{""fs_div"":""CFS"",""transport_status"":""OK"",""transport_errors"":[],""dart_status"":""000"",""dart_message"":""정상"",""exact_match_count"":1,""unique_numeric_values"":[508540930109.0],""account_names"":[""영업활동현금흐름""]}]"
006110,삼아알미늄,00126779,MATCH,2025,271458652401.0,11011,ifrs-full_CashFlowsFromUsedInOperatingActivities,RECOVERABLE_EXACT_OCF_MARGIN_INPUT,READY,CFS,-4973559699.0,-1.832161,"[""영업활동현금흐름""]","[{""fs_div"":""CFS"",""transport_status"":""OK"",""transport_errors"":[],""dart_status"":""000"",""dart_message"":""정상"",""exact_match_count"":1,""unique_numeric_values"":[-4973559699.0],""account_names"":[""영업활동현금흐름""]}]"
013870,지엠비코리아,00156354,MATCH,2025,787271627828.0,11011,ifrs-full_CashFlowsFromUsedInOperatingActivities,RECOVERABLE_EXACT_OCF_MARGIN_INPUT,READY,CFS,7097456491.0,0.901526,"[""영업활동현금흐름""]","[{""fs_div"":""CFS"",""transport_status"":""OK"",""transport_errors"":[],""dart_status"":""000"",""dart_message"":""정상"",""exact_match_count"":1,""unique_numeric_values"":[7097456491.0],""account_names"":[""영업활동현금흐름""]}]"
014710,사조씨푸드,00124780,MATCH,2025,238019779764.0,11011,ifrs-full_CashFlowsFromUsedInOperatingActivities,RECOVERABLE_EXACT_OCF_MARGIN_INPUT,READY,CFS,-34381798575.0,-14.444933,"[""영업활동현금흐름""]","[{""fs_div"":""CFS"",""transport_status"":""OK"",""transport_errors"":[],""dart_status"":""000"",""dart_message"":""정상"",""exact_match_count"":1,""unique_numeric_values"":[-34381798575.0],""account_names"":[""영업활동현금흐름""]}]"
120110,코오롱인더,00795135,MATCH,2025,4873399491952.0,11011,ifrs-full_CashFlowsFromUsedInOperatingActivities,RECOVERABLE_EXACT_OCF_MARGIN_INPUT,READY,CFS,355039451553.0,7.285252,"[""I. 영업활동으로인한현금흐름""]","[{""fs_div"":""CFS"",""transport_status"":""OK"",""transport_errors"":[],""dart_status"":""000"",""dart_message"":""정상"",""exact_match_count"":1,""unique_numeric_values"":[355039451553.0],""account_names"":[""I. 영업활동으로인한현금흐름""]}]"
271560,오리온,01238169,MATCH,2025,3332442536373.0,11011,ifrs-full_CashFlowsFromUsedInOperatingActivities,RECOVERABLE_EXACT_OCF_MARGIN_INPUT,READY,CFS,537328134910.0,16.124153,"[""영업활동현금흐름""]","[{""fs_div"":""CFS"",""transport_status"":""OK"",""transport_errors"":[],""dart_status"":""000"",""dart_message"":""정상"",""exact_match_count"":1,""unique_numeric_values"":[537328134910.0],""account_names"":[""영업활동현금흐름""]}]"
