name,ticker,country,currency,exchange,status,last_date,current_close,split_buy_low_ref,split_buy_high_ref,split_buy_ref,target1_ref,stop_ref,avg_daily_move_abs,avg_daily_move_pct,avg_wave_days,low_3m_intraday,high_3m_intraday,low_3m_close,high_3m_close,range_3m_pct,position_in_3m_range_pct,last_volume,last_trading_value,avg20_trading_value,low_liquidity,foreign_net_5d_value,foreign_net_20d_value,foreign_net_60d_value,institution_net_5d_value,institution_net_20d_value,institution_net_60d_value,data_rows,source_used,error
Cerebras Systems Inc,CBRS,US,USD,NASDAQ,OK,2026-07-16,180.46,162.42,176.1,176.1,212.46,155.99,14.54,6.5,1.8,160.81,386.34,168.52,311.07,140.25,8.71,3733649.0,673774324.0,1515302425.0,False,,,,,,,43,yfinance_close,
DB하이텍,000990,KR,KRW,KOSPI,OK,2026-07-16,109600.0,103100.0,106900.0,106900.0,129700.0,99000.0,9160.0,5.89,1.8,102100.0,230500.0,106900.0,220500.0,125.76,5.84,343123.0,37606280800.0,105700975740.0,False,,,,,,,61,pykrx_adjusted,
HD현대일렉트릭,267260,KR,KRW,KOSPI,OK,2026-07-16,797000.0,764000.0,785000.0,785000.0,888000.0,733000.0,41250.0,3.87,2.5,756000.0,1430000.0,788000.0,1420000.0,89.15,6.08,155320.0,123790040000.0,167113808900.0,False,,,,,,,61,pykrx_adjusted,
HD현대중공업,329180,KR,KRW,KOSPI,OK,2026-07-16,484000.0,457500.0,477500.0,477500.0,533000.0,439500.0,22100.0,3.51,2.7,453000.0,765000.0,466000.0,745000.0,68.87,9.94,278722.0,134901448000.0,186524479275.0,False,,,,,,,61,pykrx_adjusted,
Intel,INTC,US,USD,NASDAQ,OK,2026-07-16,96.98,84.18,95.44,95.44,108.25,81.62,5.12,4.72,1.8,64.47,142.35,65.27,140.94,120.8,41.74,105837548.0,10264125760.0,14152420176.0,False,,,,,,,62,yfinance_close,
LG에너지솔루션,373220,KR,KRW,KOSPI,OK,2026-07-16,334000.0,312500.0,329500.0,329500.0,365500.0,300000.0,14250.0,3.58,1.8,309500.0,497500.0,313500.0,484500.0,60.74,13.03,314975.0,105201650000.0,159335609675.0,False,,,,,,,61,pykrx_adjusted,
LG이노텍,011070,KR,KRW,KOSPI,OK,2026-07-16,668000.0,541000.0,653000.0,653000.0,780000.0,516000.0,50800.0,5.62,2.5,376500.0,1788000.0,394000.0,1530000.0,374.9,20.65,186849.0,124815132000.0,305630226900.0,False,,,,,,,61,pykrx_adjusted,
LG전자,066570,KR,KRW,KOSPI,OK,2026-07-16,179000.0,145500.0,175000.0,175000.0,208500.0,138800.0,13420.0,6.06,2.0,123000.0,438000.0,124200.0,392500.0,256.1,17.78,1389002.0,248631358000.0,370354978175.0,False,,,,,,,61,pykrx_adjusted,
LG전자우,066575,KR,KRW,KOSPI,OK,2026-07-16,65900.0,55800.0,64700.0,64700.0,74800.0,53800.0,4040.0,5.12,2.1,52900.0,138400.0,53600.0,124400.0,161.63,15.2,81520.0,5372168000.0,10424592295.0,False,,,,,,,61,pykrx_adjusted,
LG화학,051910,KR,KRW,KOSPI,OK,2026-07-16,260500.0,251000.0,257000.0,257000.0,285000.0,241000.0,11110.0,3.31,2.2,248500.0,437500.0,251500.0,429500.0,76.06,6.35,180510.0,47022855000.0,71015038950.0,False,,,,,,,61,pykrx_adjusted,
