name,ticker,country,currency,exchange,status,last_date,current_close,split_buy_low_ref,split_buy_high_ref,split_buy_ref,target1_ref,stop_ref,avg_daily_move_abs,avg_daily_move_pct,avg_wave_days,low_3m_intraday,high_3m_intraday,low_3m_close,high_3m_close,range_3m_pct,position_in_3m_range_pct,last_volume,last_trading_value,avg20_trading_value,low_liquidity,foreign_net_5d_value,foreign_net_20d_value,foreign_net_60d_value,institution_net_5d_value,institution_net_20d_value,institution_net_60d_value,data_rows,source_used,error
Cerebras Systems Inc,CBRS,US,USD,NASDAQ,OK,2026-07-08,181.72,162.42,177.2,177.2,214.9,155.99,15.08,6.62,1.7,160.81,386.34,168.52,311.07,140.25,9.27,3302818.0,600188091.0,1580575033.0,False,,,,,,,37,yfinance_close,
DB하이텍,000990,KR,KRW,KOSPI,OK,2026-07-09,118700.0,97100.0,116100.0,116100.0,137700.0,92700.0,8660.0,5.54,1.8,91000.0,230500.0,92600.0,220500.0,153.3,19.86,168536.0,20005223200.0,131226992580.0,False,,,,,,,62,pykrx_adjusted,
HD현대일렉트릭,267260,KR,KRW,KOSPI,OK,2026-07-09,840000.0,795000.0,828000.0,828000.0,929000.0,763000.0,40500.0,3.75,2.5,787000.0,1430000.0,814000.0,1420000.0,81.7,8.24,87320.0,73348800000.0,200718156750.0,False,,,,,,,62,pykrx_adjusted,
HD현대중공업,329180,KR,KRW,KOSPI,OK,2026-07-09,532000.0,476500.0,525000.0,525000.0,581000.0,465500.0,22100.0,3.53,2.6,461500.0,765000.0,463000.0,745000.0,65.76,23.23,101758.0,54135256000.0,198017041350.0,False,,,,,,,62,pykrx_adjusted,
Intel,INTC,US,USD,NASDAQ,OK,2026-07-08,110.24,98.16,108.79,108.79,120.87,95.74,4.83,4.55,1.8,58.39,142.35,61.72,140.94,143.79,61.76,103494333.0,11409215049.0,16192592732.0,False,,,,,,,62,yfinance_close,
LG에너지솔루션,373220,KR,KRW,KOSPI,OK,2026-07-09,332500.0,312500.0,328000.0,328000.0,364000.0,300000.0,14320.0,3.58,1.9,309500.0,497500.0,315500.0,484500.0,60.74,12.23,140072.0,46573940000.0,161692338875.0,False,,,,,,,62,pykrx_adjusted,
LG이노텍,011070,KR,KRW,KOSPI,OK,2026-07-09,769000.0,648000.0,754000.0,754000.0,876000.0,623000.0,48550.0,5.54,2.6,340000.0,1788000.0,341000.0,1530000.0,425.88,29.63,95320.0,73301080000.0,392007643350.0,False,,,,,,,62,pykrx_adjusted,
LG전자,066570,KR,KRW,KOSPI,OK,2026-07-09,186100.0,154000.0,182300.0,182300.0,214500.0,147600.0,12820.0,5.85,2.1,114700.0,438000.0,115300.0,392500.0,281.87,22.08,707557.0,131676357700.0,394718736605.0,False,,,,,,,62,pykrx_adjusted,
LG전자우,066575,KR,KRW,KOSPI,OK,2026-07-09,68700.0,59200.0,67600.0,67600.0,77100.0,57300.0,3815.0,4.84,2.3,50800.0,138400.0,51500.0,124400.0,172.44,20.43,47869.0,3288600300.0,12761136765.0,False,,,,,,,62,pykrx_adjusted,
LG화학,051910,KR,KRW,KOSPI,OK,2026-07-09,265500.0,254000.0,262000.0,262000.0,290000.0,244000.0,11070.0,3.25,2.4,251500.0,437500.0,255000.0,429500.0,73.96,7.53,57372.0,15232266000.0,78416003400.0,False,,,,,,,62,pykrx_adjusted,
LS,006260,KR,KRW,KOSPI,OK,2026-07-09,326000.0,281000.0,320000.0,320000.0,371000.0,269500.0,20550.0,4.92,2.2,278000.0,604000.0,280000.0,553000.0,117.27,14.72,43635.0,14225010000.0,74287476575.0,False,,,,,,,62,pykrx_adjusted,
LS ELECTRIC,010120,KR,KRW,KOSPI,OK,2026-07-09,194400.0,164000.0,190800.0,190800.0,221000.0,158000.0,12140.0,5.16,3.7,157600.0,335000.0,157600.0,318500.0,112.56,20.74,506789.0,98519781600.0,288083713955.0,False,,,,,,,62,pykrx_adjusted,
LS마린솔루션,060370,KR,KRW,KOSDAQ,OK,2026-07-09,25350.0,22650.0,24900.0,24900.0,28700.0,21800.0,1526.0,4.63,2.8,22450.0,51600.0,23050.0,50100.0,129.84,9.95,60618.0,1536666300.0,5955736128.0,True,,,,,,,62,pykrx_adjusted,
NVIDIA,NVDA,US,USD,NASDAQ,OK,2026-07-08,204.12,193.67,202.08,202.08,213.32,191.58,4.18,2.01,2.0,180.62,236.54,183.91,235.74,30.96,42.02,145806099.0,29761940216.0,30259325938.0,False,,,,,,,62,yfinance_close,
SK,034730,KR,KRW,KOSPI,OK,2026-07-09,629000.0,567000.0,622000.0,622000.0,684000.0,554000.0,24900.0,4.14,2.0,336500.0,883000.0,339500.0,858000.0,162.41,53.52,100770.0,63384330000.0,262777733550.0,False,,,,,,,62,pykrx_adjusted,
SK스퀘어,402340,KR,KRW,KOSPI,OK,2026-07-09,1361000.0,1197000.0,1341000.0,1341000.0,1505000.0,1164000.0,65600.0,5.23,2.2,545000.0,2189000.0,560000.0,1970000.0,301.65,49.64,269361.0,366600321000.0,2222208854800.0,False,,,,,,,62,pykrx_adjusted,
