name,ticker,market,status,last_date,current_close,split_buy_low_ref,split_buy_high_ref,target1_ref,target2_ref,stop_ref,avg_daily_move_abs,avg_daily_move_pct,avg_wave_days,low_1m_intraday,high_1m_intraday,low_1m_close,high_1m_close,range_1m_pct,position_in_1m_range_pct,data_rows_1m,low_3m_intraday,high_3m_intraday,low_3m_close,high_3m_close,range_3m_pct,position_in_3m_range_pct,return_1m_pct,return_3m_pct,last_volume,last_trading_value,avg20_trading_value,low_liquidity,market_cap,listed_shares,data_rows,source_used,operating_profit,operating_profit_unit,operating_loss_flag,operating_loss_basis,operating_loss_source_status,supply_check_status,supply_check_scope,supply_check_limited_reason,supply_burden_detected,supply_burden_flag,supply_burden_level,supply_burden_keywords,supply_burden_latest_report_date,supply_burden_latest_report_name,supply_burden_report_count,supply_burden_checked_at_kst
LG,003550,KOSPI,OK,2026-08-19,110200,99100,108900,120000,128000,96800,4455.0,3.87,2.2,88100.0,122500.0,92200,120000,39.05,64.24,22,88100.0,185900.0,92200,165800,111.01,22.6,16.0,4.65,285777,31563353100,31821940715,False,16661358840800,151192004,63,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,946808000000,KRW,FALSE,2026 반기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,주의,대량보유,20260703,주식등의대량보유상황보고서(일반),2,2026-08-20T09:00:17+09:00
LG디스플레이,034220,KOSPI,OK,2026-08-19,9590,8500,9460,10550,11330,8280,436.0,3.57,2.0,8120.0,10490.0,8540,10480,29.19,62.03,22,8120.0,17950.0,8540,16690,121.06,14.95,-2.94,-24.55,2016448,19249941255,38566271088,False,4795000000000,500000000,63,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,38991000000,KRW,FALSE,2026 반기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,"대량보유,주요주주변동",20260805,임원ㆍ주요주주특정증권등소유상황보고서,5,2026-08-20T09:00:17+09:00
LG생활건강,051900,KOSPI,OK,2026-08-19,302000,286500,299000,311000,323000,283500,6130.0,2.38,2.3,239500.0,335500.0,244000,333500,40.08,65.1,22,210000.0,335500.0,215000,333500,59.76,73.31,23.27,16.15,51493,15510582250,36611104275,False,4522607946000,14975523,63,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,210613270644,KRW,FALSE,2026 반기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,FALSE,FALSE,없음,,,,0,2026-08-20T09:00:17+09:00
LG생활건강우,051905,KOSPI,OK,2026-08-19,106100,101200,105000,110400,114000,100200,1974.0,1.96,2.2,90200.0,118400.0,90500,118000,31.26,56.38,22,88800.0,118400.0,90500,118000,33.33,58.45,17.24,-1.12,10687,1123114400,1382570930,True,222413079900,2096259,63,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,,KRW,,,NO_CORP_CODE,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,FALSE,FALSE,없음,,,,0,2026-08-20T09:00:17+09:00
LG씨엔에스,064400,KOSPI,OK,2026-08-19,71000,60300,69700,80500,88200,58100,4295.0,5.02,2.4,57700.0,84000.0,58200,79900,45.58,50.57,22,57700.0,153300.0,58200,143700,165.68,13.91,14.89,-5.08,871448,62039388400,78812602267,False,6878902308000,96885948,63,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,222077081000,KRW,FALSE,2026 반기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,주의,"대량보유,주요주주변동",20260701,주식등의대량보유상황보고서(약식),2,2026-08-20T09:00:17+09:00
LG에너지솔루션,373220,KOSPI,OK,2026-08-19,357500,324000,353500,387000,411500,317000,13460.0,3.7,1.8,290500.0,371500.0,300500,369500,27.88,82.72,22,290500.0,497500.0,300500,458000,71.26,32.37,12.6,-10.62,270199,95595164250,101892475437,False,83655000000000,234000000,63,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-94453000000,KRW,TRUE,2026 반기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,주요주주변동,20260728,임원ㆍ주요주주특정증권등소유상황보고서,5,2026-08-20T09:00:17+09:00
LG우,003555,KOSPI,OK,2026-08-19,69000,64800,68300,72700,75800,63900,1695.0,2.36,1.8,61000.0,70900.0,61800,70000,16.23,80.81,22,61000.0,100600.0,61800,91200,64.92,20.2,10.22,-6.38,10362,712093950,421886792,True,207772731000,3011199,63,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,,KRW,,,NO_CORP_CODE,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,FALSE,FALSE,없음,,,,0,2026-08-20T09:00:17+09:00
LG유플러스,032640,KOSPI,OK,2026-08-19,14730,13970,14580,15400,15950,13820,304.0,2.02,1.9,14210.0,15750.0,14400,15590,10.84,33.77,22,13810.0,18800.0,14000,16420,36.13,18.44,1.59,-5.33,776162,11362359920,15615999491,False,6251820492360,424427732,63,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,616745000000,KRW,FALSE,2026 반기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,FALSE,FALSE,없음,,,,0,2026-08-20T09:00:17+09:00
LG이노텍,011070,KOSPI,OK,2026-08-19,603000,469500,587000,720000,817000,443000,53400.0,6.2,2.6,416000.0,710000.0,424000,679000,70.67,63.61,22,416000.0,1788000.0,424000,1530000,329.81,13.63,0.17,-23.96,138740,84229550000,154214016575,False,14271265521000,23667107,63,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,541073000000,KRW,FALSE,2026 반기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,"대량보유,주요주주변동",20260730,임원ㆍ주요주주특정증권등소유상황보고서,9,2026-08-20T09:00:17+09:00
LG전자,066570,KOSPI,OK,2026-08-19,201500,169300,197600,230000,253000,162900,12880.0,5.77,1.8,141900.0,231500.0,148000,215000,63.14,66.52,22,141900.0,438000.0,148000,392500,208.67,20.13,20.51,5.11,858018,174144385100,239447494535,False,32821254557000,162884638,63,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,3252805000000,KRW,FALSE,2026 반기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,주의,주요주주변동,20260611,임원ㆍ주요주주특정증권등소유상황보고서,1,2026-08-20T09:00:17+09:00
LG전자우,066575,KOSPI,OK,2026-08-19,70000,59900,68800,78900,86100,57900,4035.0,5.23,2.0,50000.0,78600.0,53000,74800,57.2,69.93,22,50000.0,138400.0,53000,124400,176.8,22.62,14.19,-2.91,53328,3768672150,6939046442,False,1202690930000,17181299,63,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,,KRW,,,NO_CORP_CODE,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,FALSE,FALSE,없음,,,,0,2026-08-20T09:00:17+09:00
LG헬로비전,037560,KOSPI,OK,2026-08-19,1617,1449,1595,1778,1911,1397,73.0,3.58,2.2,1435.0,1788.0,1487,1757,24.6,51.56,22,1435.0,3660.0,1487,3170,155.05,8.18,8.74,-23.73,169093,272300665,344410322,True,125231580705,77446865,63,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,8063472852,KRW,FALSE,2026 반기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,FALSE,FALSE,없음,,,,0,2026-08-20T09:00:17+09:00
LG화학,051910,KOSPI,OK,2026-08-19,266000,241000,263000,288000,306000,236000,9960.0,3.36,2.0,224000.0,282500.0,232500,280500,26.12,71.79,22,224000.0,381000.0,232500,367500,70.09,26.75,5.14,-24.11,118663,31213545500,47435434262,False,18777563238000,70592343,63,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,549897000000,KRW,FALSE,2026 반기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,"대량보유,주요주주변동",20260807,주식등의대량보유상황보고서(일반),5,2026-08-20T09:00:17+09:00
LG화학우,051915,KOSPI,OK,2026-08-19,121200,111700,120000,129600,136400,109800,3805.0,2.73,2.2,100000.0,129300.0,107900,128700,29.3,72.35,22,100000.0,177800.0,107900,169700,77.8,27.25,6.69,-27.43,9913,1192721950,2103423717,True,931882560000,7688800,63,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,,KRW,,,NO_CORP_CODE,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,FALSE,FALSE,없음,,,,0,2026-08-20T09:00:17+09:00
LIG디펜스앤에어로스페이스,079550,KOSPI,OK,2026-08-19,796000,698000,784000,882000,953000,678000,39250.0,5.1,2.0,575000.0,839000.0,620000,837000,45.91,83.71,22,575000.0,1098000.0,620000,1002000,90.96,42.26,14.53,-7.66,113975,89659745000,108384403875,False,17512000000000,22000000,63,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,276752566548,KRW,FALSE,2026 반기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,"유상증자,주요주주변동",20260702,임원ㆍ주요주주특정증권등소유상황보고서,3,2026-08-20T09:00:17+09:00
LS,006260,KOSPI,OK,2026-08-19,333000,286500,327500,374000,407500,277000,18660.0,5.25,2.2,221000.0,359000.0,223500,343500,62.44,81.16,22,221000.0,604000.0,223500,553000,173.3,29.24,25.42,-38.45,161876,53485753500,53205788825,False,10389600000000,31200000,63,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,1071657000000,KRW,FALSE,2026 반기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,"자사주처분,주요주주변동",20260715,주요사항보고서(자기주식처분결정)(자회사의 주요경영사항)              ,2,2026-08-20T09:00:17+09:00
LS ELECTRIC,010120,KOSPI,OK,2026-08-19,202000,170100,198200,230000,253000,163700,12780.0,5.93,2.4,148000.0,226000.0,150300,223500,52.7,69.23,22,148000.0,291000.0,150300,285000,96.62,37.76,12.66,-17.04,406266,81205557950,158338205305,False,30300000000000,150000000,63,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,305087151603,KRW,FALSE,2026 반기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,"자사주처분,주요주주변동",20260804,임원ㆍ주요주주특정증권등소유상황보고서,4,2026-08-20T09:00:17+09:00
LS네트웍스,000680,KOSPI,OK,2026-08-19,2895,2690,2865,3075,3225,2650,82.0,2.68,2.6,2600.0,3065.0,2650,3050,17.88,63.44,22,2560.0,4100.0,2640,3945,60.16,21.75,6.43,-24.02,64504,186833135,285989777,True,228134731320,78803016,63,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-26693670,KRW,TRUE,2026 반기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,FALSE,FALSE,없음,,,,0,2026-08-20T09:00:17+09:00
LS에코에너지,229640,KOSPI,OK,2026-08-19,46600,38450,45600,53800,59600,36850,3255.0,5.93,2.2,32000.0,54500.0,34050,52700,70.31,64.89,22,32000.0,92300.0,34050,89400,188.44,24.21,15.35,-42.82,89377,4213252575,5207846083,False,1427119361400,30624879,63,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,45359248357,KRW,FALSE,2026 반기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,"CB,CB발행,유상증자",20260804,유상증자또는주식관련사채등의발행결과(자율공시)              ,2,2026-08-20T09:00:17+09:00
LX세미콘,108320,KOSPI,OK,2026-08-19,37600,33600,37100,41100,43950,32800,1592.0,3.7,2.0,29500.0,42600.0,30700,41500,44.41,61.83,22,29500.0,63600.0,30700,62200,115.59,23.75,1.35,-29.46,68730,2623024100,2763839668,True,611537680000,16264300,63,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,42600101791,KRW,FALSE,2026 반기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,"대량보유,주요주주변동",20260731,임원ㆍ주요주주특정증권등소유상황보고서,3,2026-08-20T09:00:17+09:00
LX인터내셔널,001120,KOSPI,OK,2026-08-19,38450,36250,38050,40400,41950,35800,880.0,2.29,1.9,33300.0,40550.0,33550,39700,21.77,71.03,22,33050.0,46500.0,33550,45900,40.7,40.15,5.2,-13.21,94024,3598057675,3757722406,True,1490322000000,38760000,63,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,226725853197,KRW,FALSE,2026 반기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,주의,"대량보유,주요주주변동",20260710,주식등의대량보유상황보고서(약식),2,2026-08-20T09:00:17+09:00
LX하우시스,108670,KOSPI,OK,2026-08-19,32950,30700,32600,34900,36550,30250,894.0,2.7,1.9,30500.0,35700.0,31050,35300,17.05,47.12,22,28700.0,39500.0,29500,38950,37.63,39.35,1.54,-6.13,39459,1299338275,1016827723,True,295484726500,8967670,63,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,100787000000,KRW,FALSE,2026 반기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,FALSE,FALSE,없음,,,,0,2026-08-20T09:00:17+09:00
LX하우시스우,108675,KOSPI,OK,2026-08-19,18070,17310,17890,18610,19170,17150,305.0,1.85,2.4,15300.0,18740.0,15640,18600,22.48,80.52,22,15180.0,18740.0,15220,18600,23.45,81.18,11.96,5.3,2864,51516900,68580445,True,18654203100,1032330,63,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,,KRW,,,NO_CORP_CODE,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,FALSE,FALSE,없음,,,,0,2026-08-20T09:00:17+09:00
LX홀딩스,383800,KOSPI,OK,2026-08-19,8050,7670,7970,8380,8650,7600,150.0,1.84,2.2,7170.0,8340.0,7420,8290,16.32,75.21,22,7060.0,10070.0,7080,9950,42.63,32.89,6.34,-15.97,54590,436745275,675066971,True,614059554500,76280690,63,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,101937000000,KRW,FALSE,2026 반기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,"대량보유,주요주주변동,최대주주변경",20260810,최대주주변경              ,6,2026-08-20T09:00:17+09:00
MH에탄올,023150,KOSPI,OK,2026-08-19,4135,3965,4095,4285,4415,3930,68.0,1.65,2.2,3865.0,4290.0,3935,4210,11.0,63.53,22,3530.0,4700.0,3710,4570,33.14,51.71,2.22,3.12,2282,9366540,17970894,True,30510205010,7378526,63,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,3711295992,KRW,FALSE,2026 반기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,주의,"대량보유,주요주주변동",20260610,임원ㆍ주요주주특정증권등소유상황보고서,2,2026-08-20T09:00:17+09:00
NAVER,035420,KOSPI,OK,2026-08-19,208000,186500,205500,227000,242500,182100,8620.0,3.91,1.9,183300.0,234500.0,185900,229000,27.93,48.24,22,181100.0,304000.0,183200,280500,67.86,21.89,11.89,5.0,733375,151385300750,294466849783,False,32651337680000,156977585,63,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,1062066552592,KRW,FALSE,2026 반기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,"대량보유,유상증자,주요주주변동",20260814,임원ㆍ주요주주특정증권등소유상황보고서,32,2026-08-20T09:00:17+09:00
NC,036570,KOSPI,OK,2026-08-19,219500,205000,217000,237000,251500,196900,8020.0,3.09,2.0,203000.0,268000.0,210500,255500,32.02,25.38,22,203000.0,343500.0,210500,338000,69.21,11.74,4.28,-17.17,84561,18412345500,19476244825,False,4728912829000,21544022,63,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,287138006098,KRW,FALSE,2026 반기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,"대량보유,주요주주변동",20260702,임원ㆍ주요주주특정증권등소유상황보고서,3,2026-08-20T09:00:17+09:00
NHN,181710,KOSPI,OK,2026-08-19,74500,68500,73800,76700,79000,67400,2380.0,5.4,2.3,32650.0,78200.0,33550,74700,139.51,91.88,22,31500.0,78200.0,32300,74700,148.25,92.08,115.01,92.01,378982,27782899500,17318348046,False,2440108855500,32753139,63,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,84156020531,KRW,FALSE,2026 반기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,"대량보유,주요주주변동",20260813,임원ㆍ주요주주특정증권등소유상황보고서,5,2026-08-20T09:00:17+09:00
NH올원리츠,400760,KOSPI,OK,2026-08-19,2860,2690,2830,2945,3035,2775,28.0,0.94,2.1,2860.0,3065.0,2860,3030,7.17,0.0,22,2850.0,3170.0,2860,3145,11.23,3.12,-3.87,-9.06,76855,220824511,270089945,True,157097726500,54929275,63,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,8404704674,KRW,FALSE,2026 반기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,"감자,주요주주변동",20260814,감자결정(종속회사의주요경영사항)              ,2,2026-08-20T09:00:17+09:00
NH투자증권,005940,KOSPI,OK,2026-08-19,26050,25150,25800,28000,29600,24150,887.0,2.96,1.7,24900.0,31150.0,25950,30000,25.1,18.4,22,24900.0,34100.0,25950,33100,36.95,12.5,-11.69,-16.1,700933,18253396450,16723122137,False,9617819035250,369206105,63,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,1317932000000,KRW,FALSE,2026 반기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,"대량보유,유상증자,주요주주변동",20260706,임원ㆍ주요주주특정증권등소유상황보고서,4,2026-08-20T09:00:17+09:00
NH투자증권우,005945,KOSPI,OK,2026-08-19,23950,22850,23700,24900,25650,22650,431.0,1.75,2.2,22500.0,25550.0,23700,25300,13.56,47.54,22,22500.0,26450.0,23150,25900,17.56,36.71,-1.24,-4.77,66005,1580817400,1497858926,True,451959683600,18870968,63,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,,KRW,,,NO_CORP_CODE,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,FALSE,FALSE,없음,,,,0,2026-08-20T09:00:17+09:00
NH프라임리츠,338100,KOSPI,OK,2026-08-19,3750,3610,3710,3875,3990,3580,56.0,1.43,2.6,3675.0,3900.0,3740,3855,6.12,33.33,22,3390.0,4600.0,3525,4585,35.69,29.75,-1.32,-16.39,22121,82936325,164867448,True,69975000000,18660000,63,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,9634959727,KRW,FALSE,2026 반기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,주의,대량보유,20260608,주식등의대량보유상황보고서(약식),1,2026-08-20T09:00:17+09:00
NICE,034310,KOSPI,OK,2026-08-19,13580,13040,13440,13990,14410,12930,216.0,1.79,1.8,11760.0,13800.0,12430,13580,17.35,89.22,22,10660.0,13800.0,10810,13580,29.46,92.99,9.08,2.34,170489,2289246890,732748794,True,499162192060,36757157,63,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,123207497173,KRW,FALSE,2026 반기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,대량보유,20260814,주식등의대량보유상황보고서(일반),3,2026-08-20T09:00:17+09:00
NICE평가정보,030190,KOSPI,OK,2026-08-19,15000,14350,14850,15450,15910,14220,262.0,1.83,1.9,13730.0,15980.0,14080,15870,16.39,56.44,22,13030.0,15980.0,13100,15870,22.64,66.78,6.53,3.88,121337,1841222560,1031470970,True,883672905000,58911527,63,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,62272244054,KRW,FALSE,2026 반기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,주의,대량보유,20260710,주식등의대량보유상황보고서(약식),2,2026-08-20T09:00:17+09:00
NI스틸,008260,KOSPI,OK,2026-08-19,3155,3000,3125,3295,3405,2965,63.0,2.03,1.8,2860.0,3360.0,2965,3325,17.48,59.0,22,2800.0,3690.0,2800,3590,31.79,39.89,5.87,-12.12,99960,316980715,301499742,True,90233369135,28600117,63,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,14409431630,KRW,FALSE,2026 반기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,FALSE,FALSE,없음,,,,0,2026-08-20T09:00:17+09:00
NPC,004250,KOSPI,OK,2026-08-19,3000,2860,2970,3125,3225,2835,56.0,1.85,1.9,2415.0,3085.0,2680,3025,27.74,87.31,22,2415.0,3510.0,2680,3445,45.34,53.42,4.53,-12.92,40930,121109230,153261886,True,110160000000,36720000,63,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,14215134699,KRW,FALSE,2026 반기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,"대량보유,주요주주변동",20260713,임원ㆍ주요주주특정증권등소유상황보고서,3,2026-08-20T09:00:17+09:00
NPC우,004255,KOSPI,OK,2026-08-19,1848,1805,1830,1903,1961,1773,25.0,1.23,2.3,1787.0,1993.0,1800,1985,11.53,29.61,22,1787.0,2350.0,1800,2325,31.51,10.83,-5.67,-20.52,38070,70670067,41049747,True,9757440000,5280000,63,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,,KRW,,,NO_CORP_CODE,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,FALSE,FALSE,없음,,,,0,2026-08-20T09:00:17+09:00
OCI,456040,KOSPI,OK,2026-08-19,79700,70700,78600,87600,94000,68900,3585.0,3.82,2.4,59100.0,93300.0,62000,88300,57.87,60.23,22,59100.0,131500.0,62000,128200,122.5,28.45,-7.11,-32.97,45210,3592357050,5942360982,False,713513851500,8952495,63,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,71086329000,KRW,FALSE,2026 반기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,주의,대량보유,20260701,주식등의대량보유상황보고서(약식),1,2026-08-20T09:00:17+09:00
OCI홀딩스,010060,KOSPI,OK,2026-08-19,277500,237000,272500,313000,342000,229000,16120.0,6.55,2.3,163100.0,293500.0,170100,284500,79.95,87.73,22,163100.0,414000.0,170100,388000,153.83,45.6,38.96,-5.77,325349,91045791250,108718096625,False,5180989380000,18670232,63,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,118948358000,KRW,FALSE,2026 반기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,"대량보유,주요주주변동",20260702,임원ㆍ주요주주특정증권등소유상황보고서,4,2026-08-20T09:00:17+09:00
PI첨단소재,178920,KOSPI,OK,2026-08-19,19260,17250,19020,21050,22450,16850,804.0,3.88,1.8,15000.0,20950.0,16350,20650,39.67,71.6,22,15000.0,28750.0,16350,28000,91.67,30.98,10.5,-27.87,47638,913880690,1424478471,True,565595361720,29366322,63,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,37031594214,KRW,FALSE,2026 반기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,주의,주요주주변동,20260731,임원ㆍ주요주주특정증권등소유상황보고서,1,2026-08-20T09:00:17+09:00
