name,ticker,country,currency,exchange,status,last_date,current_close,split_buy_low_ref,split_buy_high_ref,split_buy_ref,target1_ref,stop_ref,avg_daily_move_abs,avg_daily_move_pct,avg_wave_days,low_3m_intraday,high_3m_intraday,low_3m_close,high_3m_close,range_3m_pct,position_in_3m_range_pct,last_volume,last_trading_value,avg20_trading_value,low_liquidity,foreign_net_5d_value,foreign_net_20d_value,foreign_net_60d_value,institution_net_5d_value,institution_net_20d_value,institution_net_60d_value,data_rows,source_used,error
Cerebras Systems Inc,CBRS,US,USD,NASDAQ,OK,2026-08-31,184.24,162.42,180.31,180.31,213.04,155.99,13.09,6.31,2.0,160.81,265.63,168.52,262.06,65.18,22.35,4506476.0,830273163.0,1683787733.0,False,,,,,,,64,yfinance_close,
DB하이텍,000990,KR,KRW,KOSPI,OK,2026-09-01,93300.0,77700.0,91400.0,91400.0,107000.0,74600.0,6220.0,5.12,1.7,68900.0,192700.0,71200.0,181400.0,179.68,19.71,71093.0,6632976900.0,31790891355.0,False,,,,,,,64,pykrx_adjusted,
HD현대일렉트릭,267260,KR,KRW,KOSPI,OK,2026-09-01,751000.0,658000.0,740000.0,740000.0,833000.0,639000.0,37300.0,4.37,2.2,538000.0,1213000.0,583000.0,1194000.0,125.46,31.56,31032.0,23305032000.0,96634607500.0,False,,,,,,,64,pykrx_adjusted,
HD현대중공업,329180,KR,KRW,KOSPI,OK,2026-09-01,441500.0,415500.0,436500.0,436500.0,477500.0,399000.0,16340.0,2.99,2.1,411500.0,738000.0,434000.0,714000.0,79.34,9.19,50177.0,22153145500.0,104315176150.0,False,,,,,,,64,pykrx_adjusted,
Intel,INTC,US,USD,NASDAQ,OK,2026-08-31,89.51,82.61,88.2,88.2,99.08,79.34,4.35,4.01,1.9,81.79,142.35,81.88,140.94,74.04,12.75,64515383.0,5774772070.0,9671599140.0,False,,,,,,,64,yfinance_close,
LG에너지솔루션,373220,KR,KRW,KOSPI,OK,2026-09-01,381000.0,350000.0,377000.0,377000.0,408500.0,343500.0,12440.0,3.48,1.7,290500.0,497500.0,300500.0,455000.0,71.26,43.72,129210.0,49229010000.0,101427408500.0,False,,,,,,,64,pykrx_adjusted,
LG이노텍,011070,KR,KRW,KOSPI,OK,2026-09-01,594000.0,486500.0,581000.0,581000.0,687000.0,465500.0,42700.0,5.35,2.5,416000.0,1788000.0,424000.0,1530000.0,329.81,12.94,215134.0,127682029000.0,175109680950.0,False,,,,,,,64,pykrx_adjusted,
LG전자,066570,KR,KRW,KOSPI,OK,2026-09-01,204500.0,180400.0,201500.0,201500.0,225500.0,175600.0,9650.0,4.41,1.7,141900.0,438000.0,148000.0,392500.0,208.67,21.14,355380.0,72675210000.0,207137089840.0,False,,,,,,,64,pykrx_adjusted,
LG전자우,066575,KR,KRW,KOSPI,OK,2026-09-01,74600.0,67200.0,73700.0,73700.0,81100.0,65700.0,2975.0,3.95,1.9,50000.0,138400.0,53000.0,124400.0,176.8,27.83,33933.0,2531401800.0,5725758395.0,True,,,,,,,64,pykrx_adjusted,
LG화학,051910,KR,KRW,KOSPI,OK,2026-09-01,293500.0,270000.0,290500.0,290500.0,314500.0,265000.0,9440.0,3.31,1.9,224000.0,381000.0,232500.0,367500.0,70.09,44.27,124722.0,36605907000.0,41702780350.0,False,,,,,,,64,pykrx_adjusted,
LS,006260,KR,KRW,KOSPI,OK,2026-09-01,304000.0,263500.0,299000.0,299000.0,339500.0,255500.0,16130.0,4.89,2.2,221000.0,487500.0,223500.0,466000.0,120.59,31.14,22468.0,6830272000.0,54947247200.0,False,,,,,,,64,pykrx_adjusted,
LS ELECTRIC,010120,KR,KRW,KOSPI,OK,2026-09-01,202000.0,172800.0,198500.0,198500.0,227500.0,166900.0,11700.0,5.59,2.4,148000.0,281500.0,150300.0,267000.0,90.2,40.45,133840.0,27035680000.0,121534559645.0,False,,,,,,,64,pykrx_adjusted,
LS마린솔루션,060370,KR,KRW,KOSDAQ,OK,2026-09-01,31800.0,28650.0,31400.0,31400.0,32450.0,28000.0,1261.0,4.45,2.7,22450.0,35250.0,23050.0,34850.0,57.02,73.05,30186.0,959914800.0,3404143158.0,True,,,,,,,64,pykrx_adjusted,
NVIDIA,NVDA,US,USD,NASDAQ,OK,2026-08-31,220.78,209.74,218.57,218.57,222.93,207.53,4.42,2.12,2.0,189.8,232.28,190.01,227.98,22.38,72.93,124033835.0,27384189940.0,27935593371.0,False,,,,,,,64,yfinance_close,
