ticker,name,source_status,source_version,candidate_statement,candidate_account_id,candidate_account_name,annual_revenue_y0,annual_revenue_y1,annual_revenue_y2,q2_revenue_current,q2_revenue_previous,q2_revenue_yoy_pct,semantic_extension_auto_approved,source_contract_changed,evidence_ref
000810,삼성화재,SHADOW_CANDIDATE_ONLY,2026-09-16-v8.11.3-validation-fix2-hard-guard-types,CIS,ifrs-full_RevenueFromInterest,이자수익,2371311653539.0,2251532693274.0,2104556761339.0,635696766041.0,586332568428.0,8.42,FALSE,FALSE,V8112:1b6aad049721748a9dc68bf5362ee007f518ffcd:000810:EXACT_CIS_INTEREST_REVENUE_ALIGNED_WITH_FINANCIAL_CACHE
005830,DB손해보험,SHADOW_CANDIDATE_ONLY,2026-09-16-v8.11.3-validation-fix2-hard-guard-types,CIS,ifrs-full_RevenueFromInterest,이자수익,2183195000000.0,2005785000000.0,1759891000000.0,585943000000.0,543271878419.0,7.85,FALSE,FALSE,V8112:1b6aad049721748a9dc68bf5362ee007f518ffcd:005830:EXACT_CIS_INTEREST_REVENUE_ALIGNED_WITH_FINANCIAL_CACHE
029780,삼성카드,SHADOW_CANDIDATE_ONLY,2026-09-16-v8.11.3-validation-fix2-hard-guard-types,CIS,ifrs-full_RevenueFromInterest,이자수익,2028939000000.0,1943450000000.0,1923807000000.0,533895000000.0,719112138946.0,-25.76,FALSE,FALSE,V8112:1b6aad049721748a9dc68bf5362ee007f518ffcd:029780:EXACT_CIS_INTEREST_REVENUE_ALIGNED_WITH_FINANCIAL_CACHE
105560,KB금융,SHADOW_CANDIDATE_ONLY,2026-09-16-v8.11.3-validation-fix2-hard-guard-types,CIS,ifrs-full_RevenueFromInterest,이자수익,29156100000000.0,30491385000000.0,29142024000000.0,7352100000000.0,7284633000000.0,0.93,FALSE,FALSE,V8112:1b6aad049721748a9dc68bf5362ee007f518ffcd:105560:EXACT_CIS_INTEREST_REVENUE_ALIGNED_WITH_FINANCIAL_CACHE
138930,BNK금융지주,SHADOW_CANDIDATE_ONLY,2026-09-16-v8.11.3-validation-fix2-hard-guard-types,CIS,ifrs-full_RevenueFromInterest,이자수익,6472509546658.0,6949048148127.0,6691720979383.0,1649191272127.0,1629503955455.0,1.21,FALSE,FALSE,V8112:1b6aad049721748a9dc68bf5362ee007f518ffcd:138930:EXACT_CIS_INTEREST_REVENUE_ALIGNED_WITH_FINANCIAL_CACHE
