name,ticker,country,currency,exchange,status,last_date,current_close,split_buy_low_ref,split_buy_high_ref,split_buy_ref,target1_ref,stop_ref,avg_daily_move_abs,avg_daily_move_pct,avg_wave_days,low_3m_intraday,high_3m_intraday,low_3m_close,high_3m_close,range_3m_pct,position_in_3m_range_pct,last_volume,last_trading_value,avg20_trading_value,low_liquidity,foreign_net_5d_value,foreign_net_20d_value,foreign_net_60d_value,institution_net_5d_value,institution_net_20d_value,institution_net_60d_value,data_rows,source_used,error
Cerebras Systems Inc,CBRS,US,USD,NASDAQ,OK,2026-06-22,224.43,198.7,219.87,219.87,257.86,190.83,15.2,6.26,1.5,196.73,386.34,201.01,311.07,96.38,14.61,4721300.0,1059601324.0,1336569155.0,False,,,,,,,26,yfinance_close,
DB하이텍,000990,KR,KRW,KOSPI,OK,2026-06-23,151100.0,130700.0,148700.0,148700.0,169100.0,126600.0,8160.0,5.54,1.9,76300.0,230500.0,77900.0,220500.0,202.1,48.51,972306.0,146915436600.0,155719044655.0,False,,,,,,,63,pykrx_adjusted,
HD현대일렉트릭,267260,KR,KRW,KOSPI,OK,2026-06-23,949000.0,850000.0,937000.0,937000.0,1036000.0,830000.0,39650.0,3.69,2.3,830000.0,1430000.0,832000.0,1420000.0,72.29,19.83,189398.0,179738702000.0,231372683900.0,False,,,,,,,63,pykrx_adjusted,
HD현대중공업,329180,KR,KRW,KOSPI,OK,2026-06-23,588000.0,534000.0,582000.0,582000.0,635000.0,524000.0,21500.0,3.54,2.3,428000.0,765000.0,439000.0,745000.0,78.74,47.48,351455.0,206655540000.0,310598637250.0,False,,,,,,,63,pykrx_adjusted,
Intel,INTC,US,USD,NASDAQ,OK,2026-06-22,140.94,130.26,139.53,139.53,119.27,128.12,4.27,4.75,2.1,40.63,141.45,41.19,140.94,248.14,99.49,126473800.0,17825217681.0,15609771536.0,False,,,,,,,63,yfinance_close,
LG에너지솔루션,373220,KR,KRW,KOSPI,OK,2026-06-23,362000.0,340500.0,358500.0,358500.0,389500.0,344500.0,12600.0,3.03,1.8,355000.0,497500.0,356000.0,484500.0,40.14,4.91,484181.0,175273522000.0,253537461400.0,False,,,,,,,63,pykrx_adjusted,
LG이노텍,011070,KR,KRW,KOSPI,OK,2026-06-23,991000.0,878000.0,977000.0,977000.0,1090000.0,856000.0,45050.0,5.82,1.9,277500.0,1788000.0,290000.0,1530000.0,544.32,47.24,511102.0,506502082000.0,868221353400.0,False,,,,,,,63,pykrx_adjusted,
LG전자,066570,KR,KRW,KOSPI,OK,2026-06-23,202000.0,171100.0,198300.0,198300.0,229000.0,164900.0,12350.0,5.87,2.1,103600.0,438000.0,105600.0,392500.0,322.78,29.43,1955116.0,394933432000.0,1105733435475.0,False,,,,,,,63,pykrx_adjusted,
LG전자우,066575,KR,KRW,KOSPI,OK,2026-06-23,72400.0,63000.0,71300.0,71300.0,80700.0,61100.0,3760.0,4.96,2.3,47100.0,138400.0,47300.0,124400.0,193.84,27.71,255325.0,18485530000.0,65621158515.0,False,,,,,,,63,pykrx_adjusted,
LG화학,051910,KR,KRW,KOSPI,OK,2026-06-23,291500.0,274000.0,288500.0,288500.0,315500.0,280500.0,10990.0,3.15,2.3,289000.0,437500.0,290000.0,429500.0,51.38,1.68,323294.0,94240201000.0,135615554775.0,False,,,,,,,63,pykrx_adjusted,
LS,006260,KR,KRW,KOSPI,OK,2026-06-23,361500.0,315000.0,356000.0,356000.0,402500.0,305500.0,18680.0,4.57,2.0,246000.0,604000.0,256000.0,553000.0,145.53,32.26,217994.0,78804831000.0,102183302325.0,False,,,,,,,63,pykrx_adjusted,
LS ELECTRIC,010120,KR,KRW,KOSPI,OK,2026-06-23,232500.0,207500.0,229500.0,229500.0,254500.0,202000.0,10090.0,4.46,3.1,143000.0,335000.0,143600.0,318500.0,134.27,46.61,1569759.0,364968967500.0,314667198650.0,False,,,,,,,63,pykrx_adjusted,
LS마린솔루션,060370,KR,KRW,KOSDAQ,OK,2026-06-23,25100.0,23600.0,24850.0,24850.0,28150.0,24350.0,1384.0,4.02,2.3,25100.0,51600.0,25100.0,50100.0,105.58,0.0,317353.0,7965560300.0,7747239730.0,True,,,,,,,63,pykrx_adjusted,
NVIDIA,NVDA,US,USD,NASDAQ,OK,2026-06-22,208.65,198.45,206.56,206.56,217.63,196.41,4.08,2.0,2.2,164.27,236.54,165.17,235.74,43.99,61.41,121678700.0,25388260012.0,36326357789.0,False,,,,,,,63,yfinance_close,
SK,034730,KR,KRW,KOSPI,OK,2026-06-23,705000.0,661000.0,698000.0,698000.0,713000.0,652000.0,17610.0,3.52,2.0,298000.0,830000.0,301000.0,730000.0,178.52,76.5,756245.0,533152725000.0,189258012000.0,False,,,,,,,63,pykrx_adjusted,
SK스퀘어,402340,KR,KRW,KOSPI,OK,2026-06-23,1832000.0,1704000.0,1814000.0,1814000.0,1809000.0,1679000.0,51000.0,5.11,2.5,460000.0,2189000.0,466500.0,1970000.0,375.87,79.35,2537937.0,4649500584000.0,1685955190500.0,False,,,,,,,63,pykrx_adjusted,
SK이노베이션,096770,KR,KRW,KOSPI,OK,2026-06-23,93700.0,88100.0,92800.0,92800.0,100300.0,89700.0,2985.0,2.49,2.1,92500.0,155400.0,93700.0,149800.0,68.0,1.91,585537.0,54864816900.0,57162698250.0,False,,,,,,,63,pykrx_adjusted,
SK하이닉스,000660,KR,KRW,KOSPI,OK,2026-06-23,2555000.0,2360000.0,2529000.0,2529000.0,2474000.0,2321000.0,78100.0,4.72,2.5,806000.0,2945000.0,807000.0,2919000.0,265.38,81.77,7716119.0,19714684045000.0,13443139469300.0,False,,,,,,,63,pykrx_adjusted,
