ticker,name,market,financial_blocker_occurrences,financial_blocker_reasons,recovery_lane,recovery_note,financial_cache_row_present,source_cache_row_present,corp_code,corp_name,corp_identity_status,corp_identity_reason,financial_source_status,financial_data_status,valuation_data_status,financial_basis,net_income,per_annualized
002100,경농,KOSPI,8,PBR:MISSING_PBR_OR_ROE;PER:MISSING_PER;ROE:MISSING_ROE;부채비율:MISSING_DEBT_RATIO;순이익 흐름:MISSING_EARNINGS_TREND;영업이익 성장과 흑자 여부:MISSING_OP_PROFIT;영업이익률:MISSING_MARGIN;흑자 지속성과 이익 안정성:MISSING_EARNINGS_TREND,CURRENT_UNIVERSE_FINANCIAL_CACHE_ROW_MISSING,Current scorer ticker is absent from the financial cache after the production universe expanded.,FALSE,FALSE,,,,,,,,,,
002140,고려산업,KOSPI,8,PBR:MISSING_PBR_OR_ROE;PER:MISSING_PER;ROE:MISSING_ROE;부채비율:MISSING_DEBT_RATIO;순이익 흐름:MISSING_EARNINGS_TREND;영업이익 성장과 흑자 여부:MISSING_OP_PROFIT;영업이익률:MISSING_MARGIN;흑자 지속성과 이익 안정성:MISSING_EARNINGS_TREND,CURRENT_UNIVERSE_FINANCIAL_CACHE_ROW_MISSING,Current scorer ticker is absent from the financial cache after the production universe expanded.,FALSE,FALSE,,,,,,,,,,
002780,진흥기업,KOSPI,8,PBR:MISSING_PBR_OR_ROE;PER:MISSING_PER;ROE:MISSING_ROE;부채비율:MISSING_DEBT_RATIO;순이익 흐름:MISSING_EARNINGS_TREND;영업이익 성장과 흑자 여부:MISSING_OP_PROFIT;영업이익률:MISSING_MARGIN;흑자 지속성과 이익 안정성:MISSING_EARNINGS_TREND,CURRENT_UNIVERSE_FINANCIAL_CACHE_ROW_MISSING,Current scorer ticker is absent from the financial cache after the production universe expanded.,FALSE,FALSE,,,,,,,,,,
002787,진흥기업2우B,KOSPI,8,PBR:MISSING_PBR_OR_ROE;PER:MISSING_PER;ROE:MISSING_ROE;부채비율:MISSING_DEBT_RATIO;순이익 흐름:MISSING_EARNINGS_TREND;영업이익 성장과 흑자 여부:MISSING_OP_PROFIT;영업이익률:MISSING_MARGIN;흑자 지속성과 이익 안정성:MISSING_EARNINGS_TREND,CURRENT_UNIVERSE_FINANCIAL_CACHE_ROW_MISSING,Current scorer ticker is absent from the financial cache after the production universe expanded.,FALSE,FALSE,,,,,,,,,,
003780,진양산업,KOSPI,8,PBR:MISSING_PBR_OR_ROE;PER:MISSING_PER;ROE:MISSING_ROE;부채비율:MISSING_DEBT_RATIO;순이익 흐름:MISSING_EARNINGS_TREND;영업이익 성장과 흑자 여부:MISSING_OP_PROFIT;영업이익률:MISSING_MARGIN;흑자 지속성과 이익 안정성:MISSING_EARNINGS_TREND,CURRENT_UNIVERSE_FINANCIAL_CACHE_ROW_MISSING,Current scorer ticker is absent from the financial cache after the production universe expanded.,FALSE,FALSE,,,,,,,,,,
003830,대한화섬,KOSPI,8,PBR:MISSING_PBR_OR_ROE;PER:MISSING_PER;ROE:MISSING_ROE;부채비율:MISSING_DEBT_RATIO;순이익 흐름:MISSING_EARNINGS_TREND;영업이익 성장과 흑자 여부:MISSING_OP_PROFIT;영업이익률:MISSING_MARGIN;흑자 지속성과 이익 안정성:MISSING_EARNINGS_TREND,CURRENT_UNIVERSE_FINANCIAL_CACHE_ROW_MISSING,Current scorer ticker is absent from the financial cache after the production universe expanded.,FALSE,FALSE,,,,,,,,,,
003960,사조대림,KOSPI,8,PBR:MISSING_PBR_OR_ROE;PER:MISSING_PER;ROE:MISSING_ROE;부채비율:MISSING_DEBT_RATIO;순이익 흐름:MISSING_EARNINGS_TREND;영업이익 성장과 흑자 여부:MISSING_OP_PROFIT;영업이익률:MISSING_MARGIN;흑자 지속성과 이익 안정성:MISSING_EARNINGS_TREND,CURRENT_UNIVERSE_FINANCIAL_CACHE_ROW_MISSING,Current scorer ticker is absent from the financial cache after the production universe expanded.,FALSE,FALSE,,,,,,,,,,
004255,NPC우,KOSPI,8,PBR:MISSING_PBR_OR_ROE;PER:MISSING_PER;ROE:MISSING_ROE;부채비율:MISSING_DEBT_RATIO;순이익 흐름:MISSING_EARNINGS_TREND;영업이익 성장과 흑자 여부:MISSING_OP_PROFIT;영업이익률:MISSING_MARGIN;흑자 지속성과 이익 안정성:MISSING_EARNINGS_TREND,CURRENT_UNIVERSE_FINANCIAL_CACHE_ROW_MISSING,Current scorer ticker is absent from the financial cache after the production universe expanded.,FALSE,FALSE,,,,,,,,,,
004560,현대비앤지스틸,KOSPI,8,PBR:MISSING_PBR_OR_ROE;PER:MISSING_PER;ROE:MISSING_ROE;부채비율:MISSING_DEBT_RATIO;순이익 흐름:MISSING_EARNINGS_TREND;영업이익 성장과 흑자 여부:MISSING_OP_PROFIT;영업이익률:MISSING_MARGIN;흑자 지속성과 이익 안정성:MISSING_EARNINGS_TREND,CURRENT_UNIVERSE_FINANCIAL_CACHE_ROW_MISSING,Current scorer ticker is absent from the financial cache after the production universe expanded.,FALSE,FALSE,,,,,,,,,,
004720,팜젠사이언스,KOSPI,8,PBR:MISSING_PBR_OR_ROE;PER:MISSING_PER;ROE:MISSING_ROE;부채비율:MISSING_DEBT_RATIO;순이익 흐름:MISSING_EARNINGS_TREND;영업이익 성장과 흑자 여부:MISSING_OP_PROFIT;영업이익률:MISSING_MARGIN;흑자 지속성과 이익 안정성:MISSING_EARNINGS_TREND,CURRENT_UNIVERSE_FINANCIAL_CACHE_ROW_MISSING,Current scorer ticker is absent from the financial cache after the production universe expanded.,FALSE,FALSE,,,,,,,,,,
005850,에스엘,KOSPI,8,PBR:MISSING_PBR_OR_ROE;PER:MISSING_PER;ROE:MISSING_ROE;부채비율:MISSING_DEBT_RATIO;순이익 흐름:MISSING_EARNINGS_TREND;영업이익 성장과 흑자 여부:MISSING_OP_PROFIT;영업이익률:MISSING_MARGIN;흑자 지속성과 이익 안정성:MISSING_EARNINGS_TREND,CURRENT_UNIVERSE_FINANCIAL_CACHE_ROW_MISSING,Current scorer ticker is absent from the financial cache after the production universe expanded.,FALSE,FALSE,,,,,,,,,,
005950,이수화학,KOSPI,8,PBR:MISSING_PBR_OR_ROE;PER:MISSING_PER;ROE:MISSING_ROE;부채비율:MISSING_DEBT_RATIO;순이익 흐름:MISSING_EARNINGS_TREND;영업이익 성장과 흑자 여부:MISSING_OP_PROFIT;영업이익률:MISSING_MARGIN;흑자 지속성과 이익 안정성:MISSING_EARNINGS_TREND,CURRENT_UNIVERSE_FINANCIAL_CACHE_ROW_MISSING,Current scorer ticker is absent from the financial cache after the production universe expanded.,FALSE,FALSE,,,,,,,,,,
006040,동원산업,KOSPI,7,PBR:MISSING_PBR_OR_ROE;PER:MISSING_PER;ROE:MISSING_ROE;순이익 흐름:MISSING_EARNINGS_TREND;영업이익 성장과 흑자 여부:MISSING_OP_PROFIT;영업이익률:MISSING_MARGIN;흑자 지속성과 이익 안정성:MISSING_EARNINGS_TREND,CURRENT_UNIVERSE_FINANCIAL_CACHE_ROW_MISSING,Current scorer ticker is absent from the financial cache after the production universe expanded.,FALSE,FALSE,,,,,,,,,,
006110,삼아알미늄,KOSPI,8,PBR:MISSING_PBR_OR_ROE;PER:MISSING_PER;ROE:MISSING_ROE;부채비율:MISSING_DEBT_RATIO;순이익 흐름:MISSING_EARNINGS_TREND;영업이익 성장과 흑자 여부:MISSING_OP_PROFIT;영업이익률:MISSING_MARGIN;흑자 지속성과 이익 안정성:MISSING_EARNINGS_TREND,CURRENT_UNIVERSE_FINANCIAL_CACHE_ROW_MISSING,Current scorer ticker is absent from the financial cache after the production universe expanded.,FALSE,FALSE,,,,,,,,,,
006125,SK디스커버리우,KOSPI,7,PBR:MISSING_PBR_OR_ROE;PER:MISSING_PER;ROE:MISSING_ROE;순이익 흐름:MISSING_EARNINGS_TREND;영업이익 성장과 흑자 여부:MISSING_OP_PROFIT;영업이익률:MISSING_MARGIN;흑자 지속성과 이익 안정성:MISSING_EARNINGS_TREND,OFFICIAL_NO_CORP_CODE,OpenDART official stock-code mapping has no accepted corp-code row; no issuer alias is inferred.,TRUE,FALSE,,,NO_CORP_CODE,OpenDART 기업코드 후보 없음,NO_CORP_CODE,LIMITED,LIMITED_NO_FINANCIAL_DATA,,,
006200,한국전자홀딩스,KOSPI,7,PBR:MISSING_PBR_OR_ROE;PER:MISSING_PER;ROE:MISSING_ROE;순이익 흐름:MISSING_EARNINGS_TREND;영업이익 성장과 흑자 여부:MISSING_OP_PROFIT;영업이익률:MISSING_MARGIN;흑자 지속성과 이익 안정성:MISSING_EARNINGS_TREND,CURRENT_UNIVERSE_FINANCIAL_CACHE_ROW_MISSING,Current scorer ticker is absent from the financial cache after the production universe expanded.,FALSE,FALSE,,,,,,,,,,
007610,선도전기,KOSPI,8,PBR:MISSING_PBR_OR_ROE;PER:MISSING_PER;ROE:MISSING_ROE;부채비율:MISSING_DEBT_RATIO;순이익 흐름:MISSING_EARNINGS_TREND;영업이익 성장과 흑자 여부:MISSING_OP_PROFIT;영업이익률:MISSING_MARGIN;흑자 지속성과 이익 안정성:MISSING_EARNINGS_TREND,CURRENT_UNIVERSE_FINANCIAL_CACHE_ROW_MISSING,Current scorer ticker is absent from the financial cache after the production universe expanded.,FALSE,FALSE,,,,,,,,,,
007700,F&F홀딩스,KOSPI,7,PBR:MISSING_PBR_OR_ROE;PER:MISSING_PER;ROE:MISSING_ROE;순이익 흐름:MISSING_EARNINGS_TREND;영업이익 성장과 흑자 여부:MISSING_OP_PROFIT;영업이익률:MISSING_MARGIN;흑자 지속성과 이익 안정성:MISSING_EARNINGS_TREND,CURRENT_UNIVERSE_FINANCIAL_CACHE_ROW_MISSING,Current scorer ticker is absent from the financial cache after the production universe expanded.,FALSE,FALSE,,,,,,,,,,
009835,한화솔루션우,KOSPI,8,PBR:MISSING_PBR_OR_ROE;PER:MISSING_PER;ROE:MISSING_ROE;부채비율:MISSING_DEBT_RATIO;순이익 흐름:MISSING_EARNINGS_TREND;영업이익 성장과 흑자 여부:MISSING_OP_PROFIT;영업이익률:MISSING_MARGIN;흑자 지속성과 이익 안정성:MISSING_EARNINGS_TREND,CURRENT_UNIVERSE_FINANCIAL_CACHE_ROW_MISSING,Current scorer ticker is absent from the financial cache after the production universe expanded.,FALSE,FALSE,,,,,,,,,,
010120,LS ELECTRIC,KOSPI,8,PBR:MISSING_PBR_OR_ROE;PER:MISSING_PER;ROE:MISSING_ROE;부채비율:MISSING_DEBT_RATIO;순이익 흐름:MISSING_EARNINGS_TREND;영업이익 성장과 흑자 여부:MISSING_OP_PROFIT;영업이익률:MISSING_MARGIN;흑자 지속성과 이익 안정성:MISSING_EARNINGS_TREND,CORP_IDENTITY_MISMATCH_REVIEW,OpenDART candidate exists but the current company-name identity rule rejects it.,TRUE,FALSE,,,MISMATCH,KRX 종목명=LS ELECTRIC; OpenDART 후보=엘에스일렉트릭,NO_CORP_CODE,LIMITED,LIMITED_NO_FINANCIAL_DATA,,,
010640,진양폴리,KOSPI,8,PBR:MISSING_PBR_OR_ROE;PER:MISSING_PER;ROE:MISSING_ROE;부채비율:MISSING_DEBT_RATIO;순이익 흐름:MISSING_EARNINGS_TREND;영업이익 성장과 흑자 여부:MISSING_OP_PROFIT;영업이익률:MISSING_MARGIN;흑자 지속성과 이익 안정성:MISSING_EARNINGS_TREND,CURRENT_UNIVERSE_FINANCIAL_CACHE_ROW_MISSING,Current scorer ticker is absent from the financial cache after the production universe expanded.,FALSE,FALSE,,,,,,,,,,
011150,CJ씨푸드,KOSPI,8,PBR:MISSING_PBR_OR_ROE;PER:MISSING_PER;ROE:MISSING_ROE;부채비율:MISSING_DEBT_RATIO;순이익 흐름:MISSING_EARNINGS_TREND;영업이익 성장과 흑자 여부:MISSING_OP_PROFIT;영업이익률:MISSING_MARGIN;흑자 지속성과 이익 안정성:MISSING_EARNINGS_TREND,CURRENT_UNIVERSE_FINANCIAL_CACHE_ROW_MISSING,Current scorer ticker is absent from the financial cache after the production universe expanded.,FALSE,FALSE,,,,,,,,,,
011760,현대코퍼레이션,KOSPI,8,PBR:MISSING_PBR_OR_ROE;PER:MISSING_PER;ROE:MISSING_ROE;부채비율:MISSING_DEBT_RATIO;순이익 흐름:MISSING_EARNINGS_TREND;영업이익 성장과 흑자 여부:MISSING_OP_PROFIT;영업이익률:MISSING_MARGIN;흑자 지속성과 이익 안정성:MISSING_EARNINGS_TREND,CURRENT_UNIVERSE_FINANCIAL_CACHE_ROW_MISSING,Current scorer ticker is absent from the financial cache after the production universe expanded.,FALSE,FALSE,,,,,,,,,,
011930,신성이엔지,KOSPI,8,PBR:MISSING_PBR_OR_ROE;PER:MISSING_PER;ROE:MISSING_ROE;부채비율:MISSING_DEBT_RATIO;순이익 흐름:MISSING_EARNINGS_TREND;영업이익 성장과 흑자 여부:MISSING_OP_PROFIT;영업이익률:MISSING_MARGIN;흑자 지속성과 이익 안정성:MISSING_EARNINGS_TREND,CURRENT_UNIVERSE_FINANCIAL_CACHE_ROW_MISSING,Current scorer ticker is absent from the financial cache after the production universe expanded.,FALSE,FALSE,,,,,,,,,,
012320,경동인베스트,KOSPI,7,PBR:MISSING_PBR_OR_ROE;PER:MISSING_PER;ROE:MISSING_ROE;순이익 흐름:MISSING_EARNINGS_TREND;영업이익 성장과 흑자 여부:MISSING_OP_PROFIT;영업이익률:MISSING_MARGIN;흑자 지속성과 이익 안정성:MISSING_EARNINGS_TREND,CURRENT_UNIVERSE_FINANCIAL_CACHE_ROW_MISSING,Current scorer ticker is absent from the financial cache after the production universe expanded.,FALSE,FALSE,,,,,,,,,,
012630,HDC,KOSPI,7,PBR:MISSING_PBR_OR_ROE;PER:MISSING_PER;ROE:MISSING_ROE;순이익 흐름:MISSING_EARNINGS_TREND;영업이익 성장과 흑자 여부:MISSING_OP_PROFIT;영업이익률:MISSING_MARGIN;흑자 지속성과 이익 안정성:MISSING_EARNINGS_TREND,CURRENT_UNIVERSE_FINANCIAL_CACHE_ROW_MISSING,Current scorer ticker is absent from the financial cache after the production universe expanded.,FALSE,FALSE,,,,,,,,,,
012690,모나리자,KOSPI,8,PBR:MISSING_PBR_OR_ROE;PER:MISSING_PER;ROE:MISSING_ROE;부채비율:MISSING_DEBT_RATIO;순이익 흐름:MISSING_EARNINGS_TREND;영업이익 성장과 흑자 여부:MISSING_OP_PROFIT;영업이익률:MISSING_MARGIN;흑자 지속성과 이익 안정성:MISSING_EARNINGS_TREND,CURRENT_UNIVERSE_FINANCIAL_CACHE_ROW_MISSING,Current scorer ticker is absent from the financial cache after the production universe expanded.,FALSE,FALSE,,,,,,,,,,
013520,화승코퍼레이션,KOSPI,8,PBR:MISSING_PBR_OR_ROE;PER:MISSING_PER;ROE:MISSING_ROE;부채비율:MISSING_DEBT_RATIO;순이익 흐름:MISSING_EARNINGS_TREND;영업이익 성장과 흑자 여부:MISSING_OP_PROFIT;영업이익률:MISSING_MARGIN;흑자 지속성과 이익 안정성:MISSING_EARNINGS_TREND,CURRENT_UNIVERSE_FINANCIAL_CACHE_ROW_MISSING,Current scorer ticker is absent from the financial cache after the production universe expanded.,FALSE,FALSE,,,,,,,,,,
013580,계룡건설,KOSPI,8,PBR:MISSING_PBR_OR_ROE;PER:MISSING_PER;ROE:MISSING_ROE;부채비율:MISSING_DEBT_RATIO;순이익 흐름:MISSING_EARNINGS_TREND;영업이익 성장과 흑자 여부:MISSING_OP_PROFIT;영업이익률:MISSING_MARGIN;흑자 지속성과 이익 안정성:MISSING_EARNINGS_TREND,CURRENT_UNIVERSE_FINANCIAL_CACHE_ROW_MISSING,Current scorer ticker is absent from the financial cache after the production universe expanded.,FALSE,FALSE,,,,,,,,,,
013870,지엠비코리아,KOSPI,8,PBR:MISSING_PBR_OR_ROE;PER:MISSING_PER;ROE:MISSING_ROE;부채비율:MISSING_DEBT_RATIO;순이익 흐름:MISSING_EARNINGS_TREND;영업이익 성장과 흑자 여부:MISSING_OP_PROFIT;영업이익률:MISSING_MARGIN;흑자 지속성과 이익 안정성:MISSING_EARNINGS_TREND,CURRENT_UNIVERSE_FINANCIAL_CACHE_ROW_MISSING,Current scorer ticker is absent from the financial cache after the production universe expanded.,FALSE,FALSE,,,,,,,,,,
