ticker,name,market,source_status,source_version,source_classification,corp_code,corp_name_dart,audit_start_date,audit_end_date,requested_lookback_days,chunk_count,dart_list_api_calls,dart_report_count,risk_report_count,supply_status,supply_level,risk_keywords,latest_risk_report_date,latest_risk_report_name,latest_risk_rcept_no,relief_report_match_count,evidence_reports_json,chunk_summaries_json,evidence_ref
007540,샘표,KOSPI,SOURCE_ONLY_READY,2026-09-21-v8.13.7-freeze-current-actionable-supply-and-shadow-score,COMPLETE_180D_NO_POSITIVE_BURDEN,00130091,샘표,2026-03-26,2026-09-21,180,2,2,7,0,OK,없음,,,,,0,[],"[{""start"":""2026-03-26"",""end"":""2026-06-23"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":2},{""start"":""2026-06-24"",""end"":""2026-09-21"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":5}]",V8136:DART_LIST_180D_EXACT_STOCK:007540
029780,삼성카드,KOSPI,SOURCE_ONLY_READY,2026-09-21-v8.13.7-freeze-current-actionable-supply-and-shadow-score,COMPLETE_180D_POSITIVE_BURDEN,00126292,삼성카드,2026-03-26,2026-09-21,180,2,2,83,2,OK,주의,주요주주변동,20260609,임원ㆍ주요주주특정증권등소유상황보고서,20260609000448,0,"[{""rcept_dt"":""20260609"",""rcept_no"":""20260609000448"",""report_nm"":""임원ㆍ주요주주특정증권등소유상황보고서"",""corp_name"":""삼성카드"",""keywords"":[""주요주주변동""],""severity"":1,""relief_flag"":false},{""rcept_dt"":""20260609"",""rcept_no"":""20260609000416"",""report_nm"":""임원ㆍ주요주주특정증권등소유상황보고서"",""corp_name"":""삼성카드"",""keywords"":[""주요주주변동""],""severity"":1,""relief_flag"":false}]","[{""start"":""2026-03-26"",""end"":""2026-06-23"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":44},{""start"":""2026-06-24"",""end"":""2026-09-21"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":39}]",V8136:DART_LIST_180D_EXACT_STOCK:029780
084690,대상홀딩스,KOSPI,SOURCE_ONLY_READY,2026-09-21-v8.13.7-freeze-current-actionable-supply-and-shadow-score,COMPLETE_180D_POSITIVE_BURDEN,00539274,대상홀딩스,2026-03-26,2026-09-21,180,2,2,16,2,OK,주의,대량보유,20260610,주식등의대량보유상황보고서(약식),20260610000252,0,"[{""rcept_dt"":""20260610"",""rcept_no"":""20260610000252"",""report_nm"":""주식등의대량보유상황보고서(약식)"",""corp_name"":""대상홀딩스"",""keywords"":[""대량보유""],""severity"":1,""relief_flag"":false},{""rcept_dt"":""20260512"",""rcept_no"":""20260512000290"",""report_nm"":""주식등의대량보유상황보고서(약식)"",""corp_name"":""대상홀딩스"",""keywords"":[""대량보유""],""severity"":1,""relief_flag"":false}]","[{""start"":""2026-03-26"",""end"":""2026-06-23"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":10},{""start"":""2026-06-24"",""end"":""2026-09-21"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":6}]",V8136:DART_LIST_180D_EXACT_STOCK:084690
114090,GKL,KOSPI,SOURCE_ONLY_READY,2026-09-21-v8.13.7-freeze-current-actionable-supply-and-shadow-score,COMPLETE_180D_NO_POSITIVE_BURDEN,00557508,GKL,2026-03-26,2026-09-21,180,2,2,30,0,OK,없음,,,,,0,[],"[{""start"":""2026-03-26"",""end"":""2026-06-23"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":18},{""start"":""2026-06-24"",""end"":""2026-09-21"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":12}]",V8136:DART_LIST_180D_EXACT_STOCK:114090
