ticker,name,avg_daily_move_pct,baseline_status,shadow_status,baseline_missing_component_count,shadow_missing_component_count,baseline_missing_components,shadow_missing_components
088260,이리츠코크렙,0.7411,LIMITED,LIMITED,4,3,영업현금흐름:MISSING_OCF_MARGIN_INPUT;EV/EBITDA:EV_EBITDA_INPUT:EMPTY_AS_ZERO:NO_EXACT_CANDIDATE;최근 분기 실적 가속·둔화:MISSING_ACCEL_INPUT;하루평균 절대등락률:MISSING_ELASTICITY,영업현금흐름:MISSING_OCF_MARGIN_INPUT;EV/EBITDA:EV_EBITDA_INPUT:EMPTY_AS_ZERO:NO_EXACT_CANDIDATE;최근 분기 실적 가속·둔화:MISSING_ACCEL_INPUT
088350,한화생명,2.6882,LIMITED,LIMITED,4,3,매출 성장과 안정성:MISSING_REVENUE_GROWTH_INPUT;최근 3년 매출 성장률:MISSING_3Y_REVENUE;최근 분기 실적 가속·둔화:MISSING_ACCEL_INPUT;하루평균 절대등락률:MISSING_ELASTICITY,매출 성장과 안정성:MISSING_REVENUE_GROWTH_INPUT;최근 3년 매출 성장률:MISSING_3Y_REVENUE;최근 분기 실적 가속·둔화:MISSING_ACCEL_INPUT
097230,HJ중공업,1.4229,LIMITED,LIMITED,3,2,영업현금흐름:MISSING_OCF_MARGIN_INPUT;EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE;하루평균 절대등락률:MISSING_ELASTICITY,영업현금흐름:MISSING_OCF_MARGIN_INPUT;EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE
120110,코오롱인더,2.8236,LIMITED,LIMITED,2,1,영업현금흐름:MISSING_OCF_MARGIN_INPUT;하루평균 절대등락률:MISSING_ELASTICITY,영업현금흐름:MISSING_OCF_MARGIN_INPUT
145990,삼양사,1.0345,LIMITED,LIMITED,4,3,영업현금흐름:MISSING_OCF_MARGIN_INPUT;EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE;하루평균 절대등락률:MISSING_ELASTICITY;수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,영업현금흐름:MISSING_OCF_MARGIN_INPUT;EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE;수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE
210540,디와이파워,0.6626,LIMITED,LIMITED,4,3,영업현금흐름:MISSING_OCF_MARGIN_INPUT;EV/EBITDA:EV_EBITDA_INPUT:EMPTY_AS_ZERO:NO_EXACT_CANDIDATE;하루평균 절대등락률:MISSING_ELASTICITY;수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,영업현금흐름:MISSING_OCF_MARGIN_INPUT;EV/EBITDA:EV_EBITDA_INPUT:EMPTY_AS_ZERO:NO_EXACT_CANDIDATE;수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE
248170,샘표식품,3.5124,LIMITED,LIMITED,3,2,영업현금흐름:MISSING_OCF_MARGIN_INPUT;EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE;하루평균 절대등락률:MISSING_ELASTICITY,영업현금흐름:MISSING_OCF_MARGIN_INPUT;EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE
249420,일동제약,2.6683,LIMITED,LIMITED,4,3,영업현금흐름:MISSING_OCF_MARGIN_INPUT;EV/EBITDA:EV_EBITDA_INPUT:EMPTY_AS_ZERO:NO_EXACT_CANDIDATE;하루평균 절대등락률:MISSING_ELASTICITY;수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,영업현금흐름:MISSING_OCF_MARGIN_INPUT;EV/EBITDA:EV_EBITDA_INPUT:EMPTY_AS_ZERO:NO_EXACT_CANDIDATE;수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE
271560,오리온,1.4739,LIMITED,LIMITED,2,1,영업현금흐름:MISSING_OCF_MARGIN_INPUT;하루평균 절대등락률:MISSING_ELASTICITY,영업현금흐름:MISSING_OCF_MARGIN_INPUT
272210,한화시스템,3.6878,LIMITED,LIMITED,3,2,영업현금흐름:MISSING_OCF_MARGIN_INPUT;EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE;하루평균 절대등락률:MISSING_ELASTICITY,영업현금흐름:MISSING_OCF_MARGIN_INPUT;EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE
298040,효성중공업,3.0418,LIMITED,LIMITED,3,2,영업현금흐름:MISSING_OCF_MARGIN_INPUT;EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE;하루평균 절대등락률:MISSING_ELASTICITY,영업현금흐름:MISSING_OCF_MARGIN_INPUT;EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE
326030,SK바이오팜,1.3644,LIMITED,LIMITED,17,16,매출 성장과 안정성:MISSING_REVENUE_GROWTH_INPUT;영업이익 성장과 흑자 여부:MISSING_OP_PROFIT;순이익 흐름:MISSING_EARNINGS_TREND;영업이익률:MISSING_MARGIN;ROE:MISSING_ROE;부채비율:MISSING_DEBT_RATIO;영업현금흐름:MISSING_OCF_MARGIN_INPUT;PER:MISSING_PER;PBR:MISSING_PBR_OR_ROE;EV/EBITDA:EV_EBITDA_INPUT:NO_EXACT_CANDIDATE:NO_EXACT_CANDIDATE;PSR 또는 대체 가치지표:MISSING_PSR_INPUT;최근 3년 매출 성장률:MISSING_3Y_REVENUE;최근 3년 영업이익 성장률:MISSING_3Y_OP;최근 분기 실적 가속·둔화:MISSING_ACCEL_INPUT;흑자 지속성과 이익 안정성:MISSING_EARNINGS_TREND;순현금·기업가치 상태:NETCASH_INPUT:NO_EXACT_CANDIDATE;하루평균 절대등락률:MISSING_ELASTICITY,매출 성장과 안정성:MISSING_REVENUE_GROWTH_INPUT;영업이익 성장과 흑자 여부:MISSING_OP_PROFIT;순이익 흐름:MISSING_EARNINGS_TREND;영업이익률:MISSING_MARGIN;ROE:MISSING_ROE;부채비율:MISSING_DEBT_RATIO;영업현금흐름:MISSING_OCF_MARGIN_INPUT;PER:MISSING_PER;PBR:MISSING_PBR_OR_ROE;EV/EBITDA:EV_EBITDA_INPUT:NO_EXACT_CANDIDATE:NO_EXACT_CANDIDATE;PSR 또는 대체 가치지표:MISSING_PSR_INPUT;최근 3년 매출 성장률:MISSING_3Y_REVENUE;최근 3년 영업이익 성장률:MISSING_3Y_OP;최근 분기 실적 가속·둔화:MISSING_ACCEL_INPUT;흑자 지속성과 이익 안정성:MISSING_EARNINGS_TREND;순현금·기업가치 상태:NETCASH_INPUT:NO_EXACT_CANDIDATE
363280,티와이홀딩스,0.8384,LIMITED,LIMITED,2,1,최근 분기 실적 가속·둔화:ANNUAL_OP_DENOM_NONPOSITIVE;하루평균 절대등락률:MISSING_ELASTICITY,최근 분기 실적 가속·둔화:ANNUAL_OP_DENOM_NONPOSITIVE
400760,NH올원리츠,0.5927,LIMITED,LIMITED,3,2,영업현금흐름:MISSING_OCF_MARGIN_INPUT;최근 분기 실적 가속·둔화:MISSING_ACCEL_INPUT;하루평균 절대등락률:MISSING_ELASTICITY,영업현금흐름:MISSING_OCF_MARGIN_INPUT;최근 분기 실적 가속·둔화:MISSING_ACCEL_INPUT
439260,대한조선,1.6493,LIMITED,LIMITED,4,3,영업현금흐름:MISSING_OCF_MARGIN_INPUT;EV/EBITDA:EV_EBITDA_INPUT:EMPTY_AS_ZERO:NO_EXACT_CANDIDATE;최근 분기 실적 가속·둔화:MISSING_ACCEL_INPUT;하루평균 절대등락률:MISSING_ELASTICITY,영업현금흐름:MISSING_OCF_MARGIN_INPUT;EV/EBITDA:EV_EBITDA_INPUT:EMPTY_AS_ZERO:NO_EXACT_CANDIDATE;최근 분기 실적 가속·둔화:MISSING_ACCEL_INPUT
480370,씨케이솔루션,4.8866,LIMITED,LIMITED,3,2,영업현금흐름:MISSING_OCF_MARGIN_INPUT;EV/EBITDA:EV_EBITDA_INPUT:EMPTY_AS_ZERO:NO_EXACT_CANDIDATE;하루평균 절대등락률:MISSING_ELASTICITY,영업현금흐름:MISSING_OCF_MARGIN_INPUT;EV/EBITDA:EV_EBITDA_INPUT:EMPTY_AS_ZERO:NO_EXACT_CANDIDATE
