basis_date,market,ticker,name,history_rows,phase_code,phase_ko,bottom_rebound,new_20d_low,swing_trough_date,swing_trough_close,swing_peak_date,swing_peak_close,from_trough_pct,from_peak_pct,momentum_5d_pct,ma20_value,ma20_direction,ma20_slope_5d_pct,confirmed_swing_low_stop,trailing_reference_status,source_metric_contract_version
2026-09-11,KOSPI,006380,카프로,260,NEW_LOW,최근 신저점,False,True,2026-09-11,120.0,2026-09-07,3660.0,0.0,-96.7213,-96.7213,2957.8,-1,-19.1858,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,006400,삼성SDI,260,UPTREND_PULLBACK,상승중 눌림,False,False,2026-07-30,358500.0,2026-08-31,577000.0,52.0223,-5.5459,-0.5474,534025.0,1,3.674,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,006490,프리티,260,UPTREND,상승중,False,False,2026-06-19,269.0,2026-09-11,2390.0,788.4758,0.0,166.147,1019.7,1,12.9799,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,006650,대한유화,260,BOTTOM_REBOUND,저점반등,True,False,2026-08-21,80300.0,2026-06-15,141500.0,27.2727,-27.7739,5.6877,92660.0,1,3.3748,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,006800,미래에셋증권,260,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,False,False,2026-07-30,30200.0,2026-06-12,52300.0,10.7616,-36.0421,-2.9028,35082.5,-1,-1.0367,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,007660,이수페타시스,260,UPTREND_PULLBACK,상승중 눌림,False,False,2026-07-30,59200.0,2026-07-01,132900.0,85.6419,-17.3062,-1.0801,108135.0,1,5.2255,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,007810,코리아써키트,260,EARLY_REBOUND_UNCONFIRMED,초기반등·확인부족,False,False,2026-07-30,38500.0,2026-06-17,141900.0,32.7273,-63.9887,0.1961,56865.0,-1,-3.741,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,008060,대덕,260,EARLY_REBOUND_UNCONFIRMED,초기반등·확인부족,False,False,2026-07-30,11490.0,2026-06-15,21500.0,26.5448,-32.3721,0.1377,15469.5,-1,-1.1944,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,008770,호텔신라,260,NEW_LOW,최근 신저점,False,True,2026-09-11,41100.0,2026-06-16,59800.0,0.0,-31.2709,-2.6066,42617.5,-1,-1.1596,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,008930,한미사이언스,260,UPTREND_PULLBACK,상승중 눌림,False,False,2026-06-26,26100.0,2026-09-08,57700.0,92.7203,-12.825,-4.7348,48652.5,1,5.2629,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,009150,삼성전기,260,UPTREND,상승중,False,False,2026-07-30,879000.0,2026-06-19,2270000.0,59.2719,-38.326,-0.0714,1398900.0,1,1.3622,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,009200,무림페이퍼,260,NEW_LOW,최근 신저점,False,True,2026-06-26,1256.0,2026-08-11,1582.0,18.3917,-6.0051,-1.8482,1522.55,-1,-1.0464,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,009420,한올바이오파마,260,NEW_LOW,최근 신저점,False,True,2026-07-30,39000.0,2026-06-29,69000.0,28.4615,-27.3913,-8.4095,57735.0,-1,-1.4593,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,009540,HD한국조선해양,260,EARLY_REBOUND_UNCONFIRMED,초기반등·확인부족,False,False,2026-07-14,327000.0,2026-06-16,438500.0,11.7737,-16.6477,4.878,356150.0,-1,-2.4848,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,010120,LS ELECTRIC,260,EARLY_REBOUND_UNCONFIRMED,초기반등·확인부족,False,False,2026-07-30,150300.0,2026-07-01,263500.0,36.0612,-22.3909,4.7107,202575.0,-1,-0.1356,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,010130,고려아연,260,TOP_DECLINE,고점후하락,False,False,2026-07-29,923000.0,2026-08-25,1427000.0,27.7356,-17.3791,-3.5188,1259100.0,1,0.195,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,010140,삼성중공업,260,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,False,False,2026-07-29,19400.0,2026-06-17,28950.0,10.3093,-26.0794,0.0,21027.0,-1,-0.7318,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,010580,에스엠벡셀,260,UPTREND,상승중,False,False,2026-07-29,1349.0,2026-09-11,2560.0,89.7702,0.0,50.6769,1779.95,1,11.2956,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,010950,S-Oil,260,UPTREND_PULLBACK,상승중 눌림,False,False,2026-06-26,93200.0,2026-09-09,165900.0,60.9442,-9.5841,-4.6408,149510.0,1,2.9825,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,011070,LG이노텍,260,NEW_LOW,최근 신저점,False,True,2026-07-30,424000.0,2026-06-18,1283000.0,28.066,-57.6773,-3.3808,584550.0,-1,-0.7724,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,011200,HMM,260,TOP_DECLINE,고점후하락,False,False,2026-06-26,18310.0,2026-08-24,22850.0,13.8722,-8.7527,-0.9501,21477.5,-1,-0.498,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,011780,금호석유화학,260,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,False,False,2026-07-29,110000.0,2026-06-17,135400.0,13.5455,-7.7548,-0.7943,125345.0,-1,-0.2308,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,012160,영흥,260,NEW_LOW,최근 신저점,False,True,2026-06-26,376.0,2026-08-27,2650.0,489.0957,-16.4151,-5.7447,2466.0,-1,-1.3403,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,012170,아센디오,260,UPTREND_PULLBACK,상승중 눌림,False,False,2026-07-30,615.0,2026-08-28,3705.0,371.5447,-21.7274,1.9332,2029.1,1,38.5666,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,012280,영화금속,260,UPTREND_PULLBACK,상승중 눌림,False,False,2026-06-22,700.0,2026-08-31,4160.0,439.2857,-9.2548,-5.9776,2545.85,1,42.8527,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,012330,현대모비스,260,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,False,False,2026-09-08,415000.0,2026-06-16,660000.0,0.1205,-37.0455,-1.5403,459650.0,-1,-4.2795,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,012450,한화에어로스페이스,260,EARLY_REBOUND_UNCONFIRMED,초기반등·확인부족,False,False,2026-07-29,810000.0,2026-06-17,1224000.0,33.4568,-11.683,2.4645,1094200.0,-1,-1.9139,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,012690,모나리자,260,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,False,False,2026-07-29,1317.0,2026-07-16,2170.0,10.7821,-32.765,-2.992,1478.0,-1,-0.3271,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,012750,에스원,260,BOTTOM_REBOUND,저점반등,True,False,2026-06-26,68500.0,2026-06-12,88700.0,18.8321,-8.23,2.7778,79860.0,1,1.1462,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,013360,일성건설,260,NEW_LOW,최근 신저점,False,True,2026-07-29,1194.0,2026-07-06,2085.0,20.8543,-30.7914,-5.6863,1499.75,-1,-1.186,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,013570,디와이,260,TOP_DECLINE,고점후하락,False,False,2026-07-21,3735.0,2026-08-14,4510.0,16.1981,-3.7694,-0.9132,4362.75,1,0.832,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,014160,대영포장,260,NEW_LOW,최근 신저점,False,True,2026-07-29,649.0,2026-06-12,839.0,3.3898,-20.0238,-2.7536,708.7,-1,-1.1783,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,014990,인디에프,260,UPTREND_PULLBACK,상승중 눌림,False,False,2026-06-25,480.0,2026-09-07,4415.0,765.625,-5.889,-4.7018,3515.0,1,20.5811,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,017670,SK텔레콤,260,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,False,False,2026-07-30,78200.0,2026-06-15,105400.0,16.2404,-13.7571,-1.7297,95805.0,1,1.0921,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,018260,삼성에스디에스,260,NEW_LOW,최근 신저점,False,True,2026-07-20,185800.0,2026-09-01,245000.0,19.7524,-9.1837,-6.5126,232375.0,-1,-0.1504,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,019680,대교,260,UPTREND_PULLBACK,상승중 눌림,False,False,2026-06-26,846.0,2026-09-10,1874.0,115.0118,-2.9349,81.9,1084.65,1,6.7306,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,020000,한섬,260,NEW_LOW,최근 신저점,False,True,2026-09-11,15310.0,2026-07-07,24750.0,0.0,-38.1414,-1.2258,15620.5,-1,-1.183,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,020120,키다리스튜디오,260,UPTREND_PULLBACK,상승중 눌림,False,False,2026-06-23,2855.0,2026-09-10,8400.0,183.7128,-3.5714,12.5,6016.75,1,20.0349,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,020560,아시아나항공,260,UPTREND_PULLBACK,상승중 눌림,False,False,2026-07-29,6670.0,2026-09-07,8110.0,15.4423,-5.0555,-4.703,7511.0,1,2.5183,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,021240,코웨이,260,TOP_DECLINE,고점후하락,False,False,2026-07-09,85000.0,2026-08-28,100400.0,12.0,-5.1793,-4.2254,97505.0,1,0.3138,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,022100,포스코DX,260,BOTTOM_REBOUND,저점반등,True,False,2026-07-30,17250.0,2026-06-15,28650.0,28.4058,-22.6876,2.3095,21182.0,1,0.8091,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,023960,에쓰씨엔지니어링,260,BOTTOM_REBOUND,저점반등,True,False,2026-07-30,888.0,2026-06-19,1095.0,17.1171,-5.0228,1.069,1022.35,1,1.7213,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,024720,콜마홀딩스,260,NEW_LOW,최근 신저점,False,True,2026-06-26,7320.0,2026-08-12,10660.0,28.9617,-11.4447,-5.2209,9974.0,-1,-1.4768,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,025860,남해화학,260,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,False,False,2026-07-30,5340.0,2026-06-17,6530.0,15.3558,-5.6662,-3.1447,6161.5,1,1.5241,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,028050,삼성E&A,260,BOTTOM_REBOUND,저점반등,True,False,2026-07-20,39200.0,2026-06-16,56700.0,30.102,-10.0529,11.2323,47752.5,1,0.5475,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,028260,삼성물산,260,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,False,False,2026-07-29,285500.0,2026-06-22,520000.0,28.5464,-29.4231,0.0,374575.0,1,2.0293,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,028670,팬오션,260,UPTREND,상승중,False,False,2026-06-26,4580.0,2026-08-25,6380.0,31.6594,-5.4859,1.1745,5900.5,1,0.915,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,029530,신도리코,260,NEW_LOW,최근 신저점,False,True,2026-07-29,38800.0,2026-06-16,43650.0,0.6443,-10.5384,-2.375,40612.5,-1,-1.1501,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,029780,삼성카드,260,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,False,False,2026-09-02,45400.0,2026-06-16,53300.0,0.2203,-14.6341,-1.4085,46482.5,-1,-0.6996,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,032830,삼성생명,260,BOTTOM_REBOUND,저점반등,True,False,2026-07-30,264000.0,2026-06-19,497000.0,16.4773,-38.1288,3.3613,303025.0,1,1.6948,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,033240,자화전자,260,NEW_LOW,최근 신저점,False,True,2026-07-30,19310.0,2026-06-15,35400.0,40.6007,-23.3051,-11.2745,29577.5,1,0.9729,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,033780,KT&G,260,TOP_DECLINE,고점후하락,False,False,2026-07-01,167100.0,2026-08-07,188800.0,2.8127,-9.0042,-0.4058,173520.0,-1,-1.5936,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,034020,두산에너빌리티,260,BOTTOM_REBOUND,저점반등,True,False,2026-07-30,60200.0,2026-06-16,103300.0,50.8306,-12.1007,14.6465,82410.0,1,3.3678,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,034730,SK,260,BOTTOM_REBOUND,저점반등,True,False,2026-07-30,468500.0,2026-06-25,858000.0,24.8666,-31.8182,2.0942,572250.0,1,3.3409,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,035420,NAVER,260,NEW_LOW,최근 신저점,False,True,2026-07-14,183200.0,2026-06-15,248000.0,12.7183,-16.7339,-3.2787,215725.0,-1,-0.4729,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,035720,카카오,260,NEW_LOW,최근 신저점,False,True,2026-06-26,33150.0,2026-06-12,41500.0,4.0724,-16.8675,-4.6961,36365.0,-1,-3.1171,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,036570,NC,260,NEW_LOW,최근 신저점,False,True,2026-09-11,205500.0,2026-06-19,277000.0,0.0,-25.8123,-7.4324,221700.0,-1,-3.8491,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,036580,팜스코,260,TOP_DECLINE,고점후하락,False,False,2026-06-26,2230.0,2026-07-14,2950.0,16.5919,-11.8644,-0.7634,2586.0,-1,-0.3468,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,039490,키움증권,260,EARLY_REBOUND_UNCONFIRMED,초기반등·확인부족,False,False,2026-07-29,256500.0,2026-06-16,390000.0,8.3821,-28.7179,2.7726,275850.0,-1,-1.7716,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,042660,한화오션,260,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,False,False,2026-07-29,74600.0,2026-06-17,133100.0,14.7453,-35.6875,-1.3825,87335.0,-1,-1.188,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,042700,한미반도체,260,BOTTOM_REBOUND,저점반등,True,False,2026-07-30,167600.0,2026-06-12,361000.0,37.8282,-36.0111,0.4348,225725.0,1,3.7983,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,044380,주연테크,260,NEW_LOW,최근 신저점,False,True,2026-09-11,604.0,2026-06-12,1498.0,0.0,-59.6796,-40.1388,890.25,-1,-1.5428,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,047040,대우건설,260,BOTTOM_REBOUND,저점반등,True,False,2026-07-30,11200.0,2026-06-16,27450.0,77.5893,-27.541,18.0415,17977.5,1,3.0023,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,047050,포스코인터내셔널,260,BOTTOM_REBOUND,저점반등,True,False,2026-06-26,45650.0,2026-06-16,65300.0,26.3965,-11.6386,5.4845,53895.0,1,0.1022,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,047810,한국항공우주,260,EARLY_REBOUND_UNCONFIRMED,초기반등·확인부족,False,False,2026-07-29,117500.0,2026-07-23,164100.0,11.0638,-20.4753,3.1621,131670.0,-1,-3.2763,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,051905,LG생활건강우,260,NEW_LOW,최근 신저점,False,True,2026-07-20,90500.0,2026-08-07,118000.0,14.3646,-12.2881,-1.8957,107120.0,-1,-1.9631,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,051910,LG화학,260,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,False,False,2026-07-29,232500.0,2026-06-16,367500.0,17.4194,-25.7143,-3.1915,273625.0,1,0.1647,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,052690,한전기술,260,UPTREND,상승중,False,False,2026-07-30,79900.0,2026-09-11,152000.0,90.2378,0.0,41.2639,115020.0,1,9.71,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,055550,신한지주,260,UPTREND,상승중,False,False,2026-06-26,91600.0,2026-09-03,114500.0,23.2533,-1.3974,2.3572,108800.0,1,1.3791,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,058730,다스코,260,TOP_DECLINE,고점후하락,False,False,2026-06-11,2560.0,2026-07-15,5220.0,29.4922,-36.4943,-8.5517,3481.5,-1,-0.5641,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,058860,KTis,260,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,False,False,2026-06-26,2400.0,2026-06-16,2690.0,6.4583,-5.0186,-1.1605,2561.75,1,0.1956,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,062040,산일전기,260,BOTTOM_REBOUND,저점반등,True,False,2026-07-30,120800.0,2026-07-01,261500.0,64.404,-24.0535,3.5994,187780.0,1,2.8002,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,063160,종근당바이오,260,NEW_LOW,최근 신저점,False,True,2026-07-29,12200.0,2026-06-17,16170.0,6.7213,-19.4805,-4.5455,13760.5,-1,-1.7353,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,064350,현대로템,260,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,False,False,2026-07-29,120100.0,2026-06-16,226500.0,3.3306,-45.2097,-2.1293,132290.0,-1,-3.8171,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,064400,LG씨엔에스,260,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,False,False,2026-07-30,58200.0,2026-06-15,96600.0,23.5395,-25.5694,-2.969,73995.0,-1,-0.7711,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,066570,LG전자,260,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,False,False,2026-07-30,148000.0,2026-06-15,243500.0,34.7973,-18.0698,-0.9926,203815.0,1,1.5268,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,066575,LG전자우,260,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,False,False,2026-07-29,53000.0,2026-06-15,87100.0,34.1509,-18.3697,-4.9465,72890.0,1,1.8372,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,068270,셀트리온,260,NEW_LOW,최근 신저점,False,True,2026-06-23,160500.0,2026-08-11,210500.0,11.028,-15.3444,-5.2632,189295.0,-1,-2.6561,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,069620,대웅제약,260,NEW_LOW,최근 신저점,False,True,2026-06-26,107300.0,2026-07-08,134900.0,4.287,-17.0497,-3.6176,120540.0,-1,-2.6254,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,071050,한국금융지주,260,EARLY_REBOUND_UNCONFIRMED,초기반등·확인부족,False,False,2026-07-30,181700.0,2026-06-16,252500.0,6.5493,-23.3267,2.5424,190295.0,-1,-0.4447,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,071840,롯데하이마트,260,NEW_LOW,최근 신저점,False,True,2026-06-26,5900.0,2026-06-16,6820.0,5.7627,-8.5044,-1.2658,6361.5,-1,-0.8185,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,072130,유엔젤,260,BOTTOM_REBOUND,저점반등,True,False,2026-07-29,4595.0,2026-07-10,5470.0,7.7258,-9.5064,4.5407,4884.0,1,0.6284,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,073240,금호타이어,260,TOP_DECLINE,고점후하락,False,False,2026-06-23,4305.0,2026-08-14,8140.0,71.1963,-9.4595,2.6462,7346.0,-1,-1.024,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,078520,에이블씨엔씨,260,NEW_LOW,최근 신저점,False,True,2026-06-26,9200.0,2026-08-12,13430.0,9.7826,-24.7952,-10.302,11439.0,-1,-4.6114,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,079550,LIG디펜스앤에어로스페이스,260,EARLY_REBOUND_UNCONFIRMED,초기반등·확인부족,False,False,2026-07-29,620000.0,2026-06-16,1002000.0,9.3548,-32.3353,3.9877,710800.0,-1,-4.0238,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,081000,일진다이아,260,BOTTOM_REBOUND,저점반등,True,False,2026-07-29,7750.0,2026-06-15,10810.0,28.0,-8.2331,3.6573,9656.0,1,0.9778,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,082740,한화엔진,260,BOTTOM_REBOUND,저점반등,True,False,2026-08-03,38000.0,2026-06-17,65500.0,32.3684,-23.2061,10.307,47025.0,1,1.3197,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,085620,미래에셋생명,260,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,False,False,2026-07-29,14130.0,2026-06-19,34550.0,40.4105,-42.576,-0.4016,22699.5,1,1.6411,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,086280,현대글로비스,260,BOTTOM_REBOUND,저점반등,True,False,2026-06-26,180400.0,2026-06-19,222500.0,15.5765,-6.2921,1.2136,204540.0,1,0.2893,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,086790,하나금융지주,260,UPTREND,상승중,False,False,2026-06-26,109700.0,2026-09-03,139500.0,25.6153,-1.2186,2.6061,133545.0,1,1.1781,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,088350,한화생명,260,UPTREND,상승중,False,False,2026-07-29,4070.0,2026-09-03,6110.0,47.1744,-1.964,4.3554,5691.0,1,5.3694,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
2026-09-11,KOSPI,088980,맥쿼리인프라,260,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,False,False,2026-08-19,9430.0,2026-06-12,11070.0,3.8176,-11.5628,-1.3105,9797.5,0,-0.0357,,REFERENCE_ONLY_NOT_ORDER,2026-09-04-v8.5.0-two-table-indicators-preview
