rank,recommend_flag,code,name,market,asof_date,close,buy_range,sell_range,avg_daily_move_text,avg_wave_days,stop_price,low_3m,high_3m,range_pct,position_in_3m_range_pct,return_1m_pct,return_3m_pct,avg_volume,avg_trading_value,liquidity_flag,overheat_flag,score,reason,operating_profit,operating_profit_unit,operating_loss_flag,operating_loss_basis,operating_loss_source_status,corp_code,corp_name,corp_code_source,corp_identity_status,corp_identity_reason,corp_candidate_count,corp_selection_method,financial_data_status,financial_source_status,financial_basis,financial_report_year,financial_report_code,financial_report_name,financial_fs_div,financial_currency,revenue,net_income,total_assets,total_liabilities,total_equity,previous_revenue,previous_operating_profit,previous_net_income,revenue_yoy_pct,operating_profit_yoy_pct,net_income_yoy_pct,operating_margin_pct,debt_ratio_pct,roe_annualized_pct,earnings_trend,market_cap,listed_shares,valuation_price_basis_date,eps_annualized,bps,per_annualized,pbr,valuation_data_status,valuation_basis,financial_missing_fields,supply_check_status,supply_check_scope,supply_check_limited_reason,supply_burden_detected,supply_burden_flag,supply_burden_level,supply_burden_keywords,supply_burden_latest_report_date,supply_burden_latest_report_name,supply_burden_report_count,supply_burden_checked_at_kst,ticker,aux_name,aux_current_price,aux_compare_to_previous_close,aux_fluctuations_ratio,aux_accumulated_trading_volume,aux_accumulated_trading_value,aux_market_status,aux_local_traded_at,aux_source,aux_fetch_status
11,🟡,035420,NAVER,KOSPI,2026-09-01,215000,"196,300원~213,000원","231,500원~245,000원","약 ±7,480원 내외 (±3.38%)",1.9,192600,181100.0,304000.0,67.86,27.58,3.61,-20.81,382061,224325304193,False,False,129.0,1개월 추세 양호 3.6%; 거래대금 우수; 변동성 적정 3.38%; 3개월 변동폭 유효 67.9%; 대형주 안정성,1062066552592,KRW,FALSE,2026 반기보고서,OK,00266961,NAVER,OPENDART_OFFICIAL_DOWNLOAD,MATCH,동일 종목코드 후보 중 KRX 종목명과 회사명 완전일치,1,NAME_EXACT,READY,OK,2026 반기보고서,2026,11012,반기보고서,CFS,KRW,6629816183195.0,995294183086.0,44656683622468.0,13626888366640.0,31029795255828.0,5701868408120.0,1026855081011.0,921019633550.0,16.27,3.43,8.06,16.02,43.92,6.42,흑자지속,34064135945000.0,156977585.0,2026-08-18,12680.72,197670.23,17.11,1.1,READY,KRX 시가총액·상장주식수 / OpenDART 반기보고서 / 누적순이익 × 2 연환산,,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,"대량보유,유상증자,주요주주변동",20260814,임원ㆍ주요주주특정증권등소유상황보고서,32,2026-09-02T10:26:58+09:00,035420,NAVER,210500,-4500,-2.09,,,OPEN,2026-09-02T10:42:00+09:00,NAVER,OK
12,🟡,028050,삼성E&A,KOSPI,2026-09-01,45800,"41,150원~45,250원","49,900원~53,300원","약 ±1,863원 내외 (±4.03%)",2.0,40200,38300.0,59200.0,54.57,35.89,3.15,-8.95,939375,77932306566,False,False,127.0,1개월 추세 양호 3.1%; 매수위치 중립 35.9%; 거래대금 양호; 3개월 변동폭 유효 54.6%; 대형주 안정성,461281131434,KRW,FALSE,2026 반기보고서,OK,00126308,삼성E&A,OPENDART_OFFICIAL_DOWNLOAD,MATCH,동일 종목코드 후보 중 KRX 종목명과 회사명 완전일치,1,NAME_EXACT,READY,OK,2026 반기보고서,2026,11012,반기보고서,CFS,KRW,4876713582598.0,345786059022.0,10497739509814.0,5776930343942.0,4720809165872.0,4275977917371.0,338160166481.0,298929009957.0,14.05,36.41,15.67,9.46,122.37,14.65,흑자지속,8986600000000.0,196000000.0,2026-08-25,3528.43,24085.76,12.99,1.9,READY,KRX 시가총액·상장주식수 / OpenDART 반기보고서 / 누적순이익 × 2 연환산,,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,주의,대량보유,20260701,주식등의대량보유상황보고서(약식),1,2026-09-02T10:26:58+09:00,028050,삼성E&A,43625,-2175,-4.75,,,OPEN,2026-09-02T10:41:21+09:00,NAVER,OK
13,🟡,267250,HD현대,KOSPI,2026-09-01,219000,"202,500원~217,000원","233,500원~245,500원","약 ±6,670원 내외 (±3.01%)",2.1,199000,178000.0,292000.0,64.04,35.96,10.27,-22.06,93663,27422590182,False,False,127.0,1개월 추세 양호 10.3%; 매수위치 중립 36.0%; 변동성 적정 3.01%; 3개월 변동폭 유효 64.0%; 대형주 안정성,6959382355000,KRW,FALSE,2026 반기보고서,OK,01205709,HD현대,OPENDART_OFFICIAL_DOWNLOAD,MATCH,동일 종목코드 후보 중 KRX 종목명과 회사명 완전일치,1,NAME_EXACT,READY,OK,2026 반기보고서,2026,11012,반기보고서,CFS,KRW,42011282575000.0,5196176811000.0,90693203790000.0,55830655469000.0,34862548321000.0,34297957897000.0,2425283811000.0,1265380096000.0,22.49,186.95,310.64,16.57,160.15,29.81,흑자지속,17141499445000.0,78993085.0,2026-08-26,131560.3,441336.71,1.65,0.49,READY,KRX 시가총액·상장주식수 / OpenDART 반기보고서 / 누적순이익 × 2 연환산,,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,주의,대량보유,20260807,주식등의대량보유상황보고서(일반),2,2026-09-02T10:26:58+09:00,267250,HD현대,210500,-8500,-3.88,,,OPEN,2026-09-02T10:41:47+09:00,NAVER,OK
14,🟡,180640,한진칼,KOSPI,2026-09-01,129800,"120,000원~128,500원","134,300원~139,400원","약 ±3,920원 내외 (±3.28%)",2.5,118000,100900.0,143700.0,42.42,67.52,9.08,16.73,44636,12300425117,False,False,127.0,1개월 추세 양호 9.1%; 매수위치 중립 67.5%; 변동성 적정 3.28%; 3개월 변동폭 유효 42.4%; 대형주 안정성,29788613000,KRW,FALSE,2026 반기보고서,OK,00983040,한진칼,OPENDART_OFFICIAL_DOWNLOAD,MATCH,동일 종목코드 후보 중 KRX 종목명과 회사명 완전일치,1,NAME_EXACT,READY,OK,2026 반기보고서,2026,11012,반기보고서,CFS,KRW,141056301000.0,-264445000.0,4096404418000.0,668348165000.0,3428056253000.0,133332388000.0,16644187000.0,185817185000.0,5.79,78.97,-100.14,21.12,19.5,-0.02,흑자지속,8665743814200.0,66762279.0,2026-09-01,-7.92,51347.2,,2.53,PARTIAL_LOSS_PER_NA,KRX 시가총액·상장주식수 / OpenDART 반기보고서 / 누적순이익 × 2 연환산,,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,"대량보유,주요주주변동",20260811,주식등의대량보유상황보고서(일반),3,2026-09-02T10:26:58+09:00,180640,한진칼,139900,10100,7.78,,,OPEN,2026-09-02T10:42:18+09:00,NAVER,OK
15,🟡,017670,SK텔레콤,KOSPI,2026-09-01,94600,"87,200원~93,700원","101,100원~106,500원","약 ±2,970원 내외 (±3.10%)",2.7,85700,76000.0,139500.0,83.55,29.29,15.37,-15.69,751318,152503112667,False,False,126.0,1개월 추세 양호 15.4%; 거래대금 우수; 변동성 적정 3.10%; 대형주 안정성,1103634000000,KRW,FALSE,2026 반기보고서,OK,00159023,SK텔레콤,OPENDART_OFFICIAL_DOWNLOAD,MATCH,동일 종목코드 후보 중 KRX 종목명과 회사명 완전일치,1,NAME_EXACT,READY,OK,2026 반기보고서,2026,11012,반기보고서,CFS,KRW,8751369000000.0,782395000000.0,32430151000000.0,16935152000000.0,15494999000000.0,8792477000000.0,905644000000.0,444822000000.0,-0.47,21.86,75.89,12.61,109.29,10.1,흑자지속,21436047289400.0,214790053.0,2026-08-18,7285.21,72140.21,13.7,1.38,READY,KRX 시가총액·상장주식수 / OpenDART 반기보고서 / 누적순이익 × 2 연환산,,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,"대량보유,자사주처분,주요주주변동",20260901,자기주식처분결과보고서,9,2026-09-02T10:26:58+09:00,017670,SK텔레콤,91900,-2700,-2.85,,,OPEN,2026-09-02T10:41:21+09:00,NAVER,OK
16,🟡,011200,HMM,KOSPI,2026-09-01,21350,"20,200원~21,150원","22,200원~22,850원",약 ±466원 내외 (±2.28%),1.8,19950,17910.0,23400.0,30.65,62.66,2.89,7.99,1036458,33875007900,False,False,125.0,매수위치 중립 62.7%; 거래대금 양호; 변동성 적정 2.28%; 3개월 변동폭 유효 30.6%; 대형주 안정성,623212000000,KRW,FALSE,2026 반기보고서,OK,00164645,HMM,OPENDART_OFFICIAL_DOWNLOAD,MATCH,동일 종목코드 후보 중 KRX 종목명과 회사명 완전일치,1,NAME_EXACT,READY,OK,2026 반기보고서,2026,11012,반기보고서,CFS,KRW,6120700000000.0,765009000000.0,37183441000000.0,8453215000000.0,28730226000000.0,5477429000000.0,847074000000.0,1211050000000.0,11.74,-26.43,-36.83,10.18,29.42,5.33,흑자지속,21364340020500.0,943237970.0,2026-08-18,1622.09,30459.15,13.96,0.74,READY,KRX 시가총액·상장주식수 / OpenDART 반기보고서 / 누적순이익 × 2 연환산,,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,FALSE,FALSE,없음,,,,0,2026-09-02T10:26:58+09:00,011200,HMM,20700,-650,-3.04,,,OPEN,2026-09-02T10:42:00+09:00,NAVER,OK
17,🟡,005930,삼성전자,KOSPI,2026-09-01,261000,"225,000원~256,500원","292,500원~318,500원","약 ±14,410원 내외 (±5.08%)",1.9,218000,189200.0,374500.0,97.94,38.75,8.98,-25.21,15319615,5906805129160,False,False,124.0,1개월 추세 양호 9.0%; 매수위치 중립 38.8%; 거래대금 우수; 변동성 큼 5.08%; 대형주 안정성,146725209000000,KRW,FALSE,2026 반기보고서,OK,00126380,삼성전자,OPENDART_OFFICIAL_DOWNLOAD,MATCH,동일 종목코드 후보 중 KRX 종목명과 회사명 완전일치,1,NAME_EXACT,READY,OK,2026 반기보고서,2026,11012,반기보고서,CFS,KRW,305372914000000.0,118849733000000.0,759480516000000.0,180170840000000.0,579309676000000.0,153706820000000.0,11361329000000.0,13339313000000.0,98.67,1191.44,790.97,48.05,31.1,41.03,흑자지속,1569725806248000.0,5846278608.0,2026-08-18,40658.25,99090.33,6.6,2.71,READY,KRX 시가총액·상장주식수 / OpenDART 반기보고서 / 누적순이익 × 2 연환산,,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,"대량보유,자사주처분,주요주주변동",20260831,임원ㆍ주요주주특정증권등소유상황보고서,830,2026-09-02T10:26:58+09:00,005930,삼성전자,253000,-8000,-3.07,,,OPEN,2026-09-02T10:41:20+09:00,NAVER,OK
18,🟡,010120,LS ELECTRIC,KOSPI,2026-09-01,204500,"175,400원~201,000원","230,000원~251,000원","약 ±11,660원 내외 (±5.57%)",2.4,169500,148000.0,281500.0,90.2,42.32,8.55,-23.41,371147,123178667395,False,False,124.0,1개월 추세 양호 8.6%; 매수위치 중립 42.3%; 거래대금 우수; 변동성 큼 5.57%; 대형주 안정성,305087151603,KRW,FALSE,2026 반기보고서,OK,,,,MISMATCH,KRX 종목명=LS ELECTRIC; OpenDART 후보=엘에스일렉트릭,1,NO_NAME_MATCH,LIMITED,NO_CORP_CODE,,,,,,KRW,,,,,,,,,,,,,,,,,,,,,,,LIMITED_NO_FINANCIAL_DATA,,"revenue,operating_profit,net_income,total_assets,total_liabilities,total_equity",LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,"자사주처분,주요주주변동",20260804,임원ㆍ주요주주특정증권등소유상황보고서,3,2026-09-02T10:26:58+09:00,010120,LS ELECTRIC,197700,-6800,-3.33,,,OPEN,2026-09-02T10:42:03+09:00,NAVER,OK
19,🟡,207940,삼성바이오로직스,KOSPI,2026-09-01,1520000,"1,433,000원~1,505,000원","1,566,000원~1,613,000원","약 ±34,800원 내외 (±2.46%)",1.9,1416000,1228000.0,1645000.0,33.96,70.02,6.82,10.38,29197,78358038331,False,False,124.0,1개월 추세 양호 6.8%; 거래대금 양호; 변동성 적정 2.46%; 3개월 변동폭 유효 34.0%; 대형주 안정성,1167196422965,KRW,FALSE,2026 반기보고서,OK,00877059,삼성바이오로직스,OPENDART_OFFICIAL_DOWNLOAD,MATCH,동일 종목코드 후보 중 KRX 종목명과 회사명 완전일치,1,NAME_EXACT,READY,OK,2026 반기보고서,2026,11012,반기보고서,CFS,KRW,2578030056694.0,899899606847.0,12652621086337.0,4290697900998.0,8361923185339.0,2013782484640.0,907441669818.0,699939693469.0,28.02,28.62,28.57,45.27,51.31,21.52,흑자지속,70871445981000.0,46290951.0,2026-08-18,38880.15,180638.4,39.38,8.48,READY,KRX 시가총액·상장주식수 / OpenDART 반기보고서 / 누적순이익 × 2 연환산,,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,"대량보유,유상증자,주요주주변동",20260828,주요사항보고서(유상증자결정),3,2026-09-02T10:26:58+09:00,207940,삼성바이오로직스,1494000,-26000,-1.71,,,OPEN,2026-09-02T10:42:00+09:00,NAVER,OK
20,🟡,030200,KT,KOSPI,2026-09-01,54000,"51,900원~53,500원","55,900원~57,500원",약 ±851원 내외 (±1.56%),2.4,51400,50700.0,60000.0,18.34,35.48,3.45,1.5,138182,19517879442,False,False,124.0,1개월 추세 양호 3.5%; 매수위치 중립 35.5%; 변동성 적정 1.56%; 대형주 안정성,1131016000000,KRW,FALSE,2026 반기보고서,OK,,,,MISMATCH,KRX 종목명=KT; OpenDART 후보=케이티,1,NO_NAME_MATCH,LIMITED,NO_CORP_CODE,,,,,,KRW,,,,,,,,,,,,,,,,,,,,,,,LIMITED_NO_FINANCIAL_DATA,,"revenue,operating_profit,net_income,total_assets,total_liabilities,total_equity",LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,"대량보유,자사주처분,주요주주변동",20260730,주식등의대량보유상황보고서(약식),24,2026-09-02T10:26:58+09:00,030200,KT,54000,0,0.0,,,OPEN,2026-09-02T10:41:57+09:00,NAVER,OK
21,🟡,028670,팬오션,KOSPI,2026-09-01,5600,"5,200원~5,540원","5,950원~6,240원",약 ±161원 내외 (±3.03%),1.7,5120,4400.0,6530.0,48.41,56.34,13.48,9.59,3288729,25477321435,False,False,123.0,1개월 추세 양호 13.5%; 매수위치 중립 56.3%; 변동성 적정 3.03%; 3개월 변동폭 유효 48.4%,334618000000,KRW,FALSE,2026 반기보고서,OK,00122737,팬오션,OPENDART_OFFICIAL_DOWNLOAD,MATCH,동일 종목코드 후보 중 KRX 종목명과 회사명 완전일치,1,NAME_EXACT,READY,OK,2026 반기보고서,2026,11012,반기보고서,CFS,KRW,3422590000000.0,231964000000.0,12838106000000.0,6516519000000.0,6321587000000.0,2687095000000.0,236327000000.0,194808000000.0,27.37,41.59,19.07,9.78,103.08,7.34,흑자지속,2998934962320.0,534569512.0,2026-08-26,867.85,11825.57,6.46,0.47,READY,KRX 시가총액·상장주식수 / OpenDART 반기보고서 / 누적순이익 × 2 연환산,,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,"대량보유,주요주주변동",20260820,주식등의대량보유상황보고서(일반),10,2026-09-02T10:26:58+09:00,028670,팬오션,5500,-100,-1.79,,,OPEN,2026-09-02T10:42:18+09:00,NAVER,OK
22,🟡,017800,현대엘리베이터,KOSPI,2026-09-01,74800,"71,400원~74,100원","77,800원~80,200원","약 ±1,341원 내외 (±1.84%)",1.8,70800,61800.0,85000.0,37.54,56.03,10.49,-5.67,102597,10721709457,False,False,123.0,1개월 추세 양호 10.5%; 매수위치 중립 56.0%; 변동성 적정 1.84%; 3개월 변동폭 유효 37.5%,124965116334,KRW,FALSE,2026 반기보고서,OK,00164724,현대엘리베이터,OPENDART_OFFICIAL_DOWNLOAD,MATCH,동일 종목코드 후보 중 KRX 종목명과 회사명 완전일치,1,NAME_EXACT,READY,OK,2026 반기보고서,2026,11012,반기보고서,CFS,KRW,1238690904271.0,193980863193.0,3427299827859.0,2250276241221.0,1177023586638.0,1231889604286.0,103848223216.0,87415356225.0,0.55,20.33,121.91,10.09,191.18,32.96,흑자지속,2900654967000.0,39092385.0,2026-08-19,9924.23,30108.77,7.48,2.46,READY,KRX 시가총액·상장주식수 / OpenDART 반기보고서 / 누적순이익 × 2 연환산,,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,"대량보유,주요주주변동",20260713,주식등의대량보유상황보고서(일반),35,2026-09-02T10:26:58+09:00,017800,현대엘리베이터,73400,-1400,-1.87,,,OPEN,2026-09-02T10:41:18+09:00,NAVER,OK
23,🟡,298020,효성티앤씨,KOSPI,2026-09-01,345000,"319,500원~341,500원","367,500원~385,500원","약 ±10,160원 내외 (±3.26%)",2.0,314500,255000.0,406500.0,59.41,59.41,9.87,-6.5,17420,6611868600,False,False,123.0,1개월 추세 양호 9.9%; 매수위치 중립 59.4%; 변동성 적정 3.26%; 3개월 변동폭 유효 59.4%,275004370926,KRW,FALSE,2026 반기보고서,OK,01316227,효성티앤씨,OPENDART_OFFICIAL_DOWNLOAD,MATCH,동일 종목코드 후보 중 KRX 종목명과 회사명 완전일치,1,NAME_EXACT,READY,OK,2026 반기보고서,2026,11012,반기보고서,CFS,KRW,4510392505992.0,174790709480.0,6340864569133.0,4140533626431.0,2200330942702.0,3841872712800.0,150705619122.0,45815443398.0,17.4,82.48,281.51,6.1,188.18,15.89,흑자지속,1497377972000.0,4327682.0,2026-08-28,80777.98,508431.75,4.28,0.68,READY,KRX 시가총액·상장주식수 / OpenDART 반기보고서 / 누적순이익 × 2 연환산,,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,주요주주변동,20260901,임원ㆍ주요주주특정증권등소유상황보고서,3,2026-09-02T10:26:58+09:00,298020,효성티앤씨,341500,-3500,-1.01,,,OPEN,2026-09-02T10:42:20+09:00,NAVER,OK
24,🟡,007070,GS리테일,KOSPI,2026-09-01,26350,"24,700원~26,100원","27,750원~28,800원",약 ±654원 내외 (±2.62%),1.8,24400,21050.0,29650.0,40.86,61.63,7.99,6.46,95899,5381647930,False,False,123.0,1개월 추세 양호 8.0%; 매수위치 중립 61.6%; 변동성 적정 2.62%; 3개월 변동폭 유효 40.9%,167681342650,KRW,FALSE,2026 반기보고서,OK,00140177,GS리테일,OPENDART_OFFICIAL_DOWNLOAD,MATCH,동일 종목코드 후보 중 KRX 종목명과 회사명 완전일치,1,NAME_EXACT,READY,OK,2026 반기보고서,2026,11012,반기보고서,CFS,KRW,6030018825838.0,107151488076.0,7378005839294.0,4032901563771.0,3345104275523.0,5726031680436.0,127650420194.0,19033367181.0,5.31,31.36,462.97,2.78,120.56,6.41,흑자지속,2228137609750.0,83607415.0,2026-08-28,2563.21,40009.66,10.4,0.67,READY,KRX 시가총액·상장주식수 / OpenDART 반기보고서 / 누적순이익 × 2 연환산,,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,"대량보유,주요주주변동",20260813,임원ㆍ주요주주특정증권등소유상황보고서,4,2026-09-02T10:26:58+09:00,007070,GS리테일,25900,-450,-1.71,,,OPEN,2026-09-02T10:42:14+09:00,NAVER,OK
25,🟡,000270,기아,KOSPI,2026-09-01,131200,"120,400원~129,900원","140,700원~148,500원","약 ±4,320원 내외 (±2.96%)",2.2,118200,114700.0,174600.0,52.22,27.55,1.23,-22.78,813483,104653043289,False,False,122.0,거래대금 우수; 변동성 적정 2.96%; 3개월 변동폭 유효 52.2%; 대형주 안정성,4833650000000,KRW,FALSE,2026 반기보고서,OK,00106641,기아,OPENDART_OFFICIAL_DOWNLOAD,MATCH,동일 종목코드 후보 중 KRX 종목명과 회사명 완전일치,1,NAME_EXACT,READY,OK,2026 반기보고서,2026,11012,반기보고서,CFS,KRW,62538936000000.0,4157949000000.0,106829374000000.0,42140138000000.0,64689236000000.0,57367145000000.0,5773354000000.0,4660812000000.0,9.02,-16.28,-10.79,7.73,65.14,12.86,흑자지속,53564663325600.0,390412998.0,2026-08-18,21300.26,165694.37,6.44,0.83,READY,KRX 시가총액·상장주식수 / OpenDART 반기보고서 / 누적순이익 × 2 연환산,,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,주의,"대량보유,주요주주변동",20260709,주식등의대량보유상황보고서(일반),2,2026-09-02T10:26:58+09:00,000270,기아,125200,-6000,-4.57,,,OPEN,2026-09-02T10:42:00+09:00,NAVER,OK
26,🟡,033780,KT&G,KOSPI,2026-09-01,174900,"167,600원~173,200원","181,300원~186,800원","약 ±2,915원 내외 (±1.64%)",2.1,166100,164000.0,192400.0,17.32,38.38,-0.4,-5.51,114540,46253821991,False,False,122.0,매수위치 중립 38.4%; 거래대금 양호; 변동성 적정 1.64%; 대형주 안정성,778988000000,KRW,FALSE,2026 반기보고서,OK,,,,MISMATCH,KRX 종목명=KT&G; OpenDART 후보=케이티앤지,1,NO_NAME_MATCH,LIMITED,NO_CORP_CODE,,,,,,KRW,,,,,,,,,,,,,,,,,,,,,,,LIMITED_NO_FINANCIAL_DATA,,"revenue,operating_profit,net_income,total_assets,total_liabilities,total_equity",LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,대량보유,20260805,주식등의대량보유상황보고서(일반),5,2026-09-02T10:26:58+09:00,033780,KT&G,172900,-2000,-1.14,,,OPEN,2026-09-02T10:41:54+09:00,NAVER,OK
27,🟡,024110,기업은행,KOSPI,2026-09-01,20900,"20,150원~20,700원","21,600원~22,200원",약 ±307원 내외 (±1.47%),2.6,19980,19300.0,23700.0,22.8,36.36,3.21,4.24,912251,18850953922,False,False,122.0,1개월 추세 양호 3.2%; 매수위치 중립 36.4%; 3개월 변동폭 유효 22.8%; 대형주 안정성,1847648000000,KRW,FALSE,2026 반기보고서,OK,00149646,기업은행,OPENDART_OFFICIAL_DOWNLOAD,MATCH,동일 종목코드 후보 중 KRX 종목명과 회사명 완전일치,1,NAME_EXACT,READY,OK,2026 반기보고서,2026,11012,반기보고서,CFS,KRW,8958475000000.0,1442919000000.0,526866295000000.0,488932282000000.0,37934013000000.0,8981705000000.0,1951472000000.0,1508576000000.0,-0.26,-5.32,-4.35,20.62,1288.9,7.61,흑자지속,16666200662100.0,797425869.0,2026-09-01,3618.94,47570.58,5.78,0.44,READY,KRX 시가총액·상장주식수 / OpenDART 반기보고서 / 누적순이익 × 2 연환산,,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,주의,주요주주변동,20260721,임원ㆍ주요주주특정증권등소유상황보고서,1,2026-09-02T10:26:58+09:00,024110,기업은행,20900,0,0.0,,,OPEN,2026-09-02T10:41:20+09:00,NAVER,OK
28,🟡,055550,신한지주,KOSPI,2026-09-01,111100,"105,200원~110,000원","114,400원~117,900원","약 ±2,365원 내외 (±2.32%)",1.8,104000,89400.0,113300.0,26.73,90.79,8.18,19.98,1856782,115070923658,False,False,120.0,1개월 추세 양호 8.2%; 상단권 90.8%; 거래대금 우수; 변동성 적정 2.32%; 3개월 변동폭 유효 26.7%,4630734000000,KRW,FALSE,2026 반기보고서,OK,00382199,신한지주,OPENDART_OFFICIAL_DOWNLOAD,MATCH,동일 종목코드 후보 중 KRX 종목명과 회사명 완전일치,1,NAME_EXACT,READY,OK,2026 반기보고서,2026,11012,반기보고서,CFS,KRW,14354098000000.0,3495799000000.0,840894337000000.0,778374567000000.0,62519770000000.0,14035110000000.0,3958471000000.0,3094280000000.0,2.27,16.98,12.98,32.26,1245.01,11.18,흑자지속,49996450453500.0,469450239.0,2026-08-18,14893.16,133176.56,7.15,0.8,READY,KRX 시가총액·상장주식수 / OpenDART 반기보고서 / 누적순이익 × 2 연환산,,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,주의,대량보유,20260902,주식등의대량보유상황보고서(약식),2,2026-09-02T10:26:58+09:00,055550,신한지주,112600,1500,1.35,,,OPEN,2026-09-02T10:41:19+09:00,NAVER,OK
29,🟡,267270,HD건설기계,KOSPI,2026-09-01,129600,"117,200원~128,100원","140,500원~149,400원","약 ±4,950원 내외 (±3.81%)",2.4,114700,104800.0,163500.0,56.01,42.25,2.45,-10.62,119481,34101280980,False,False,120.0,매수위치 중립 42.2%; 거래대금 양호; 3개월 변동폭 유효 56.0%; 대형주 안정성,439582380000,KRW,FALSE,2026 반기보고서,OK,01205842,HD건설기계,OPENDART_OFFICIAL_DOWNLOAD,MATCH,동일 종목코드 후보 중 KRX 종목명과 회사명 완전일치,1,NAME_EXACT,READY,OK,2026 반기보고서,2026,11012,반기보고서,CFS,KRW,4739037607000.0,354565427000.0,9615267025000.0,4581620735000.0,5033646290000.0,1874547415000.0,81694202000.0,26272266000.0,152.81,438.08,1249.58,9.28,91.02,14.09,흑자지속,6459871715600.0,47921897.0,2026-08-25,14797.64,105038.54,9.11,1.28,READY,KRX 시가총액·상장주식수 / OpenDART 반기보고서 / 누적순이익 × 2 연환산,,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,"유상증자,주요주주변동",20260831,유상증자결정(종속회사의주요경영사항)              ,2,2026-09-02T10:26:58+09:00,267270,HD건설기계,125100,-4500,-3.47,,,OPEN,2026-09-02T10:41:19+09:00,NAVER,OK
30,🟡,051900,LG생활건강,KOSPI,2026-09-01,306000,"290,000원~303,000원","315,000원~324,500원","약 ±6,370원 내외 (±2.41%)",2.4,287000,210000.0,335500.0,59.76,76.49,7.94,23.14,83330,31674568442,False,False,120.0,1개월 추세 양호 7.9%; 거래대금 양호; 변동성 적정 2.41%; 3개월 변동폭 유효 59.8%,210613270644,KRW,FALSE,2026 반기보고서,OK,00356370,LG생활건강,OPENDART_OFFICIAL_DOWNLOAD,MATCH,동일 종목코드 후보 중 KRX 종목명과 회사명 완전일치,1,NAME_EXACT,READY,OK,2026 반기보고서,2026,11012,반기보고서,CFS,KRW,3234010726718.0,166350160312.0,7222275992921.0,1446634502560.0,5775641490361.0,3302749508067.0,197183400280.0,142022364830.0,-2.08,6.81,17.13,6.51,25.05,5.76,흑자지속,4687338699000.0,14975523.0,2026-08-31,22216.27,385672.11,14.09,0.81,READY,KRX 시가총액·상장주식수 / OpenDART 반기보고서 / 누적순이익 × 2 연환산,,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,유상증자,20260901,[기재정정]유상증자결정(종속회사의주요경영사항)              ,2,2026-09-02T10:26:58+09:00,051900,LG생활건강,298500,-7500,-2.45,,,OPEN,2026-09-02T10:42:18+09:00,NAVER,OK
