ticker,name,market,corp_code,prior_rcept_no,prior_xbrl_status,prior_audit_result,prior_approved_exact_count,candidate_rcept_count,xbrl_zip_success_count,xbrl_refresh_classification,xbrl_best_rcept_no,xbrl_best_report_nm,xbrl_best_approved_exact_local_names,full_account_status,full_account_fs_div,full_account_message,full_account_classification,full_account_exact_stats_json,xbrl_attempts_json
011200,HMM,KOSPI,00164645,20260318001444,OK,XBRL_DA_FACT_FOUND_NO_APPROVED_EXACT,0,1,1,ZIP_OK_NO_APPROVED_EXACT,20260318001444,사업보고서 (2025.12),,OK,CFS,,NO_APPROVED_EXACT,"{""ifrs-full_AdjustmentsForAmortisationExpense"":{""occurrence_count"":0,""unique_numeric_values"":[],""account_names"":[]},""ifrs-full_AdjustmentsForDepreciationExpense"":{""occurrence_count"":0,""unique_numeric_values"":[],""account_names"":[]}}","[{""rcept_no"":""20260318001444"",""candidate_source"":""V885_PRIOR"",""rcept_dt"":""20260318"",""report_nm"":""사업보고서 (2025.12)"",""http_status"":""OK"",""http_error"":"""",""content_type"":""application/x-msdownload;charset=UTF-8"",""zip_status"":""ZIP_OK"",""member_count"":6,""approved_exact_fact_count"":0,""approved_exact_local_names"":[],""all_da_local_names"":[""AdjustmentsForDepreciationAndAmortisationExpense"",""AllocationOfRightOfUseAssetDepreciationByFunctionTextBlock"",""AmortisationExpense"",""AmortisationIntangibleAssetsOtherThanGoodwill"",""DepreciationExpense"",""DepreciationExpenseSellingGeneralAdministrativeExpenses"",""DepreciationPropertyPlantAndEquipment"",""DepreciationRightofuseAssets""],""dart_status"":""000"",""dart_message"":""ZIP_OK"",""body_head"":""""}]"
012690,모나리자,KOSPI,00173102,20260515002512,OK,XBRL_NO_DA_FACT,0,2,2,ZIP_OK_NO_APPROVED_EXACT,20260515002512,[기재정정]사업보고서 (2025.12),,OK,OFS,,NO_APPROVED_EXACT,"{""ifrs-full_AdjustmentsForAmortisationExpense"":{""occurrence_count"":0,""unique_numeric_values"":[],""account_names"":[]},""ifrs-full_AdjustmentsForDepreciationExpense"":{""occurrence_count"":0,""unique_numeric_values"":[],""account_names"":[]}}","[{""rcept_no"":""20260515002512"",""candidate_source"":""V885_PRIOR"",""rcept_dt"":""20260515"",""report_nm"":""[기재정정]사업보고서 (2025.12)"",""http_status"":""OK"",""http_error"":"""",""content_type"":""application/x-msdownload;charset=UTF-8"",""zip_status"":""ZIP_OK"",""member_count"":6,""approved_exact_fact_count"":0,""approved_exact_local_names"":[],""all_da_local_names"":[],""dart_status"":""000"",""dart_message"":""ZIP_OK"",""body_head"":""""},{""rcept_no"":""20260313000675"",""candidate_source"":""DART_LIST_REFRESH"",""rcept_dt"":""20260313"",""report_nm"":""사업보고서 (2025.12)"",""http_status"":""OK"",""http_error"":"""",""content_type"":""application/x-msdownload;charset=UTF-8"",""zip_status"":""ZIP_OK"",""member_count"":6,""approved_exact_fact_count"":0,""approved_exact_local_names"":[],""all_da_local_names"":[],""dart_status"":""000"",""dart_message"":""ZIP_OK"",""body_head"":""""}]"
