name,ticker,country,currency,exchange,status,last_date,current_close,split_buy_low_ref,split_buy_high_ref,split_buy_ref,target1_ref,stop_ref,avg_daily_move_abs,avg_daily_move_pct,avg_wave_days,low_3m_intraday,high_3m_intraday,low_3m_close,high_3m_close,range_3m_pct,position_in_3m_range_pct,last_volume,last_trading_value,avg20_trading_value,low_liquidity,foreign_net_5d_value,foreign_net_20d_value,foreign_net_60d_value,institution_net_5d_value,institution_net_20d_value,institution_net_60d_value,data_rows,source_used,error
Cerebras Systems Inc,CBRS,US,USD,NASDAQ,OK,2026-06-17,213.67,198.7,209.12,209.12,247.01,190.83,15.15,6.18,1.5,196.73,386.34,201.01,311.07,96.38,8.93,4899800.0,1046940257.0,1462407354.0,False,,,,,,,24,yfinance_close,
DB하이텍,000990,KR,KRW,KOSPI,OK,2026-06-18,154500.0,135600.0,152200.0,152200.0,171100.0,131800.0,7560.0,5.22,2.0,76300.0,230500.0,77900.0,220500.0,202.1,50.71,532740.0,82308330000.0,143999752815.0,False,,,,,,,63,pykrx_adjusted,
HD현대일렉트릭,267260,KR,KRW,KOSPI,OK,2026-06-18,1087000.0,991000.0,1075000.0,1075000.0,1172000.0,972000.0,38450.0,3.58,2.2,830000.0,1430000.0,832000.0,1420000.0,72.29,42.83,142182.0,154551834000.0,230857522150.0,False,,,,,,,63,pykrx_adjusted,
HD현대중공업,329180,KR,KRW,KOSPI,OK,2026-06-18,684000.0,631000.0,677000.0,677000.0,691000.0,620000.0,21350.0,3.55,2.3,428000.0,765000.0,439000.0,745000.0,78.74,75.96,361327.0,247147668000.0,320229969000.0,False,,,,,,,63,pykrx_adjusted,
Intel,INTC,US,USD,NASDAQ,OK,2026-06-17,121.1,111.23,119.89,119.89,112.48,109.26,3.95,4.55,2.1,40.63,132.75,41.19,129.44,226.73,87.35,114291800.0,13840736806.0,14734165837.0,False,,,,,,,64,yfinance_close,
LG에너지솔루션,373220,KR,KRW,KOSPI,OK,2026-06-18,400000.0,369000.0,396000.0,396000.0,427500.0,362500.0,12430.0,2.99,1.8,355000.0,497500.0,356000.0,484500.0,40.14,31.58,341036.0,136414400000.0,245222733675.0,False,,,,,,,63,pykrx_adjusted,
LG이노텍,011070,KR,KRW,KOSPI,OK,2026-06-18,1283000.0,1181000.0,1270000.0,1270000.0,1373000.0,1160000.0,40900.0,5.62,1.8,259500.0,1788000.0,268500.0,1530000.0,589.02,66.96,738271.0,947201693000.0,826762165100.0,False,,,,,,,63,pykrx_adjusted,
LG전자,066570,KR,KRW,KOSPI,OK,2026-06-18,228500.0,199400.0,225000.0,225000.0,254000.0,193600.0,11630.0,5.64,2.1,103600.0,438000.0,105600.0,392500.0,322.78,37.35,1541989.0,352344486500.0,1161516266150.0,False,,,,,,,63,pykrx_adjusted,
LG전자우,066575,KR,KRW,KOSPI,OK,2026-06-18,77000.0,67900.0,75900.0,75900.0,85000.0,66100.0,3645.0,4.85,2.1,47100.0,138400.0,47300.0,124400.0,193.84,32.75,170581.0,13134737000.0,70494718640.0,False,,,,,,,63,pykrx_adjusted,
LG화학,051910,KR,KRW,KOSPI,OK,2026-06-18,342500.0,315500.0,339000.0,339000.0,366500.0,310000.0,10860.0,3.12,2.2,289000.0,437500.0,290000.0,429500.0,51.38,36.03,315598.0,108092315000.0,141118327525.0,False,,,,,,,63,pykrx_adjusted,
