name,ticker,market,status,last_date,current_close,split_buy_low_ref,split_buy_high_ref,target1_ref,target2_ref,stop_ref,avg_daily_move_abs,avg_daily_move_pct,avg_wave_days,low_1m_intraday,high_1m_intraday,low_1m_close,high_1m_close,range_1m_pct,position_in_1m_range_pct,data_rows_1m,low_3m_intraday,high_3m_intraday,low_3m_close,high_3m_close,range_3m_pct,position_in_3m_range_pct,return_1m_pct,return_3m_pct,last_volume,last_trading_value,avg20_trading_value,low_liquidity,market_cap,listed_shares,data_rows,source_used,operating_profit,operating_profit_unit,operating_loss_flag,operating_loss_basis,operating_loss_source_status,supply_check_status,supply_check_scope,supply_check_limited_reason,supply_burden_detected,supply_burden_flag,supply_burden_level,supply_burden_keywords,supply_burden_latest_report_date,supply_burden_latest_report_name,supply_burden_report_count,supply_burden_checked_at_kst
3S,060310,KOSDAQ,OK,2026-07-31,987,841.0,969,1116,1221,812.0,58.0,4.38,2.3,831.0,1323.0,850,1250,59.21,31.71,23,831.0,1978.0,850,1815,138.03,13.6,-16.85,-32.12,230438,217629611,198422352,True,52369272480,53059040,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-5831286169,KRW,TRUE,2025 사업보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,"대량보유,주요주주변동",20260630,임원ㆍ주요주주특정증권등소유상황보고서,3,2026-08-01T10:30:42+09:00
APS,054620,KOSDAQ,OK,2026-07-31,4125,3765.0,4080,4445,4705,3690.0,145.0,3.09,2.5,3280.0,4720.0,3635,4390,43.9,58.68,23,3280.0,7200.0,3635,6890,119.51,21.56,-1.55,-39.6,39973,158111051,203433221,True,75876161625,18394221,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-733432978,KRW,TRUE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,"대량보유,자사주처분,주요주주변동",20260716,주식등의대량보유상황보고서(일반),9,2026-08-01T10:30:42+09:00
APS이노베이션,079810,KOSDAQ,OK,2026-07-31,2825,2455.0,2780,3150,3420,2380.0,149.0,3.95,2.0,2270.0,3250.0,2415,3120,43.17,56.63,23,2270.0,6940.0,2415,6670,205.73,11.88,-9.16,-57.65,118850,324845363,302782486,True,60816865550,21528094,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,3002995084,KRW,FALSE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,FALSE,FALSE,없음,,,,0,2026-08-01T10:30:42+09:00
AP시스템,265520,KOSDAQ,OK,2026-07-31,18260,15850.0,17970,20400,22100,15360.0,966.0,4.3,2.0,15600.0,23200.0,16020,22450,48.72,35.0,23,15600.0,31100.0,16020,30200,99.36,17.16,-17.0,-30.31,115578,2062156815,1384934209,True,274827991460,15050821,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,17988139161,KRW,FALSE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,주의,대량보유,20260716,주식등의대량보유상황보고서(일반),1,2026-08-01T10:30:42+09:00
AP위성,211270,KOSDAQ,OK,2026-07-31,6870,5780.0,6690,8160,9210,5550.0,584.0,4.94,2.0,5720.0,9530.0,6200,9180,66.61,30.18,23,5720.0,19840.0,6200,18390,246.85,8.14,-25.16,-58.64,71329,480871125,642898856,True,103615428480,15082304,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-2555002810,KRW,TRUE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,"CB,CB발행",20260626,주요사항보고서(전환사채권발행결정),1,2026-08-01T10:30:42+09:00
BF랩스,139050,KOSDAQ,OK,2026-05-07,601,411.0,578,619,638,373.0,76.0,17.37,,310.0,601.0,373,601,93.87,100.0,4,310.0,601.0,373,601,93.87,100.0,,61.13,1314641,704051221,624225578,True,5195375151,8644551,4,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-503271872,KRW,TRUE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,FALSE,FALSE,없음,,,,0,2026-08-01T10:30:42+09:00
BGF에코머티리얼즈,126600,KOSDAQ,OK,2026-07-31,2735,2500.0,2705,2945,3115,2450.0,95.0,2.93,2.4,2460.0,3180.0,2580,3060,29.27,38.19,23,2460.0,4485.0,2580,4250,82.32,13.58,-6.81,-35.04,93578,250167747,241718660,True,171667468765,62766899,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,3228419225,KRW,FALSE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,FALSE,FALSE,없음,,,,0,2026-08-01T10:30:42+09:00
CG인바이츠,083790,KOSDAQ,OK,2026-07-31,762,718.0,752,832,889,690.0,32.0,3.28,2.2,711.0,1030.0,744,1008,44.87,15.99,23,711.0,1284.0,744,1258,80.59,8.9,-24.25,-39.43,127037,96460877,119486576,True,58593366684,76894182,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-6101710751,KRW,TRUE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,"대량보유,주요주주변동",20260723,임원ㆍ주요주주특정증권등소유상황보고서,10,2026-08-01T10:30:42+09:00
CJ ENM,035760,KOSDAQ,OK,2026-07-31,31350,28950.0,31050,33450,35200,28500.0,958.0,2.59,2.1,28100.0,34200.0,28850,34050,21.71,53.28,23,28100.0,56000.0,28850,54200,99.29,11.65,-1.42,-42.05,51049,1582599500,2446628518,True,687478977900,21929154,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,1459647025,KRW,FALSE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,FALSE,FALSE,없음,,,,0,2026-08-01T10:30:42+09:00
CJ 바이오사이언스,311690,KOSDAQ,OK,2026-07-31,3430,3090.0,3385,3770,4050,2970.0,155.0,3.18,2.0,3060.0,4800.0,3185,4645,56.86,21.26,23,3060.0,7920.0,3185,7840,158.82,7.61,-21.33,-55.97,9418,32165315,45414252,True,44814534660,13065462,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-5342068096,KRW,TRUE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,FALSE,FALSE,없음,,,,0,2026-08-01T10:30:42+09:00
CJ프레시웨이,051500,KOSDAQ,OK,2026-07-31,22550,21150.0,22300,23800,24850,20850.0,570.0,2.42,2.2,21000.0,24300.0,21750,23850,15.71,46.97,23,19800.0,29200.0,20000,28800,47.47,29.26,2.97,-21.7,13067,290143800,264934713,True,267704264300,11871586,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,11033935186,KRW,FALSE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,"대량보유,주요주주변동",20260612,임원ㆍ주요주주특정증권등소유상황보고서,3,2026-08-01T10:30:42+09:00
CMG제약,058820,KOSDAQ,OK,2026-07-31,730,649.0,720,806,869,626.0,35.0,3.19,2.6,643.0,1037.0,695,986,61.28,22.08,23,643.0,1808.0,695,1774,181.18,7.47,-25.96,-58.85,1130102,810686197,538930818,True,108130195880,148123556,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-2921991098,KRW,TRUE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,"CB,CB발행,대량보유",20260713,전환사채(해외전환사채포함)발행후만기전사채취득              ,3,2026-08-01T10:30:42+09:00
CNT85,056730,KOSDAQ,OK,2026-07-31,1319,1147.0,1298,1470,1594,1113.0,69.0,7.42,3.0,1131.0,1994.0,1275,1950,76.3,21.78,23,,2500.0,514,2235,,52.76,-31.19,156.61,14030,18549641,13028303,True,19550530603,14822237,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,172666804,KRW,FALSE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,주요주주변동,20260508,임원ㆍ주요주주특정증권등소유상황보고서,3,2026-08-01T10:30:42+09:00
CS,065770,KOSDAQ,OK,2026-07-31,1463,1166.0,1427,1724,1938,1107.0,119.0,6.68,1.8,1280.0,2430.0,1326,2090,89.84,15.91,23,,4120.0,1326,2900,,35.51,-1.28,-7.64,99204,142534646,2333618926,True,15383538632,10515064,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-369012701,KRW,TRUE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,"CB,CB발행,대량보유,유상증자,주요주주변동",20260722,[기재정정]주요사항보고서(유상증자결정),17,2026-08-01T10:30:42+09:00
CSA 코스믹,083660,KOSDAQ,OK,2026-07-31,230,188.0,225,267,297,179.0,17.0,5.95,2.6,,324.0,217,275,,70.99,23,,494.0,180,435,,46.56,-2.54,-47.13,0,0,411742496,True,24526966090,106638983,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-1581576378,KRW,TRUE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,"CB,CB발행,감자,유상증자",20260730,주권매매거래정지해제              (감자 주권 변경상장),15,2026-08-01T10:30:42+09:00
DB금융스팩12호,477760,KOSDAQ,OK,2026-07-31,2045,934.0,1286,2105,2170,2025.0,7.0,0.33,2.3,2035.0,2070.0,2045,2060,1.72,28.57,23,,2075.0,2030,2230,,98.55,-0.73,-8.3,4269,8721552,25295111,True,11942800000,5840000,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-14470084,KRW,TRUE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,주의,대량보유,20260708,주식등의대량보유상황보고서(약식),1,2026-08-01T10:30:42+09:00
DGI,099520,KOSDAQ,OK,2026-07-31,1284,1207.0,1271,1387,1477,1181.0,,0.0,,,,1284,1284,,,23,,,1284,1284,,,0.0,0.0,0,0,0,True,58141862016,45281824,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-476162520,KRW,TRUE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,상장폐지위험,20260529,기타시장안내              (상장폐지 관련 이의신청서 접수),2,2026-08-01T10:30:42+09:00
DH오토리드,290120,KOSDAQ,OK,2026-07-31,2285,2135.0,2260,2420,2525,2105.0,60.0,2.34,2.2,2105.0,2540.0,2250,2475,20.67,41.38,23,2105.0,3520.0,2250,3295,67.22,12.72,-4.19,-30.65,6939,15789210,36822375,True,36160529445,15825177,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,5196820153,KRW,FALSE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,"CB,대량보유,주요주주변동",20260610,임원ㆍ주요주주특정증권등소유상황보고서,5,2026-08-01T10:30:42+09:00
DH오토웨어,025440,KOSDAQ,OK,2026-07-31,3245,3070.0,3215,3340,3445,3035.0,71.0,7.72,3.4,,3650.0,730,3580,,88.9,23,,3650.0,690,3580,,88.9,344.52,298.65,9060,29102690,46786989,True,31659011780,9756244,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,3160439275,KRW,FALSE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,"대량보유,주요주주변동,최대주주변경",20260701,주식등의대량보유상황보고서(일반),7,2026-08-01T10:30:42+09:00
DMS,068790,KOSDAQ,OK,2026-07-31,8150,7570.0,8070,8390,8650,7450.0,233.0,3.65,3.0,4910.0,8780.0,5110,8530,78.82,83.72,23,4230.0,8780.0,4360,8530,107.57,86.15,59.49,-1.57,239690,1950241935,1239934948,True,183947325600,22570224,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-8566119232,KRW,TRUE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,주의,"대량보유,주요주주변동",20260716,주식등의대량보유상황보고서(일반),2,2026-08-01T10:30:42+09:00
DSC인베스트먼트,241520,KOSDAQ,OK,2026-07-31,7470,6300.0,7330,8500,9340,6070.0,467.0,4.47,2.4,6120.0,9850.0,6300,9460,60.95,36.19,23,6120.0,18500.0,6300,17260,202.29,10.9,-19.59,-56.21,303142,2145995485,1719104957,True,198702000000,26600000,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,4586555198,KRW,FALSE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,주의,주요주주변동,20260609,임원ㆍ주요주주특정증권등소유상황보고서,1,2026-08-01T10:30:42+09:00
DXVX,180400,KOSDAQ,OK,2026-07-31,2310,2065.0,2280,2525,2705,2015.0,99.0,3.63,2.2,1900.0,2820.0,1983,2500,48.42,44.57,23,1900.0,4740.0,1983,4625,149.47,14.44,2.67,-50.05,193614,439020397,246455640,True,227371987920,98429432,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-5253301111,KRW,TRUE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,"대량보유,주요주주변동",20260716,임원ㆍ주요주주특정증권등소유상황보고서,9,2026-08-01T10:30:42+09:00
E8,418620,KOSDAQ,OK,2026-07-31,656,603.0,645,739,806,579.0,38.0,3.65,2.4,597.0,1062.0,650,843,77.89,12.69,23,597.0,1520.0,650,1480,154.61,6.39,-22.18,-55.47,174102,115762366,151320409,True,13021912912,19850477,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-2656755880,KRW,TRUE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,주요주주변동,20260721,[기재정정]임원ㆍ주요주주특정증권등소유상황보고서,9,2026-08-01T10:30:42+09:00
EDGC,245620,KOSDAQ,OK,2026-07-31,741,697.0,734,800,852,682.0,5.0,1.29,,,,741,741,,,23,,,415,741,,,0.0,78.55,0,0,0,True,167118555474,225531114,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-1300738403,KRW,TRUE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,"감자,대량보유,유상증자,주요주주변동,최대주주변경",20260710,주식등의대량보유상황보고서(약식),17,2026-08-01T10:30:42+09:00
EG,037370,KOSDAQ,OK,2026-07-31,2950,2675.0,2915,3195,3395,2620.0,111.0,3.12,2.5,2650.0,3395.0,2715,3135,28.11,40.27,23,2510.0,5700.0,2715,5640,127.09,13.79,-3.59,-47.7,24366,68429745,43716332,True,25443667400,8624972,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-720697163,KRW,TRUE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,주의,대량보유,20260608,주식등의대량보유상황보고서(일반),2,2026-08-01T10:30:42+09:00
ES큐브,050120,KOSDAQ,OK,2026-07-31,2895,2725.0,2865,3045,3170,2690.0,69.0,2.43,1.6,2675.0,3010.0,2795,2960,12.52,65.67,23,2275.0,3450.0,2600,3200,51.65,52.77,3.21,1.22,8263,24139545,20366813,True,39268028970,13564086,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-16343416,KRW,TRUE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,주의,"대량보유,주요주주변동",20260622,주식등의대량보유상황보고서(일반),2,2026-08-01T10:30:42+09:00
FSN,214270,KOSDAQ,OK,2026-07-31,1325,1246.0,1312,1395,1452,1230.0,32.0,2.17,2.4,1198.0,1431.0,1290,1399,19.45,54.51,23,1198.0,2080.0,1287,2050,73.62,14.4,1.45,-35.37,137819,179331094,133874194,True,59962325125,45254585,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,1888466727,KRW,FALSE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,"대량보유,주요주주변동",20260716,임원ㆍ주요주주특정증권등소유상황보고서,13,2026-08-01T10:30:42+09:00
GC메디아이,032620,KOSDAQ,OK,2026-07-31,2885,2715.0,2855,3035,3155,2680.0,68.0,2.15,1.7,2645.0,3100.0,2740,3025,17.2,52.75,23,2645.0,4150.0,2680,4060,56.9,15.95,-0.35,-28.94,100520,282905750,287237500,True,150588746015,52197139,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,2240710872,KRW,FALSE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,"대량보유,주요주주변동",20260610,임원ㆍ주요주주특정증권등소유상황보고서,5,2026-08-01T10:30:42+09:00
GH신소재,130500,KOSDAQ,OK,2026-07-31,1770,1692.0,1752,1868,1948,1637.0,44.0,2.25,2.2,1675.0,1994.0,1687,1901,19.04,29.78,23,1675.0,2655.0,1687,2590,58.51,9.69,-4.38,-31.66,12365,21404073,86333383,True,25744742040,14545052,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,2028768007,KRW,FALSE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,FALSE,FALSE,없음,,,,0,2026-08-01T10:30:42+09:00
GMI벤처,019570,KOSDAQ,OK,2026-07-31,2310,2210.0,2285,2380,2465,2195.0,39.0,8.77,2.2,,2795.0,296,2310,,82.65,23,,2795.0,293,2310,,82.65,680.41,392.54,221723,518224434,149323677,True,22048959240,9545004,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-3051440646,KRW,TRUE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,"CB,CB발행,감자,대량보유,전환청구",20260731,주식등의대량보유상황보고서(약식),22,2026-08-01T10:30:42+09:00
GRT,900290,KOSDAQ,OK,2026-07-31,3355,3005.0,3315,3665,3915,2935.0,140.0,4.76,2.4,2120.0,3365.0,2190,3355,58.73,99.2,23,2120.0,4155.0,2190,4100,95.99,60.69,14.51,-13.53,736822,2298414001,2452900047,True,274439000000,81800000,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,707629590,KRW,FALSE,2025 사업보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,"대량보유,유상증자",20260721,[기재정정]주요사항보고서(유상증자결정),7,2026-08-01T10:30:42+09:00
GST,083450,KOSDAQ,OK,2026-07-31,42850,35800.0,42000,49050,54100,34400.0,2815.0,5.55,1.9,33050.0,57100.0,35950,55300,72.77,40.75,23,33050.0,70800.0,35950,66500,114.22,25.96,-22.51,-11.65,259142,10720391400,6970679755,False,789725500000,18430000,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,20191447798,KRW,FALSE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,"대량보유,주요주주변동",20260724,임원ㆍ주요주주특정증권등소유상황보고서,7,2026-08-01T10:30:42+09:00
HB솔루션,297890,KOSDAQ,OK,2026-07-31,1598,1401.0,1574,1771,1913,1362.0,79.0,4.08,2.3,1360.0,2000.0,1417,1922,47.06,37.19,23,1360.0,2985.0,1417,2715,119.49,14.65,-13.85,-30.52,413059,636637604,717405856,True,116879180572,73140914,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-1131949736,KRW,TRUE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,주의,주요주주변동,20260624,임원ㆍ주요주주특정증권등소유상황보고서,1,2026-08-01T10:30:42+09:00
HB인베스트먼트,440290,KOSDAQ,OK,2026-07-31,1622,1597.0,1606,1697,1758,1534.0,34.0,1.87,2.0,1581.0,1789.0,1591,1770,13.16,19.71,23,1581.0,2280.0,1591,2240,44.21,5.87,-4.02,-27.59,154660,248446916,116880983,True,44615429460,27506430,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,882516410,KRW,FALSE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,FALSE,FALSE,없음,,,,0,2026-08-01T10:30:42+09:00
HB테크놀러지,078150,KOSDAQ,OK,2026-07-31,1834,1591.0,1783,2210,2515,1528.0,170.0,5.74,1.9,1575.0,2390.0,1601,2360,51.75,31.78,23,1575.0,6140.0,1601,4965,289.84,5.67,-18.85,-35.65,979933,1732235609,1647120992,True,170040989944,92715916,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,528099785,KRW,FALSE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,"대량보유,자사주처분,전환청구,주요주주변동",20260715,주식등의대량보유상황보고서(일반),7,2026-08-01T10:30:42+09:00
HC보광산업,225530,KOSDAQ,OK,2026-07-31,1880,1616.0,1848,2115,2310,1559.0,107.0,4.25,1.9,1600.0,3290.0,1725,2925,105.62,16.57,23,1600.0,3995.0,1725,3880,149.69,11.69,-8.29,-51.55,41623,76604169,1258049634,True,68316806760,36338727,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-1518368974,KRW,TRUE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,"CB,대량보유,주요주주변동",20260727,주식등의대량보유상황보고서(일반),12,2026-08-01T10:30:42+09:00
HC홈센타,060560,KOSDAQ,OK,2026-07-31,1747,1699.0,1726,1902,2030,1632.0,71.0,2.87,2.2,1682.0,2445.0,1739,2240,45.36,8.52,23,1682.0,4440.0,1739,3865,163.97,2.36,-9.67,-54.8,5979,10390977,85574514,True,44352837747,25388001,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-5918295676,KRW,TRUE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,"대량보유,주요주주변동",20260727,주식등의대량보유상황보고서(일반),19,2026-08-01T10:30:42+09:00
HEM파마,376270,KOSDAQ,OK,2026-07-31,37900,34050.0,37300,42500,46250,32700.0,2080.0,4.16,2.0,33700.0,48500.0,34950,45350,43.92,28.38,23,33700.0,80000.0,34950,76700,137.39,9.07,-16.43,-36.62,14372,540376350,457408731,True,273605671300,7219147,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-3844069455,KRW,TRUE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,"CB,CB발행,대량보유,주요주주변동",20260713,임원ㆍ주요주주특정증권등소유상황보고서,5,2026-08-01T10:30:42+09:00
HK이노엔,195940,KOSDAQ,OK,2026-07-31,36100,35150.0,35750,38550,40550,33750.0,1113.0,2.66,1.8,34800.0,42500.0,34900,42150,22.13,16.88,23,34800.0,54600.0,34900,52400,56.9,6.57,-10.86,-31.11,159096,5686732550,5038582201,False,1022709065100,28329891,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,33190912978,KRW,FALSE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,주의,대량보유,20260701,주식등의대량보유상황보고서(약식),1,2026-08-01T10:30:42+09:00
