name,ticker,market,status,last_date,current_close,split_buy_low_ref,split_buy_high_ref,target1_ref,target2_ref,stop_ref,avg_daily_move_abs,avg_daily_move_pct,avg_wave_days,low_1m_intraday,high_1m_intraday,low_1m_close,high_1m_close,range_1m_pct,position_in_1m_range_pct,data_rows_1m,low_3m_intraday,high_3m_intraday,low_3m_close,high_3m_close,range_3m_pct,position_in_3m_range_pct,return_1m_pct,return_3m_pct,last_volume,last_trading_value,avg20_trading_value,low_liquidity,market_cap,listed_shares,data_rows,source_used,operating_profit,operating_profit_unit,operating_loss_flag,operating_loss_basis,operating_loss_source_status,supply_check_status,supply_check_scope,supply_check_limited_reason,supply_burden_detected,supply_burden_flag,supply_burden_level,supply_burden_keywords,supply_burden_latest_report_date,supply_burden_latest_report_name,supply_burden_report_count,supply_burden_checked_at_kst
예스24,053280,KOSDAQ,OK,2026-07-31,3110,2950.0,3080,3250,3365,2920.0,63.0,2.04,1.6,2815.0,3475.0,2985,3380,23.45,44.7,23,2715.0,3545.0,2785,3495,30.57,47.59,4.19,-11.02,20417,62989539,209160270,True,77750000000,25000000,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,967038869,KRW,FALSE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,FALSE,FALSE,없음,,,,0,2026-08-01T10:30:42+09:00
예스티,122640,KOSDAQ,OK,2026-07-31,21500,16560.0,20900,26050,29800,15910.0,2075.0,7.32,2.0,16400.0,39500.0,17200,39250,140.85,22.08,23,16400.0,44000.0,17200,39850,168.29,18.48,-38.22,-20.96,504674,10454318555,14951782477,False,464498362500,21604575,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,3062558714,KRW,FALSE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,주의,"대량보유,주요주주변동",20260610,주식등의대량보유상황보고서(일반),2,2026-08-01T10:30:42+09:00
오가노이드사이언스,476040,KOSDAQ,OK,2026-07-31,7430,6160.0,7280,8550,9460,5910.0,507.0,4.31,2.2,6070.0,10360.0,6600,9760,70.68,31.7,23,6070.0,23300.0,6600,22400,283.86,7.89,-23.01,-66.83,26213,192420640,223116831,True,48932196800,6585760,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-4242968999,KRW,TRUE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,유상증자,20260507,증권발행결과(자율공시)              (제3자배정유상증자),1,2026-08-01T10:30:42+09:00
오가닉티코스메틱,900300,KOSDAQ,OK,2026-07-31,1770,1433.0,1730,2065,2310,1365.0,135.0,65.92,2.5,1541.0,2885.0,1561,2710,87.22,17.04,23,,5910.0,91,3460,,29.95,-19.55,711.93,142201,245000168,603014231,True,36426771690,20580097,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-34942460,KRW,TRUE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,"대량보유,유상증자",20260708,주식등의대량보유상황보고서(약식),8,2026-08-01T10:30:42+09:00
오공,045060,KOSDAQ,OK,2026-07-31,2125,2065.0,2105,2190,2255,2055.0,24.0,1.09,2.4,2050.0,2285.0,2100,2230,11.46,31.91,23,1951.0,2560.0,1979,2510,31.21,28.57,-4.49,-14.14,20170,42240285,38421479,True,36001694750,16941974,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,1627919692,KRW,FALSE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,FALSE,FALSE,없음,,,,0,2026-08-01T10:30:42+09:00
오늘이엔엠,192410,KOSDAQ,OK,2026-07-31,3680,3090.0,3610,4200,4625,2970.0,236.0,4.99,2.0,2770.0,4360.0,2995,4290,57.4,57.23,23,2770.0,7640.0,2985,7270,175.81,18.69,6.2,-37.63,118130,441085670,601231847,True,92684145120,25185909,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-386060193,KRW,TRUE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,"CB,대량보유",20260710,주식등의대량보유상황보고서(약식),2,2026-08-01T10:30:42+09:00
오디텍,080520,KOSDAQ,OK,2026-07-31,2875,2640.0,2845,3085,3255,2590.0,95.0,3.02,1.8,2500.0,3180.0,2715,2970,27.2,55.15,23,2500.0,4505.0,2715,4395,80.2,18.7,-0.52,-30.89,30074,85612715,40885535,True,32551948875,11322417,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-2336918199,KRW,TRUE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,FALSE,FALSE,없음,,,,0,2026-08-01T10:30:42+09:00
오로라,039830,KOSDAQ,OK,2026-07-31,21950,20150.0,21750,22600,23300,19790.0,719.0,4.03,1.7,16200.0,22750.0,16620,22000,40.43,87.79,23,14420.0,22750.0,14890,22000,57.77,90.4,32.07,31.59,274906,5703794345,2312389137,True,236245435500,10762890,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,14193070945,KRW,FALSE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,대량보유,20260610,주식등의대량보유상황보고서(약식),3,2026-08-01T10:30:42+09:00
오로스테크놀로지,322310,KOSDAQ,OK,2026-07-31,13620,11020.0,13130,17180,20100,10580.0,1618.0,6.65,2.6,10910.0,24450.0,11150,22950,124.11,20.01,23,10910.0,52000.0,11150,44850,376.63,6.6,-38.92,-60.52,212544,2745019095,2001809024,True,127572302040,9366542,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-6822634971,KRW,TRUE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,주요주주변동,20260522,임원ㆍ주요주주특정증권등소유상황보고서,4,2026-08-01T10:30:42+09:00
오르비텍,046120,KOSDAQ,OK,2026-07-31,4115,3600.0,4020,4805,5370,3460.0,313.0,4.61,2.8,3565.0,6180.0,3580,5840,73.35,21.03,23,3565.0,12930.0,3580,12500,262.69,5.87,-25.99,-64.62,281044,1115763191,1171252508,True,139315106795,33855433,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-3090858518,KRW,TRUE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,FALSE,FALSE,없음,,,,0,2026-08-01T10:30:42+09:00
오름테라퓨틱,475830,KOSDAQ,OK,2026-07-31,44600,36450.0,43600,52000,58000,35000.0,3350.0,5.68,2.2,36100.0,63400.0,37800,59200,75.62,31.14,23,36100.0,97300.0,37800,93900,169.53,13.89,-24.66,-49.43,122891,5300351175,4409784838,True,968693714000,21719590,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-18076125528,KRW,TRUE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,"대량보유,주요주주변동",20260609,임원ㆍ주요주주특정증권등소유상황보고서,3,2026-08-01T10:30:42+09:00
오리엔탈정공,014940,KOSDAQ,OK,2026-07-31,4310,3805.0,4250,4755,5120,3705.0,201.0,3.78,2.1,3530.0,5420.0,3820,4990,53.54,41.27,23,3530.0,8170.0,3820,7960,131.44,16.81,-10.67,-45.72,544236,2285767801,3185502859,True,196422478910,45573661,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,7980637802,KRW,FALSE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,주의,주요주주변동,20260707,임원ㆍ주요주주특정증권등소유상황보고서,1,2026-08-01T10:30:42+09:00
오리엔트정공,065500,KOSDAQ,OK,2026-07-31,1075,966.0,1062,1171,1250,944.0,44.0,3.1,2.2,945.0,1288.0,990,1212,36.3,37.9,23,945.0,2255.0,990,2165,138.62,9.92,-11.3,-49.17,139036,145363473,170236940,True,38423630400,35742912,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-60334059,KRW,TRUE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,"대량보유,유상증자,주요주주변동",20260714,주식등의대량보유상황보고서(일반),3,2026-08-01T10:30:42+09:00
오리콤,010470,KOSDAQ,OK,2026-07-31,4570,4395.0,4525,4720,4865,4360.0,69.0,1.37,2.5,4310.0,4960.0,4440,4850,15.08,40.0,23,4255.0,6130.0,4440,6060,44.07,16.8,-0.54,-24.59,2542,11521815,77185488,True,54725978500,11975050,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,1500252799,KRW,FALSE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,FALSE,FALSE,없음,,,,0,2026-08-01T10:30:42+09:00
오브젠,417860,KOSDAQ,OK,2026-07-31,7660,6180.0,7480,8960,10030,5880.0,593.0,6.7,2.2,5810.0,10300.0,5920,8820,77.28,41.2,23,5810.0,17740.0,5920,13970,205.34,15.51,7.89,-34.08,458793,3468643185,2340955313,True,36054899960,4706906,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-464821875,KRW,TRUE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,"신주인수권,신주인수권행사",20260713,신주인수권행사가액의조정              (제2회차),1,2026-08-01T10:30:42+09:00
오비고,352910,KOSDAQ,OK,2026-07-31,3395,3165.0,3360,3660,3880,3040.0,122.0,2.73,1.8,3135.0,4110.0,3295,3915,31.1,26.67,23,3135.0,6500.0,3295,6190,107.34,7.73,-10.19,-38.5,20080,66561015,57774391,True,42905337790,12637802,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-1481314487,KRW,TRUE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,"대량보유,주요주주변동",20260721,주식등의대량보유상황보고서(일반),11,2026-08-01T10:30:42+09:00
오상자이엘,053980,KOSDAQ,OK,2026-07-31,2440,2340.0,2415,2530,2605,2320.0,41.0,1.51,2.2,2250.0,2645.0,2325,2590,17.56,48.1,23,2250.0,3300.0,2325,3275,46.67,18.1,-3.17,-25.5,42663,102042900,95520530,True,46317990520,18982783,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,2258961742,KRW,FALSE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,"대량보유,주요주주변동",20260619,주식등의대량보유상황보고서(일반),3,2026-08-01T10:30:42+09:00
오상헬스케어,036220,KOSDAQ,OK,2026-07-31,6050,5590.0,5990,6460,6790,5490.0,185.0,2.69,2.4,5500.0,6200.0,5630,6110,12.73,78.57,23,5200.0,10390.0,5390,9250,99.81,16.38,4.67,-33.3,11023,66274900,66442096,True,86571966800,14309416,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-4385103323,KRW,TRUE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,"자사주처분,주요주주변동",20260512,임원ㆍ주요주주특정증권등소유상황보고서,3,2026-08-01T10:30:42+09:00
오성첨단소재,052420,KOSDAQ,OK,2026-07-31,8630,7620.0,8510,9520,10240,7420.0,404.0,14.44,1.8,7370.0,9250.0,7700,9160,25.51,67.02,23,,13080.0,1448,11830,,65.98,10.93,495.99,41183,352933810,545886240,True,84073537670,9742009,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,3409067442,KRW,FALSE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,"대량보유,주요주주변동",20260519,주식등의대량보유상황보고서(일반),3,2026-08-01T10:30:42+09:00
오션인더블유,052300,KOSDAQ,OK,2026-07-31,1404,1317.0,1390,1446,1543,1299.0,35.0,2.39,2.3,1252.0,1616.0,1325,1584,29.07,41.76,23,,1840.0,1232,1741,,76.3,1.45,-19.36,402130,548368588,158906014,True,22806755712,16244128,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-1299435338,KRW,TRUE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,"감자,주요주주변동",20260519,주권매매거래정지해제              (감자 및 액면분할 주권 변경상장),3,2026-08-01T10:30:42+09:00
오스코텍,039200,KOSDAQ,OK,2026-07-31,30050,27550.0,29650,32850,35150,26500.0,1278.0,3.33,1.5,27300.0,38500.0,28000,36750,41.03,24.55,23,27300.0,53900.0,28000,52000,97.44,10.34,-17.1,-42.21,169510,5073309625,5486736131,False,1149658188800,38258176,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-9990017387,KRW,TRUE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,"대량보유,최대주주변경",20260723,최대주주변경을수반하는주식담보제공계약체결              ,5,2026-08-01T10:30:42+09:00
오스테오닉,226400,KOSDAQ,OK,2026-07-31,4900,4530.0,4850,5220,5490,4460.0,147.0,3.09,1.8,4050.0,4965.0,4165,4900,22.59,92.9,23,3710.0,6870.0,3745,6630,85.18,37.66,17.65,-26.09,125634,601050177,465786414,True,101241844900,20661601,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,2329323253,KRW,FALSE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,주의,대량보유,20260608,주식등의대량보유상황보고서(약식),1,2026-08-01T10:30:42+09:00
오스템,031510,KOSDAQ,OK,2026-07-31,1126,1057.0,1115,1187,1237,1043.0,28.0,2.55,2.0,981.0,1174.0,1028,1156,19.67,75.13,23,851.0,1324.0,922,1265,55.58,58.14,8.58,8.37,67896,74958894,88676953,True,31528000000,28000000,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,2707608144,KRW,FALSE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,주의,"대량보유,주요주주변동",20260629,주식등의대량보유상황보고서(일반),2,2026-08-01T10:30:42+09:00
오아,342870,KOSDAQ,OK,2026-07-31,3735,3345.0,3685,4110,4415,3225.0,170.0,3.56,1.9,3365.0,4840.0,3530,4425,43.83,25.08,23,3310.0,7060.0,3530,7010,113.29,11.33,-7.09,-45.15,10255,36068450,39879795,True,20356485795,5450197,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,1055466584,KRW,FALSE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,주의,"대량보유,주요주주변동",20260702,임원ㆍ주요주주특정증권등소유상황보고서,2,2026-08-01T10:30:42+09:00
오에스피,368970,KOSDAQ,OK,2026-07-31,2230,1956.0,2195,2470,2670,1901.0,110.0,4.79,2.5,1810.0,2710.0,1903,2500,49.72,46.67,23,,3630.0,1693,3220,,61.43,16.75,15.84,58136,126432123,197761320,True,22739231950,10196965,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,454405523,KRW,FALSE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,"CB,관리종목,대량보유,유상증자,주요주주변동",20260730,주식등의대량보유상황보고서(약식),24,2026-08-01T10:30:42+09:00
오이솔루션,138080,KOSDAQ,OK,2026-07-31,15700,13390.0,15150,19750,23050,12860.0,1841.0,6.18,2.0,13260.0,26550.0,13300,25950,100.23,18.36,23,13260.0,57900.0,13300,54000,336.65,5.47,-37.2,-59.43,236373,3607387315,2610152094,True,194330800600,12377758,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-611310207,KRW,TRUE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,"대량보유,주요주주변동,최대주주변경",20260522,주식등의대량보유상황보고서(일반),6,2026-08-01T10:30:42+09:00
오킨스전자,080580,KOSDAQ,OK,2026-07-31,10690,8150.0,10380,12930,14760,7780.0,1017.0,6.16,2.2,8020.0,16550.0,8610,16190,106.36,31.3,23,8020.0,27500.0,8610,26900,242.89,13.71,-29.49,-51.52,256708,2627593165,2213306502,True,225462308950,21090955,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,3606686335,KRW,FALSE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,주의,주요주주변동,20260616,임원ㆍ주요주주특정증권등소유상황보고서,1,2026-08-01T10:30:42+09:00
오텍,067170,KOSDAQ,OK,2026-07-31,1826,1717.0,1764,2280,2650,1649.0,206.0,7.27,2.3,1700.0,3210.0,1738,2955,88.82,8.34,23,1700.0,5200.0,1738,4250,205.88,3.6,-38.21,-31.22,387572,709552366,2513974129,True,50141561932,27459782,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-4180124349,KRW,TRUE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,"BW,BW발행,대량보유,신주인수권,신주인수권행사,주요주주변동",20260731,임원ㆍ주요주주특정증권등소유상황보고서,25,2026-08-01T10:30:42+09:00
오토앤,353590,KOSDAQ,OK,2026-07-31,1616,1474.0,1599,1741,1843,1446.0,57.0,2.8,2.3,1301.0,1850.0,1409,1700,42.2,57.38,23,1301.0,3220.0,1409,3160,147.5,16.41,-2.24,-46.04,29974,45899046,30670188,True,20806921120,12875570,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-1334976331,KRW,TRUE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,"대량보유,주요주주변동",20260727,임원ㆍ주요주주특정증권등소유상황보고서,8,2026-08-01T10:30:42+09:00
오파스넷,173130,KOSDAQ,OK,2026-07-31,5800,5520.0,5740,6230,6580,5310.0,196.0,2.82,1.9,5470.0,6530.0,5590,6500,19.38,31.13,23,5470.0,8570.0,5590,8170,56.67,10.65,-7.35,-24.38,48848,279360790,405292888,True,75669543400,13046473,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,1405906108,KRW,FALSE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,FALSE,FALSE,없음,,,,0,2026-08-01T10:30:42+09:00
오픈놀,440320,KOSDAQ,OK,2026-07-31,1986,1702.0,1952,2235,2440,1646.0,113.0,3.92,1.8,1627.0,2485.0,1806,2430,52.74,41.84,23,1627.0,4500.0,1806,4445,176.58,12.5,-13.46,-53.38,18122,34751785,56193851,True,19820280000,9980000,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,996581324,KRW,FALSE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,"CB,CB발행,대량보유",20260630,주식등의대량보유상황보고서(일반),5,2026-08-01T10:30:42+09:00
오픈베이스,049480,KOSDAQ,OK,2026-07-31,1755,1586.0,1735,1903,2025,1553.0,67.0,3.15,2.5,1521.0,2375.0,1607,2150,56.15,27.4,23,1521.0,3490.0,1607,3320,129.45,11.88,-6.2,-45.92,180189,311696779,2330751336,True,55146282165,31422383,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,308971364,KRW,FALSE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,대량보유,20260709,주식등의대량보유상황보고서(약식),3,2026-08-01T10:30:42+09:00
오픈엣지테크놀로지,394280,KOSDAQ,OK,2026-07-31,9100,7680.0,8890,10670,11950,7370.0,712.0,5.37,2.0,7600.0,12390.0,8060,12190,63.03,31.32,23,7600.0,22700.0,8060,21800,198.68,9.93,-21.55,-55.5,118547,1062111655,911916426,True,239753423000,26346530,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-9017562312,KRW,TRUE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,"대량보유,주요주주변동",20260714,[기재정정]주식등의대량보유상황보고서(일반),4,2026-08-01T10:30:42+09:00
온코닉테라퓨틱스,476060,KOSDAQ,OK,2026-07-31,10820,9100.0,10610,12340,13580,8750.0,690.0,4.69,2.0,8790.0,15150.0,9510,14500,72.35,31.92,23,8790.0,24450.0,9510,22350,178.16,12.96,-19.55,-49.08,323305,3360655475,6856902685,False,491312828800,45407840,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,4585894819,KRW,FALSE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,주요주주변동,20260703,임원ㆍ주요주주특정증권등소유상황보고서,3,2026-08-01T10:30:42+09:00
온코크로스,382150,KOSDAQ,OK,2026-07-31,2945,2425.0,2885,3400,3775,2320.0,208.0,4.4,2.2,2235.0,4075.0,2685,3820,82.33,38.59,23,2235.0,9150.0,2685,8500,309.4,10.27,-22.91,-65.35,19051,54809905,104459622,True,38421512530,13046354,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-2514397402,KRW,TRUE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,주의,대량보유,20260710,주식등의대량보유상황보고서(약식),2,2026-08-01T10:30:42+09:00
올리패스,244460,KOSDAQ,OK,2026-07-31,1651,1552.0,1634,1783,1899,1519.0,,0.0,,,,1651,1651,,,23,,,1651,1651,,,0.0,0.0,0,0,0,True,13415218661,8125511,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-1788956795,KRW,TRUE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,주의,대량보유,20260731,주식등의대량보유상황보고서(약식),1,2026-08-01T10:30:42+09:00
올릭스,226950,KOSDAQ,OK,2026-07-31,94800,87500.0,92500,111900,125900,84000.0,7780.0,5.63,1.9,86600.0,179400.0,89500,167000,107.16,8.84,23,86600.0,188500.0,89500,180100,117.67,8.05,-39.07,-45.04,273246,25912176550,33935101665,False,1996758180000,21062850,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-10786085392,KRW,TRUE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,"대량보유,유상증자,주요주주변동",20260708,[기재정정]주요사항보고서(유상증자결정),9,2026-08-01T10:30:42+09:00
옴니시스템,057540,KOSDAQ,OK,2026-07-31,842,771.0,833,905,956,757.0,28.0,3.5,2.3,749.0,981.0,802,940,30.97,40.09,23,570.0,1076.0,584,1011,88.77,53.75,4.47,-12.02,699717,602255809,655568736,True,50009973656,59394268,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,-289129164,KRW,TRUE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,"대량보유,주요주주변동",20260731,주식등의대량보유상황보고서(일반),6,2026-08-01T10:30:42+09:00
옵투스제약,131030,KOSDAQ,OK,2026-07-31,5460,4950.0,5400,5910,6280,4850.0,204.0,3.31,2.0,4610.0,6860.0,4900,6200,48.81,37.78,23,4610.0,9500.0,4900,9090,106.07,17.38,-5.54,-39.93,82447,430838700,1055888946,True,96350381400,17646590,62,collect_universe.py v4.6.1_kosdaq_candidates_gainer_filter_actual_date_log_one_month_metrics_v6,2903708802,KRW,FALSE,2026 1분기보고서,OK,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,주의,주요주주변동,20260612,임원ㆍ주요주주특정증권등소유상황보고서,1,2026-08-01T10:30:42+09:00
