name,ticker,country,currency,exchange,status,last_date,current_close,split_buy_low_ref,split_buy_high_ref,split_buy_ref,target1_ref,stop_ref,avg_daily_move_abs,avg_daily_move_pct,avg_wave_days,low_3m_intraday,high_3m_intraday,low_3m_close,high_3m_close,range_3m_pct,position_in_3m_range_pct,last_volume,last_trading_value,avg20_trading_value,low_liquidity,foreign_net_5d_value,foreign_net_20d_value,foreign_net_60d_value,institution_net_5d_value,institution_net_20d_value,institution_net_60d_value,data_rows,source_used,error
Cerebras Systems Inc,CBRS,US,USD,NASDAQ,OK,2026-06-23,226.72,198.7,222.31,222.31,259.06,190.83,14.7,6.05,1.5,196.73,386.34,201.01,311.07,96.38,15.82,7957100.0,1804033722.0,1275673888.0,False,,,,,,,27,yfinance_close,
DB하이텍,000990,KR,KRW,KOSPI,OK,2026-06-24,152400.0,131900.0,149900.0,149900.0,170400.0,127800.0,8180.0,5.55,1.8,76300.0,230500.0,77900.0,220500.0,202.1,49.35,762792.0,116249500800.0,147412408570.0,False,,,,,,,63,pykrx_adjusted,
HD현대일렉트릭,267260,KR,KRW,KOSPI,OK,2026-06-24,937000.0,838000.0,925000.0,925000.0,1024000.0,818000.0,39650.0,3.69,2.3,830000.0,1430000.0,832000.0,1420000.0,72.29,17.83,213086.0,199661582000.0,235157213500.0,False,,,,,,,63,pykrx_adjusted,
HD현대중공업,329180,KR,KRW,KOSPI,OK,2026-06-24,587000.0,534000.0,581000.0,581000.0,634000.0,523000.0,21250.0,3.5,2.3,428000.0,765000.0,439000.0,745000.0,78.74,47.18,269684.0,158304508000.0,291364237400.0,False,,,,,,,63,pykrx_adjusted,
Intel,INTC,US,USD,NASDAQ,OK,2026-06-23,132.28,121.25,130.96,130.96,119.27,119.04,4.41,4.85,2.1,40.63,141.45,41.19,140.94,248.14,90.9,132318400.0,17503077790.0,15994660035.0,False,,,,,,,63,yfinance_close,
LG에너지솔루션,373220,KR,KRW,KOSPI,OK,2026-06-24,365500.0,357500.0,362000.0,362000.0,392000.0,343500.0,12060.0,2.88,1.8,354000.0,497500.0,362000.0,484500.0,40.54,8.01,353220.0,129101910000.0,253571972675.0,False,,,,,,,63,pykrx_adjusted,
LG이노텍,011070,KR,KRW,KOSPI,OK,2026-06-24,957000.0,843000.0,943000.0,943000.0,1057000.0,820000.0,45550.0,5.86,1.9,277500.0,1788000.0,292000.0,1530000.0,544.32,44.99,404278.0,386894046000.0,851125949100.0,False,,,,,,,63,pykrx_adjusted,
LG전자,066570,KR,KRW,KOSPI,OK,2026-06-24,204500.0,173700.0,201000.0,201000.0,231500.0,167600.0,12320.0,5.82,2.1,103600.0,438000.0,105600.0,392500.0,322.78,30.17,1449985.0,296521932500.0,1087639263175.0,False,,,,,,,63,pykrx_adjusted,
LG전자우,066575,KR,KRW,KOSPI,OK,2026-06-24,73000.0,63700.0,71900.0,71900.0,81200.0,61800.0,3730.0,4.9,2.2,47100.0,138400.0,47300.0,124400.0,193.84,28.37,178079.0,12999767000.0,65080099445.0,False,,,,,,,63,pykrx_adjusted,
LG화학,051910,KR,KRW,KOSPI,OK,2026-06-24,297500.0,289000.0,294500.0,294500.0,321000.0,277500.0,10700.0,3.05,2.4,286000.0,437500.0,291500.0,429500.0,52.97,7.59,285310.0,84879725000.0,134789960275.0,False,,,,,,,63,pykrx_adjusted,
