name,ticker,country,currency,exchange,status,last_date,current_close,split_buy_low_ref,split_buy_high_ref,split_buy_ref,target1_ref,stop_ref,avg_daily_move_abs,avg_daily_move_pct,avg_wave_days,low_3m_intraday,high_3m_intraday,low_3m_close,high_3m_close,range_3m_pct,position_in_3m_range_pct,last_volume,last_trading_value,avg20_trading_value,low_liquidity,foreign_net_5d_value,foreign_net_20d_value,foreign_net_60d_value,institution_net_5d_value,institution_net_20d_value,institution_net_60d_value,data_rows,source_used,error
Cerebras Systems Inc,CBRS,US,USD,NASDAQ,OK,2026-08-14,218.98,183.93,214.77,214.77,249.82,176.92,14.02,6.52,1.9,160.81,338.33,168.52,303.63,110.39,32.77,14559138.0,3188159977.0,1431880248.0,False,,,,,,,63,yfinance_close,
DB하이텍,000990,KR,KRW,KOSPI,OK,2026-08-14,102800.0,83500.0,100500.0,100500.0,119800.0,79700.0,7710.0,5.66,1.9,68900.0,230500.0,71200.0,220500.0,234.54,20.98,322120.0,33113936000.0,36923857745.0,False,,,,,,,63,pykrx_adjusted,
HD현대일렉트릭,267260,KR,KRW,KOSPI,OK,2026-08-14,803000.0,704000.0,791000.0,791000.0,890000.0,684000.0,39600.0,4.42,2.2,538000.0,1276000.0,583000.0,1194000.0,137.17,35.91,93551.0,75121453000.0,116927951500.0,False,,,,,,,63,pykrx_adjusted,
HD현대중공업,329180,KR,KRW,KOSPI,OK,2026-08-14,510000.0,462500.0,504000.0,504000.0,552000.0,453000.0,18940.0,3.29,2.5,411500.0,765000.0,434000.0,745000.0,85.91,27.86,217718.0,111036180000.0,126404627750.0,False,,,,,,,63,pykrx_adjusted,
Intel,INTC,US,USD,NASDAQ,OK,2026-08-14,102.5,91.19,101.14,101.14,112.45,88.93,4.52,4.09,1.9,81.79,142.35,81.88,140.94,74.04,34.2,94307788.0,9666548270.0,11454349140.0,False,,,,,,,63,yfinance_close,
LG에너지솔루션,373220,KR,KRW,KOSPI,OK,2026-08-14,369500.0,336000.0,365500.0,365500.0,399000.0,329500.0,13330.0,3.66,1.8,290500.0,497500.0,300500.0,458000.0,71.26,38.16,243455.0,89956622500.0,100078872300.0,False,,,,,,,63,pykrx_adjusted,
LG이노텍,011070,KR,KRW,KOSPI,OK,2026-08-14,654000.0,520000.0,638000.0,638000.0,772000.0,493500.0,53500.0,6.2,2.5,416000.0,1788000.0,424000.0,1530000.0,329.81,17.35,267685.0,175065990000.0,151043324050.0,False,,,,,,,63,pykrx_adjusted,
LG전자,066570,KR,KRW,KOSPI,OK,2026-08-14,215000.0,181400.0,211000.0,211000.0,244500.0,174600.0,13450.0,6.01,1.8,141900.0,438000.0,148000.0,392500.0,208.67,24.69,1598040.0,343578600000.0,235343289560.0,False,,,,,,,63,pykrx_adjusted,
LG전자우,066575,KR,KRW,KOSPI,OK,2026-08-14,74800.0,64400.0,73600.0,73600.0,83900.0,62300.0,4155.0,5.36,2.0,50000.0,138400.0,53000.0,124400.0,176.8,28.05,100081.0,7486058800.0,6791392695.0,True,,,,,,,63,pykrx_adjusted,
LG화학,051910,KR,KRW,KOSPI,OK,2026-08-14,280500.0,255000.0,277500.0,277500.0,302500.0,250000.0,10100.0,3.38,2.0,224000.0,409500.0,232500.0,374000.0,82.81,30.46,137186.0,38480673000.0,50356151200.0,False,,,,,,,63,pykrx_adjusted,
LS,006260,KR,KRW,KOSPI,OK,2026-08-14,323500.0,275500.0,317500.0,317500.0,366000.0,265500.0,19270.0,5.33,2.2,221000.0,604000.0,223500.0,553000.0,173.3,26.76,258716.0,83694626000.0,49384209700.0,False,,,,,,,63,pykrx_adjusted,
LS ELECTRIC,010120,KR,KRW,KOSPI,OK,2026-08-14,206500.0,174300.0,202500.0,202500.0,235000.0,167900.0,12880.0,5.95,2.5,148000.0,291000.0,150300.0,285000.0,96.62,40.91,752430.0,155376795000.0,160333081540.0,False,,,,,,,63,pykrx_adjusted,
LS마린솔루션,060370,KR,KRW,KOSDAQ,OK,2026-08-14,32500.0,29200.0,32100.0,32100.0,35400.0,28500.0,1325.0,4.62,2.8,22450.0,39500.0,23050.0,36850.0,75.95,58.94,138654.0,4506255000.0,4181076742.0,True,,,,,,,63,pykrx_adjusted,
NVIDIA,NVDA,US,USD,NASDAQ,OK,2026-08-14,225.16,214.75,222.91,222.91,222.93,212.67,4.16,2.0,1.9,189.8,232.28,190.01,225.32,22.38,83.24,75161211.0,16923298544.0,25193738938.0,False,,,,,,,63,yfinance_close,
SK,034730,KR,KRW,KOSPI,OK,2026-08-14,585000.0,507000.0,576000.0,576000.0,654000.0,491000.0,31300.0,5.04,1.9,450000.0,883000.0,468500.0,858000.0,96.22,31.18,214973.0,125759205000.0,116372942100.0,False,,,,,,,63,pykrx_adjusted,
SK스퀘어,402340,KR,KRW,KOSPI,OK,2026-08-14,1154000.0,947000.0,1129000.0,1129000.0,1336000.0,906000.0,82800.0,6.47,2.0,768000.0,2189000.0,799000.0,1970000.0,185.03,27.16,658916.0,760389064000.0,861090600300.0,False,,,,,,,63,pykrx_adjusted,
SK이노베이션,096770,KR,KRW,KOSPI,OK,2026-08-14,128700.0,118700.0,127400.0,127400.0,125700.0,116700.0,3995.0,3.65,1.9,87700.0,136400.0,89500.0,132200.0,55.53,84.19,677520.0,87196824000.0,103077851380.0,False,,,,,,,63,pykrx_adjusted,
SK하이닉스,000660,KR,KRW,KOSPI,OK,2026-08-14,1645000.0,1338000.0,1608000.0,1608000.0,1915000.0,1276000.0,122900.0,6.05,2.1,1246000.0,2987000.0,1322000.0,2919000.0,139.73,22.92,4295990.0,7066903550000.0,9133722639700.0,False,,,,,,,63,pykrx_adjusted,
대한전선,001440,KR,KRW,KOSPI,OK,2026-08-14,29950.0,25550.0,29400.0,29400.0,33850.0,24650.0,1764.0,5.13,2.3,20550.0,65600.0,20800.0,60000.0,219.22,20.87,1663268.0,49814876600.0,60500478898.0,False,,,,,,,63,pykrx_adjusted,
덕산테코피아,317330,KR,KRW,KOSDAQ,OK,2026-08-14,11230.0,9650.0,11040.0,11040.0,12620.0,9340.0,630.0,4.62,2.4,7850.0,26750.0,8610.0,24300.0,240.76,17.88,60236.0,676450280.0,691277178.0,True,,,,,,,63,pykrx_adjusted,
두산로보틱스,454910,KR,KRW,KOSPI,OK,2026-08-14,79200.0,65800.0,77600.0,77600.0,91000.0,63100.0,5350.0,5.59,2.2,54200.0,170000.0,55400.0,166700.0,213.65,21.59,619023.0,49026621600.0,45185767285.0,False,,,,,,,63,pykrx_adjusted,
두산에너빌리티,034020,KR,KRW,KOSPI,OK,2026-08-14,82600.0,74600.0,81600.0,81600.0,89700.0,72900.0,3220.0,3.82,2.1,57000.0,118900.0,60200.0,112600.0,108.6,41.36,2119063.0,175034603800.0,166274007705.0,False,,,,,,,63,pykrx_adjusted,
미래에셋벤처투자,100790,KR,KRW,KOSDAQ,OK,2026-08-14,17500.0,12360.0,16880.0,16880.0,22000.0,11330.0,2055.0,6.85,2.0,10000.0,70200.0,10530.0,67400.0,602.0,12.46,1177988.0,20614790000.0,14957720612.0,False,,,,,,,63,pykrx_adjusted,
미래에셋증권,006800,KR,KRW,KOSPI,OK,2026-08-14,37650.0,33200.0,37100.0,37100.0,41550.0,32300.0,1777.0,3.96,1.8,28900.0,77400.0,30200.0,70500.0,167.82,18.04,1141221.0,42966970650.0,66712856525.0,False,,,,,,,63,pykrx_adjusted,
산일전기,062040,KR,KRW,KOSPI,OK,2026-08-14,182500.0,157500.0,179500.0,179500.0,204500.0,152500.0,10010.0,5.04,2.7,115800.0,295000.0,120800.0,282500.0,154.75,37.22,344392.0,62851540000.0,42165410805.0,False,,,,,,,63,pykrx_adjusted,
삼성SDI,006400,KR,KRW,KOSPI,OK,2026-08-14,516000.0,460000.0,509000.0,509000.0,565000.0,448500.0,22450.0,4.57,1.6,341500.0,707000.0,358500.0,688000.0,107.03,47.74,463047.0,238932252000.0,185478913450.0,False,,,,,,,63,pykrx_adjusted,
삼성생명,032830,KR,KRW,KOSPI,OK,2026-08-14,301000.0,256500.0,295500.0,295500.0,340000.0,248000.0,17740.0,4.89,2.4,246000.0,516000.0,264000.0,497000.0,109.96,20.33,317503.0,95568403000.0,129380504025.0,False,,,,,,,63,pykrx_adjusted,
삼성전기,009150,KR,KRW,KOSPI,OK,2026-08-14,1558000.0,1286000.0,1525000.0,1525000.0,1797000.0,1232000.0,108600.0,7.16,2.1,865000.0,2417000.0,879000.0,2270000.0,179.42,44.65,968103.0,1508304474000.0,1125537970450.0,False,,,,,,,63,pykrx_adjusted,
