name,ticker,country,currency,exchange,status,last_date,current_close,split_buy_low_ref,split_buy_high_ref,split_buy_ref,target1_ref,stop_ref,avg_daily_move_abs,avg_daily_move_pct,avg_wave_days,low_3m_intraday,high_3m_intraday,low_3m_close,high_3m_close,range_3m_pct,position_in_3m_range_pct,last_volume,last_trading_value,avg20_trading_value,low_liquidity,foreign_net_5d_value,foreign_net_20d_value,foreign_net_60d_value,institution_net_5d_value,institution_net_20d_value,institution_net_60d_value,data_rows,source_used,error
Cerebras Systems Inc,CBRS,US,USD,NASDAQ,OK,2026-09-04,210.05,178.71,206.29,206.29,237.63,172.44,12.54,6.11,2.1,160.81,265.63,168.52,262.06,65.18,46.98,13742300.0,2886570157.0,1818844609.0,False,,,,,,,63,yfinance_close,
DB하이텍,000990,KR,KRW,KOSPI,OK,2026-09-08,106500.0,91600.0,104700.0,104700.0,119600.0,88700.0,5950.0,5.13,1.8,68900.0,181600.0,71200.0,174300.0,163.5,33.38,387859.0,41306983500.0,30681695915.0,False,,,,,,,65,pykrx_adjusted,
HD현대일렉트릭,267260,KR,KRW,KOSPI,OK,2026-09-08,744000.0,655000.0,733000.0,733000.0,823000.0,637000.0,35700.0,4.27,2.2,538000.0,1213000.0,583000.0,1194000.0,125.46,30.52,23369.0,17386536000.0,94175065950.0,False,,,,,,,65,pykrx_adjusted,
HD현대중공업,329180,KR,KRW,KOSPI,OK,2026-09-08,450000.0,415500.0,445500.0,445500.0,484000.0,403500.0,15550.0,2.93,2.1,411500.0,738000.0,422000.0,714000.0,79.34,11.79,95259.0,42866550000.0,101237061975.0,False,,,,,,,65,pykrx_adjusted,
Intel,INTC,US,USD,NASDAQ,OK,2026-09-04,95.8,85.69,94.59,94.59,104.7,83.67,4.04,3.74,1.9,81.79,142.35,81.88,140.94,74.04,23.13,97428100.0,9333612277.0,9276149774.0,False,,,,,,,63,yfinance_close,
LG에너지솔루션,373220,KR,KRW,KOSPI,OK,2026-09-08,354500.0,324000.0,351000.0,351000.0,381500.0,318000.0,12220.0,3.46,1.6,290500.0,425000.0,300500.0,420500.0,46.3,47.58,117979.0,41823555500.0,105550472750.0,False,,,,,,,65,pykrx_adjusted,
LG이노텍,011070,KR,KRW,KOSPI,OK,2026-09-08,562000.0,470500.0,551000.0,551000.0,643000.0,452000.0,36650.0,5.03,2.6,416000.0,1320000.0,424000.0,1283000.0,217.31,16.15,63222.0,35530764000.0,165660071250.0,False,,,,,,,65,pykrx_adjusted,
LG전자,066570,KR,KRW,KOSPI,OK,2026-09-08,210000.0,190700.0,207500.0,207500.0,227000.0,186800.0,7720.0,3.92,1.6,141900.0,292500.0,148000.0,268000.0,106.13,45.22,211982.0,44516220000.0,192153428870.0,False,,,,,,,65,pykrx_adjusted,
LG전자우,066575,KR,KRW,KOSPI,OK,2026-09-08,76100.0,70000.0,75300.0,75300.0,81500.0,68800.0,2445.0,3.5,2.0,50000.0,93300.0,53000.0,87100.0,86.6,60.28,28580.0,2174938000.0,5895945190.0,True,,,,,,,65,pykrx_adjusted,
LG화학,051910,KR,KRW,KOSPI,OK,2026-09-08,276500.0,253500.0,273500.0,273500.0,296500.0,249000.0,9100.0,3.24,2.0,224000.0,372500.0,232500.0,367500.0,66.29,35.35,31562.0,8726893000.0,43313905100.0,False,,,,,,,65,pykrx_adjusted,
