date,indicator_code,indicator_name,value,unit,frequency,source,source_url
2023-08-17,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,20557263.63142,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-08-18,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,20438891.929174,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-08-21,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,20265086.158095,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-08-22,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,20188360.607467,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-08-23,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,20124629.333488,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-08-24,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,20019711.274791,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-08-25,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,20140438.976984,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-08-28,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,20123961.836859,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-08-29,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,20174252.685239,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-08-30,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,20178181.00791,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-08-31,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,20226086.419425,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-09-01,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,20265424.354365,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-09-04,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,20337755.636683,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-09-05,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,20388406.080907,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-09-06,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,20384682.829934,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-09-07,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,20430874.850046,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-09-08,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,20491168.430242,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-09-11,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,20444508.056748,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-09-12,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,20416155.708104,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-09-13,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,20459389.010436,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-09-14,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,20417607.178167,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-09-15,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,20278567.445645,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-09-18,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,20181167.443838,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-09-19,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,20139073.4657,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-09-20,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,20198868.717104,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-09-21,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,20230780.286594,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-09-22,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,20210010.78836,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-09-25,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,20120189.355892,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-09-26,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,19913980.141277,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-09-27,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,19702877.028681,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-10-04,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,19453398.097035,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-10-05,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,19322027.781377,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-10-06,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,19175026.041515,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-10-10,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,18810617.594706,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-10-11,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,18716588.378708,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-10-12,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,18546146.757459,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-10-13,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,18464128.647293,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-10-16,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,18508093.116752,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-10-17,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,18607893.16236,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-10-18,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,18561836.33848,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-10-19,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,18517531.146945,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-10-20,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,18460509.408419,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-10-23,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,18226805.536109,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-10-24,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17823434.824778,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-10-25,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17617063.696097,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-10-26,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17479129.987217,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-10-27,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17484300.05444,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-10-30,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17183886.610771,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-10-31,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,16970414.145024,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-11-01,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,16877675.311642,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-11-02,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,16799902.11499,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-11-03,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,16624781.945192,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-11-06,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,16576691.870682,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-11-07,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,16603948.300334,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-11-08,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,16750662.960083,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-11-09,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17094532.02125,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-11-10,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17117318.021758,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-11-13,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17106929.6736,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-11-14,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17044270.018693,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-11-15,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,16948521.353369,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-11-16,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,16867920.136828,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-11-17,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,16825264.348526,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-11-20,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,16913181.218356,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-11-21,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17015909.391573,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-11-22,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,16982501.887635,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-11-23,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17032883.74989,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-11-24,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17085930.524868,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-11-27,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17137229.885292,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-11-28,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17204508.351432,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-11-29,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17217895.148009,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-11-30,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17207523.409229,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-12-01,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17266143.602775,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-12-04,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17273794.269504,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-12-05,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17381163.877424,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-12-06,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17364221.866161,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-12-07,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17335839.463022,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-12-08,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17378402.60866,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-12-11,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17421573.738187,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-12-12,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17353955.866165,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-12-13,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17438578.518494,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-12-14,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17458223.546247,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-12-15,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17464650.707999,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-12-18,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17331075.508849,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-12-19,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17285258.842913,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-12-20,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17429355.505622,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-12-21,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17521730.630563,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-12-22,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17537874.805004,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-12-26,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17626497.274042,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-12-27,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17626141.948488,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-12-28,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17566961.085843,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2023-12-29,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17558434.927663,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-01-02,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17537052.810393,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-01-03,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17444859.110318,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-01-04,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17563676.674426,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-01-05,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17810006.667379,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-01-08,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17934888.024974,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-01-09,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,18004830.743246,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-01-10,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,18091620.022267,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-01-11,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,18131910.318271,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-01-12,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,18267949.493662,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-01-15,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,18348085.555608,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-01-16,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,18381435.655864,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-01-17,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,18312193.840387,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-01-18,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,18313827.197208,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-01-19,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,18213056.943021,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-01-22,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,18077715.329588,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-01-23,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17960100.155945,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-01-24,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17902835.446412,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-01-25,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17861814.236383,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-01-26,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17938095.265628,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-01-29,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17873778.463723,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-01-30,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17810901.476523,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-01-31,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17809047.531047,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-02-01,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17736318.929948,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-02-02,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17689969.8887,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-02-05,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17617351.666449,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-02-06,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17559426.475225,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-02-07,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17826104.326483,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-02-08,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17815316.685216,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-02-13,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17772174.796281,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-02-14,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17752336.634136,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-02-15,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17781037.805939,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-02-16,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,17949055.068937,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-02-19,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,18130149.555148,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-02-20,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,18194737.210904,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-02-21,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,18286013.338934,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-02-22,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,18376631.123609,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-02-23,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,18433885.312304,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-02-26,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,18536989.113917,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-02-27,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,18598943.067623,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-02-28,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,18612730.734437,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-02-29,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,18526204.651198,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-03-04,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,18473874.416806,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-03-05,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,18545794.06729,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-03-06,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,18559405.592502,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-03-07,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,18726027.65669,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-03-08,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,18845106.898368,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-03-11,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,18926750.48888,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-03-12,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,18838650.822687,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-03-13,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,18936460.708057,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-03-14,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,19025319.161366,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
2024-03-15,KOFIA_CREDIT_FINANCING_MILLION_KRW,신용융자 전체 잔고,19155441.674316,million KRW,daily,data.go.kr KOFIA local normalized CSV,getGrantingOfCreditBalanceInfo
