date,indicator_code,indicator_name,value,unit,frequency,source,source_url
2022-12-26,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,47542603.766653,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2022-12-27,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,45718241.083774,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2022-12-28,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,46984411.276703,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2022-12-29,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,47046502.702583,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2022-12-30,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,46448436.345219,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-01-02,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,50833937.293095,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-01-03,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,48481079.753721,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-01-04,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,46368152.084448,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-01-05,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,44976584.165262,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-01-06,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,44147757.917912,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-01-09,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,43886393.805891,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-01-10,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,43692762.09467,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-01-11,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,44352629.033849,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-01-12,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,45245664.543397,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-01-13,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,45600918.772737,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-01-16,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,45611713.863992,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-01-17,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,45245575.388073,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-01-18,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,45653316.827396,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-01-19,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,44566702.949644,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-01-20,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,44159948.382204,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-01-25,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,45026426.677255,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-01-26,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,45767466.153939,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-01-27,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,47229225.389303,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-01-30,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,47123582.315834,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-01-31,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,49274946.730778,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-02-01,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,51521791.394722,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-02-02,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,46459606.150884,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-02-03,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,47746813.579658,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-02-06,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,47380231.53248,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-02-07,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,48161001.0254,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-02-08,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,46727300.92074,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-02-09,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,47862312.520726,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-02-10,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,47084169.212212,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-02-13,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,47625352.273016,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-02-14,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,48019527.441863,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-02-15,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,47437045.741686,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-02-16,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,47733228.065113,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-02-17,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,45886568.26889,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-02-20,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,46860104.429355,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-02-21,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,46199829.608904,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-02-22,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,47643367.757503,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-02-23,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,46877878.739504,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-02-24,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,46665037.55953,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-02-27,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,47382593.579592,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-02-28,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,47739759.960716,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-03-02,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,48526247.284008,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-03-03,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,45646458.73342,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-03-06,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,48327841.82086,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-03-07,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,49588452.310266,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-03-08,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,48911904.35223,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-03-09,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,49880759.911786,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-03-10,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,48325431.614693,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-03-13,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,47508462.45256,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-03-14,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,48076743.159421,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-03-15,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,48735233.021957,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-03-16,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,46392371.953587,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-03-17,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,46325468.989207,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-03-20,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,46252698.565745,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-03-21,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,47224473.215453,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-03-22,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,46332587.297562,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-03-23,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,47430768.642629,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-03-24,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,48640046.057356,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-03-27,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,50544597.44949,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-03-28,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,49230204.060536,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-03-29,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,48314835.549591,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-03-30,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,48687114.784223,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-03-31,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,50601820.360439,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-04-03,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,53050470.22532,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-04-04,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,50530731.697881,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-04-05,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,49118094.997375,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-04-06,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,50333106.749945,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-04-07,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,51022512.470636,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-04-10,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,49681868.090697,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-04-11,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,53157854.684097,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-04-12,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,52400870.655394,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-04-13,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,53623988.163257,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-04-14,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,52398731.748476,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-04-17,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,52891488.772643,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-04-18,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,53630411.924606,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-04-19,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,52093290.35672,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-04-20,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,52647865.056123,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-04-21,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,53200763.785446,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-04-24,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,53347496.528227,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-04-25,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,53771675.540434,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-04-26,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,53487908.9822,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-04-27,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,53492834.059339,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-04-28,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,53142047.795399,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-05-02,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,54242209.885287,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-05-03,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,51150174.186078,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-05-04,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,51997825.684347,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-05-08,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,50166032.214484,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-05-09,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,49562997.725979,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-05-10,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,50207652.307683,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-05-11,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,50152746.255823,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-05-12,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,50064301.227764,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-05-15,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,52149756.399,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-05-16,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,49942273.726317,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-05-17,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,48937765.553406,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-05-18,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,49735914.363613,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-05-19,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,49756340.630985,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-05-22,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,49775301.313433,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-05-23,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,50588351.967632,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-05-24,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,51424645.068818,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-05-25,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,51026571.81223,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-05-26,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,51030304.890338,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-05-30,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,51658803.731433,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-05-31,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,51955272.737993,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-06-01,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,52734791.462242,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-06-02,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,50380223.509866,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-06-05,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,50027273.68908,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-06-07,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,50784729.927296,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-06-08,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,50923755.358147,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-06-09,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,51758161.300507,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-06-12,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,51641950.264679,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-06-13,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,52505560.65986,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-06-14,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,52819484.4614,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-06-15,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,54221094.820083,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-06-16,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,51905331.270135,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-06-19,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,51979275.459035,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-06-20,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,51825123.113191,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-06-21,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,51007146.678455,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-06-22,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,50523624.876751,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-06-23,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,50652870.642609,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-06-26,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,51123590.988051,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-06-27,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,51519172.238921,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-06-28,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,50915108.341302,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-06-29,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,50755817.062023,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-06-30,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,51698602.24162,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-07-03,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,55022584.619643,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-07-04,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,51316904.392492,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-07-05,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,51507237.211987,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-07-06,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,51246291.257479,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-07-07,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,50477476.837565,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-07-10,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,51665532.627934,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-07-11,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,50306267.886197,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-07-12,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,50470085.803687,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-07-13,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,53484751.981631,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-07-14,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,51112375.910518,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
2023-07-17,KOFIA_INVESTOR_DEPOSIT_MILLION_KRW,투자자예탁금,50891957.669282,million KRW,daily,data.go.kr KOFIA local normalized CSV,getSecuritiesMarketTotalCapitalInfo
