ticker,name,avg_daily_move_pct,baseline_status,shadow_status,baseline_missing_components,shadow_missing_components,baseline_score_total,shadow_score_total
006040,동원산업,0.9959,LIMITED,READY,하루평균 절대등락률:MISSING_ELASTICITY,,,66.5
012630,HDC,2.5720,LIMITED,READY,하루평균 절대등락률:MISSING_ELASTICITY,,,67.5
078930,GS,2.2485,LIMITED,READY,하루평균 절대등락률:MISSING_ELASTICITY,,,68.5
