basis_date,market,ticker,name,official_close,return_1w_pct,return_1m_pct,return_3m_pct,return_6m_pct,return_ytd_pct,return_52w_pct,swing_phase,swing_phase_ko,swing_trough_date,swing_peak_date,from_trough_pct,from_peak_pct,momentum_5d_pct,ma5_direction,ma20_direction,ma60_direction,ma120_direction,mean_run_days,streak_direction,streak_days,streak_change_pct,rs_kospi_1m_pp,rs_kospi_3m_pp,sector_benchmark_ticker,sector_benchmark_name,rs_sector_1m_pp,rs_sector_3m_pp,atr14_pct,avg_daily_range_20_pct,ma20_reference,confirmed_swing_low_stop,rsi,macd,investment_score_100,earnings_outlook_change
2026-09-11,KOSPI,007660,이수페타시스,109900.0,,25.1708,-10.7955,-0.0909,,,UPTREND_PULLBACK,상승중 눌림,2026-07-30,2026-07-01,85.6419,-17.3062,-1.0801,1,1,-1,-1,2.0689655172413794,-1,1,-2.7434,16.2767,0.2046,1013,전기전자,10.212,2.9953,6.48,6.4639,108135.0,,,,,
2026-09-11,KOSPI,007810,코리아써키트,51100.0,,-13.2428,-63.2902,-3.9474,,,EARLY_REBOUND_UNCONFIRMED,초기반등·확인부족,2026-07-30,2026-06-17,32.7273,-63.9887,0.1961,-1,-1,-1,-1,2.0689655172413794,-1,1,-2.8517,-22.1369,-52.2901,1013,전기전자,-28.2016,-49.4994,9.4284,7.7247,56865.0,,,,,
2026-09-11,KOSPI,008060,대덕,14540.0,,-5.2151,-25.8919,16.5998,,,EARLY_REBOUND_UNCONFIRMED,초기반등·확인부족,2026-07-30,2026-06-15,26.5448,-32.3721,0.1377,-1,-1,-1,1,2.0689655172413794,-1,2,-1.5572,-14.1092,-14.8918,1021,금융,-11.1666,-24.3959,6.4755,6.1528,15469.5,,,,,
2026-09-11,KOSPI,008770,호텔신라,41100.0,,-7.8475,-26.2118,-4.6404,,,NEW_LOW,최근 신저점,2026-09-11,2026-06-16,0.0,-31.2709,-2.6066,-1,-1,-1,-1,1.8181818181818181,-1,4,-3.6342,-16.7416,-15.2117,1016,유통,-9.7064,-13.0493,3.744,3.0277,42617.5,,,,,
2026-09-11,KOSPI,008930,한미사이언스,50300.0,,8.8745,68.7919,32.1945,,,UPTREND_PULLBACK,상승중 눌림,2026-06-26,2026-09-08,92.7203,-12.825,-4.7348,1,1,1,1,2.608695652173913,-1,3,-12.825,-0.0196,79.792,1021,금융,2.923,70.2879,8.0607,8.2881,48652.5,,,,,
2026-09-11,KOSPI,009150,삼성전기,1400000.0,,10.935,-22.4377,244.8276,,,UPTREND,상승중,2026-07-30,2026-06-19,59.2719,-38.326,-0.0714,-1,1,-1,1,2,0,0,0.0,2.0409,-11.4376,1013,전기전자,-4.0238,-8.6469,7.1967,5.811,1398900.0,,,,,
2026-09-11,KOSPI,009200,무림페이퍼,1487.0,,-6.0051,1.71,-23.4689,,,NEW_LOW,최근 신저점,2026-06-26,2026-08-11,18.3917,-6.0051,-1.8482,-1,-1,-1,-1,2.857142857142857,-1,8,-3.5668,-14.8992,12.7101,1007,종이·목재,-6.7506,-1.5333,2.7532,2.7028,1522.55,,,,,
2026-09-11,KOSPI,009420,한올바이오파마,50100.0,,-11.9508,-5.4717,-12.7178,,,NEW_LOW,최근 신저점,2026-07-30,2026-06-29,28.4615,-27.3913,-8.4095,-1,-1,0,-1,2.0689655172413794,-1,4,-9.7297,-20.8449,5.5284,1009,제약,-0.8028,-12.5217,7.7543,6.0761,57735.0,,,,,
2026-09-11,KOSPI,009540,HD한국조선해양,365500.0,,-8.1658,-2.6631,-12.9762,,,EARLY_REBOUND_UNCONFIRMED,초기반등·확인부족,2026-07-14,2026-06-16,11.7737,-16.6477,4.878,1,-1,-1,-1,1.7647058823529411,1,1,3.9829,-17.0599,8.337,1021,금융,-14.1173,-1.1671,4.8843,4.0697,356150.0,,,,,
2026-09-11,KOSPI,010120,LS ELECTRIC,204500.0,,0.7389,-10.8932,-71.6759,,,EARLY_REBOUND_UNCONFIRMED,초기반등·확인부족,2026-07-30,2026-07-01,36.0612,-22.3909,4.7107,1,-1,-1,-1,2.4,-1,2,-3.3097,-8.1552,0.1069,1013,전기전자,-14.2199,2.8976,,5.0341,202575.0,,,,,
2026-09-11,KOSPI,010130,고려아연,1179000.0,,-4.0683,1.2887,-29.2317,,,TOP_DECLINE,고점후하락,2026-07-29,2026-08-25,27.7356,-17.3791,-3.5188,-1,1,-1,-1,1.7142857142857142,-1,2,-3.912,-12.9624,12.2888,1011,금속,-2.3368,5.2091,5.5786,4.2622,1259100.0,,,,,
2026-09-11,KOSPI,010140,삼성중공업,21400.0,,-1.8349,-15.415,-25.6944,,,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,2026-07-29,2026-06-17,10.3093,-26.0794,0.0,1,-1,-1,-1,1.7647058823529411,1,1,0.2342,-10.729,-4.4149,1015,운송장비·부품,4.0467,7.0552,4.2878,3.3952,21027.0,,,,,
2026-09-11,KOSDAQ,010170,대한광통신,14150.0,,5.2045,-17.106,97.6257,,,BOTTOM_REBOUND,저점반등,2026-07-30,2026-06-16,97.6257,-27.0619,8.7625,1,1,-1,1,2.0689655172413794,-1,2,-5.4144,-3.6896,-6.1059,,,,,8.413,7.3693,13538.5,,,,,
2026-09-11,KOSPI,010580,에스엠벡셀,2560.0,,63.1612,22.488,24.2718,,,UPTREND,상승중,2026-07-29,2026-09-11,89.7702,0.0,50.6769,1,1,1,1,2.142857142857143,1,1,0.7874,54.2671,33.4881,1015,운송장비·부품,69.0428,44.9582,7.5116,9.1386,1779.95,,,,,
2026-09-11,KOSPI,010950,S-Oil,150000.0,,5.9322,32.626,30.8901,,,UPTREND_PULLBACK,상승중 눌림,2026-06-26,2026-09-09,60.9442,-9.5841,-4.6408,1,1,1,1,1.935483870967742,-1,2,-9.5841,-2.9619,43.6261,1008,화학,3.6644,30.9247,6.7412,6.437,149510.0,,,,,
2026-09-11,KOSPI,011070,LG이노텍,543000.0,,-1.0929,-49.347,108.046,,,NEW_LOW,최근 신저점,2026-07-30,2026-06-18,28.066,-57.6773,-3.3808,-1,-1,-1,1,2.3076923076923075,-1,1,-2.5135,-9.987,-38.3469,1013,전기전자,-16.0517,-35.5562,7.693,5.9054,584550.0,,,,,
2026-09-11,KOSPI,011200,HMM,20850.0,,-3.6952,10.6101,-0.7143,,,TOP_DECLINE,고점후하락,2026-06-26,2026-08-24,13.8722,-8.7527,-0.9501,-1,-1,0,0,1.8181818181818181,0,0,0.0,-12.5893,21.6102,1019,운송·창고,-5.0377,1.2144,3.7307,3.7739,21477.5,,,,,
2026-09-11,KOSPI,011780,금호석유화학,124900.0,,-1.9623,4.3442,-0.3192,,,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,2026-07-29,2026-06-17,13.5455,-7.7548,-0.7943,-1,-1,-1,0,1.7142857142857142,-1,2,-3.9231,-10.8564,15.3443,1008,화학,-4.2301,2.6429,4.6968,4.173,125345.0,,,,,
2026-09-11,KOSPI,012160,영흥,2215.0,,-8.0913,489.0957,300.5425,,,NEW_LOW,최근 신저점,2026-06-26,2026-08-27,489.0957,-16.4151,-5.7447,-1,-1,1,1,1.8928571428571428,-1,4,-7.7083,-16.9854,500.0958,1011,금속,-6.3598,493.0161,,6.699,2466.0,,,,,
2026-09-11,KOSPI,012170,아센디오,2900.0,,287.7005,177.7778,114.8148,,,UPTREND_PULLBACK,상승중 눌림,2026-07-30,2026-08-28,371.5447,-21.7274,1.9332,-1,1,1,1,2.857142857142857,-1,2,-6.1489,278.8064,188.7779,1047,오락·문화,289.9744,194.2348,,,2029.1,,,,,
2026-09-11,KOSPI,012280,영화금속,3775.0,,370.1121,349.4048,262.6321,,,UPTREND_PULLBACK,상승중 눌림,2026-06-22,2026-08-31,439.2857,-9.2548,-5.9776,-1,1,1,1,2.857142857142857,-1,5,-5.9776,361.218,360.4049,1015,운송장비·부품,375.9937,371.875,,,2545.85,,,,,
2026-09-11,KOSPI,012330,현대모비스,415500.0,,-16.1453,-27.8646,-1.773,,,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,2026-09-08,2026-06-16,0.1205,-37.0455,-1.5403,-1,-1,-1,0,1.8181818181818181,0,0,0.0,-25.0394,-16.8645,1015,운송장비·부품,-10.2637,-5.3944,5.3581,4.3268,459650.0,,,,,
2026-09-11,KOSPI,012450,한화에어로스페이스,1081000.0,,-1.5483,6.6075,-23.3333,,,EARLY_REBOUND_UNCONFIRMED,초기반등·확인부족,2026-07-29,2026-06-17,33.4568,-11.683,2.4645,-1,-1,-1,-1,2,1,3,5.258,-10.4424,17.6076,1015,운송장비·부품,4.3333,29.0777,5.4427,5.0068,1094200.0,,,,,
2026-09-11,KOSPI,012690,모나리자,1459.0,,-3.8867,-12.5824,-30.8531,,,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,2026-07-29,2026-07-16,10.7821,-32.765,-2.992,-1,-1,-1,-1,2.4,-1,5,-2.992,-12.7808,-1.5823,1007,종이·목재,-4.6322,-15.8257,4.8707,3.883,1478.0,,,,,
2026-09-11,KOSPI,012750,에스원,81400.0,,6.1278,6.1278,-3.3254,,,BOTTOM_REBOUND,저점반등,2026-06-26,2026-06-12,18.8321,-8.23,2.7778,-1,1,0,-1,2,1,1,0.7426,-2.7663,17.1279,1026,일반서비스,-1.1071,3.4166,3.8518,3.733,79860.0,,,,,
2026-09-11,KOSPI,013360,일성건설,1443.0,,-10.4283,20.0499,-15.1176,,,NEW_LOW,최근 신저점,2026-07-29,2026-07-06,20.8543,-30.7914,-5.6863,-1,-1,1,-1,2.142857142857143,-1,5,-5.6863,-19.3224,31.05,1018,건설,-23.8849,10.1187,6.4074,5.1489,1499.75,,,,,
2026-09-11,KOSPI,013570,디와이,4340.0,,1.6393,14.0604,-13.2,,,TOP_DECLINE,고점후하락,2026-07-21,2026-08-14,16.1981,-3.7694,-0.9132,1,1,1,-1,1.935483870967742,-1,4,-1.139,-7.2548,25.0605,1021,금융,-4.3122,15.5564,2.8803,2.8268,4362.75,,,,,
2026-09-11,KOSPI,014160,대영포장,671.0,,-8.2079,-17.4662,-33.7611,,,NEW_LOW,최근 신저점,2026-07-29,2026-06-12,3.3898,-20.0238,-2.7536,-1,-1,-1,-1,2.4,-1,4,-3.0347,-17.102,-6.4661,1007,종이·목재,-8.9534,-20.7095,,6.2839,708.7,,,,,
2026-09-11,KOSPI,014990,인디에프,4155.0,,123.748,765.625,415.5087,,,UPTREND_PULLBACK,상승중 눌림,2026-06-25,2026-09-07,765.625,-5.889,-4.7018,1,1,1,1,2.25,-1,1,-0.479,114.8539,776.6251,1006,섬유·의류,126.0186,775.1837,,14.5994,3515.0,,,,,
2026-09-11,KOSPI,017670,SK텔레콤,90900.0,,5.6977,-9.1,16.6881,,,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,2026-07-30,2026-06-15,16.2404,-13.7571,-1.7297,-1,1,-1,1,2.5,1,1,0.5531,-3.1964,1.9001,1020,통신,3.7797,0.0479,5.2435,4.6709,95805.0,,,,,
2026-09-11,KOSPI,018260,삼성에스디에스,222500.0,,-6.1181,-3.0501,36.0856,,,NEW_LOW,최근 신저점,2026-07-20,2026-09-01,19.7524,-9.1837,-6.5126,-1,-1,-1,1,1.7142857142857142,-1,1,-1.9824,-15.0122,7.95,1046,IT 서비스,1.8485,10.9038,5.4308,4.5185,232375.0,,,,,
2026-09-11,KOSPI,019680,대교,1819.0,,58.1739,59.9824,16.3788,,,UPTREND_PULLBACK,상승중 눌림,2026-06-26,2026-09-10,115.0118,-2.9349,81.9,1,1,1,-1,3.1578947368421053,-1,1,-2.9349,49.2798,70.9825,1026,일반서비스,50.939,57.2712,,,1084.65,,,,,
2026-09-11,KOSPI,020000,한섬,15310.0,,-5.4355,-31.036,-35.9414,,,NEW_LOW,최근 신저점,2026-09-11,2026-07-07,0.0,-38.1414,-1.2258,-1,-1,-1,-1,1.8181818181818181,-1,3,-1.4166,-14.3296,-20.0359,1006,섬유·의류,-3.1649,-21.4773,3.5582,2.6963,15620.5,,,,,
2026-09-11,KOSPI,020120,키다리스튜디오,8100.0,,124.6879,149.2308,142.1525,,,UPTREND_PULLBACK,상승중 눌림,2026-06-23,2026-09-10,183.7128,-3.5714,12.5,1,1,1,1,1.935483870967742,-1,1,-3.5714,115.7938,160.2309,1046,IT 서비스,132.6545,163.1847,7.9166,10.6426,6016.75,,,,,
2026-09-11,KOSPI,020560,아시아나항공,7700.0,,8.1461,12.9032,10.4735,,,UPTREND_PULLBACK,상승중 눌림,2026-07-29,2026-09-07,15.4423,-5.0555,-4.703,1,1,1,1,1.8181818181818181,-1,4,-5.0555,-0.748,23.9033,1019,운송·창고,6.8036,3.5075,3.7687,3.6046,7511.0,,,,,
2026-09-11,KOSPI,021240,코웨이,95200.0,,-2.459,3.4783,28.475,,,TOP_DECLINE,고점후하락,2026-07-09,2026-08-28,12.0,-5.1793,-4.2254,-1,1,1,1,1.8181818181818181,-1,3,-4.6092,-11.3531,14.4784,1026,일반서비스,-9.6939,0.7671,3.9924,3.5462,97505.0,,,,,
2026-09-11,KOSPI,022100,포스코DX,22150.0,,4.4811,-18.2657,-32.0552,,,BOTTOM_REBOUND,저점반등,2026-07-30,2026-06-15,28.4058,-22.6876,2.3095,1,1,-1,-1,1.7647058823529411,0,0,0.0,-4.413,-7.2656,1026,일반서비스,-2.7538,-20.9769,4.6409,4.4877,21182.0,,,,,
2026-09-11,KOSPI,023960,에쓰씨엔지니어링,1040.0,,5.9063,10.1695,-25.2336,,,BOTTOM_REBOUND,저점반등,2026-07-30,2026-06-19,17.1171,-5.0228,1.069,1,1,1,-1,2.269230769230769,-1,3,-2.0716,-2.9878,21.1696,1018,건설,-7.5503,0.2383,4.0658,3.7695,1022.35,,,,,
2026-09-11,KOSPI,024720,콜마홀딩스,9440.0,,-5.6,15.2625,1.7241,,,NEW_LOW,최근 신저점,2026-06-26,2026-08-12,28.9617,-11.4447,-5.2209,-1,-1,1,1,2.2222222222222223,-1,10,-10.3514,-14.4941,26.2626,1021,금융,-11.5515,16.7585,4.1462,3.4883,9974.0,,,,,
2026-09-11,KOSPI,025860,남해화학,6160.0,,4.0541,-1.1236,-23.5732,,,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,2026-07-30,2026-06-17,15.3558,-5.6662,-3.1447,-1,1,-1,-1,1.935483870967742,-1,1,-1.2821,-4.84,9.8765,1008,화학,1.7863,-2.8249,4.0256,4.4963,6161.5,,,,,
2026-09-11,KOSPI,028050,삼성E&A,51000.0,,4.1879,11.9649,60.3774,,,BOTTOM_REBOUND,저점반등,2026-07-20,2026-06-16,30.102,-10.0529,11.2323,1,1,-1,1,2,1,1,1.1905,-4.7062,22.965,1026,일반서비스,-3.047,9.2537,5.2756,5.1109,47752.5,,,,,
2026-09-11,KOSPI,028260,삼성물산,367000.0,,6.5312,-10.4878,29.4533,,,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,2026-07-29,2026-06-22,28.5464,-29.4231,0.0,1,1,-1,1,1.935483870967742,-1,1,-3.2938,-2.3629,0.5123,1016,유통,4.6723,2.6747,6.3026,5.2983,374575.0,,,,,
2026-09-11,KOSPI,028670,팬오션,6030.0,,4.3253,20.7207,19.17,,,UPTREND,상승중,2026-06-26,2026-08-25,31.6594,-5.4859,1.1745,1,1,1,1,1.7647058823529411,1,1,1.005,-4.5688,31.7208,1019,운송·창고,2.9828,11.325,5.6743,5.7955,5900.5,,,,,
2026-09-11,KOSPI,029530,신도리코,39050.0,,-4.7561,-8.3333,-29.6396,,,NEW_LOW,최근 신저점,2026-07-29,2026-06-16,0.6443,-10.5384,-2.375,-1,-1,-1,-1,1.935483870967742,-1,4,-2.8607,-13.6502,2.6668,1013,전기전자,-19.7149,5.4575,2.7795,2.5189,40612.5,,,,,
2026-09-11,KOSPI,029780,삼성카드,45500.0,,-3.7037,-3.4995,-23.5294,,,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,2026-09-02,2026-06-16,0.2203,-14.6341,-1.4085,-1,-1,-1,-1,1.935483870967742,-1,4,-2.4652,-12.5978,7.5006,1021,금융,-9.6552,-2.0035,2.2762,2.0463,46482.5,,,,,
2026-09-11,KOSPI,032830,삼성생명,307500.0,,6.2176,-15.7534,35.7616,,,BOTTOM_REBOUND,저점반등,2026-07-30,2026-06-19,16.4773,-38.1288,3.3613,1,1,-1,1,1.7647058823529411,-1,1,-0.6462,-2.6765,-4.7533,1025,보험,-2.2545,-11.6508,6.2301,5.69,303025.0,,,,,
2026-09-11,KOSPI,033240,자화전자,27150.0,,-0.1838,-22.4286,-38.8514,,,NEW_LOW,최근 신저점,2026-07-30,2026-06-15,40.6007,-23.3051,-11.2745,-1,1,-1,-1,1.935483870967742,-1,1,-4.9037,-9.0779,-11.4285,1013,전기전자,-15.1426,-8.6378,7.2786,6.6087,29577.5,,,,,
2026-09-11,KOSPI,033780,KT&G,171800.0,,-4.5025,-7.1853,11.1255,,,TOP_DECLINE,고점후하락,2026-07-01,2026-08-07,2.8127,-9.0042,-0.4058,-1,-1,-1,1,2.142857142857143,1,2,2.019,-13.3966,3.8148,1005,음식료·담배,-2.2718,-5.8763,2.6676,2.0992,173520.0,,,,,
2026-09-11,KOSPI,034020,두산에너빌리티,90800.0,,16.5597,2.4831,-10.099,,,BOTTOM_REBOUND,저점반등,2026-07-30,2026-06-16,50.8306,-12.1007,14.6465,1,1,-1,-1,2.3076923076923075,1,1,1.0011,7.6656,13.4832,1012,기계·장비,7.0381,9.6459,5.4297,5.465,82410.0,,,,,
2026-09-11,KOSPI,034730,SK,585000.0,,11.6412,1.7391,62.726,,,BOTTOM_REBOUND,저점반등,2026-07-30,2026-06-25,24.8666,-31.8182,2.0942,1,1,-1,1,1.8181818181818181,-1,1,-4.4118,2.7471,12.7392,1021,금융,5.6897,3.2351,6.5578,5.313,572250.0,,,,,
2026-09-11,KOSPI,035420,NAVER,206500.0,,-3.5047,-7.8125,-6.982,,,NEW_LOW,최근 신저점,2026-07-14,2026-06-15,12.7183,-16.7339,-3.2787,-1,-1,-1,-1,2.0689655172413794,-1,4,-5.2752,-12.3988,3.1876,1046,IT 서비스,4.4619,6.1414,4.5471,3.8607,215725.0,,,,,
2026-09-11,KOSPI,035720,카카오,34500.0,,-15.2334,-12.2137,-32.22,,,NEW_LOW,최근 신저점,2026-06-26,2026-06-12,4.0724,-16.8675,-4.6961,-1,-1,-1,-1,1.935483870967742,-1,4,-5.6088,-24.1275,-1.2136,1046,IT 서비스,-7.2668,1.7402,4.213,4.0998,36365.0,,,,,
2026-09-11,KOSPI,036570,NC,205500.0,,-19.5695,-20.9615,-2.1429,,,NEW_LOW,최근 신저점,2026-09-11,2026-06-19,0.0,-25.8123,-7.4324,-1,-1,-1,-1,1.935483870967742,-1,4,-7.8475,-28.4636,-9.9614,1046,IT 서비스,-11.6029,-7.0076,4.6324,3.7087,221700.0,,,,,
2026-09-11,KOSPI,036580,팜스코,2600.0,,-5.1095,1.1673,-23.8653,,,TOP_DECLINE,고점후하락,2026-06-26,2026-07-14,16.5919,-11.8644,-0.7634,1,-1,1,-1,1.875,1,1,1.3645,-14.0036,12.1674,1005,음식료·담배,-2.8788,2.4763,4.5422,4.2249,2586.0,,,,,
2026-09-11,KOSDAQ,036930,주성엔지니어링,209000.0,,28.6946,-14.8676,211.9403,,,BOTTOM_REBOUND,저점반등,2026-07-30,2026-06-11,112.6144,-14.8676,17.2182,1,1,-1,1,1.8181818181818181,-1,1,-5.4299,19.8005,-3.8675,,,,,8.3772,7.8912,181850.0,,,,,
2026-09-11,KOSPI,039490,키움증권,278000.0,,-7.3333,-18.5944,-38.2222,,,EARLY_REBOUND_UNCONFIRMED,초기반등·확인부족,2026-07-29,2026-06-16,8.3821,-28.7179,2.7726,0,-1,-1,-1,2,1,6,3.5382,-16.2274,-7.5943,1024,증권,-2.0826,4.8752,4.6627,3.8946,275850.0,,,,,
2026-09-11,KOSDAQ,041190,우리기술투자,5560.0,,15.2332,6.1069,-18.1149,,,TOP_DECLINE,고점후하락,2026-07-30,2026-08-25,41.4758,-18.2353,-10.6109,-1,1,1,-1,1.6216216216216217,-1,2,-5.9222,6.3391,17.107,,,,,8.0145,7.4478,5779.25,,,,,
2026-09-11,KOSPI,042660,한화오션,85600.0,,-3.8202,-18.0861,-35.9281,,,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,2026-07-29,2026-06-17,14.7453,-35.6875,-1.3825,1,-1,-1,-1,1.7647058823529411,1,1,0.117,-12.7143,-7.086,1015,운송장비·부품,2.0614,4.3841,5.2484,3.9261,87335.0,,,,,
2026-09-11,KOSPI,042700,한미반도체,231000.0,,8.4507,-20.6186,-26.08,,,BOTTOM_REBOUND,저점반등,2026-07-30,2026-06-12,37.8282,-36.0111,0.4348,1,1,-1,-1,1.8181818181818181,-1,1,-8.6957,-0.4434,-9.6185,1012,기계·장비,-1.0709,-13.4558,7.2552,5.9583,225725.0,,,,,
2026-09-11,KOSPI,044380,주연테크,604.0,,-26.699,-57.968,69.1877,,,NEW_LOW,최근 신저점,2026-09-11,2026-06-12,0.0,-59.6796,-40.1388,-1,-1,-1,1,2.727272727272727,-1,6,-44.3318,-35.5931,-46.9679,1013,전기전자,-41.6578,-44.1772,,11.9442,890.25,,,,,
2026-09-11,KOSPI,047040,대우건설,19890.0,,14.8383,-2.7384,99.8995,,,BOTTOM_REBOUND,저점반등,2026-07-30,2026-06-16,77.5893,-27.541,18.0415,1,1,-1,1,2.142857142857143,1,2,2.2622,5.9442,8.2617,1018,건설,1.3817,-12.6696,7.9834,8.4062,17977.5,,,,,
2026-09-11,KOSPI,047050,포스코인터내셔널,57700.0,,2.852,-0.6885,-24.4764,,,BOTTOM_REBOUND,저점반등,2026-06-26,2026-06-16,26.3965,-11.6386,5.4845,1,1,-1,-1,2,1,1,0.6981,-6.0421,10.3116,1016,유통,0.9931,12.474,4.5827,4.4597,53895.0,,,,,
2026-09-11,KOSPI,047810,한국항공우주,130500.0,,-3.69,-8.0338,-25.5986,,,EARLY_REBOUND_UNCONFIRMED,초기반등·확인부족,2026-07-29,2026-07-23,11.0638,-20.4753,3.1621,1,-1,-1,-1,2.2222222222222223,-1,1,-1.9534,-12.5841,2.9663,1015,운송장비·부품,2.1916,14.4364,5.3413,4.2074,131670.0,,,,,
2026-09-11,KOSPI,051905,LG생활건강우,103500.0,,-8.4071,2.4752,-3.8997,,,NEW_LOW,최근 신저점,2026-07-20,2026-08-07,14.3646,-12.2881,-1.8957,-1,-1,0,0,2.0689655172413794,-1,3,-1.9886,-17.3012,13.4753,1008,화학,-10.6749,0.7739,3.3011,2.9116,107120.0,,,,,
2026-09-11,KOSPI,051910,LG화학,273000.0,,-0.365,-13.7441,-13.4707,,,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,2026-07-29,2026-06-16,17.4194,-25.7143,-3.1915,-1,1,-1,-1,1.935483870967742,-1,2,-4.2105,-9.2591,-2.744,1008,화학,-2.6328,-15.4454,5.8125,5.3515,273625.0,,,,,
2026-09-11,KOSPI,052690,한전기술,152000.0,,52.6104,30.5842,-3.4307,,,UPTREND,상승중,2026-07-30,2026-09-11,90.2378,0.0,41.2639,1,1,1,-1,2.4,1,7,43.6673,43.7163,41.5843,1026,일반서비스,45.3755,27.873,6.7432,7.9752,115020.0,,,,,
2026-09-11,KOSPI,055550,신한지주,112900.0,,8.0383,16.5119,23.9297,,,UPTREND,상승중,2026-06-26,2026-09-03,23.2533,-1.3974,2.3572,1,1,1,1,1.6666666666666667,1,1,2.3572,-0.8558,27.512,1021,금융,2.0868,18.0079,3.5706,3.255,108800.0,,,,,
2026-09-11,KOSPI,058730,다스코,3315.0,,-9.1781,29.4922,3.9185,,,TOP_DECLINE,고점후하락,2026-06-11,2026-07-15,29.4922,-36.4943,-8.5517,-1,-1,1,0,2.0689655172413794,-1,4,-10.0407,-18.0722,40.4923,1011,금속,-7.4466,33.4126,10.4092,8.995,3481.5,,,,,
2026-09-11,KOSPI,058860,KTis,2555.0,,-0.1953,-1.1605,-9.0747,,,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,2026-06-26,2026-06-16,6.4583,-5.0186,-1.1605,-1,1,-1,-1,2.0689655172413794,-1,3,-0.969,-9.0894,9.8396,1046,IT 서비스,7.7713,12.7934,1.5249,1.5144,2561.75,,,,,
2026-09-11,KOSDAQ,060250,NHN KCP,14490.0,,-1.6293,-0.2753,-26.222,,,TOP_DECLINE,고점후하락,2026-07-29,2026-08-28,28.9146,-10.2786,-8.1167,-1,1,-1,-1,1.935483870967742,-1,2,-2.7517,-10.5234,10.7248,,,,,6.0653,5.5438,14930.5,,,,,
2026-09-11,KOSDAQ,060370,LS마린솔루션,32300.0,,1.4129,11.1876,14.7425,,,TOP_DECLINE,고점후하락,2026-06-26,2026-08-27,40.1302,-6.2409,4.5307,1,-1,1,0,2.608695652173913,-1,1,-0.3086,-7.4812,22.1877,,,,,5.5876,4.9844,31855.0,,,,,
2026-09-11,KOSPI,062040,산일전기,198600.0,,7.5257,-6.7606,37.5346,,,BOTTOM_REBOUND,저점반등,2026-07-30,2026-07-01,64.404,-24.0535,3.5994,1,1,-1,1,2.727272727272727,1,1,1.2232,-1.3684,4.2395,1013,전기전자,-7.4331,7.0302,6.7026,6.0653,187780.0,,,,,
2026-09-11,KOSPI,063160,종근당바이오,13020.0,,-10.5769,-16.4849,-33.2308,,,NEW_LOW,최근 신저점,2026-07-29,2026-06-17,6.7213,-19.4805,-4.5455,-1,-1,-1,-1,1.935483870967742,-1,5,-4.5455,-19.471,-5.4848,1009,제약,0.5711,-23.5349,3.535,3.1292,13760.5,,,,,
2026-09-11,KOSDAQ,064260,다날,4980.0,,1.2195,-0.7968,-33.6,,,TOP_DECLINE,고점후하락,2026-07-20,2026-08-28,27.6923,-10.2703,-4.2308,-1,1,-1,-1,1.8181818181818181,-1,2,-2.7344,-7.6746,10.2033,,,,,6.5208,6.0227,5123.0,,,,,
2026-09-11,KOSPI,064350,현대로템,124100.0,,-12.2348,-34.1295,-38.867,,,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,2026-07-29,2026-06-16,3.3306,-45.2097,-2.1293,-1,-1,-1,-1,2,1,1,0.1614,-21.1289,-23.1294,1015,운송장비·부품,-6.3532,-11.6593,5.7115,4.3135,132290.0,,,,,
2026-09-11,KOSPI,064400,LG씨엔에스,71900.0,,-4.8942,-22.6882,9.2705,,,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,2026-07-30,2026-06-15,23.5395,-25.5694,-2.969,-1,-1,-1,1,2.2222222222222223,-1,1,-0.5533,-13.7883,-11.6881,1046,IT 서비스,3.0724,-8.7343,5.2699,4.9557,73995.0,,,,,
2026-09-11,KOSPI,066570,LG전자,199500.0,,9.7964,-11.7257,69.2112,,,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,2026-07-30,2026-06-15,34.7973,-18.0698,-0.9926,1,1,-1,1,1.7142857142857142,-1,1,-3.3898,0.9023,-0.7256,1013,전기전자,-5.1624,2.0651,5.8889,4.9717,203815.0,,,,,
2026-09-11,KOSPI,066575,LG전자우,71100.0,,6.1194,-8.0207,29.7445,,,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,2026-07-29,2026-06-15,34.1509,-18.3697,-4.9465,-1,1,-1,1,1.935483870967742,-1,4,-9.1954,-2.7747,2.9794,1013,전기전자,-8.8394,5.7701,4.7624,3.9362,72890.0,,,,,
