rank,recommend_flag,code,name,market,asof_date,close,buy_range,sell_range,avg_daily_move_text,avg_wave_days,stop_price,low_3m,high_3m,range_pct,position_in_3m_range_pct,return_1m_pct,return_3m_pct,avg_volume,avg_trading_value,liquidity_flag,overheat_flag,score,reason,operating_profit,operating_profit_unit,operating_loss_flag,operating_loss_basis,operating_loss_source_status,corp_code,corp_name,corp_code_source,corp_identity_status,corp_identity_reason,corp_candidate_count,corp_selection_method,financial_data_status,financial_source_status,financial_basis,financial_report_year,financial_report_code,financial_report_name,financial_fs_div,financial_currency,revenue,net_income,total_assets,total_liabilities,total_equity,previous_revenue,previous_operating_profit,previous_net_income,revenue_yoy_pct,operating_profit_yoy_pct,net_income_yoy_pct,operating_margin_pct,debt_ratio_pct,roe_annualized_pct,earnings_trend,market_cap,listed_shares,valuation_price_basis_date,eps_annualized,bps,per_annualized,pbr,valuation_data_status,valuation_basis,financial_missing_fields,supply_check_status,supply_check_scope,supply_check_limited_reason,supply_burden_detected,supply_burden_flag,supply_burden_level,supply_burden_keywords,supply_burden_latest_report_date,supply_burden_latest_report_name,supply_burden_report_count,supply_burden_checked_at_kst
11,🟡,028050,삼성E&A,KOSPI,2026-08-27,"48,750 🟠","45,400원~49,550원","54,200원~57,100원","약 ±1,878원 내외 (±4.05%)",2.0,44450.0,38300.0,59200.0,54.57,50.00,5.14,-2.34,2479469,83207489660,False,False,127.0,1개월 추세 양호 5.1%; 매수위치 중립 56.5%; 거래대금 양호; 3개월 변동폭 유효 54.6%; 대형주 안정성; 현재가 변동 큼(-2.69%),461281131434,KRW,FALSE,2026 반기보고서,OK,00126308,삼성E&A,OPENDART_OFFICIAL_DOWNLOAD,MATCH,동일 종목코드 후보 중 KRX 종목명과 회사명 완전일치,1,NAME_EXACT,READY,OK,2026 반기보고서,2026,11012,반기보고서,CFS,KRW,4876713582598.0,345786059022.0,10497739509814.0,5776930343942.0,4720809165872.0,4275977917371.0,338160166481.0,298929009957.0,14.05,36.41,15.67,9.46,122.37,14.65,흑자지속,8986600000000.0,196000000.0,2026-08-25,3528.43,24085.76,12.99,1.9,READY,KRX 시가총액·상장주식수 / OpenDART 반기보고서 / 누적순이익 × 2 연환산,,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,주의,대량보유,20260701,주식등의대량보유상황보고서(약식),1,2026-08-28T16:15:48+09:00
12,🟡,267270,HD건설기계,KOSPI,2026-08-27,"136,600 🟠","128,000원~139,100원","151,700원~160,700원","약 ±5,030원 내외 (±3.85%)",2.3,125500.0,104800.0,171900.0,64.03,47.39,4.46,-12.62,208985,37865846417,False,False,127.0,1개월 추세 양호 4.5%; 매수위치 중립 53.4%; 거래대금 양호; 3개월 변동폭 유효 64.0%; 대형주 안정성; 현재가 변동 큼(-2.84%),439582380000,KRW,FALSE,2026 반기보고서,OK,01205842,HD건설기계,OPENDART_OFFICIAL_DOWNLOAD,MATCH,동일 종목코드 후보 중 KRX 종목명과 회사명 완전일치,1,NAME_EXACT,READY,OK,2026 반기보고서,2026,11012,반기보고서,CFS,KRW,4739037607000.0,354565427000.0,9615267025000.0,4581620735000.0,5033646290000.0,1874547415000.0,81694202000.0,26272266000.0,152.81,438.08,1249.58,9.28,91.02,14.09,흑자지속,6459871715600.0,47921897.0,2026-08-25,14797.64,105038.54,9.11,1.28,READY,KRX 시가총액·상장주식수 / OpenDART 반기보고서 / 누적순이익 × 2 연환산,,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,주의,주요주주변동,20260702,임원ㆍ주요주주특정증권등소유상황보고서,1,2026-08-28T16:15:48+09:00
13,🟡,443060,HD현대마린솔루션,KOSPI,2026-08-27,"221,000","204,500원~219,000원","235,500원~247,500원","약 ±6,630원 내외 (±3.14%)",2.4,201000.0,175000.0,264000.0,50.86,51.69,7.28,-8.3,57117,16890183604,False,False,127.0,1개월 추세 양호 7.3%; 매수위치 중립 51.7%; 변동성 적정 3.14%; 3개월 변동폭 유효 50.9%; 대형주 안정성,191018863600,KRW,FALSE,2026 반기보고서,OK,01194689,HD현대마린솔루션,OPENDART_OFFICIAL_DOWNLOAD,MATCH,동일 종목코드 후보 중 KRX 종목명과 회사명 완전일치,1,NAME_EXACT,READY,OK,2026 반기보고서,2026,11012,반기보고서,CFS,KRW,1155022554975.0,181145722260.0,1391542878698.0,499426243613.0,892116635085.0,953319397838.0,166016762511.0,116315239822.0,21.16,15.06,55.74,16.54,55.98,40.61,흑자지속,9885777930000.0,44833460.0,2026-08-26,8080.83,19898.46,27.29,11.08,READY,KRX 시가총액·상장주식수 / OpenDART 반기보고서 / 누적순이익 × 2 연환산,,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,"대량보유,주요주주변동",20260805,임원ㆍ주요주주특정증권등소유상황보고서,5,2026-08-28T16:15:48+09:00
14,🟡,180640,한진칼,KOSPI,2026-08-27,"131,300 🔴","116,900원~125,300원","134,300원~139,400원","약 ±3,875원 내외 (±3.26%)",2.7,115000.0,100900.0,143700.0,42.42,71.03,14.36,12.63,51686,13801708827,False,False,127.0,"1개월 추세 양호 14.4%; 매수위치 중립 60.0%; 변동성 적정 3.26%; 3개월 변동폭 유효 42.4%; 대형주 안정성; 현재가 급변, 매수·익절 판단 재점검(+3.71%)",29788613000,KRW,FALSE,2026 반기보고서,OK,00983040,한진칼,OPENDART_OFFICIAL_DOWNLOAD,MATCH,동일 종목코드 후보 중 KRX 종목명과 회사명 완전일치,1,NAME_EXACT,READY,OK,2026 반기보고서,2026,11012,반기보고서,CFS,KRW,141056301000.0,-264445000.0,4096404418000.0,668348165000.0,3428056253000.0,133332388000.0,16644187000.0,185817185000.0,5.79,78.97,-100.14,21.12,19.5,-0.02,흑자지속,7938034973100.0,66762279.0,2026-08-18,-7.92,51347.2,,2.32,PARTIAL_LOSS_PER_NA,KRX 시가총액·상장주식수 / OpenDART 반기보고서 / 누적순이익 × 2 연환산,,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,"대량보유,주요주주변동",20260811,주식등의대량보유상황보고서(일반),3,2026-08-28T16:15:48+09:00
15,🟡,326030,SK바이오팜,KOSPI,2026-08-27,"88,000","81,900원~87,100원","92,000원~94,900원","약 ±2,420원 내외 (±2.86%)",1.7,80700.0,73000.0,97300.0,33.29,61.73,7.45,-7.07,172803,13662413667,False,False,127.0,1개월 추세 양호 7.5%; 매수위치 중립 61.7%; 변동성 적정 2.86%; 3개월 변동폭 유효 33.3%; 대형주 안정성,186832334267,KRW,FALSE,2026 반기보고서,OK,,,,MISMATCH,KRX 종목명=SK바이오팜; OpenDART 후보=에스케이바이오팜,1,NO_NAME_MATCH,LIMITED,NO_CORP_CODE,,,,,,KRW,,,,,,,,,,,,,,,,,,,,,,,LIMITED_NO_FINANCIAL_DATA,,"revenue,operating_profit,net_income,total_assets,total_liabilities,total_equity",LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,FALSE,FALSE,없음,,,,0,2026-08-28T16:15:48+09:00
16,🟡,010950,S-Oil,KOSPI,2026-08-27,"149,200 🔴","126,800원~135,300원","142,600원~150,600원","약 ±3,960원 내외 (±3.22%)",1.7,124800.0,90400.0,157300.0,74.0,87.89,0.22,26.46,402334,48199252975,False,False,125.0,"매수위치 중립 69.2%; 거래대금 양호; 변동성 적정 3.22%; 3개월 변동폭 유효 74.0%; 대형주 안정성; 현재가 급변, 매수·익절 판단 재점검(+9.14%)",2196093000000,KRW,FALSE,2026 반기보고서,OK,00138279,S-Oil,OPENDART_OFFICIAL_DOWNLOAD,MATCH,동일 종목코드 후보 중 KRX 종목명과 회사명 완전일치,1,NAME_EXACT,READY,OK,2026 반기보고서,2026,11012,반기보고서,CFS,KRW,20286177000000.0,1235575000000.0,30242119000000.0,20156522000000.0,10085597000000.0,17039037000000.0,-365512000000.0,-111340000000.0,19.06,700.83,1209.73,10.83,199.85,24.5,흑자전환,15896690230400.0,112582792.0,2026-08-24,21949.62,89583.82,6.43,1.58,READY,KRX 시가총액·상장주식수 / OpenDART 반기보고서 / 누적순이익 × 2 연환산,,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,주요주주변동,20260826,임원ㆍ주요주주특정증권등소유상황보고서,3,2026-08-28T16:15:48+09:00
17,🟡,086280,현대글로비스,KOSPI,2026-08-27,"205,000 🟦","189,200원~201,500원","216,000원~226,500원","약 ±5,740원 내외 (±2.83%)",2.1,186300.0,172500.0,250000.0,44.93,41.94,-0.49,-11.33,138276,31095002637,False,False,125.0,매수위치 중립 40.0%; 거래대금 양호; 변동성 적정 2.83%; 3개월 변동폭 유효 44.9%; 대형주 안정성; 현재가 보정 적용(+0.74%),1016518362058,KRW,FALSE,2026 반기보고서,OK,00360595,현대글로비스,OPENDART_OFFICIAL_DOWNLOAD,MATCH,동일 종목코드 후보 중 KRX 종목명과 회사명 완전일치,1,NAME_EXACT,READY,OK,2026 반기보고서,2026,11012,반기보고서,CFS,KRW,16518096336966.0,710201629501.0,20803724753332.0,9873023342320.0,10930701411012.0,14739357297427.0,1040762525425.0,901621061459.0,12.07,-2.33,-21.23,6.15,90.32,12.99,흑자지속,15487500000000.0,75000000.0,2026-08-18,18938.71,145742.69,10.9,1.42,READY,KRX 시가총액·상장주식수 / OpenDART 반기보고서 / 누적순이익 × 2 연환산,,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,FALSE,FALSE,없음,,,,0,2026-08-28T16:15:48+09:00
18,🟡,005930,삼성전자,KOSPI,2026-08-27,"257,000 🔴","228,000원~261,500원","299,000원~326,500원","약 ±15,110원 내외 (±5.29%)",2.0,220500.0,189200.0,374500.0,97.94,36.59,4.72,-13.36,16829395,6858189127719,False,False,124.0,"1개월 추세 양호 4.7%; 매수위치 중립 41.5%; 거래대금 우수; 변동성 큼 5.29%; 대형주 안정성; 현재가 급변, 매수·익절 판단 재점검(-3.38%)",146725209000000,KRW,FALSE,2026 반기보고서,OK,00126380,삼성전자,OPENDART_OFFICIAL_DOWNLOAD,MATCH,동일 종목코드 후보 중 KRX 종목명과 회사명 완전일치,1,NAME_EXACT,READY,OK,2026 반기보고서,2026,11012,반기보고서,CFS,KRW,305372914000000.0,118849733000000.0,759480516000000.0,180170840000000.0,579309676000000.0,153706820000000.0,11361329000000.0,13339313000000.0,98.67,1191.44,790.97,48.05,31.1,41.03,흑자지속,1569725806248000.0,5846278608.0,2026-08-18,40658.25,99090.33,6.6,2.71,READY,KRX 시가총액·상장주식수 / OpenDART 반기보고서 / 누적순이익 × 2 연환산,,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,"대량보유,자사주처분,주요주주변동",20260826,임원ㆍ주요주주특정증권등소유상황보고서,830,2026-08-28T16:15:48+09:00
19,🟡,028260,삼성물산,KOSPI,2026-08-27,"375,000","322,000원~369,000원","422,500원~460,500원","약 ±21,300원 내외 (±5.26%)",2.1,311500.0,262000.0,565000.0,115.65,37.29,10.6,-8.53,394068,159349791333,False,False,124.0,1개월 추세 양호 10.6%; 매수위치 중립 37.5%; 거래대금 우수; 변동성 큼 5.26%; 대형주 안정성,1752100294114,KRW,FALSE,2026 반기보고서,OK,00149655,삼성물산,OPENDART_OFFICIAL_DOWNLOAD,MATCH,동일 종목코드 후보 중 KRX 종목명과 회사명 완전일치,1,NAME_EXACT,READY,OK,2026 반기보고서,2026,11012,반기보고서,CFS,KRW,22460878797270.0,2001413972826.0,163768451300192.0,50059810178031.0,113708641122161.0,19758856874740.0,1477035382315.0,1463767225490.0,13.67,18.62,36.73,7.8,44.02,3.52,흑자지속,62839937637500.0,162167581.0,2026-08-26,24683.28,701179.86,15.7,0.55,READY,KRX 시가총액·상장주식수 / OpenDART 반기보고서 / 누적순이익 × 2 연환산,,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,주의,주요주주변동,20260602,임원ㆍ주요주주특정증권등소유상황보고서,1,2026-08-28T16:15:48+09:00
20,🟡,010120,LS ELECTRIC,KOSPI,2026-08-27,"214,500 🟠","189,200원~216,000원","246,000원~268,000원","약 ±12,140원 내외 (±5.75%)",2.4,183100.0,148000.0,282500.0,90.88,49.44,9.75,-16.06,1135340,142427059780,False,False,124.0,1개월 추세 양호 9.8%; 매수위치 중립 53.2%; 거래대금 우수; 변동성 큼 5.75%; 대형주 안정성; 현재가 변동 큼(-2.28%),305087151603,KRW,FALSE,2026 반기보고서,OK,,,,MISMATCH,KRX 종목명=LS ELECTRIC; OpenDART 후보=엘에스일렉트릭,1,NO_NAME_MATCH,LIMITED,NO_CORP_CODE,,,,,,KRW,,,,,,,,,,,,,,,,,,,,,,,LIMITED_NO_FINANCIAL_DATA,,"revenue,operating_profit,net_income,total_assets,total_liabilities,total_equity",LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,"자사주처분,주요주주변동",20260804,임원ㆍ주요주주특정증권등소유상황보고서,3,2026-08-28T16:15:48+09:00
21,🟡,051910,LG화학,KOSPI,2026-08-27,"277,000 🟦","250,000원~271,500원","296,000원~313,500원","약 ±9,770원 내외 (±3.38%)",2.0,245000.0,224000.0,381000.0,70.09,33.76,5.58,-17.07,175859,45625165613,False,False,124.0,1개월 추세 양호 5.6%; 거래대금 양호; 변동성 적정 3.38%; 3개월 변동폭 유효 70.1%; 대형주 안정성; 현재가 보정 적용(+0.91%),549897000000,KRW,FALSE,2026 반기보고서,OK,00356361,LG화학,OPENDART_OFFICIAL_DOWNLOAD,MATCH,동일 종목코드 후보 중 KRX 종목명과 회사명 완전일치,1,NAME_EXACT,READY,OK,2026 반기보고서,2026,11012,반기보고서,CFS,KRW,26422690000000.0,-715104000000.0,112209782000000.0,63338859000000.0,48870923000000.0,24487340000000.0,914450000000.0,148485000000.0,7.9,-39.87,-581.6,2.08,129.6,-2.93,흑자지속,19095228781500.0,70592343.0,2026-08-18,-20260.1,692297.79,,0.39,PARTIAL_LOSS_PER_NA,KRX 시가총액·상장주식수 / OpenDART 반기보고서 / 누적순이익 × 2 연환산,,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,"대량보유,주요주주변동",20260807,주식등의대량보유상황보고서(일반),5,2026-08-28T16:15:48+09:00
22,🟡,028670,팬오션,KOSPI,2026-08-27,"5,790 🔴","5,210원~5,560원","5,980원~6,270원",약 ±163원 내외 (±3.08%),1.7,5130.0,4400.0,6530.0,48.41,65.26,7.25,0.0,3824498,28345397658,False,False,123.0,"1개월 추세 양호 7.2%; 매수위치 중립 57.3%; 변동성 적정 3.08%; 3개월 변동폭 유효 48.4%; 현재가 급변, 매수·익절 판단 재점검(+3.02%)",334618000000,KRW,FALSE,2026 반기보고서,OK,00122737,팬오션,OPENDART_OFFICIAL_DOWNLOAD,MATCH,동일 종목코드 후보 중 KRX 종목명과 회사명 완전일치,1,NAME_EXACT,READY,OK,2026 반기보고서,2026,11012,반기보고서,CFS,KRW,3422590000000.0,231964000000.0,12838106000000.0,6516519000000.0,6321587000000.0,2687095000000.0,236327000000.0,194808000000.0,27.37,41.59,19.07,9.78,103.08,7.34,흑자지속,2998934962320.0,534569512.0,2026-08-26,867.85,11825.57,6.46,0.47,READY,KRX 시가총액·상장주식수 / OpenDART 반기보고서 / 누적순이익 × 2 연환산,,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,"대량보유,주요주주변동",20260820,주식등의대량보유상황보고서(일반),10,2026-08-28T16:15:48+09:00
23,🟡,004020,현대제철,KOSPI,2026-08-27,"31,000 🟦","29,050원~31,150원","33,550원~35,250원",약 ±953원 내외 (±3.19%),2.0,28600.0,23650.0,42550.0,79.92,38.89,13.33,-24.03,1536408,17374739463,False,False,123.0,1개월 추세 양호 13.3%; 매수위치 중립 41.3%; 변동성 적정 3.19%; 3개월 변동폭 유효 79.9%; 현재가 보정 적용(-1.43%),73408556289,KRW,FALSE,2026 반기보고서,OK,00145880,현대제철,OPENDART_OFFICIAL_DOWNLOAD,MATCH,동일 종목코드 후보 중 KRX 종목명과 회사명 완전일치,1,NAME_EXACT,READY,OK,2026 반기보고서,2026,11012,반기보고서,CFS,KRW,11846989711408.0,-27204032422.0,35765680797731.0,15398394656598.0,20367286141133.0,11509019989320.0,82740071671.0,-16993877738.0,2.94,-11.28,-60.08,0.62,75.6,-0.27,흑자지속,4196869938250.0,133445785.0,2026-08-27,-407.72,152625.92,,0.21,PARTIAL_LOSS_PER_NA,KRX 시가총액·상장주식수 / OpenDART 반기보고서 / 누적순이익 × 2 연환산,,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,주의,"대량보유,주요주주변동",20260721,임원ㆍ주요주주특정증권등소유상황보고서,2,2026-08-28T16:15:48+09:00
24,🟡,282330,BGF리테일,KOSPI,2026-08-27,"147,000 🔴","131,800원~138,300원","145,700원~151,700원","약 ±3,165원 내외 (±2.50%)",1.7,130200.0,107200.0,156600.0,46.08,80.57,11.31,10.52,105721,11302285502,False,False,123.0,"1개월 추세 양호 11.3%; 매수위치 중립 65.8%; 변동성 적정 2.50%; 3개월 변동폭 유효 46.1%; 현재가 급변, 매수·익절 판단 재점검(+5.23%)",122961339292,KRW,FALSE,2026 반기보고서,OK,01263022,BGF리테일,OPENDART_OFFICIAL_DOWNLOAD,MATCH,동일 종목코드 후보 중 KRX 종목명과 회사명 완전일치,1,NAME_EXACT,READY,OK,2026 반기보고서,2026,11012,반기보고서,CFS,KRW,4547175279295.0,86122118470.0,3573558460846.0,2250537227993.0,1323021232853.0,4306620110498.0,92049498613.0,66166314971.0,5.59,33.58,30.16,2.7,170.11,13.02,흑자지속,2414561668200.0,17283906.0,2026-08-27,9965.59,76546.43,14.02,1.83,READY,KRX 시가총액·상장주식수 / OpenDART 반기보고서 / 누적순이익 × 2 연환산,,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,주의,대량보유,20260810,주식등의대량보유상황보고서(일반),2,2026-08-28T16:15:48+09:00
25,🟡,017800,현대엘리베이터,KOSPI,2026-08-27,"75,600","72,100원~74,700원","78,500원~80,900원","약 ±1,354원 내외 (±1.85%)",1.8,71400.0,61800.0,85000.0,37.54,59.48,6.34,-7.02,120433,11032351957,False,False,123.0,1개월 추세 양호 6.3%; 매수위치 중립 59.0%; 변동성 적정 1.85%; 3개월 변동폭 유효 37.5%,124965116334,KRW,FALSE,2026 반기보고서,OK,00164724,현대엘리베이터,OPENDART_OFFICIAL_DOWNLOAD,MATCH,동일 종목코드 후보 중 KRX 종목명과 회사명 완전일치,1,NAME_EXACT,READY,OK,2026 반기보고서,2026,11012,반기보고서,CFS,KRW,1238690904271.0,193980863193.0,3427299827859.0,2250276241221.0,1177023586638.0,1231889604286.0,103848223216.0,87415356225.0,0.55,20.33,121.91,10.09,191.18,32.96,흑자지속,2900654967000.0,39092385.0,2026-08-19,9924.23,30108.77,7.48,2.46,READY,KRX 시가총액·상장주식수 / OpenDART 반기보고서 / 누적순이익 × 2 연환산,,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,"대량보유,유상증자,주요주주변동",20260713,주식등의대량보유상황보고서(일반),36,2026-08-28T16:15:48+09:00
26,🟡,002380,KCC,KOSPI,2026-08-27,"473,500 🟦","429,500원~464,500원","505,000원~534,000원","약 ±16,020원 내외 (±3.48%)",2.2,421500.0,336000.0,593000.0,76.49,53.50,12.59,-17.2,20208,10472342812,False,False,123.0,1개월 추세 양호 12.6%; 매수위치 중립 52.0%; 변동성 적정 3.48%; 3개월 변동폭 유효 76.5%; 현재가 보정 적용(+0.85%),222530878726,KRW,FALSE,2026 반기보고서,OK,,,,MISMATCH,KRX 종목명=KCC; OpenDART 후보=케이씨씨,1,NO_NAME_MATCH,LIMITED,NO_CORP_CODE,,,,,,KRW,,,,,,,,,,,,,,,,,,,,,,,LIMITED_NO_FINANCIAL_DATA,,"revenue,operating_profit,net_income,total_assets,total_liabilities,total_equity",LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,위험,"대량보유,신주인수권,신주인수권행사",20260820,주식등의대량보유상황보고서(일반),5,2026-08-28T16:15:48+09:00
27,🟡,000270,기아,KOSPI,2026-08-27,"128,000 🟠","115,800원~124,800원","135,600원~143,400원","약 ±4,335원 내외 (±2.95%)",2.2,113100.0,114700.0,174600.0,52.22,22.20,-3.3,-23.44,1435376,109512266667,False,False,122.0,거래대금 우수; 변동성 적정 2.95%; 3개월 변동폭 유효 52.2%; 대형주 안정성; 현재가 변동 큼(+1.51%),4833650000000,KRW,FALSE,2026 반기보고서,OK,00106641,기아,OPENDART_OFFICIAL_DOWNLOAD,MATCH,동일 종목코드 후보 중 KRX 종목명과 회사명 완전일치,1,NAME_EXACT,READY,OK,2026 반기보고서,2026,11012,반기보고서,CFS,KRW,62538936000000.0,4157949000000.0,106829374000000.0,42140138000000.0,64689236000000.0,57367145000000.0,5773354000000.0,4660812000000.0,9.02,-16.28,-10.79,7.73,65.14,12.86,흑자지속,53564663325600.0,390412998.0,2026-08-18,21300.26,165694.37,6.44,0.83,READY,KRX 시가총액·상장주식수 / OpenDART 반기보고서 / 누적순이익 × 2 연환산,,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,주의,"대량보유,주요주주변동",20260709,주식등의대량보유상황보고서(일반),2,2026-08-28T16:15:48+09:00
28,🟡,035720,카카오,KOSPI,2026-08-27,"36,850 🟠","33,750원~35,650원","37,950원~39,600원",약 ±897원 내외 (±2.40%),1.8,33300.0,32250.0,48500.0,50.39,28.31,-2.83,-11.11,1259525,102243762003,False,False,122.0,거래대금 우수; 변동성 적정 2.40%; 3개월 변동폭 유효 50.4%; 대형주 안정성; 현재가 변동 큼(+2.36%),488414000457,KRW,FALSE,2026 반기보고서,OK,00258801,카카오,OPENDART_OFFICIAL_DOWNLOAD,MATCH,동일 종목코드 후보 중 KRX 종목명과 회사명 완전일치,1,NAME_EXACT,READY,OK,2026 반기보고서,2026,11012,반기보고서,CFS,KRW,4040533247476.0,244816510539.0,27672994899114.0,12599593717147.0,15073401181967.0,3665355229180.0,331267675053.0,372149284703.0,10.24,47.44,-34.22,12.09,83.59,3.25,흑자지속,16944025927500.0,442981070.0,2026-08-18,1105.31,34027.19,34.61,1.12,READY,KRX 시가총액·상장주식수 / OpenDART 반기보고서 / 누적순이익 × 2 연환산,,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,"대량보유,주요주주변동",20260803,주식등의대량보유상황보고서(약식),4,2026-08-28T16:15:48+09:00
29,🟡,033780,KT&G,KOSPI,2026-08-27,"176,300 🟦","167,300원~172,800원","180,900원~186,300원","약 ±2,895원 내외 (±1.63%)",2.1,165800.0,164000.0,192400.0,17.32,43.31,-4.44,-2.89,163023,50693167901,False,False,122.0,매수위치 중립 37.0%; 거래대금 양호; 변동성 적정 1.63%; 대형주 안정성; 현재가 보정 적용(+1.03%),778988000000,KRW,FALSE,2026 반기보고서,OK,,,,MISMATCH,KRX 종목명=KT&G; OpenDART 후보=케이티앤지,1,NO_NAME_MATCH,LIMITED,NO_CORP_CODE,,,,,,KRW,,,,,,,,,,,,,,,,,,,,,,,LIMITED_NO_FINANCIAL_DATA,,"revenue,operating_profit,net_income,total_assets,total_liabilities,total_equity",LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,경계,대량보유,20260805,주식등의대량보유상황보고서(일반),5,2026-08-28T16:15:48+09:00
30,🟡,003550,LG,KOSPI,2026-08-27,"116,300 🟠","104,500원~113,300원","123,300원~130,500원","약 ±4,005원 내외 (±3.46%)",2.1,102500.0,88100.0,185900.0,111.01,28.83,17.2,-3.13,228408,32381878677,False,False,121.0,1개월 추세 양호 17.2%; 거래대금 양호; 변동성 적정 3.46%; 대형주 안정성; 현재가 변동 큼(+1.57%),946808000000,KRW,FALSE,2026 반기보고서,OK,00120021,LG,OPENDART_OFFICIAL_DOWNLOAD,MATCH,동일 종목코드 후보 중 KRX 종목명과 회사명 완전일치,1,NAME_EXACT,READY,OK,2026 반기보고서,2026,11012,반기보고서,CFS,KRW,3940245000000.0,912803000000.0,35931460000000.0,3209037000000.0,32722423000000.0,3733846000000.0,914931000000.0,852645000000.0,5.53,3.48,7.06,24.03,9.81,5.58,흑자지속,17160292454000.0,151192004.0,2026-08-24,12074.75,216429.59,9.4,0.52,READY,KRX 시가총액·상장주식수 / OpenDART 반기보고서 / 누적순이익 × 2 연환산,,LIMITED,DART 최근 90일 공시 제목 기준,DART_WHOLE_MARKET_LOOKBACK_CAPPED_90D_FROM_180D,TRUE,TRUE,주의,대량보유,20260703,주식등의대량보유상황보고서(일반),2,2026-08-28T16:15:48+09:00
