ticker,name,market,basis_date,score_status,score_total,score_band,score_financial,score_valuation,score_growth_value,score_price_position,score_liquidity_elasticity,score_supply_disclosure,missing_component_count,missing_components,warning_reasons,raw_source_mode,financial_sector,component_points_json
267270,HD건설기계,KOSPI,2026-09-11,READY,64.0,대기·중립,24.5,12.5,7.0,11.0,8.0,1.0,0,,,DIRECT,false,"{""매출 성장과 안정성"":4.5,""영업이익 성장과 흑자 여부"":7.0,""순이익 흐름"":3.0,""영업이익률"":3.0,""ROE"":3.0,""부채비율"":2.5,""영업현금흐름"":1.5,""PER"":7.5,""PBR"":3.5,""EV/EBITDA"":0.0,""PSR 또는 대체 가치지표"":1.5,""최근 3년 매출 성장률"":0.5,""최근 3년 영업이익 성장률"":0.5,""최근 분기 실적 가속·둔화"":3.0,""흑자 지속성과 이익 안정성"":2.0,""순현금·기업가치 상태"":1.0,""1개월 가격흐름"":3.0,""3개월 가격흐름"":1.5,""기간 저가·고가 대비 현재위치"":4.0,""과열·급락 위험"":2.5,""20일 평균 거래대금과 거래량"":5.0,""하루평균 절대등락률"":3.0,""수급·공시부담"":1.0}"
271940,일진하이솔루스,KOSPI,2026-09-11,LIMITED,,,,,,,,,1,최근 분기 실적 가속·둔화:ANNUAL_OP_DENOM_NONPOSITIVE,,DIRECT,false,"{""매출 성장과 안정성"":5.0,""영업이익 성장과 흑자 여부"":0.0,""순이익 흐름"":2.0,""영업이익률"":0.0,""ROE"":1.0,""부채비율"":3.0,""영업현금흐름"":0.0,""PER"":1.0,""PBR"":3.0,""EV/EBITDA"":0.0,""PSR 또는 대체 가치지표"":0.5,""최근 3년 매출 성장률"":1.5,""최근 3년 영업이익 성장률"":0.0,""흑자 지속성과 이익 안정성"":1.5,""순현금·기업가치 상태"":1.0,""1개월 가격흐름"":3.0,""3개월 가격흐름"":0.5,""기간 저가·고가 대비 현재위치"":4.0,""과열·급락 위험"":2.5,""20일 평균 거래대금과 거래량"":1.0,""하루평균 절대등락률"":4.0,""수급·공시부담"":10.0}"
271980,제일약품,KOSPI,2026-09-11,LIMITED,,,,,,,,,1,최근 분기 실적 가속·둔화:ANNUAL_OP_DENOM_NONPOSITIVE,,DIRECT,false,"{""매출 성장과 안정성"":0.0,""영업이익 성장과 흑자 여부"":0.5,""순이익 흐름"":0.5,""영업이익률"":0.0,""ROE"":0.0,""부채비율"":2.0,""영업현금흐름"":0.0,""PER"":0.0,""PBR"":3.0,""EV/EBITDA"":3.5,""PSR 또는 대체 가치지표"":3.0,""최근 3년 매출 성장률"":0.0,""최근 3년 영업이익 성장률"":3.0,""흑자 지속성과 이익 안정성"":0.5,""순현금·기업가치 상태"":0.5,""1개월 가격흐름"":2.0,""3개월 가격흐름"":1.5,""기간 저가·고가 대비 현재위치"":5.0,""과열·급락 위험"":1.0,""20일 평균 거래대금과 거래량"":1.0,""하루평균 절대등락률"":4.0,""수급·공시부담"":7.0}"
278470,에이피알,KOSPI,2026-09-11,READY,68.0,관찰 후보,28.5,2.5,11.5,8.5,10.0,7.0,0,,,DIRECT,false,"{""매출 성장과 안정성"":5.0,""영업이익 성장과 흑자 여부"":7.0,""순이익 흐름"":3.0,""영업이익률"":4.0,""ROE"":3.0,""부채비율"":2.5,""영업현금흐름"":4.0,""PER"":2.0,""PBR"":0.5,""EV/EBITDA"":0.0,""PSR 또는 대체 가치지표"":0.0,""최근 3년 매출 성장률"":4.0,""최근 3년 영업이익 성장률"":4.0,""최근 분기 실적 가속·둔화"":0.5,""흑자 지속성과 이익 안정성"":2.0,""순현금·기업가치 상태"":1.0,""1개월 가격흐름"":2.0,""3개월 가격흐름"":1.5,""기간 저가·고가 대비 현재위치"":4.0,""과열·급락 위험"":1.0,""20일 평균 거래대금과 거래량"":6.0,""하루평균 절대등락률"":4.0,""수급·공시부담"":7.0}"
286940,롯데이노베이트,KOSPI,2026-09-11,READY,64.0,대기·중립,19.0,18.5,4.5,9.0,3.0,10.0,0,,,DIRECT,false,"{""매출 성장과 안정성"":1.0,""영업이익 성장과 흑자 여부"":6.0,""순이익 흐름"":3.0,""영업이익률"":2.0,""ROE"":2.0,""부채비율"":2.5,""영업현금흐름"":2.5,""PER"":6.5,""PBR"":5.0,""EV/EBITDA"":4.0,""PSR 또는 대체 가치지표"":3.0,""최근 3년 매출 성장률"":0.5,""최근 3년 영업이익 성장률"":0.5,""최근 분기 실적 가속·둔화"":1.0,""흑자 지속성과 이익 안정성"":2.0,""순현금·기업가치 상태"":0.5,""1개월 가격흐름"":1.0,""3개월 가격흐름"":1.5,""기간 저가·고가 대비 현재위치"":4.0,""과열·급락 위험"":2.5,""20일 평균 거래대금과 거래량"":0.5,""하루평균 절대등락률"":2.5,""수급·공시부담"":10.0}"
298000,효성화학,KOSPI,2026-09-11,LIMITED,,,,,,,,,3,EV/EBITDA:EV_EBITDA_INPUT:OK:NO_EXACT_CANDIDATE;기간 저가·고가 대비 현재위치:MISSING_POSITION;과열·급락 위험:MISSING_RISK_INPUT,,DIRECT,false,"{""매출 성장과 안정성"":5.0,""영업이익 성장과 흑자 여부"":5.5,""순이익 흐름"":1.5,""영업이익률"":3.0,""ROE"":3.5,""부채비율"":2.0,""영업현금흐름"":0.0,""PER"":5.0,""PBR"":5.0,""PSR 또는 대체 가치지표"":3.0,""최근 3년 매출 성장률"":1.5,""최근 3년 영업이익 성장률"":0.0,""최근 분기 실적 가속·둔화"":3.0,""흑자 지속성과 이익 안정성"":2.0,""순현금·기업가치 상태"":0.0,""1개월 가격흐름"":0.0,""3개월 가격흐름"":2.5,""20일 평균 거래대금과 거래량"":2.0,""하루평균 절대등락률"":4.0,""수급·공시부담"":7.0}"
298690,에어부산,KOSPI,2026-09-11,READY,35.0,주의,8.5,9.0,3.0,9.5,4.0,1.0,0,,,DIRECT,false,"{""매출 성장과 안정성"":4.0,""영업이익 성장과 흑자 여부"":0.5,""순이익 흐름"":0.5,""영업이익률"":0.0,""ROE"":0.0,""부채비율"":0.0,""영업현금흐름"":3.5,""PER"":0.0,""PBR"":2.0,""EV/EBITDA"":4.0,""PSR 또는 대체 가치지표"":3.0,""최근 3년 매출 성장률"":0.5,""최근 3년 영업이익 성장률"":0.0,""최근 분기 실적 가속·둔화"":0.0,""흑자 지속성과 이익 안정성"":0.5,""순현금·기업가치 상태"":2.0,""1개월 가격흐름"":2.0,""3개월 가격흐름"":1.5,""기간 저가·고가 대비 현재위치"":3.5,""과열·급락 위험"":2.5,""20일 평균 거래대금과 거래량"":0.0,""하루평균 절대등락률"":4.0,""수급·공시부담"":1.0}"
336260,두산퓨얼셀,KOSPI,2026-09-11,LIMITED,,,,,,,,,1,최근 분기 실적 가속·둔화:ANNUAL_OP_DENOM_NONPOSITIVE,,DIRECT,false,"{""매출 성장과 안정성"":1.5,""영업이익 성장과 흑자 여부"":0.0,""순이익 흐름"":0.0,""영업이익률"":0.0,""ROE"":0.0,""부채비율"":0.5,""영업현금흐름"":0.0,""PER"":0.0,""PBR"":1.0,""EV/EBITDA"":0.0,""PSR 또는 대체 가치지표"":0.0,""최근 3년 매출 성장률"":4.0,""최근 3년 영업이익 성장률"":0.0,""흑자 지속성과 이익 안정성"":0.0,""순현금·기업가치 상태"":0.5,""1개월 가격흐름"":2.5,""3개월 가격흐름"":0.0,""기간 저가·고가 대비 현재위치"":4.0,""과열·급락 위험"":1.5,""20일 평균 거래대금과 거래량"":5.0,""하루평균 절대등락률"":1.5,""수급·공시부담"":7.0}"
357250,미래에셋맵스리츠,KOSPI,2026-09-11,LIMITED,,,,,,,,,1,최근 분기 실적 가속·둔화:MISSING_ACCEL_INPUT,,UNAVAILABLE,false,"{""매출 성장과 안정성"":2.5,""영업이익 성장과 흑자 여부"":5.0,""순이익 흐름"":3.0,""영업이익률"":4.0,""ROE"":1.0,""부채비율"":1.0,""영업현금흐름"":4.0,""PER"":2.0,""PBR"":3.0,""EV/EBITDA"":3.5,""PSR 또는 대체 가치지표"":0.0,""최근 3년 매출 성장률"":1.5,""최근 3년 영업이익 성장률"":2.0,""흑자 지속성과 이익 안정성"":2.0,""순현금·기업가치 상태"":1.0,""1개월 가격흐름"":2.0,""3개월 가격흐름"":1.5,""기간 저가·고가 대비 현재위치"":4.0,""과열·급락 위험"":1.0,""20일 평균 거래대금과 거래량"":1.0,""하루평균 절대등락률"":2.5,""수급·공시부담"":4.0}"
361610,SK아이이테크놀로지,KOSPI,2026-09-11,LIMITED,,,,,,,,,1,최근 분기 실적 가속·둔화:ANNUAL_OP_DENOM_NONPOSITIVE,,DIRECT,false,"{""매출 성장과 안정성"":0.0,""영업이익 성장과 흑자 여부"":0.0,""순이익 흐름"":0.0,""영업이익률"":0.0,""ROE"":0.0,""부채비율"":2.0,""영업현금흐름"":0.0,""PER"":0.0,""PBR"":3.0,""EV/EBITDA"":0.0,""PSR 또는 대체 가치지표"":0.0,""최근 3년 매출 성장률"":0.0,""최근 3년 영업이익 성장률"":0.0,""흑자 지속성과 이익 안정성"":0.0,""순현금·기업가치 상태"":0.0,""1개월 가격흐름"":4.0,""3개월 가격흐름"":0.5,""기간 저가·고가 대비 현재위치"":4.0,""과열·급락 위험"":2.5,""20일 평균 거래대금과 거래량"":4.0,""하루평균 절대등락률"":3.0,""수급·공시부담"":1.0}"
373220,LG에너지솔루션,KOSPI,2026-09-11,READY,41.0,주의,8.0,3.0,2.0,11.0,10.0,7.0,0,,,DIRECT,false,"{""매출 성장과 안정성"":1.5,""영업이익 성장과 흑자 여부"":0.5,""순이익 흐름"":0.5,""영업이익률"":0.0,""ROE"":0.0,""부채비율"":2.0,""영업현금흐름"":3.5,""PER"":0.0,""PBR"":2.0,""EV/EBITDA"":0.5,""PSR 또는 대체 가치지표"":0.5,""최근 3년 매출 성장률"":0.0,""최근 3년 영업이익 성장률"":0.5,""최근 분기 실적 가속·둔화"":0.5,""흑자 지속성과 이익 안정성"":0.5,""순현금·기업가치 상태"":0.5,""1개월 가격흐름"":3.0,""3개월 가격흐름"":1.5,""기간 저가·고가 대비 현재위치"":4.0,""과열·급락 위험"":2.5,""20일 평균 거래대금과 거래량"":6.0,""하루평균 절대등락률"":4.0,""수급·공시부담"":7.0}"
402340,SK스퀘어,KOSPI,2026-09-11,READY,62.0,대기·중립,20.5,13.5,7.0,11.0,9.0,1.0,0,,SECTOR_STRUCTURAL_NONCOMPARABILITY,DIRECT,true,"{""매출 성장과 안정성"":0.0,""영업이익 성장과 흑자 여부"":7.0,""순이익 흐름"":3.0,""영업이익률"":4.0,""ROE"":3.0,""부채비율"":1.5,""영업현금흐름"":2.0,""PER"":8.0,""PBR"":2.0,""EV/EBITDA"":2.0,""PSR 또는 대체 가치지표"":1.5,""최근 3년 매출 성장률"":0.0,""최근 3년 영업이익 성장률"":3.0,""최근 분기 실적 가속·둔화"":1.0,""흑자 지속성과 이익 안정성"":2.0,""순현금·기업가치 상태"":1.0,""1개월 가격흐름"":3.5,""3개월 가격흐름"":0.5,""기간 저가·고가 대비 현재위치"":5.0,""과열·급락 위험"":2.0,""20일 평균 거래대금과 거래량"":6.0,""하루평균 절대등락률"":3.0,""수급·공시부담"":1.0}"
403550,쏘카,KOSPI,2026-09-11,LIMITED,,,,,,,,,1,최근 분기 실적 가속·둔화:ANNUAL_OP_DENOM_NONPOSITIVE,,DIRECT,false,"{""매출 성장과 안정성"":1.5,""영업이익 성장과 흑자 여부"":7.0,""순이익 흐름"":0.0,""영업이익률"":2.0,""ROE"":0.0,""부채비율"":1.0,""영업현금흐름"":3.5,""PER"":0.0,""PBR"":3.0,""EV/EBITDA"":4.0,""PSR 또는 대체 가치지표"":2.5,""최근 3년 매출 성장률"":2.5,""최근 3년 영업이익 성장률"":3.0,""흑자 지속성과 이익 안정성"":0.0,""순현금·기업가치 상태"":1.0,""1개월 가격흐름"":1.0,""3개월 가격흐름"":1.5,""기간 저가·고가 대비 현재위치"":4.0,""과열·급락 위험"":2.5,""20일 평균 거래대금과 거래량"":0.5,""하루평균 절대등락률"":2.5,""수급·공시부담"":1.0}"
456040,OCI,KOSPI,2026-09-11,READY,67.0,관찰 후보,19.5,17.0,9.0,10.5,4.0,7.0,0,,,DIRECT,false,"{""매출 성장과 안정성"":2.5,""영업이익 성장과 흑자 여부"":7.0,""순이익 흐름"":2.0,""영업이익률"":2.0,""ROE"":2.0,""부채비율"":2.5,""영업현금흐름"":1.5,""PER"":7.5,""PBR"":5.0,""EV/EBITDA"":1.5,""PSR 또는 대체 가치지표"":3.0,""최근 3년 매출 성장률"":4.0,""최근 3년 영업이익 성장률"":0.5,""최근 분기 실적 가속·둔화"":3.0,""흑자 지속성과 이익 안정성"":1.5,""순현금·기업가치 상태"":0.0,""1개월 가격흐름"":3.0,""3개월 가격흐름"":0.5,""기간 저가·고가 대비 현재위치"":4.0,""과열·급락 위험"":3.0,""20일 평균 거래대금과 거래량"":1.5,""하루평균 절대등락률"":2.5,""수급·공시부담"":7.0}"
475560,더본코리아,KOSPI,2026-09-11,READY,33.0,주의,3.0,6.0,1.5,11.5,4.0,7.0,0,,,DIRECT,false,"{""매출 성장과 안정성"":0.0,""영업이익 성장과 흑자 여부"":0.0,""순이익 흐름"":0.0,""영업이익률"":0.0,""ROE"":0.0,""부채비율"":3.0,""영업현금흐름"":0.0,""PER"":0.0,""PBR"":3.0,""EV/EBITDA"":0.0,""PSR 또는 대체 가치지표"":3.0,""최근 3년 매출 성장률"":0.0,""최근 3년 영업이익 성장률"":0.0,""최근 분기 실적 가속·둔화"":0.0,""흑자 지속성과 이익 안정성"":0.0,""순현금·기업가치 상태"":1.5,""1개월 가격흐름"":4.0,""3개월 가격흐름"":1.5,""기간 저가·고가 대비 현재위치"":5.0,""과열·급락 위험"":1.0,""20일 평균 거래대금과 거래량"":1.0,""하루평균 절대등락률"":3.0,""수급·공시부담"":7.0}"
483650,달바글로벌,KOSPI,2026-09-11,LIMITED,,,,,,,,,1,EV/EBITDA:EV_EBITDA_INPUT:EMPTY_AS_ZERO:NO_EXACT_CANDIDATE,,DIRECT,false,"{""매출 성장과 안정성"":5.0,""영업이익 성장과 흑자 여부"":6.0,""순이익 흐름"":3.0,""영업이익률"":4.0,""ROE"":3.0,""부채비율"":3.0,""영업현금흐름"":3.5,""PER"":5.5,""PBR"":0.5,""PSR 또는 대체 가치지표"":0.0,""최근 3년 매출 성장률"":4.0,""최근 3년 영업이익 성장률"":4.0,""최근 분기 실적 가속·둔화"":0.5,""흑자 지속성과 이익 안정성"":2.0,""순현금·기업가치 상태"":1.0,""1개월 가격흐름"":0.0,""3개월 가격흐름"":0.5,""기간 저가·고가 대비 현재위치"":3.5,""과열·급락 위험"":0.0,""20일 평균 거래대금과 거래량"":4.5,""하루평균 절대등락률"":3.0,""수급·공시부담"":4.0}"
