ticker,name,market,single_blocker_ticker,corp_code,prior_rcept_no,prior_xbrl_status,refreshed_list_status,refreshed_list_message,candidate_rcept_count,zip_success_count,zip_with_approved_exact_count,recovery_classification,candidate_attempts_json
002450,삼익악기,KOSPI,TRUE,00127857,20260814002982,NOT_ZIP,000,정상,3,2,2,ALTERNATE_RCEPT_ZIP_FOUND,"[{""rcept_no"":""20260814002982"",""candidate_source"":""V885_PRIOR"",""rcept_dt"":""20260814"",""report_nm"":""[첨부정정]사업보고서 (2025.12)"",""http_status"":""OK"",""http_error"":"""",""content_type"":""application/xml;charset=UTF-8"",""zip_status"":""NOT_ZIP"",""member_count"":0,""approved_exact_fact_count"":0,""approved_exact_local_names"":[],""all_da_local_names"":[],""dart_status"":""014"",""dart_message"":""파일이 존재하지 않습니다."",""body_head"":""<?xml version=\""1.0\"" encoding=\""UTF-8\"" standalone=\""yes\""?><result><status>014</status><message>파일이 존재하지 않습니다.</message></result>""},{""rcept_no"":""20260814002549"",""candidate_source"":""DART_LIST_REFRESH"",""rcept_dt"":""20260814"",""report_nm"":""[기재정정]사업보고서 (2025.12)"",""http_status"":""OK"",""http_error"":"""",""content_type"":""application/x-msdownload;charset=UTF-8"",""zip_status"":""ZIP_OK"",""member_count"":6,""approved_exact_fact_count"":8,""approved_exact_local_names"":[""AdjustmentsForAmortisationExpense"",""AdjustmentsForDepreciationExpense""],""all_da_local_names"":[""AdjustmentsForAmortisationExpense"",""AdjustmentsForDepreciationExpense"",""AdjustmentsForDepreciationRightofuseAssets"",""AmortisationExpenseSellingGeneralAdministrativeExpenses"",""AmortisationIntangibleAssetsOtherThanGoodwill"",""DepreciationAndAmortisationExpense"",""DepreciationExpenseRightOfUseAssetsOfGeneralAndAdministrativeExpenseOfSellingGeneralAndAdministrativeExpensesTableOfItems"",""DepreciationExpenseSellingGeneralAdministrativeExpenses"",""DepreciationInvestmentProperty"",""DepreciationPropertyPlantAndEquipment"",""DepreciationRightofuseAssets""],""dart_status"":""000"",""dart_message"":""ZIP_OK"",""body_head"":""""},{""rcept_no"":""20260320001325"",""candidate_source"":""DART_LIST_REFRESH"",""rcept_dt"":""20260320"",""report_nm"":""사업보고서 (2025.12)"",""http_status"":""OK"",""http_error"":"""",""content_type"":""application/x-msdownload;charset=UTF-8"",""zip_status"":""ZIP_OK"",""member_count"":6,""approved_exact_fact_count"":8,""approved_exact_local_names"":[""AdjustmentsForAmortisationExpense"",""AdjustmentsForDepreciationExpense""],""all_da_local_names"":[""AdjustmentsForAmortisationExpense"",""AdjustmentsForDepreciationExpense"",""AdjustmentsForDepreciationRightofuseAssets"",""AmortisationExpenseSellingGeneralAdministrativeExpenses"",""AmortisationIntangibleAssetsOtherThanGoodwill"",""DepreciationAndAmortisationExpense"",""DepreciationExpenseRightOfUseAssetsOfGeneralAndAdministrativeExpenseOfSellingGeneralAndAdministrativeExpensesTableOfItems"",""DepreciationExpenseSellingGeneralAdministrativeExpenses"",""DepreciationInvestmentProperty"",""DepreciationPropertyPlantAndEquipment"",""DepreciationRightofuseAssets""],""dart_status"":""000"",""dart_message"":""ZIP_OK"",""body_head"":""""}]"
012450,한화에어로스페이스,KOSPI,TRUE,00126566,20260319000633,NOT_ZIP,000,정상,2,1,1,ALTERNATE_RCEPT_ZIP_FOUND,"[{""rcept_no"":""20260319000633"",""candidate_source"":""V885_PRIOR"",""rcept_dt"":""20260319"",""report_nm"":""[첨부정정]사업보고서 (2025.12)"",""http_status"":""OK"",""http_error"":"""",""content_type"":""application/xml;charset=UTF-8"",""zip_status"":""NOT_ZIP"",""member_count"":0,""approved_exact_fact_count"":0,""approved_exact_local_names"":[],""all_da_local_names"":[],""dart_status"":""014"",""dart_message"":""파일이 존재하지 않습니다."",""body_head"":""<?xml version=\""1.0\"" encoding=\""UTF-8\"" standalone=\""yes\""?><result><status>014</status><message>파일이 존재하지 않습니다.</message></result>""},{""rcept_no"":""20260316001112"",""candidate_source"":""DART_LIST_REFRESH"",""rcept_dt"":""20260316"",""report_nm"":""사업보고서 (2025.12)"",""http_status"":""OK"",""http_error"":"""",""content_type"":""application/x-msdownload;charset=UTF-8"",""zip_status"":""ZIP_OK"",""member_count"":6,""approved_exact_fact_count"":4,""approved_exact_local_names"":[""AdjustmentsForAmortisationExpense""],""all_da_local_names"":[""AdjustmentsForAmortisationExpense"",""AdjustmentsForDepreciationPropertyPlantAndEquipmentOfCashFlowsFromUsedInOperatingActivitiesLineItemsOfCashFlowsFromUsedInOperatingActivitiesTableOfItems"",""AdjustmentsForDepreciationRightofuseAssets"",""AmortisationExpense"",""AmortisationExpenseSellingGeneralAdministrativeExpenses"",""AmortisationIntangibleAssetsOtherThanGoodwill"",""AmountOfAmortizationExpenseRecognizedAsAnExpenseOfDisclosureOfAmortizationAndImpairmentLossesRecognizedAsExpensesRelatedToIncrementalCostsOfObtainingContractsLineItemsOfDisclosureOfAmortizationAndImpairmentLossesRecognizedAsExpensesRelatedToIncrementalCostsOfObtainingContractsTableOfItems"",""AmountOfReversalOfImpairmentLossesRecognizedAsAnExpenseOfDisclosureOfAmortizationAndImpairmentLossesRecognizedAsExpensesRelatedToIncrementalCostsOfObtainingContractsLineItemsOfDisclosureOfAmortizationAndImpairmentLossesRecognizedAsExpensesRelatedToIncrementalCostsOfObtainingContractsTableOfItems"",""BusinessCombinationFinancialAssetsOfDisclosureOfChangesInAllowanceForCreditLossesOnFinancialAssetsMeasuredAtAmortizedCostLineItemsOfDisclosureOfChangesInAllowanceForCreditLossesOnFinancialAssetsMeasuredAtAmortizedCostTableOfItems"",""DepreciationAndAmortisationExpense"",""DepreciationExpensePropertyPlantAndEquipmentSellingAndGeneralAdministrativeExpensesOfSellingGeneralAdministrativeExpensesOfSellingGeneralAndAdministrativeExpensesTableOfItems"",""DepreciationExpenseSellingGeneralAdministrativeExpenses"",""DepreciationPropertyPlantAndEquipment"",""DepreciationRightOfUseAssetsSellingAndGeneralAdministrativeExpensesOfSellingGeneralAdministrativeExpensesOfSellingGeneralAndAdministrativeExpensesTableOfItems"",""DepreciationRightofuseAssets"",""DescriptionOfAccumulatedDepreciationOfDisclosureOfDetailedInformationAboutIntangibleAssetsLineItemsOfDisclosureOfIntangibleAssetsTableOfItems"",""DescriptionOfAccumulatedDepreciationOfDisclosureOfReconciliationOfChangesInIntangibleAssetsAndGoodwillLineItemsOfDisclosureOfReconciliationOfChangesInIntangibleAssetsAndGoodwillTableOfItems"",""DescriptionOfAmortizationExpenseOfIntangibleAssetsOfDisclosureOfAttributionOfExpensesByNatureToTheirFunctionLineItemsOfDisclosureOfAttributionOfAmortisationByNatureToTheirFunctionTableOfItems"",""DescriptionOfDepreciationAndAmortisationExpenseOfDisclosureOfOperatingSegmentsLineItemsOfDisclosureOfOperatingSegmentsTableOfItems"",""DescriptionOfDepreciationPropertyPlantAndEquipmentOfDisclosureOfDetailedInformationAboutPropertyPlantAndEquipmentLineItemsOfDisclosureOfPropertyPlantAndEquipmentTableOfItems"",""DescriptionOfDepreciationRightOfUseAssetsOfDisclosureOfDetailsOfDepreciationRightOfUseAssetsLineItemsOfDisclosureOfDetailsOfDepreciationRightOfUseAssetsTableOfItems"",""DescriptionOfOtherAmortizationExpensesAndIntangibleAssetsExcludingGoodwillOfDisclosureOfDetailedInformationAboutIntangibleAssetsLineItemsOfDisclosureOfIntangibleAssetsTableOfItems"",""ExplanationOfDepreciationExpensesAndTangibleAssetOfDisclosureOfAttributionOfExpensesByNatureToTheirFunctionLineItemsOfDisclosureOfAttributionOfDepreciationByNatureToTheirFunctionTableOfItems"",""FinancialAssetsAtAmortisedCost"",""FinancialLiabilitiesAtAmortisedCost"",""FinancialLiabilitiesAtAmortisedCostUndiscountedCashFlowsOfNonDerivativeFinancialLiabilitiesUndiscountedCashFlowsOfDisclosureOfMaturityAnalysisForNonDerivativeFinancialLiabilitiesTableOfItems"",""NoncurrentFinancialLiabilitiesAtAmortisedCost"",""SpinOffFinancialAssetsOfDisclosureOfChangesInAllowanceForCreditLossesOnFinancialAssetsMeasuredAtAmortizedCostLineItemsOfDisclosureOfChangesInAllowanceForCreditLossesOnFinancialAssetsMeasuredAtAmortizedCostTableOfItems""],""dart_status"":""000"",""dart_message"":""ZIP_OK"",""body_head"":""""}]"
023960,에쓰씨엔지니어링,KOSPI,TRUE,00121969,20260319000744,NOT_ZIP,000,정상,2,1,0,ALTERNATE_RCEPT_ZIP_FOUND,"[{""rcept_no"":""20260319000744"",""candidate_source"":""V885_PRIOR"",""rcept_dt"":""20260319"",""report_nm"":""[첨부정정]사업보고서 (2025.12)"",""http_status"":""OK"",""http_error"":"""",""content_type"":""application/xml;charset=UTF-8"",""zip_status"":""NOT_ZIP"",""member_count"":0,""approved_exact_fact_count"":0,""approved_exact_local_names"":[],""all_da_local_names"":[],""dart_status"":""014"",""dart_message"":""파일이 존재하지 않습니다."",""body_head"":""<?xml version=\""1.0\"" encoding=\""UTF-8\"" standalone=\""yes\""?><result><status>014</status><message>파일이 존재하지 않습니다.</message></result>""},{""rcept_no"":""20260318000864"",""candidate_source"":""DART_LIST_REFRESH"",""rcept_dt"":""20260318"",""report_nm"":""사업보고서 (2025.12)"",""http_status"":""OK"",""http_error"":"""",""content_type"":""application/x-msdownload;charset=UTF-8"",""zip_status"":""ZIP_OK"",""member_count"":6,""approved_exact_fact_count"":0,""approved_exact_local_names"":[],""all_da_local_names"":[],""dart_status"":""000"",""dart_message"":""ZIP_OK"",""body_head"":""""}]"
