ticker,name,corp_code,blocker_reason,source_cache_status,source_cache_reason,quarter_source_status,multi_required_recoverable,multi_full_quarter_ready,full_required_recoverable,full_full_quarter_ready,selected_candidate_source,candidate_q2_revenue_current,candidate_q2_revenue_previous,candidate_q2_operating_profit_current,candidate_q2_operating_profit_previous,candidate_q2_revenue_yoy_pct,candidate_q2_operating_profit_yoy_pct,candidate_accel_points,candidate_accel_reason,classification,multi_period_evidence_json,full_period_evidence_json
357430,마스턴프리미어리츠,01442966,최근 분기 실적 가속·둔화:MISSING_ACCEL_INPUT,LIMITED_RAW_SOURCE,QUARTER_LIMITED,LIMITED,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,NO_COMPLETE_OFFICIAL_Q2_ACCEL_INPUT_PATH,"{""H1_CURRENT"":{""year"":2026,""report_code"":""11012"",""fs_div"":""CFS"",""row_count"":16,""accounts"":{""revenue"":{""found"":true,""account_nm"":""매출액"",""thstrm_amount"":2153308148.0,""thstrm_add_amount"":2153308148.0,""frmtrm_amount"":1028774337.0,""frmtrm_add_amount"":1028774337.0,""bfefrmtrm_amount"":null},""operating_profit"":{""found"":true,""account_nm"":""영업이익"",""thstrm_amount"":1395790638.0,""thstrm_add_amount"":1395790638.0,""frmtrm_amount"":-358641921.0,""frmtrm_add_amount"":-358641921.0,""bfefrmtrm_amount"":null},""net_income"":{""found"":true,""account_nm"":""당기순이익(손실)"",""thstrm_amount"":509816134.0,""thstrm_add_amount"":509816134.0,""frmtrm_amount"":-881027677.0,""frmtrm_add_amount"":-881027677.0,""bfefrmtrm_amount"":null}},""selected"":{""revenue"":{""found"":true,""account_nm"":""매출액"",""thstrm_amount"":2153308148.0,""thstrm_add_amount"":2153308148.0,""cumulative_value"":2153308148.0},""operating_profit"":{""found"":true,""account_nm"":""영업이익"",""thstrm_amount"":1395790638.0,""thstrm_add_amount"":1395790638.0,""cumulative_value"":1395790638.0},""net_income"":{""found"":true,""account_nm"":""당기순이익(손실)"",""thstrm_amount"":509816134.0,""thstrm_add_amount"":509816134.0,""cumulative_value"":509816134.0}}},""Q1_CURRENT"":{""year"":2026,""report_code"":""11013"",""fs_div"":"""",""row_count"":0,""accounts"":{""revenue"":{""found"":false},""operating_profit"":{""found"":false},""net_income"":{""found"":false}},""selected"":{""revenue"":{""found"":false,""account_nm"":"""",""thstrm_amount"":null,""thstrm_add_amount"":null,""cumulative_value"":null},""operating_profit"":{""found"":false,""account_nm"":"""",""thstrm_amount"":null,""thstrm_add_amount"":null,""cumulative_value"":null},""net_income"":{""found"":false,""account_nm"":"""",""thstrm_amount"":null,""thstrm_add_amount"":null,""cumulative_value"":null}}},""H1_PREVIOUS"":{""year"":2025,""report_code"":""11012"",""fs_div"":""CFS"",""row_count"":16,""accounts"":{""revenue"":{""found"":true,""account_nm"":""매출액"",""thstrm_amount"":1028774337.0,""thstrm_add_amount"":1028774337.0,""frmtrm_amount"":1193300923.0,""frmtrm_add_amount"":1193300923.0,""bfefrmtrm_amount"":null},""operating_profit"":{""found"":true,""account_nm"":""영업이익"",""thstrm_amount"":-358641921.0,""thstrm_add_amount"":-358641921.0,""frmtrm_amount"":580176316.0,""frmtrm_add_amount"":580176316.0,""bfefrmtrm_amount"":null},""net_income"":{""found"":true,""account_nm"":""당기순이익(손실)"",""thstrm_amount"":-881027677.0,""thstrm_add_amount"":-881027677.0,""frmtrm_amount"":255964357.0,""frmtrm_add_amount"":255964357.0,""bfefrmtrm_amount"":null}},""selected"":{""revenue"":{""found"":true,""account_nm"":""매출액"",""thstrm_amount"":1028774337.0,""thstrm_add_amount"":1028774337.0,""cumulative_value"":1028774337.0},""operating_profit"":{""found"":true,""account_nm"":""영업이익"",""thstrm_amount"":-358641921.0,""thstrm_add_amount"":-358641921.0,""cumulative_value"":-358641921.0},""net_income"":{""found"":true,""account_nm"":""당기순이익(손실)"",""thstrm_amount"":-881027677.0,""thstrm_add_amount"":-881027677.0,""cumulative_value"":-881027677.0}}},""Q1_PREVIOUS"":{""year"":2025,""report_code"":""11013"",""fs_div"":"""",""row_count"":0,""accounts"":{""revenue"":{""found"":false},""operating_profit"":{""found"":false},""net_income"":{""found"":false}},""selected"":{""revenue"":{""found"":false,""account_nm"":"""",""thstrm_amount"":null,""thstrm_add_amount"":null,""cumulative_value"":null},""operating_profit"":{""found"":false,""account_nm"":"""",""thstrm_amount"":null,""thstrm_add_amount"":null,""cumulative_value"":null},""net_income"":{""found"":false,""account_nm"":"""",""thstrm_amount"":null,""thstrm_add_amount"":null,""cumulative_value"":null}}}}","{""H1_CURRENT"":{""label"":""H1_CURRENT"",""year"":2026,""report_code"":""11012"",""fs_div"":""CFS"",""status"":""OK"",""dart_status"":""000"",""message"":"""",""row_count"":124,""accounts"":{""revenue"":{""found"":false},""operating_profit"":{""found"":false},""net_income"":{""found"":false}},""selected"":{""revenue"":{""found"":false,""account_nm"":"""",""thstrm_amount"":null,""thstrm_add_amount"":null,""cumulative_value"":null},""operating_profit"":{""found"":false,""account_nm"":"""",""thstrm_amount"":null,""thstrm_add_amount"":null,""cumulative_value"":null},""net_income"":{""found"":false,""account_nm"":"""",""thstrm_amount"":null,""thstrm_add_amount"":null,""cumulative_value"":null}},""attempts"":[{""fs_div"":""CFS"",""status"":""000"",""message"":""정상"",""row_count"":124}]},""Q1_CURRENT"":{""label"":""Q1_CURRENT"",""year"":2026,""report_code"":""11013"",""fs_div"":"""",""status"":""OFFICIAL_NO_USABLE_DATA"",""dart_status"":""013"",""message"":"""",""row_count"":0,""accounts"":{},""selected"":{},""attempts"":[{""fs_div"":""CFS"",""status"":""013"",""message"":""조회된 데이타가 없습니다."",""row_count"":0},{""fs_div"":""OFS"",""status"":""013"",""message"":""조회된 데이타가 없습니다."",""row_count"":0}]},""H1_PREVIOUS"":{""label"":""H1_PREVIOUS"",""year"":2025,""report_code"":""11012"",""fs_div"":""CFS"",""status"":""OK"",""dart_status"":""000"",""message"":"""",""row_count"":122,""accounts"":{""revenue"":{""found"":false},""operating_profit"":{""found"":false},""net_income"":{""found"":false}},""selected"":{""revenue"":{""found"":false,""account_nm"":"""",""thstrm_amount"":null,""thstrm_add_amount"":null,""cumulative_value"":null},""operating_profit"":{""found"":false,""account_nm"":"""",""thstrm_amount"":null,""thstrm_add_amount"":null,""cumulative_value"":null},""net_income"":{""found"":false,""account_nm"":"""",""thstrm_amount"":null,""thstrm_add_amount"":null,""cumulative_value"":null}},""attempts"":[{""fs_div"":""CFS"",""status"":""000"",""message"":""정상"",""row_count"":122}]},""Q1_PREVIOUS"":{""label"":""Q1_PREVIOUS"",""year"":2025,""report_code"":""11013"",""fs_div"":"""",""status"":""OFFICIAL_NO_USABLE_DATA"",""dart_status"":""013"",""message"":"""",""row_count"":0,""accounts"":{},""selected"":{},""attempts"":[{""fs_div"":""CFS"",""status"":""013"",""message"":""조회된 데이타가 없습니다."",""row_count"":0},{""fs_div"":""OFS"",""status"":""013"",""message"":""조회된 데이타가 없습니다."",""row_count"":0}]}}"
