name,ticker,country,currency,exchange,status,last_date,current_close,split_buy_low_ref,split_buy_high_ref,split_buy_ref,target1_ref,stop_ref,avg_daily_move_abs,avg_daily_move_pct,avg_wave_days,low_3m_intraday,high_3m_intraday,low_3m_close,high_3m_close,range_3m_pct,position_in_3m_range_pct,last_volume,last_trading_value,avg20_trading_value,low_liquidity,foreign_net_5d_value,foreign_net_20d_value,foreign_net_60d_value,institution_net_5d_value,institution_net_20d_value,institution_net_60d_value,data_rows,source_used,error
Cerebras Systems Inc,CBRS,US,USD,NASDAQ,OK,2026-09-21,208.49,178.84,204.93,204.93,234.58,172.91,11.86,5.87,2.3,160.81,265.63,168.52,262.06,65.18,45.49,6874800.0,1433327090.0,1183947403.0,False,,,,,,,64,yfinance_close,
DB하이텍,000990,KR,KRW,KOSPI,OK,2026-09-22,132500.0,119200.0,130900.0,130900.0,144200.0,116600.0,5300.0,4.92,2.0,68900.0,174300.0,71200.0,174000.0,152.98,60.34,229136.0,30360520000.0,71028292460.0,False,,,,,,,65,pykrx_adjusted,
HD현대일렉트릭,267260,KR,KRW,KOSPI,OK,2026-09-22,725000.0,650000.0,716000.0,716000.0,791000.0,635000.0,29950.0,3.79,2.0,538000.0,1103000.0,583000.0,1033000.0,105.02,33.1,22177.0,16078325000.0,87263796000.0,False,,,,,,,65,pykrx_adjusted,
HD현대중공업,329180,KR,KRW,KOSPI,OK,2026-09-22,451000.0,415500.0,446500.0,446500.0,483000.0,407500.0,14520.0,2.92,1.8,411500.0,674000.0,422000.0,636000.0,63.79,15.05,42739.0,19275289000.0,123346477975.0,False,,,,,,,65,pykrx_adjusted,
Intel,INTC,US,USD,NASDAQ,OK,2026-09-21,121.78,112.19,120.56,120.56,129.03,110.27,3.84,3.67,1.9,81.79,142.35,81.88,140.94,74.04,66.03,190310700.0,23176036814.0,10287732843.0,False,,,,,,,64,yfinance_close,
LG에너지솔루션,373220,KR,KRW,KOSPI,OK,2026-09-22,352000.0,322500.0,348500.0,348500.0,378000.0,317000.0,11730.0,3.38,1.7,290500.0,407500.0,300500.0,400500.0,40.28,52.56,61699.0,21718048000.0,110124161750.0,False,,,,,,,65,pykrx_adjusted,
LG이노텍,011070,KR,KRW,KOSPI,OK,2026-09-22,549000.0,473000.0,540000.0,540000.0,616000.0,458000.0,30350.0,4.68,2.1,416000.0,1182000.0,424000.0,1130000.0,184.13,17.36,108641.0,59643909000.0,138361800750.0,False,,,,,,,65,pykrx_adjusted,
LG전자,066570,KR,KRW,KOSPI,OK,2026-09-22,215000.0,198300.0,213000.0,213000.0,219500.0,195000.0,6670.0,3.52,1.8,141900.0,241500.0,148000.0,227500.0,70.19,73.39,559436.0,120278740000.0,132651803370.0,False,,,,,,,65,pykrx_adjusted,
LG전자우,066575,KR,KRW,KOSPI,OK,2026-09-22,71900.0,66700.0,71200.0,71200.0,74600.0,65700.0,2065.0,3.06,2.0,50000.0,81500.0,53000.0,78300.0,63.0,69.52,61218.0,4401574200.0,4757328805.0,True,,,,,,,65,pykrx_adjusted,
LG화학,051910,KR,KRW,KOSPI,OK,2026-09-22,256000.0,235500.0,253500.0,253500.0,274000.0,231500.0,8220.0,3.04,1.9,224000.0,339000.0,232500.0,323000.0,51.34,27.83,51887.0,13283072000.0,52379832825.0,False,,,,,,,65,pykrx_adjusted,
