ticker,name,market,rcept_no,target_year,source_fs_status,source_fs_selected_from,source_fs_div,source_fs_candidates_json,target_member,xbrl_status,target_annual_fact_count,fs_selected_fact_count,fs_selected_context_count,selected_local_names,selected_depreciation_unique_values,selected_amortisation_unique_values,selected_unit_signature_count,selected_unit_signatures_json,selected_value_conflict,selected_context_conflict,both_approved_facts_unique,evidence_da_sum,selection_classification,selected_facts_json,recovered_rcept_dt,recovered_report_nm,recovered_candidate_source,v892_approved_exact_fact_count,v892_approved_exact_local_names
002450,삼익악기,KOSPI,20260814002549,2025,CONSISTENT,deep_fs_div,CFS,"[[""deep_fs_div"",""CFS""],[""annual_fs_div"",""CFS""],[""preferred_fs_div"",""CFS""]]",ConsolidatedMember,OK,4,2,1,AdjustmentsForAmortisationExpense|AdjustmentsForDepreciationExpense,1,1,1,"[""iso4217:KRW""]",FALSE,FALSE,TRUE,16301844000.0,MATCHED_FS_MEMBER_BOTH_FACTS_UNIQUE,"[{""member_file"":""entity00127857_2025-12-31.xbrl"",""namespace_uri"":""http://xbrl.ifrs.org/taxonomy/2021-03-24/ifrs-full"",""local_name"":""AdjustmentsForAmortisationExpense"",""context_ref"":""CFY2025dFY_ifrs-full_ConsolidatedAndSeparateFinancialStatementsAxis_ifrs-full_ConsolidatedMember_ifrs-full_CarryingAmountAccumulatedDepreciationAmortisationAndImpairmentAndGrossCarryingAmountAxis_dart_ReportedAmountMember"",""unit_ref"":""KRW"",""decimals"":""-3"",""scale"":"""",""sign"":"""",""raw_value"":""204762000"",""normalized_value"":204762000.0,""value_status"":""OK"",""context"":{""context_id"":""CFY2025dFY_ifrs-full_ConsolidatedAndSeparateFinancialStatementsAxis_ifrs-full_ConsolidatedMember_ifrs-full_CarryingAmountAccumulatedDepreciationAmortisationAndImpairmentAndGrossCarryingAmountAxis_dart_ReportedAmountMember"",""start_date"":""2025-01-01"",""end_date"":""2025-12-31"",""instant"":"""",""dimension_map"":{""ConsolidatedAndSeparateFinancialStatementsAxis"":[""ConsolidatedMember""],""CarryingAmountAccumulatedDepreciationAmortisationAndImpairmentAndGrossCarryingAmountAxis"":[""ReportedAmountMember""]},""dimension_signature"":""ifrs-full:CarryingAmountAccumulatedDepreciationAmortisationAndImpairmentAndGrossCarryingAmountAxis=dart:ReportedAmountMember|ifrs-full:ConsolidatedAndSeparateFinancialStatementsAxis=ifrs-full:ConsolidatedMember""},""unit"":{""unit_id"":""KRW"",""measures"":[""iso4217:KRW""]}},{""member_file"":""entity00127857_2025-12-31.xbrl"",""namespace_uri"":""http://xbrl.ifrs.org/taxonomy/2021-03-24/ifrs-full"",""local_name"":""AdjustmentsForDepreciationExpense"",""context_ref"":""CFY2025dFY_ifrs-full_ConsolidatedAndSeparateFinancialStatementsAxis_ifrs-full_ConsolidatedMember_ifrs-full_CarryingAmountAccumulatedDepreciationAmortisationAndImpairmentAndGrossCarryingAmountAxis_dart_ReportedAmountMember"",""unit_ref"":""KRW"",""decimals"":""-3"",""scale"":"""",""sign"":"""",""raw_value"":""16097082000"",""normalized_value"":16097082000.0,""value_status"":""OK"",""context"":{""context_id"":""CFY2025dFY_ifrs-full_ConsolidatedAndSeparateFinancialStatementsAxis_ifrs-full_ConsolidatedMember_ifrs-full_CarryingAmountAccumulatedDepreciationAmortisationAndImpairmentAndGrossCarryingAmountAxis_dart_ReportedAmountMember"",""start_date"":""2025-01-01"",""end_date"":""2025-12-31"",""instant"":"""",""dimension_map"":{""ConsolidatedAndSeparateFinancialStatementsAxis"":[""ConsolidatedMember""],""CarryingAmountAccumulatedDepreciationAmortisationAndImpairmentAndGrossCarryingAmountAxis"":[""ReportedAmountMember""]},""dimension_signature"":""ifrs-full:CarryingAmountAccumulatedDepreciationAmortisationAndImpairmentAndGrossCarryingAmountAxis=dart:ReportedAmountMember|ifrs-full:ConsolidatedAndSeparateFinancialStatementsAxis=ifrs-full:ConsolidatedMember""},""unit"":{""unit_id"":""KRW"",""measures"":[""iso4217:KRW""]}}]",20260814,[기재정정]사업보고서 (2025.12),DART_LIST_REFRESH,8,AdjustmentsForAmortisationExpense|AdjustmentsForDepreciationExpense
