basis_date,market,ticker,name,return_1w_pct,return_1w_start_date,return_1w_status,return_6m_pct,return_6m_start_date,return_6m_status,return_ytd_pct,return_ytd_start_date,return_ytd_status,return_52w_pct,return_52w_start_date,return_52w_status
2026-09-11,KOSPI,081000,일진다이아,3.6573,2026-09-04,OK,-29.6953,2026-03-11,OK,-17.4022,2025-12-30,OK,-19.4151,2025-09-12,OK
2026-09-11,KOSPI,082740,한화엔진,10.307,2026-09-04,OK,1.8219,2026-03-11,OK,17.1129,2025-12-30,OK,12.654,2025-09-12,OK
2026-09-11,KOSPI,085620,미래에셋생명,-0.4016,2026-09-04,OK,27.5064,2026-03-11,OK,111.5139,2025-12-30,OK,150.1892,2025-09-12,OK
2026-09-11,KOSPI,086280,현대글로비스,1.2136,2026-09-04,OK,-11.8393,2026-03-11,OK,15.4485,2025-12-30,OK,10.8453,2025-09-12,OK
2026-09-11,KOSDAQ,086450,동국제약,-8.1019,2026-09-04,OK,7.2393,2026-03-11,OK,15.7434,2025-12-30,OK,2.8497,2025-09-12,OK
2026-09-11,KOSDAQ,086520,에코프로,2.4272,2026-09-04,OK,-47.7723,2026-03-11,OK,-7.0485,2025-12-30,OK,71.8941,2025-09-12,OK
2026-09-11,KOSPI,086790,하나금융지주,2.6061,2026-09-04,OK,21.5168,2026-03-11,OK,46.44,2025-12-30,OK,55.3551,2025-09-12,OK
2026-09-11,KOSPI,088350,한화생명,4.3554,2026-09-04,OK,17.451,2026-03-11,OK,84.0246,2025-12-30,OK,78.5395,2025-09-12,OK
2026-09-11,KOSPI,088980,맥쿼리인프라,-1.3105,2026-09-04,OK,-13.3628,2026-03-11,OK,-12.9778,2025-12-30,OK,-15.5306,2025-09-12,OK
2026-09-11,KOSPI,090430,아모레퍼시픽,-1.9539,2026-09-04,OK,7.3338,2026-03-11,OK,17.5732,2025-12-30,OK,15.0696,2025-09-12,OK
2026-09-11,KOSPI,090460,비에이치,-12.9519,2026-09-04,OK,8.0068,2026-03-11,OK,18.1366,2025-12-30,OK,6.7939,2025-09-12,OK
2026-09-11,KOSPI,091810,트리니티항공,-2.8571,2026-09-04,OK,144.1652,2026-03-11,OK,87.5862,2025-12-30,OK,40.0618,2025-09-12,OK
2026-09-11,KOSPI,092790,넥스틸,10.7005,2026-09-04,OK,23.1164,2026-03-11,OK,57.8485,2025-12-30,OK,8.6924,2025-09-12,OK
2026-09-11,KOSDAQ,095610,테스,-2.248,2026-09-04,OK,115.7895,2026-03-11,OK,222.11,2025-12-30,OK,281.1421,2025-09-12,OK
2026-09-11,KOSDAQ,096530,씨젠,-1.0972,2026-09-04,OK,42.4379,2026-03-11,OK,32.563,2025-12-30,OK,21.3462,2025-09-12,OK
2026-09-11,KOSPI,096770,SK이노베이션,4.6999,2026-09-04,OK,21.1715,2026-03-11,OK,43.083,2025-12-30,OK,34.1983,2025-09-12,OK
2026-09-11,KOSPI,097950,CJ제일제당,-2.0174,2026-09-04,OK,-9.7438,2026-03-11,OK,-13.6058,2025-12-30,OK,-25.7438,2025-09-12,OK
2026-09-11,KOSPI,097955,CJ제일제당 우,-0.6601,2026-09-04,OK,-8.0214,2026-03-11,OK,-12.7536,2025-12-30,OK,-16.5049,2025-09-12,OK
2026-09-11,KOSPI,100250,진양홀딩스,-1.2598,2026-09-04,OK,4.3261,2026-03-11,OK,-1.4151,2025-12-30,OK,-3.2407,2025-09-12,OK
2026-09-11,KOSDAQ,100790,미래에셋벤처투자,6.5421,2026-09-04,OK,-29.8462,2026-03-11,OK,28.1928,2025-12-30,OK,118.3311,2025-09-12,OK
2026-09-11,KOSPI,100840,SNT에너지,15.5963,2026-09-04,OK,-10.6383,2026-03-11,OK,3.2787,2025-12-30,OK,-36.7893,2025-09-12,OK
2026-09-11,KOSPI,103590,일진전기,3.9531,2026-09-04,OK,-11.1389,2026-03-11,OK,30.5147,2025-12-30,OK,85.8639,2025-09-12,OK
2026-09-11,KOSPI,105560,KB금융,3.4302,2026-09-04,OK,17.581,2026-03-11,OK,42.6624,2025-12-30,OK,49.1199,2025-09-12,OK
2026-09-11,KOSDAQ,108230,톱텍,0.1513,2026-09-04,OK,-22.1176,2026-03-11,OK,-27.5711,2025-12-30,OK,-29.1221,2025-09-12,OK
2026-09-11,KOSPI,128940,한미약품,-2.0063,2026-09-04,OK,-5.3061,2026-03-11,OK,2.6549,2025-12-30,OK,56.7568,2025-09-12,OK
2026-09-11,KOSPI,130660,한전산업,13.0833,2026-09-04,OK,-36.4403,2026-03-11,OK,30.2303,2025-12-30,OK,12.8952,2025-09-12,OK
2026-09-11,KOSPI,138930,BNK금융지주,3.5088,2026-09-04,OK,-16.378,2026-03-11,OK,0.3781,2025-12-30,OK,2.7079,2025-09-12,OK
2026-09-11,KOSPI,139480,이마트,0.2721,2026-09-04,OK,-23.2292,2026-03-11,OK,-9.3481,2025-12-30,OK,-4.1612,2025-09-12,OK
2026-09-11,KOSPI,181710,NHN,-21.1189,2026-09-04,OK,54.0984,2026-03-11,OK,94.148,2025-12-30,OK,102.1505,2025-09-12,OK
2026-09-11,KOSPI,195870,해성디에스,0.4008,2026-09-04,OK,-7.9044,2026-03-11,OK,-10.0539,2025-12-30,OK,97.2441,2025-09-12,OK
2026-09-11,KOSPI,207940,삼성바이오로직스,-2.2115,2026-09-04,OK,-14.6047,2026-03-11,OK,-16.5192,2025-12-30,OK,36.3198,2025-09-12,OK
2026-09-11,KOSPI,214320,이노션,-1.5983,2026-09-04,OK,-4.3005,2026-03-11,OK,0.0542,2025-12-30,OK,-0.27,2025-09-12,OK
2026-09-11,KOSPI,214420,토니모리,-1.7013,2026-09-04,OK,-24.9639,2026-03-11,OK,-38.0215,2025-12-30,OK,-51.7625,2025-09-12,OK
2026-09-11,KOSDAQ,214450,파마리서치,-11.5136,2026-09-04,OK,7.7165,2026-03-11,OK,-15.1365,2025-12-30,OK,-46.8944,2025-09-12,OK
2026-09-11,KOSPI,217590,티엠씨,5.0193,2026-09-04,OK,-22.3966,2026-03-11,OK,-28.0899,2025-12-30,OK,,2025-09-12,HISTORY_SHORT_OR_DATE_MISSING
2026-09-11,KOSPI,234080,JW생명과학,-2.3091,2026-09-04,OK,-14.9923,2026-03-11,OK,-14.3969,2025-12-30,OK,-7.9498,2025-09-12,OK
2026-09-11,KOSDAQ,234690,녹십자웰빙,-8.1238,2026-09-04,OK,3.0369,2026-03-11,OK,3.9387,2025-12-30,OK,-8.1238,2025-09-12,OK
2026-09-11,KOSPI,241590,화승엔터프라이즈,-1.5625,2026-09-04,OK,-41.365,2026-03-11,OK,-42.378,2025-12-30,OK,-59.2086,2025-09-12,OK
2026-09-11,KOSDAQ,247540,에코프로비엠,4.0566,2026-09-04,OK,-44.1519,2026-03-11,OK,-24.7613,2025-12-30,OK,-7.3109,2025-09-12,OK
2026-09-11,KOSPI,249420,일동제약,1.9295,2026-09-04,OK,-51.9749,2026-03-11,OK,-60.2078,2025-12-30,OK,-32.6593,2025-09-12,OK
2026-09-11,KOSDAQ,257720,실리콘투,-9.375,2026-09-04,OK,15.5378,2026-03-11,OK,12.5485,2025-12-30,OK,4.1916,2025-09-12,OK
2026-09-11,KOSDAQ,261780,아리바이오랩,38.5199,2026-09-04,OK,23.3108,2026-03-11,OK,29.2035,2025-12-30,OK,31.5315,2025-09-12,OK
2026-09-11,KOSDAQ,263750,펄어비스,2.3188,2026-09-04,OK,-42.5081,2026-03-11,OK,-5.615,2025-12-30,OK,2.6163,2025-09-12,OK
2026-09-11,KOSPI,267250,HD현대,2.9106,2026-09-04,OK,-10.9712,2026-03-11,OK,31.2997,2025-12-30,OK,66.6667,2025-09-12,OK
2026-09-11,KOSPI,267260,HD현대일렉트릭,4.6218,2026-09-04,OK,-20.4473,2026-03-11,OK,-3.4884,2025-12-30,OK,25.5462,2025-09-12,OK
2026-09-11,KOSPI,267270,HD건설기계,1.7857,2026-09-04,OK,10.8087,2026-03-11,OK,44.8171,2025-12-30,OK,51.1135,2025-09-12,OK
2026-09-11,KOSPI,271940,일진하이솔루스,2.2388,2026-09-04,OK,-34.2531,2026-03-11,OK,-18.209,2025-12-30,OK,-44.3372,2025-09-12,OK
2026-09-11,KOSPI,271980,제일약품,-3.9924,2026-09-04,OK,-30.9166,2026-03-11,OK,-33.3333,2025-12-30,OK,-26.7054,2025-09-12,OK
2026-09-11,KOSPI,272210,한화시스템,3.0523,2026-09-04,OK,-51.9973,2026-03-11,OK,30.3309,2025-12-30,OK,29.3796,2025-09-12,OK
2026-09-11,KOSPI,278470,에이피알,-5.5838,2026-09-04,OK,16.6144,2026-03-11,OK,61.039,2025-12-30,OK,70.6422,2025-09-12,OK
2026-09-11,KOSPI,286940,롯데이노베이트,-3.4206,2026-09-04,OK,-16.5358,2026-03-11,OK,-6.6632,2025-12-30,OK,-17.6765,2025-09-12,OK
2026-09-11,KOSDAQ,293490,카카오게임즈,2.2148,2026-09-04,OK,-29.3803,2026-03-11,OK,-38.0537,2025-12-30,OK,-43.7881,2025-09-12,OK
2026-09-11,KOSPI,298000,효성화학,-1.25,2026-09-04,OK,42.1594,2026-03-11,OK,42.1594,2025-12-30,OK,42.1594,2025-09-12,OK
2026-09-11,KOSPI,298040,효성중공업,4.4656,2026-09-04,OK,12.6727,2026-03-11,OK,60.2471,2025-12-30,OK,97.5087,2025-09-12,OK
2026-09-11,KOSPI,298690,에어부산,-1.6938,2026-09-04,OK,-13.5244,2026-03-11,OK,-12.2164,2025-12-30,OK,-24.9254,2025-09-12,OK
2026-09-11,KOSPI,307950,현대오토에버,-1.2658,2026-09-04,OK,-5.7971,2026-03-11,OK,17.4699,2025-12-30,OK,124.7839,2025-09-12,OK
2026-09-11,KOSDAQ,317330,덕산테코피아,5.3736,2026-09-04,OK,-27.5822,2026-03-11,OK,-25.8274,2025-12-30,OK,-31.6821,2025-09-12,OK
2026-09-11,KOSPI,317400,자이에스앤디,0.8905,2026-09-04,OK,157.7929,2026-03-11,OK,157.5,2025-12-30,OK,220.9632,2025-09-12,OK
2026-09-11,KOSPI,329180,HD현대중공업,9.7365,2026-09-04,OK,-18.8136,2026-03-11,OK,-5.8939,2025-12-30,OK,-6.0784,2025-09-12,OK
2026-09-11,KOSPI,336260,두산퓨얼셀,11.2885,2026-09-04,OK,18.7348,2026-03-11,OK,69.1508,2025-12-30,OK,49.0076,2025-09-12,OK
2026-09-11,KOSPI,353200,대덕전자,0.5025,2026-09-04,OK,60.0,2026-03-11,OK,112.3142,2025-12-30,OK,285.3565,2025-09-12,OK
2026-09-11,KOSPI,357250,미래에셋맵스리츠,-3.6649,2026-09-04,OK,-23.8095,2026-03-11,OK,-29.9048,2025-12-30,OK,-34.6359,2025-09-12,OK
2026-09-11,KOSDAQ,357780,솔브레인,1.5385,2026-09-04,OK,-25.3394,2026-03-11,OK,25.9542,2025-12-30,OK,36.3636,2025-09-12,OK
2026-09-11,KOSPI,361610,SK아이이테크놀로지,2.5184,2026-09-04,OK,-27.7489,2026-03-11,OK,-33.3733,2025-12-30,OK,-40.8156,2025-09-12,OK
2026-09-11,KOSPI,373220,LG에너지솔루션,0.4184,2026-09-04,OK,-2.571,2026-03-11,OK,-2.3066,2025-12-30,OK,1.2658,2025-09-12,OK
2026-09-11,KOSPI,377300,카카오페이,-2.2199,2026-09-04,OK,-23.3002,2026-03-11,OK,-5.8045,2025-12-30,OK,-16.8165,2025-09-12,OK
2026-09-11,KOSPI,402340,SK스퀘어,4.611,2026-09-04,OK,92.7434,2026-03-11,OK,195.9239,2025-12-30,OK,451.9513,2025-09-12,OK
2026-09-11,KOSPI,403550,쏘카,-6.6196,2026-09-04,OK,-5.1971,2026-03-11,OK,-7.7594,2025-12-30,OK,-16.0317,2025-09-12,OK
2026-09-11,KOSDAQ,439960,코스모로보틱스,-5.0593,2026-09-04,OK,,2026-03-11,HISTORY_SHORT_OR_DATE_MISSING,,2025-12-30,HISTORY_SHORT_OR_DATE_MISSING,,2025-09-12,HISTORY_SHORT_OR_DATE_MISSING
2026-09-11,KOSPI,443060,HD현대마린솔루션,17.3397,2026-09-04,OK,38.9201,2026-03-11,OK,27.6486,2025-12-30,OK,14.8837,2025-09-12,OK
2026-09-11,KOSPI,454910,두산로보틱스,4.5322,2026-09-04,OK,-21.1687,2026-03-11,OK,-8.3333,2025-12-30,OK,12.9542,2025-09-12,OK
2026-09-11,KOSPI,456040,OCI,1.1349,2026-09-04,OK,-3.8369,2026-03-11,OK,34.5638,2025-12-30,OK,41.6961,2025-09-12,OK
2026-09-11,KOSPI,457190,이수스페셜티케미컬,1.2638,2026-09-04,OK,-34.525,2026-03-11,OK,8.277,2025-12-30,OK,40.4162,2025-09-12,OK
2026-09-11,KOSPI,475560,더본코리아,-2.1387,2026-09-04,OK,-31.2073,2026-03-11,OK,-37.6033,2025-12-30,OK,-42.2562,2025-09-12,OK
2026-09-11,KOSPI,483650,달바글로벌,-12.0672,2026-09-04,OK,13.0904,2026-03-11,OK,13.6271,2025-12-30,OK,2.9484,2025-09-12,OK
2026-09-11,KOSPI,489790,한화비전,-4.4534,2026-09-04,OK,-39.4095,2026-03-11,OK,5.1225,2025-12-30,OK,-21.202,2025-09-12,OK
2026-09-11,KOSPI,499790,GS피앤엘,-7.0093,2026-09-04,OK,-13.9459,2026-03-11,OK,-5.2381,2025-12-30,OK,-25.0471,2025-09-12,OK
