basis_date,market,ticker,name,return_1w_pct,return_1w_start_date,return_1w_status,return_6m_pct,return_6m_start_date,return_6m_status,return_ytd_pct,return_ytd_start_date,return_ytd_status,return_52w_pct,return_52w_start_date,return_52w_status
2026-09-11,KOSPI,066570,LG전자,-0.9926,2026-09-04,OK,69.2112,2026-03-11,OK,117.0838,2025-12-30,OK,159.0909,2025-09-12,OK
2026-09-11,KOSPI,066575,LG전자우,-4.9465,2026-09-04,OK,29.7445,2026-03-11,OK,46.5979,2025-12-30,OK,86.1257,2025-09-12,OK
2026-09-11,KOSDAQ,067310,하나마이크론,-1.2912,2026-09-04,OK,6.8323,2026-03-11,OK,33.5922,2025-12-30,OK,94.0214,2025-09-12,OK
2026-09-11,KOSPI,068270,셀트리온,-5.2632,2026-09-04,OK,-14.7368,2026-03-11,OK,-1.547,2025-12-30,OK,3.7857,2025-09-12,OK
2026-09-11,KOSPI,069620,대웅제약,-3.6176,2026-09-04,OK,-33.3532,2026-03-11,OK,-35.0551,2025-12-30,OK,-21.8575,2025-09-12,OK
2026-09-11,KOSPI,071050,한국금융지주,2.5424,2026-09-04,OK,-15.6427,2026-03-11,OK,19.7279,2025-12-30,OK,29.0667,2025-09-12,OK
2026-09-11,KOSPI,071840,롯데하이마트,-1.2658,2026-09-04,OK,-20.3065,2026-03-11,OK,-17.351,2025-12-30,OK,-25.8026,2025-09-12,OK
2026-09-11,KOSPI,072130,유엔젤,4.5407,2026-09-04,OK,0.8147,2026-03-11,OK,8.6718,2025-12-30,OK,-9.1743,2025-09-12,OK
2026-09-11,KOSPI,073240,금호타이어,2.6462,2026-09-04,OK,25.1273,2026-03-11,OK,25.7679,2025-12-30,OK,47.992,2025-09-12,OK
2026-09-11,KOSDAQ,078340,컴투스,8.0247,2026-09-04,OK,8.5271,2026-03-11,OK,20.4819,2025-12-30,OK,-13.8991,2025-09-12,OK
2026-09-11,KOSPI,078520,에이블씨엔씨,-10.302,2026-09-04,OK,-3.071,2026-03-11,OK,-3.5339,2025-12-30,OK,-22.3077,2025-09-12,OK
2026-09-11,KOSPI,079550,LIG디펜스앤에어로스페이스,3.9877,2026-09-04,OK,-8.6253,2026-03-11,OK,61.0451,2025-12-30,OK,34.5238,2025-09-12,OK
