name,ticker,country,currency,exchange,status,last_date,current_close,split_buy_low_ref,split_buy_high_ref,split_buy_ref,target1_ref,stop_ref,avg_daily_move_abs,avg_daily_move_pct,avg_wave_days,low_3m_intraday,high_3m_intraday,low_3m_close,high_3m_close,range_3m_pct,position_in_3m_range_pct,last_volume,last_trading_value,avg20_trading_value,low_liquidity,foreign_net_5d_value,foreign_net_20d_value,foreign_net_60d_value,institution_net_5d_value,institution_net_20d_value,institution_net_60d_value,data_rows,source_used,error
Cerebras Systems Inc,CBRS,US,USD,NASDAQ,OK,2026-08-11,234.76,200.17,230.61,230.61,265.2,193.25,13.84,6.43,1.9,160.81,386.34,168.52,311.07,140.25,32.79,3152575.0,740098490.0,1054454442.0,False,,,,,,,61,yfinance_close,
DB하이텍,000990,KR,KRW,KOSPI,OK,2026-08-11,93200.0,72600.0,90700.0,90700.0,111300.0,68500.0,8230.0,5.89,1.9,68900.0,230500.0,71200.0,220500.0,234.54,15.04,251142.0,23406434400.0,38287319380.0,False,,,,,,,63,pykrx_adjusted,
HD현대일렉트릭,267260,KR,KRW,KOSPI,OK,2026-08-11,739000.0,637000.0,727000.0,727000.0,828000.0,617000.0,40650.0,4.44,2.2,538000.0,1386000.0,583000.0,1309000.0,157.62,23.7,86122.0,63644158000.0,123836288300.0,False,,,,,,,63,pykrx_adjusted,
HD현대중공업,329180,KR,KRW,KOSPI,OK,2026-08-11,503000.0,451500.0,497000.0,497000.0,548000.0,441500.0,20500.0,3.49,2.5,411500.0,765000.0,434000.0,745000.0,85.91,25.88,248198.0,124843594000.0,133736691950.0,False,,,,,,,63,pykrx_adjusted,
Intel,INTC,US,USD,NASDAQ,OK,2026-08-11,97.71,86.28,96.34,96.34,107.77,84.0,4.57,4.11,1.9,81.79,142.35,81.88,140.94,74.04,26.29,163634859.0,15988761923.0,11284212039.0,False,,,,,,,63,yfinance_close,
LG에너지솔루션,373220,KR,KRW,KOSPI,OK,2026-08-11,354500.0,320000.0,350500.0,350500.0,385000.0,313000.0,13900.0,3.78,1.8,290500.0,497500.0,300500.0,458000.0,71.26,30.92,279255.0,98995897500.0,101702992575.0,False,,,,,,,63,pykrx_adjusted,
LG이노텍,011070,KR,KRW,KOSPI,OK,2026-08-11,549000.0,420000.0,533000.0,533000.0,666000.0,403500.0,53300.0,6.11,2.5,416000.0,1788000.0,424000.0,1530000.0,329.81,9.69,198952.0,109224648000.0,149460194600.0,False,,,,,,,63,pykrx_adjusted,
LG전자,066570,KR,KRW,KOSPI,OK,2026-08-11,181700.0,147200.0,177600.0,177600.0,212000.0,140300.0,13810.0,6.18,1.8,141900.0,438000.0,148000.0,392500.0,208.67,13.44,800188.0,145394159600.0,217342179035.0,False,,,,,,,63,pykrx_adjusted,
LG전자우,066575,KR,KRW,KOSPI,OK,2026-08-11,67000.0,56400.0,65700.0,65700.0,76300.0,54300.0,4225.0,5.45,2.1,50000.0,138400.0,53000.0,124400.0,176.8,19.23,54171.0,3629457000.0,6340293580.0,True,,,,,,,63,pykrx_adjusted,
LG화학,051910,KR,KRW,KOSPI,OK,2026-08-11,274000.0,248000.0,271000.0,271000.0,297000.0,243000.0,10400.0,3.44,2.1,224000.0,420500.0,232500.0,392500.0,87.72,25.45,87883.0,24079942000.0,51719264700.0,False,,,,,,,63,pykrx_adjusted,
LS,006260,KR,KRW,KOSPI,OK,2026-08-11,322500.0,273500.0,316500.0,316500.0,365500.0,263500.0,19650.0,5.35,2.3,221000.0,604000.0,223500.0,553000.0,173.3,26.5,130876.0,42207510000.0,45986943675.0,False,,,,,,,63,pykrx_adjusted,
