ticker,name,market,source_status,source_version,v8110_classification,corp_code,preferred_fs_div,claimed_source_blocker_count,claimed_source_blocker_reasons,financial_revenue_yoy_pct,annual_revenue_y0,annual_revenue_y1,annual_revenue_y2,annual_operating_profit_y0,annual_operating_profit_y1,annual_operating_profit_y2,q2_revenue_current,q2_revenue_previous,q2_revenue_yoy_pct,q2_operating_profit_current,q2_operating_profit_previous,q2_operating_profit_yoy_pct,evidence_ref
006370,대구백화점,KOSPI,SOURCE_EXTENSION_ONLY_READY,2026-09-16-v8.11.1-validation-fix-preserve-daegu-baseline-row,CURRENT_V854_CONTRACT_FULLY_RECOVERABLE,00108977,CFS,3,매출 성장과 안정성:MISSING_REVENUE_GROWTH_INPUT;최근 3년 매출 성장률:MISSING_3Y_REVENUE;최근 분기 실적 가속·둔화:MISSING_ACCEL_INPUT,-8.98,53086953606.0,59871280257.0,67645316949.0,-14972843698.0,-14996437410.0,-15147326554.0,11641095287.0,12546143086.0,-7.21,-3890970093.0,-2497827979.0,-55.77,V8110:54aa99da306fc8c5cb5c8ee8c501606f45aa6c51:CURRENT_V854_CONTRACT_FULLY_RECOVERABLE:006370
