name,ticker,country,currency,exchange,status,last_date,current_close,split_buy_low_ref,split_buy_high_ref,split_buy_ref,target1_ref,stop_ref,avg_daily_move_abs,avg_daily_move_pct,avg_wave_days,low_3m_intraday,high_3m_intraday,low_3m_close,high_3m_close,range_3m_pct,position_in_3m_range_pct,last_volume,last_trading_value,avg20_trading_value,low_liquidity,foreign_net_5d_value,foreign_net_20d_value,foreign_net_60d_value,institution_net_5d_value,institution_net_20d_value,institution_net_60d_value,data_rows,source_used,error
Cerebras Systems Inc,CBRS,US,USD,NASDAQ,OK,2026-09-14,181.21,162.42,177.51,177.51,208.35,155.99,12.34,6.07,2.2,160.81,265.63,168.52,262.06,65.18,19.46,5221800.0,946242413.0,1473518972.0,False,,,,,,,62,yfinance_close,
DB하이텍,000990,KR,KRW,KOSPI,OK,2026-09-16,118800.0,105200.0,117200.0,117200.0,130800.0,102500.0,5450.0,4.97,1.9,68900.0,174300.0,71200.0,174000.0,152.98,47.34,327653.0,38925176400.0,58443524235.0,False,,,,,,,65,pykrx_adjusted,
HD현대일렉트릭,267260,KR,KRW,KOSPI,OK,2026-09-16,704000.0,626000.0,694000.0,694000.0,772000.0,610000.0,31050.0,3.88,2.1,538000.0,1213000.0,583000.0,1120000.0,125.46,24.52,34545.0,24302407500.0,91221302475.0,False,,,,,,,65,pykrx_adjusted,
HD현대중공업,329180,KR,KRW,KOSPI,OK,2026-09-16,449500.0,415500.0,445000.0,445000.0,482500.0,404500.0,14930.0,2.92,2.0,411500.0,738000.0,422000.0,707000.0,79.34,11.64,38697.0,17394301500.0,122527663125.0,False,,,,,,,65,pykrx_adjusted,
Intel,INTC,US,USD,NASDAQ,OK,2026-09-14,97.19,87.33,96.01,96.01,105.87,85.36,3.94,3.71,1.9,81.79,142.35,81.88,140.94,74.04,25.43,96459700.0,9374918478.0,8712694030.0,False,,,,,,,62,yfinance_close,
LG에너지솔루션,373220,KR,KRW,KOSPI,OK,2026-09-16,368500.0,338000.0,365000.0,365000.0,394000.0,332000.0,12220.0,3.49,1.6,290500.0,423500.0,300500.0,416000.0,45.78,58.65,123030.0,45336555000.0,112361157550.0,False,,,,,,,65,pykrx_adjusted,
LG이노텍,011070,KR,KRW,KOSPI,OK,2026-09-16,507000.0,425000.0,497000.0,497000.0,579000.0,408500.0,32750.0,4.8,2.3,416000.0,1320000.0,424000.0,1283000.0,217.31,10.07,28642.0,14521494000.0,144626818050.0,False,,,,,,,65,pykrx_adjusted,
LG전자,066570,KR,KRW,KOSPI,OK,2026-09-16,198000.0,180400.0,195900.0,195900.0,213500.0,176900.0,7040.0,3.68,1.7,141900.0,250000.0,148000.0,234500.0,76.18,51.9,147998.0,29303604000.0,132856540320.0,False,,,,,,,65,pykrx_adjusted,
LG전자우,066575,KR,KRW,KOSPI,OK,2026-09-16,67600.0,62000.0,66900.0,66900.0,72500.0,60900.0,2245.0,3.29,1.9,50000.0,90000.0,53000.0,82000.0,80.0,44.0,15310.0,1034956000.0,4680428100.0,True,,,,,,,65,pykrx_adjusted,
LG화학,051910,KR,KRW,KOSPI,OK,2026-09-16,273500.0,252000.0,271000.0,271000.0,292500.0,247500.0,8690.0,3.15,1.9,224000.0,372500.0,232500.0,367500.0,66.29,33.33,63893.0,17474735500.0,52201390425.0,False,,,,,,,65,pykrx_adjusted,
LS,006260,KR,KRW,KOSPI,OK,2026-09-16,301000.0,265000.0,296500.0,296500.0,332500.0,258000.0,14410.0,4.59,2.2,221000.0,452000.0,223500.0,433000.0,104.52,34.63,25319.0,7621019000.0,38349337775.0,False,,,,,,,65,pykrx_adjusted,
LS ELECTRIC,010120,KR,KRW,KOSPI,OK,2026-09-16,196100.0,170400.0,193000.0,193000.0,219000.0,165200.0,10300.0,5.04,2.5,148000.0,276500.0,150300.0,263500.0,86.82,37.43,157339.0,30854177900.0,99822778795.0,False,,,,,,,65,pykrx_adjusted,
LS마린솔루션,060370,KR,KRW,KOSDAQ,OK,2026-09-16,32400.0,29450.0,32050.0,32050.0,32100.0,28850.0,1183.0,4.19,2.5,22450.0,34800.0,23050.0,34450.0,55.01,80.57,66292.0,2147860800.0,2439575690.0,True,,,,,,,65,pykrx_adjusted,
NVIDIA,NVDA,US,USD,NASDAQ,OK,2026-09-14,210.96,200.38,208.85,208.85,220.27,198.27,4.23,2.02,2.0,189.8,234.76,190.01,230.36,23.69,47.06,132267200.0,27903089400.0,28699126116.0,False,,,,,,,62,yfinance_close,
SK,034730,KR,KRW,KOSPI,OK,2026-09-16,542000.0,470500.0,533000.0,533000.0,605000.0,456500.0,28550.0,4.62,1.8,450000.0,883000.0,468500.0,858000.0,96.22,21.25,28362.0,15372204000.0,74717237950.0,False,,,,,,,65,pykrx_adjusted,
SK스퀘어,402340,KR,KRW,KOSPI,OK,2026-09-16,998000.0,816000.0,976000.0,976000.0,1158000.0,780000.0,72800.0,5.8,2.0,768000.0,2189000.0,799000.0,1970000.0,185.03,16.19,95291.0,95100418000.0,527435283400.0,False,,,,,,,65,pykrx_adjusted,
SK이노베이션,096770,KR,KRW,KOSPI,OK,2026-09-16,139000.0,127000.0,137600.0,137600.0,147800.0,124600.0,4795.0,4.14,1.9,87700.0,164700.0,89500.0,153500.0,87.8,66.62,175318.0,24369202000.0,171443094445.0,False,,,,,,,65,pykrx_adjusted,
SK하이닉스,000660,KR,KRW,KOSPI,OK,2026-09-16,1712000.0,1445000.0,1680000.0,1680000.0,1947000.0,1392000.0,106800.0,5.47,1.9,1246000.0,2987000.0,1322000.0,2919000.0,139.73,26.77,768159.0,1315088208000.0,5838291053950.0,False,,,,,,,65,pykrx_adjusted,
대한전선,001440,KR,KRW,KOSPI,OK,2026-09-16,27850.0,24550.0,27450.0,27450.0,30750.0,23850.0,1329.0,4.55,2.4,20550.0,44150.0,20800.0,41150.0,114.84,30.93,404471.0,11264517350.0,39482872345.0,False,,,,,,,65,pykrx_adjusted,
덕산테코피아,317330,KR,KRW,KOSDAQ,OK,2026-09-16,12820.0,11510.0,12660.0,12660.0,13970.0,11250.0,523.0,4.63,1.9,7850.0,17000.0,8610.0,16220.0,116.56,54.32,16382.0,210017240.0,2250174178.0,True,,,,,,,65,pykrx_adjusted,
