ticker,name,avg_daily_move_pct,baseline_status,staged_status,baseline_missing_components,staged_missing_components,baseline_score_total,staged_score_total
034730,SK,2.9064,LIMITED,READY,하루평균 절대등락률:MISSING_ELASTICITY,,,67.5
