name,ticker,country,currency,exchange,status,last_date,current_close,split_buy_low_ref,split_buy_high_ref,split_buy_ref,target1_ref,stop_ref,avg_daily_move_abs,avg_daily_move_pct,avg_wave_days,low_3m_intraday,high_3m_intraday,low_3m_close,high_3m_close,range_3m_pct,position_in_3m_range_pct,last_volume,last_trading_value,avg20_trading_value,low_liquidity,foreign_net_5d_value,foreign_net_20d_value,foreign_net_60d_value,institution_net_5d_value,institution_net_20d_value,institution_net_60d_value,data_rows,source_used,error
Cerebras Systems Inc,CBRS,US,USD,NASDAQ,OK,2026-06-16,212.25,198.7,207.52,207.52,246.96,190.83,15.78,6.43,1.5,196.73,386.34,201.01,311.07,96.38,8.19,4999500.0,1061143875.0,1567562435.0,False,,,,,,,23,yfinance_close,
DB하이텍,000990,KR,KRW,KOSPI,OK,2026-06-17,158500.0,139700.0,156200.0,156200.0,175100.0,135900.0,7530.0,5.22,2.0,76300.0,230500.0,77900.0,220500.0,202.1,53.31,426325.0,67572512500.0,142913202870.0,False,,,,,,,63,pykrx_adjusted,
HD현대일렉트릭,267260,KR,KRW,KOSPI,OK,2026-06-17,1120000.0,1024000.0,1108000.0,1108000.0,1205000.0,1004000.0,38600.0,3.61,2.2,830000.0,1430000.0,832000.0,1420000.0,72.29,48.33,132964.0,148919680000.0,230923496450.0,False,,,,,,,63,pykrx_adjusted,
HD현대중공업,329180,KR,KRW,KOSPI,OK,2026-06-17,707000.0,654000.0,700000.0,700000.0,691000.0,644000.0,21050.0,3.51,2.4,428000.0,765000.0,439000.0,745000.0,78.74,82.79,340503.0,240735621000.0,319225406300.0,False,,,,,,,63,pykrx_adjusted,
Intel,INTC,US,USD,NASDAQ,OK,2026-06-16,117.05,107.3,115.88,115.88,112.48,105.35,3.9,4.53,2.1,40.63,132.75,41.19,129.44,226.73,82.96,132300000.0,15485715404.0,14870552499.0,False,,,,,,,64,yfinance_close,
LG에너지솔루션,373220,KR,KRW,KOSPI,OK,2026-06-17,416000.0,385500.0,412000.0,412000.0,443000.0,379500.0,12220.0,2.94,1.8,355000.0,497500.0,356000.0,484500.0,40.14,42.81,224023.0,93193568000.0,245934673675.0,False,,,,,,,63,pykrx_adjusted,
LG이노텍,011070,KR,KRW,KOSPI,OK,2026-06-17,1248000.0,1147000.0,1236000.0,1236000.0,1337000.0,1126000.0,40500.0,5.65,1.8,254500.0,1788000.0,255500.0,1530000.0,602.55,64.79,317100.0,395740800000.0,796344882300.0,False,,,,,,,63,pykrx_adjusted,
LG전자,066570,KR,KRW,KOSPI,OK,2026-06-17,234500.0,205500.0,231000.0,231000.0,260000.0,199600.0,11630.0,5.68,2.1,103600.0,438000.0,105600.0,392500.0,322.78,39.14,1260211.0,295519479500.0,1188852375520.0,False,,,,,,,63,pykrx_adjusted,
LG전자우,066575,KR,KRW,KOSPI,OK,2026-06-17,79600.0,70500.0,78500.0,78500.0,87600.0,68700.0,3635.0,4.86,2.1,47100.0,138400.0,47300.0,124400.0,193.84,35.6,167523.0,13334830800.0,71473234670.0,False,,,,,,,63,pykrx_adjusted,
LG화학,051910,KR,KRW,KOSPI,OK,2026-06-17,361000.0,334000.0,357500.0,357500.0,384500.0,328500.0,10770.0,3.1,2.1,289000.0,437500.0,290000.0,429500.0,51.38,48.48,188380.0,68005180000.0,142637015600.0,False,,,,,,,63,pykrx_adjusted,
