ticker,name,market,baseline_blocker_reason,baseline_supply_status,baseline_supply_level,corp_code,corp_name_dart,corp_code_exact_stock_match_count,audit_start_date,audit_end_date,requested_lookback_days,chunk_days,chunk_count,dart_list_api_calls,dart_report_count,risk_report_count,risk_level,risk_keywords,latest_risk_report_date,latest_risk_report_name,latest_risk_rcept_no,relief_report_match_count,query_complete_180d,audit_classification,source_overlay_candidate,proposed_supply_status,proposed_supply_level,evidence_reports_json,chunk_summaries_json,api_errors_json
007540,샘표,KOSPI,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,LIMITED,없음,00130091,샘표,1,2026-03-26,2026-09-21,180,90,2,2,7,0,없음,,,,,0,TRUE,COMPLETE_180D_NO_POSITIVE_BURDEN,TRUE,OK,없음,[],"[{""start"":""2026-03-26"",""end"":""2026-06-23"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":2},{""start"":""2026-06-24"",""end"":""2026-09-21"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":5}]",[]
029780,삼성카드,KOSPI,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,LIMITED,없음,00126292,삼성카드,1,2026-03-26,2026-09-21,180,90,2,2,83,2,주의,주요주주변동,20260609,임원ㆍ주요주주특정증권등소유상황보고서,20260609000448,0,TRUE,COMPLETE_180D_POSITIVE_BURDEN,TRUE,OK,주의,"[{""rcept_dt"":""20260609"",""rcept_no"":""20260609000448"",""report_nm"":""임원ㆍ주요주주특정증권등소유상황보고서"",""corp_name"":""삼성카드"",""keywords"":[""주요주주변동""],""severity"":1,""relief_flag"":false},{""rcept_dt"":""20260609"",""rcept_no"":""20260609000416"",""report_nm"":""임원ㆍ주요주주특정증권등소유상황보고서"",""corp_name"":""삼성카드"",""keywords"":[""주요주주변동""],""severity"":1,""relief_flag"":false}]","[{""start"":""2026-03-26"",""end"":""2026-06-23"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":44},{""start"":""2026-06-24"",""end"":""2026-09-21"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":39}]",[]
084690,대상홀딩스,KOSPI,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,LIMITED,없음,00539274,대상홀딩스,1,2026-03-26,2026-09-21,180,90,2,2,16,2,주의,대량보유,20260610,주식등의대량보유상황보고서(약식),20260610000252,0,TRUE,COMPLETE_180D_POSITIVE_BURDEN,TRUE,OK,주의,"[{""rcept_dt"":""20260610"",""rcept_no"":""20260610000252"",""report_nm"":""주식등의대량보유상황보고서(약식)"",""corp_name"":""대상홀딩스"",""keywords"":[""대량보유""],""severity"":1,""relief_flag"":false},{""rcept_dt"":""20260512"",""rcept_no"":""20260512000290"",""report_nm"":""주식등의대량보유상황보고서(약식)"",""corp_name"":""대상홀딩스"",""keywords"":[""대량보유""],""severity"":1,""relief_flag"":false}]","[{""start"":""2026-03-26"",""end"":""2026-06-23"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":10},{""start"":""2026-06-24"",""end"":""2026-09-21"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":6}]",[]
114090,GKL,KOSPI,수급·공시부담:SUPPLY_LIMITED_NO_POSITIVE_EVIDENCE,LIMITED,없음,00557508,GKL,1,2026-03-26,2026-09-21,180,90,2,2,30,0,없음,,,,,0,TRUE,COMPLETE_180D_NO_POSITIVE_BURDEN,TRUE,OK,없음,[],"[{""start"":""2026-03-26"",""end"":""2026-06-23"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":18},{""start"":""2026-06-24"",""end"":""2026-09-21"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":12}]",[]
