ticker,종목,corp_code,rcept_no,report_nm,rcept_dt,report_status,document_status,sector_proxy,export_mentions,fx_asset_mentions,fx_liab_mentions,hedge_mentions,import_mentions,order_mentions,sensitivity_mentions,overseas_revenue_pct,hedge_pct_proxy,text_length,공시신뢰도,confidence_reason,dollar_sales_score,won_cost_score,hedge_score,foreign_debt_score,import_cost_score,earnings_score,technical_score,risk_score,backlog_bonus,sensitivity_bonus,fx_net_benefit_score
024110,기업은행,00149646,20260318000761,사업보고서 (2025.12),20260318,OK,OK,기타,229,79,128,1643,3303,38,177,59.5,,1860846,B,주석 수치 일부와 환율노출 키워드 확인,14.88,6.0,8.0,7.0,3.0,8.0,10.0,5.0,5.0,5.0,71.88
013700,까뮤이앤씨,00129420,20260318000955,사업보고서 (2025.12),20260318,OK,OK,기타,60,49,6,91,1812,42,31,100.0,,492872,B,주석 수치 일부와 환율노출 키워드 확인,25.0,6.0,8.0,7.0,3.0,8.0,8.0,5.0,5.0,5.0,80.0
004540,깨끗한나라,00113492,20260319000486,사업보고서 (2025.12),20260319,OK,OK,기타,46,289,28,312,1557,0,76,100.0,,411027,A,주석에서 환율노출 관련 수치 다수 확인,25.0,6.0,8.0,7.0,3.0,3.0,8.0,5.0,0.0,5.0,70.0
004545,깨끗한나라우,,,,,NO_CORP_CODE,OK,기타,0,0,0,0,0,0,0,,,0,D,DART 고유번호 매칭 실패,6.25,6.0,11.0,8.0,5.5,8.0,8.0,5.0,0.0,0.0,57.75
001260,남광토건,01965324,20260515003119,[기재정정]사업보고서 (2025.12),20260515,OK,OK,기타,288,60,0,26,817,2,35,96.7,,332000,B,주석 수치 일부와 환율노출 키워드 확인,24.18,6.0,8.0,8.0,3.0,8.0,8.0,5.0,0.8,5.0,75.97
008350,남선알미늄,00107224,20260323001569,사업보고서 (2025.12),20260323,OK,OK,기타,42,109,6,138,1993,116,112,10.38,,514930,B,주석 수치 일부와 환율노출 키워드 확인,2.6,6.0,8.0,7.0,3.0,3.0,8.0,5.0,5.0,5.0,52.59
008355,남선알미우,,,,,NO_CORP_CODE,OK,기타,0,0,0,0,0,0,0,,,0,D,DART 고유번호 매칭 실패,6.25,6.0,11.0,8.0,5.5,8.0,8.0,5.0,0.0,0.0,57.75
004270,남성,00172185,20260320001336,사업보고서 (2025.12),20260320,OK,OK,기타,201,421,18,168,1674,0,102,,,447254,B,주석 수치 일부와 환율노출 키워드 확인,6.25,6.0,8.0,7.0,3.0,8.0,2.0,5.0,0.0,5.0,50.25
003920,남양유업,00107598,20260319001235,사업보고서 (2025.12),20260319,OK,OK,기타,28,162,14,89,1321,4,63,10.0,,370405,B,주석 수치 일부와 환율노출 키워드 확인,2.5,6.0,8.0,7.0,3.0,8.0,8.0,5.0,1.6,5.0,54.1
003925,남양유업우,,,,,NO_CORP_CODE,OK,기타,0,0,0,0,0,0,0,,,0,D,DART 고유번호 매칭 실패,6.25,6.0,11.0,8.0,5.5,8.0,10.0,5.0,0.0,0.0,59.75
025860,남해화학,00107987,20260319000635,사업보고서 (2025.12),20260319,OK,OK,수입원가부담,69,119,16,130,1371,1,49,100.0,,341173,B,주석 수치 일부와 환율노출 키워드 확인,25.0,5.25,8.0,7.0,0.0,3.0,8.0,5.0,0.4,5.0,66.65
005720,넥센,00167192,20260318000932,사업보고서 (2025.12),20260318,OK,OK,기타,224,110,2,162,1926,5,59,100.0,,481608,B,주석 수치 일부와 환율노출 키워드 확인,25.0,6.0,8.0,7.0,3.0,8.0,8.0,5.0,2.0,5.0,77.0
005725,넥센우,,,,,NO_CORP_CODE,OK,기타,0,0,0,0,0,0,0,,,0,D,DART 고유번호 매칭 실패,6.25,6.0,11.0,8.0,5.5,8.0,8.0,5.0,0.0,0.0,57.75
002350,넥센타이어,00173874,20260318001435,사업보고서 (2025.12),20260318,OK,OK,자동차/부품,200,63,0,275,2480,8,208,,,558531,B,주석 수치 일부와 환율노출 키워드 확인,18.0,8.25,8.0,8.0,4.0,8.0,10.0,5.0,3.2,5.0,77.45
002355,넥센타이어1우B,,,,,NO_CORP_CODE,OK,자동차/부품,0,0,0,0,0,0,0,,,0,D,DART 고유번호 매칭 실패,18.0,8.25,11.0,8.0,6.5,8.0,10.0,5.0,0.0,0.0,74.75
092790,넥스틸,00220613,20260414002511,[기재정정]사업보고서 (2025.12),20260414,OK,OK,기타,132,170,18,101,901,2,65,1.0,,253072,B,주석 수치 일부와 환율노출 키워드 확인,0.25,6.0,8.0,7.0,3.0,8.0,10.0,5.0,0.8,5.0,53.05
251270,넷마블,00904672,20260318001170,사업보고서 (2025.12),20260318,OK,OK,기타,88,105,4,141,1681,0,83,91.97,10.0,586447,A,주석에서 환율노출 관련 수치 다수 확인,22.99,6.0,13.5,7.0,3.0,8.0,8.0,5.0,0.0,5.0,78.49
090350,노루페인트,00583442,20260312000811,사업보고서 (2025.12),20260312,OK,OK,기타,44,144,14,164,1780,14,71,93.2,,456245,B,주석 수치 일부와 환율노출 키워드 확인,23.3,6.0,8.0,7.0,3.0,8.0,8.0,5.0,5.0,5.0,78.3
090355,노루페인트우,,,,,NO_CORP_CODE,OK,기타,0,0,0,0,0,0,0,,,0,D,DART 고유번호 매칭 실패,6.25,6.0,11.0,8.0,5.5,8.0,8.0,5.0,0.0,0.0,57.75
000320,노루홀딩스,00113508,20260312001302,사업보고서 (2025.12),20260312,OK,OK,기타,103,194,20,440,1963,15,85,93.0,10.0,492895,A,주석에서 환율노출 관련 수치 다수 확인,23.25,6.0,13.5,7.0,3.0,8.0,8.0,5.0,5.0,5.0,83.75
000325,노루홀딩스우,,,,,NO_CORP_CODE,OK,기타,0,0,0,0,0,0,0,,,0,D,DART 고유번호 매칭 실패,6.25,6.0,11.0,8.0,5.5,8.0,8.0,5.0,0.0,0.0,57.75
006280,녹십자,00129679,20260318001316,사업보고서 (2025.12),20260318,OK,OK,바이오/제약,298,252,42,198,2394,2,140,,,684930,B,주석 수치 일부와 환율노출 키워드 확인,16.25,9.0,8.0,7.0,5.5,8.0,8.0,5.0,0.8,5.0,72.55
005250,녹십자홀딩스,00108135,20260318000995,사업보고서 (2025.12),20260318,OK,OK,바이오/제약,334,333,29,246,2510,22,158,,,716874,B,주석 수치 일부와 환율노출 키워드 확인,16.25,9.0,8.0,7.0,5.5,8.0,8.0,5.0,5.0,5.0,76.75
005257,녹십자홀딩스2우,,,,,NO_CORP_CODE,OK,바이오/제약,0,0,0,0,0,0,0,,,0,D,DART 고유번호 매칭 실패,16.25,9.0,11.0,8.0,8.0,8.0,8.0,5.0,0.0,0.0,73.25
004370,농심,00108241,20260311003892,사업보고서 (2025.12),20260311,OK,OK,K푸드,180,125,0,56,1727,4,96,5.0,,482800,B,주석 수치 일부와 환율노출 키워드 확인,1.25,6.75,8.0,8.0,2.5,8.0,8.0,5.0,1.6,5.0,54.1
072710,농심홀딩스,00459871,20260318001210,사업보고서 (2025.12),20260318,OK,OK,K푸드,96,149,25,181,1886,23,72,100.0,,506348,A,주석에서 환율노출 관련 수치 다수 확인,25.0,6.75,8.0,7.0,2.5,8.0,10.0,5.0,5.0,5.0,82.25
058730,다스코,00353878,20260317000393,[첨부정정]사업보고서 (2025.12),20260317,OK,OK,기타,4,18,0,50,407,7,17,,,99601,B,주석 수치 일부와 환율노출 키워드 확인,6.25,6.0,8.0,8.0,3.0,3.0,10.0,5.0,2.8,5.0,57.05
030210,다올투자증권,00156859,20260312000604,사업보고서 (2025.12),20260312,OK,OK,기타,46,52,6,433,1719,0,45,0.5,53.51,661496,A,주석에서 환율노출 관련 수치 다수 확인,0.12,6.0,6.97,7.0,3.0,8.0,8.0,5.0,0.0,5.0,49.1
023590,다우기술,00176914,20260318001606,사업보고서 (2025.12),20260318,OK,OK,기타,106,66,2,519,3445,6,82,,9.0,935699,B,주석 수치 일부와 환율노출 키워드 확인,6.25,6.0,13.65,7.0,3.0,8.0,8.0,5.0,2.4,5.0,64.3
145210,다이나믹디자인,00453488,20260323001749,사업보고서 (2025.12),20260323,OK,OK,기타,131,130,15,88,1333,1,71,70.0,,445188,A,주석에서 환율노출 관련 수치 다수 확인,17.5,6.0,8.0,7.0,3.0,8.0,7.0,2.0,0.4,5.0,63.9
483650,달바글로벌,01649204,20260407001978,[기재정정]사업보고서 (2025.12),20260407,OK,OK,기타,95,42,3,31,497,1,29,,,221789,B,주석 수치 일부와 환율노출 키워드 확인,6.25,6.0,8.0,7.0,3.0,8.0,7.0,5.0,0.4,5.0,55.65
019680,대교,00108913,20260609000080,[기재정정]사업보고서 (2025.12),20260609,OK,OK,기타,50,86,0,89,1554,0,47,97.3,,350877,B,주석 수치 일부와 환율노출 키워드 확인,24.32,6.0,8.0,8.0,3.0,3.0,8.0,5.0,0.0,5.0,70.33
019685,대교우B,,,,,NO_CORP_CODE,OK,기타,0,0,0,0,0,0,0,,,0,D,DART 고유번호 매칭 실패,6.25,6.0,11.0,8.0,5.5,8.0,8.0,5.0,0.0,0.0,57.75
006370,대구백화점,00108977,20260323000628,사업보고서 (2025.12),20260323,OK,OK,기타,0,23,0,18,1374,0,20,,,317520,C,보고서 텍스트 단서와 산업 프록시 중심,6.25,6.0,8.0,8.0,3.0,3.0,10.0,5.0,0.0,5.0,54.25
008060,대덕,00109189,20260319001087,사업보고서 (2025.12),20260319,OK,OK,기타,45,76,3,87,1848,10,80,100.0,,420033,B,주석 수치 일부와 환율노출 키워드 확인,25.0,6.0,8.0,7.0,3.0,8.0,7.0,5.0,4.0,5.0,78.0
353200,대덕전자,01478712,20260318001514,사업보고서 (2025.12),20260318,OK,OK,반도체/전자부품,46,83,6,85,1478,6,68,100.0,,374686,B,주석 수치 일부와 환율노출 키워드 확인,25.0,9.0,8.0,7.0,4.0,8.0,7.0,5.0,2.4,5.0,80.4
000490,대동,00109286,20260318001552,사업보고서 (2025.12),20260318,OK,OK,기타,213,212,39,366,2639,4,57,,,540996,B,주석 수치 일부와 환율노출 키워드 확인,6.25,6.0,8.0,7.0,3.0,8.0,8.0,5.0,1.6,5.0,57.85
008110,대동전자,00157104,20250619000257,사업보고서 (2025.03),20250619,OK,OK,기타,34,47,0,47,957,1,62,100.0,,251872,B,주석 수치 일부와 환율노출 키워드 확인,25.0,6.0,8.0,8.0,3.0,8.0,2.0,5.0,0.4,5.0,70.4
005750,대림바스,00109754,20260319001199,사업보고서 (2025.12),20260319,OK,OK,기타,25,102,6,205,2030,0,111,10.0,,463743,B,주석 수치 일부와 환율노출 키워드 확인,2.5,6.0,8.0,7.0,3.0,8.0,8.0,5.0,0.0,5.0,52.5
006570,대림통상,00109824,20260319001328,사업보고서 (2025.12),20260319,OK,OK,기타,40,132,0,138,1097,1,78,,,325576,C,보고서 텍스트 단서와 산업 프록시 중심,6.25,6.0,8.0,8.0,3.0,3.0,10.0,5.0,0.4,5.0,54.65
001680,대상,00121941,20260327000936,[기재정정]사업보고서 (2025.12),20260327,OK,OK,기타,147,73,16,73,1986,2,103,,,407512,B,주석 수치 일부와 환율노출 키워드 확인,6.25,6.0,8.0,7.0,3.0,8.0,8.0,5.0,0.8,5.0,57.05
001685,대상우,,,,,NO_CORP_CODE,OK,기타,0,0,0,0,0,0,0,,,0,D,DART 고유번호 매칭 실패,6.25,6.0,11.0,8.0,5.5,8.0,8.0,5.0,0.0,0.0,57.75
084690,대상홀딩스,00539274,20260327001423,[기재정정]사업보고서 (2025.12),20260327,OK,OK,기타,184,119,15,71,2185,13,119,100.0,,438339,B,주석 수치 일부와 환율노출 키워드 확인,25.0,6.0,8.0,7.0,3.0,8.0,8.0,5.0,5.0,5.0,80.0
084695,대상홀딩스우,,,,,NO_CORP_CODE,OK,기타,0,0,0,0,0,0,0,,,0,D,DART 고유번호 매칭 실패,6.25,6.0,11.0,8.0,5.5,8.0,10.0,5.0,0.0,0.0,59.75
128820,대성산업,00828789,20260320000501,[첨부정정]사업보고서 (2025.12),20260320,OK,OK,기타,0,0,0,0,0,0,0,,,18,D,환율노출 공시 단서 부족,6.25,6.0,11.0,8.0,5.5,8.0,8.0,5.0,0.0,0.0,57.75
117580,대성에너지,00787376,20260318001167,사업보고서 (2025.12),20260318,OK,OK,기타,8,17,0,26,778,0,42,100.0,,265926,B,주석 수치 일부와 환율노출 키워드 확인,25.0,6.0,8.0,8.0,3.0,8.0,8.0,5.0,0.0,5.0,76.0
016710,대성홀딩스,00108940,20260323001166,[첨부정정]사업보고서 (2025.12),20260323,OK,OK,기타,0,0,0,0,0,0,0,,,18,D,환율노출 공시 단서 부족,6.25,6.0,11.0,8.0,5.5,8.0,8.0,5.0,0.0,0.0,57.75
003540,대신증권,00110893,20260319000718,[기재정정]사업보고서 (2025.12),20260319,OK,OK,기타,99,191,44,616,4830,3,54,100.0,60.0,1037993,B,주석 수치 일부와 환율노출 키워드 확인,25.0,6.0,6.0,7.0,3.0,8.0,8.0,5.0,1.2,5.0,74.2
003547,대신증권2우B,,,,,NO_CORP_CODE,OK,기타,0,0,0,0,0,0,0,,,0,D,DART 고유번호 매칭 실패,6.25,6.0,11.0,8.0,5.5,8.0,8.0,5.0,0.0,0.0,57.75
003545,대신증권우,,,,,NO_CORP_CODE,OK,기타,0,0,0,0,0,0,0,,,0,D,DART 고유번호 매칭 실패,6.25,6.0,11.0,8.0,5.5,8.0,8.0,5.0,0.0,0.0,57.75
009190,대양금속,00111111,20260319001294,사업보고서 (2025.12),20260319,OK,OK,기타,51,101,6,146,1183,1,54,10.0,,372523,B,주석 수치 일부와 환율노출 키워드 확인,2.5,6.0,8.0,7.0,3.0,8.0,7.0,2.0,0.4,5.0,48.9
014160,대영포장,00111458,20260319001078,사업보고서 (2025.12),20260319,OK,OK,기타,8,12,4,27,812,1,14,,,200792,C,보고서 텍스트 단서와 산업 프록시 중심,6.25,6.0,8.0,7.0,3.0,3.0,8.0,5.0,0.4,5.0,51.65
047040,대우건설,00124540,20260318001029,사업보고서 (2025.12),20260318,OK,OK,기타,77,322,51,607,3748,139,103,60.0,3.0,884483,A,주석에서 환율노출 관련 수치 다수 확인,15.0,6.0,14.55,7.0,3.0,8.0,10.0,5.0,5.0,5.0,78.55
003090,대웅,00111810,20260318001178,사업보고서 (2025.12),20260318,OK,OK,기타,326,168,8,41,1570,0,60,4.685,,517592,B,주석 수치 일부와 환율노출 키워드 확인,1.17,6.0,8.0,7.0,3.0,8.0,8.0,5.0,0.0,5.0,51.17
069620,대웅제약,00427483,20260318001528,사업보고서 (2025.12),20260318,OK,OK,기타,435,202,8,45,1827,0,64,84.0,,593620,B,주석 수치 일부와 환율노출 키워드 확인,21.0,6.0,8.0,7.0,3.0,8.0,8.0,5.0,0.0,5.0,71.0
000430,대원강업,00111847,20260318001323,사업보고서 (2025.12),20260318,OK,OK,기타,230,226,21,71,2209,4,57,16.9,,452943,A,주석에서 환율노출 관련 수치 다수 확인,4.22,6.0,8.0,7.0,3.0,8.0,7.0,5.0,1.6,5.0,54.83
006340,대원전선,00260392,20260331003244,[기재정정]사업보고서 (2025.12),20260331,OK,OK,전력기기,179,190,42,485,1888,2,94,,2.4,390414,B,주석 수치 일부와 환율노출 키워드 확인,20.5,10.5,14.64,7.0,4.5,8.0,10.0,2.0,0.8,5.0,82.94
006345,대원전선우,,,,,NO_CORP_CODE,OK,전력기기,0,0,0,0,0,0,0,,,0,D,DART 고유번호 매칭 실패,20.5,10.5,11.0,8.0,7.0,8.0,10.0,5.0,0.0,0.0,80.0
003220,대원제약,00111999,20260318001398,사업보고서 (2025.12),20260318,OK,OK,기타,79,63,6,32,1750,4,84,96.6,,446813,B,주석 수치 일부와 환율노출 키워드 확인,24.15,6.0,8.0,7.0,3.0,8.0,10.0,5.0,1.6,5.0,77.75
024890,대원화성,00112022,20260318000817,사업보고서 (2025.12),20260318,OK,OK,기타,34,81,0,71,1262,2,39,80.0,,350226,B,주석 수치 일부와 환율노출 키워드 확인,20.0,6.0,8.0,8.0,3.0,8.0,7.0,5.0,0.8,5.0,70.8
012800,대창,00112651,20260318001018,[첨부정정]사업보고서 (2025.12),20260318,OK,OK,기타,0,0,0,0,0,0,0,,,18,D,환율노출 공시 단서 부족,6.25,6.0,11.0,8.0,5.5,8.0,8.0,5.0,0.0,0.0,57.75
015230,대창단조,00112679,20260319000402,사업보고서 (2025.12),20260319,OK,OK,기타,100,98,12,37,1388,5,66,100.0,,387224,A,주석에서 환율노출 관련 수치 다수 확인,25.0,6.0,8.0,7.0,3.0,8.0,10.0,5.0,2.0,5.0,79.0
001070,대한방직,00112970,20260319001239,사업보고서 (2025.12),20260319,OK,OK,기타,50,174,10,123,1141,0,48,64.13,,357861,A,주석에서 환율노출 관련 수치 다수 확인,16.03,6.0,8.0,7.0,3.0,8.0,10.0,5.0,0.0,5.0,68.03
006650,대한유화,00260383,20260305001191,사업보고서 (2025.12),20260305,OK,OK,기타,63,106,4,114,1497,2,93,15.0,22.8,375790,A,주석에서 환율노출 관련 수치 다수 확인,3.75,6.0,11.58,7.0,3.0,8.0,8.0,5.0,0.8,5.0,58.13
001440,대한전선,00113207,20260318001418,사업보고서 (2025.12),20260318,OK,OK,전력기기,52,149,1,644,2376,60,127,29.2,,563166,B,주석 수치 일부와 환율노출 키워드 확인,7.3,10.5,8.0,7.0,4.5,8.0,10.0,5.0,5.0,5.0,70.3
084010,대한제강,00113225,20260318000780,사업보고서 (2025.12),20260318,OK,OK,기타,50,331,38,305,1963,12,224,10.0,,516839,B,주석 수치 일부와 환율노출 키워드 확인,2.5,6.0,8.0,7.0,3.0,8.0,8.0,5.0,4.8,5.0,57.3
001790,대한제당,00113234,20260319000542,사업보고서 (2025.12),20260319,OK,OK,기타,97,334,49,218,1771,3,114,3.8,4.65,424659,A,주석에서 환율노출 관련 수치 다수 확인,0.95,6.0,14.3,7.0,3.0,8.0,8.0,5.0,1.2,5.0,58.45
001795,대한제당우,,,,,NO_CORP_CODE,OK,기타,0,0,0,0,0,0,0,,,0,D,DART 고유번호 매칭 실패,6.25,6.0,11.0,8.0,5.5,8.0,8.0,5.0,0.0,0.0,57.75
001130,대한제분,00113243,20260319001278,사업보고서 (2025.12),20260319,OK,OK,기타,80,125,14,190,1730,4,81,100.0,,438410,B,주석 수치 일부와 환율노출 키워드 확인,25.0,6.0,8.0,7.0,3.0,8.0,8.0,5.0,1.6,5.0,76.6
439260,대한조선,00182696,20260323000620,사업보고서 (2025.12),20260323,OK,OK,조선,274,202,4,640,1600,266,95,,3.0,454057,B,주석 수치 일부와 환율노출 키워드 확인,22.5,11.25,14.55,7.0,4.0,8.0,8.0,5.0,5.0,5.0,90.3
003490,대한항공,00113526,20260318001125,사업보고서 (2025.12),20260318,OK,OK,수입원가부담,608,207,17,502,2515,26,151,,50.0,647284,B,주석 수치 일부와 환율노출 키워드 확인,5.0,5.25,7.5,7.0,0.0,8.0,7.0,5.0,5.0,5.0,54.75
003495,대한항공우,,,,,NO_CORP_CODE,OK,수입원가부담,0,0,0,0,0,0,0,,,0,D,DART 고유번호 매칭 실패,5.0,5.25,11.0,8.0,2.0,8.0,8.0,5.0,0.0,0.0,52.25
005880,대한해운,00113535,20260320001138,사업보고서 (2025.12),20260320,OK,OK,기타,81,357,11,236,2649,638,70,100.0,,555551,A,주석에서 환율노출 관련 수치 다수 확인,25.0,6.0,8.0,7.0,3.0,8.0,8.0,5.0,5.0,5.0,80.0
003830,대한화섬,00113544,20260318001465,사업보고서 (2025.12),20260318,OK,OK,기타,29,112,13,12,790,2,77,,,222278,B,주석 수치 일부와 환율노출 키워드 확인,6.25,6.0,8.0,7.0,3.0,3.0,10.0,5.0,0.8,5.0,54.05
016090,대현,00113614,20260319001075,사업보고서 (2025.12),20260319,OK,OK,기타,12,24,4,37,738,0,23,99.6,,213469,B,주석 수치 일부와 환율노출 키워드 확인,24.9,6.0,8.0,7.0,3.0,8.0,8.0,5.0,0.0,5.0,74.9
069460,대호에이엘,00428729,20260324000005,사업보고서 (2025.12),20260324,OK,OK,기타,61,157,11,128,1099,7,47,,,359789,B,주석 수치 일부와 환율노출 키워드 확인,6.25,6.0,8.0,7.0,3.0,8.0,2.0,5.0,2.8,5.0,53.05
475560,더본코리아,00968607,20260323000930,사업보고서 (2025.12),20260323,OK,OK,기타,69,62,8,56,1345,0,76,,,382599,B,주석 수치 일부와 환율노출 키워드 확인,6.25,6.0,8.0,7.0,3.0,3.0,8.0,5.0,0.0,5.0,51.25
192080,더블유게임즈,01010110,20260318001244,사업보고서 (2025.12),20260318,OK,OK,기타,72,109,6,158,1309,0,75,60.0,,411226,B,주석 수치 일부와 환율노출 키워드 확인,15.0,6.0,8.0,7.0,3.0,8.0,2.0,5.0,0.0,5.0,59.0
012510,더존비즈온,00172291,20260318001198,사업보고서 (2025.12),20260318,OK,OK,기타,7,61,0,70,2198,3,52,100.0,,471538,B,주석 수치 일부와 환율노출 키워드 확인,25.0,6.0,8.0,8.0,3.0,8.0,8.0,5.0,1.2,5.0,77.2
004830,덕성,00114093,20260318000948,사업보고서 (2025.12),20260318,OK,OK,기타,70,53,8,244,1152,1,40,100.0,,347100,B,주석 수치 일부와 환율노출 키워드 확인,25.0,6.0,8.0,7.0,3.0,8.0,8.0,5.0,0.4,5.0,75.4
004835,덕성우,,,,,NO_CORP_CODE,OK,기타,0,0,0,0,0,0,0,,,0,D,DART 고유번호 매칭 실패,6.25,6.0,11.0,8.0,5.5,8.0,8.0,5.0,0.0,0.0,57.75
145720,덴티움,00526599,20260401003696,[기재정정]사업보고서 (2025.12),20260401,OK,OK,기타,203,115,30,58,983,2,105,80.0,,318431,B,주석 수치 일부와 환율노출 키워드 확인,20.0,6.0,8.0,7.0,3.0,8.0,8.0,5.0,0.8,5.0,70.8
002150,도화엔지니어링,00114552,20260316001627,사업보고서 (2025.12),20260316,OK,OK,기타,19,347,28,101,1805,122,115,,,512046,C,보고서 텍스트 단서와 산업 프록시 중심,6.25,6.0,8.0,7.0,3.0,3.0,8.0,5.0,5.0,5.0,56.25
460850,동국씨엠,01765256,20260317000766,[기재정정]사업보고서 (2025.12),20260317,OK,OK,기타,139,140,4,176,1752,14,93,68.6,,355124,B,주석 수치 일부와 환율노출 키워드 확인,17.15,6.0,8.0,7.0,3.0,8.0,8.0,5.0,5.0,5.0,72.15
460860,동국제강,01765265,20260313000519,사업보고서 (2025.12),20260313,OK,OK,기타,47,85,14,425,1428,24,45,12.0,,277302,B,주석 수치 일부와 환율노출 키워드 확인,3.0,6.0,8.0,7.0,3.0,8.0,8.0,5.0,5.0,5.0,58.0
001230,동국홀딩스,00114792,20260318000823,사업보고서 (2025.12),20260318,OK,OK,기타,103,161,2,182,2586,49,98,,,495283,C,보고서 텍스트 단서와 산업 프록시 중심,6.25,6.0,8.0,7.0,3.0,8.0,10.0,5.0,5.0,5.0,63.25
023450,동남합성,00115065,20260318000382,사업보고서 (2025.12),20260318,OK,OK,기타,25,27,0,6,573,3,23,,,172336,B,주석 수치 일부와 환율노출 키워드 확인,6.25,6.0,8.0,8.0,3.0,8.0,7.0,5.0,1.2,5.0,57.45
004140,동방,00115287,20260319001296,사업보고서 (2025.12),20260319,OK,OK,기타,42,154,13,442,2411,93,133,25.9,,475088,A,주석에서 환율노출 관련 수치 다수 확인,6.47,6.0,8.0,7.0,3.0,8.0,8.0,5.0,5.0,5.0,61.48
007590,동방아그로,00115384,20260312000569,사업보고서 (2025.12),20260312,OK,OK,기타,9,129,49,129,1485,1,101,10.0,,333661,B,주석 수치 일부와 환율노출 키워드 확인,2.5,6.0,8.0,7.0,3.0,8.0,8.0,5.0,0.4,5.0,52.9
005960,동부건설,00115612,20260316001362,사업보고서 (2025.12),20260316,OK,OK,기타,9,90,24,251,3841,143,60,10.0,,705738,A,주석에서 환율노출 관련 수치 다수 확인,2.5,6.0,8.0,7.0,3.0,8.0,8.0,2.0,5.0,5.0,54.5
005965,동부건설우,,,,,NO_CORP_CODE,OK,기타,0,0,0,0,0,0,0,,,0,D,DART 고유번호 매칭 실패,6.25,6.0,11.0,8.0,5.5,8.0,8.0,5.0,0.0,0.0,57.75
026960,동서,00144395,20260312000207,사업보고서 (2025.12),20260312,OK,OK,기타,112,174,16,280,1741,0,85,5.55,,356963,B,주석 수치 일부와 환율노출 키워드 확인,1.39,6.0,8.0,7.0,3.0,8.0,10.0,5.0,0.0,5.0,53.39
002210,동성제약,00116268,20260506000554,[기재정정]사업보고서 (2025.12),20260506,OK,OK,기타,15,8,0,97,434,0,7,90.0,,139013,B,주석 수치 일부와 환율노출 키워드 확인,22.5,6.0,8.0,8.0,3.0,8.0,5.0,2.0,0.0,3.5,66.0
102260,동성케미컬,00679314,20260318001381,사업보고서 (2025.12),20260318,OK,OK,기타,50,160,10,240,2453,12,66,100.0,,559401,B,주석 수치 일부와 환율노출 키워드 확인,25.0,6.0,8.0,7.0,3.0,8.0,8.0,5.0,4.8,5.0,79.8
000640,동아쏘시오홀딩스,00116824,20260318001307,사업보고서 (2025.12),20260318,OK,OK,기타,62,76,6,75,1931,4,125,,,436368,B,주석 수치 일부와 환율노출 키워드 확인,6.25,6.0,8.0,7.0,3.0,8.0,8.0,5.0,1.6,5.0,57.85
170900,동아에스티,00956930,20260318001313,사업보고서 (2025.12),20260318,OK,OK,기타,209,64,25,155,2260,0,171,12.8,,550983,B,주석 수치 일부와 환율노출 키워드 확인,3.2,6.0,8.0,7.0,3.0,8.0,8.0,5.0,0.0,5.0,53.2
028100,동아지질,00178754,20260318001545,사업보고서 (2025.12),20260318,OK,OK,기타,7,62,6,98,1896,137,64,36.0,,468058,B,주석 수치 일부와 환율노출 키워드 확인,9.0,6.0,8.0,7.0,3.0,8.0,10.0,5.0,5.0,5.0,66.0
001520,동양,00117337,20260318001406,사업보고서 (2025.12),20260318,OK,OK,기타,80,134,6,61,2536,55,43,16.0,4.05,491760,A,주석에서 환율노출 관련 수치 다수 확인,4.0,6.0,14.39,7.0,3.0,3.0,8.0,2.0,5.0,5.0,57.39
001527,동양2우B,,,,,NO_CORP_CODE,OK,기타,0,0,0,0,0,0,0,,,0,D,DART 고유번호 매칭 실패,6.25,6.0,11.0,8.0,5.5,8.0,10.0,5.0,0.0,0.0,59.75
084670,동양고속,00540641,20260323001365,사업보고서 (2025.12),20260323,OK,OK,기타,2,0,0,44,1271,5,22,,,317601,C,보고서 텍스트 단서와 산업 프록시 중심,6.25,6.0,8.0,8.0,3.0,8.0,8.0,5.0,2.0,5.0,59.25
082640,동양생명,00117267,20260331004234,[기재정정]사업보고서 (2025.12),20260331,OK,OK,기타,17,198,6,1332,1666,1,63,,,628729,B,주석 수치 일부와 환율노출 키워드 확인,6.25,6.0,8.0,7.0,3.0,8.0,10.0,5.0,0.4,5.0,58.65
001525,동양우,,,,,NO_CORP_CODE,OK,기타,0,0,0,0,0,0,0,,,0,D,DART 고유번호 매칭 실패,6.25,6.0,11.0,8.0,5.5,8.0,7.0,5.0,0.0,0.0,56.75
018500,동원금속,00118008,20250618000195,사업보고서 (2025.03),20250618,OK,OK,기타,86,53,12,65,1524,4,41,,,360542,B,주석 수치 일부와 환율노출 키워드 확인,6.25,6.0,8.0,7.0,3.0,8.0,8.0,5.0,1.6,5.0,57.85
006040,동원산업,00118026,20260318001195,사업보고서 (2025.12),20260318,OK,OK,기타,218,249,10,210,4091,86,202,46.0,,751966,A,주석에서 환율노출 관련 수치 다수 확인,11.5,6.0,8.0,7.0,3.0,8.0,8.0,5.0,5.0,5.0,66.5
030720,동원수산,00118044,20260312000830,사업보고서 (2025.12),20260312,OK,OK,기타,107,211,0,75,1276,62,37,,70.0,297527,B,주석 수치 일부와 환율노출 키워드 확인,6.25,6.0,4.5,8.0,3.0,8.0,10.0,5.0,5.0,5.0,60.75
